"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_TStartTesting.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",94.5127,7.00108,1.89946,7.00102,2.00079,5.00623,0.00907976,87.3634,5.21563,2.30869,1.00015,0.200129,0.600003,0.250617,14.8133,2.90008,0.00512339,0.0502533,1.01561,3.17107,26.8481,0.25018,27.0063,4.00009,8.00002,-57.47376,-1067.423,-1115.949
"1st Qu.",544.56325,10.16365,3.0571575,10.82345,3.2724375,6.893235,0.0214305,98.416525,8.2172625,5.9595775,1.58974,0.362594,0.65887725,0.45007525,17.578525,3.48698,0.34089725,0.185239,6.5988725,8.61515,45.22165,0.51327375,53.566625,4.131525,8.088505,-49.45134,-1054.7505,-1102.9365
"Median",852.024,13.28775,3.419415,13.4157,3.87447,8.128415,0.0251462,101.27,9.446375,7.62124,2.026605,0.4720125,0.708617,0.51316,18.37415,3.97584,0.4927785,0.257997,9.424845,10.44225,51.42565,0.6466985,58.71805,4.306915,8.215295,-48.19662,-1052.5845,-1100.779
"Mean",981.836278355181,13.5619096176654,3.41455054931336,13.459446693196,3.9241427372035,8.38987376560549,0.0254139315387016,101.43047482834,9.43665791666667,7.56971812421973,2.02266858302122,0.478014983614232,0.717456625156055,0.517309953183521,18.1735833177278,4.01970267478152,0.4965485723299,0.267757327512484,9.05086783707865,10.256498656367,50.0692539325843,0.647194911516854,57.6686173533084,4.39909002965044,8.31692148564295,-48.3215803589263,-1052.68170802122,-1101.00329478777
"3rd Qu.",1252.9325,16.884375,3.7903325,16.09515,4.5589325,9.63587,0.02889425,104.24775,10.60655,9.2207075,2.4695175,0.5855305,0.766112,0.5804525,18.97695,4.514205,0.648792,0.3408015,11.77775,12.0928,56.131075,0.7782635,62.87615,4.5744575,8.43836,-47.081495,-1050.4575,-1098.82425
"Max.",6598.01,20.9964,4.49961,19.9927,6.98596,17.0438,0.0474046,117.81,13.9154,11.995,2.99962,0.799759,0.948177,0.780846,19.4999,5.4398,0.997318,0.693708,13.994,13.9931,60.3962,1.01996,67.1987,6.49375,10.7646,-43.35688,-1042.644,-1092.739
"rhat.vec",1.00705084737446,1.0009343324208,1.02740324965322,1.00070307226299,1.00052256264203,1.00157952828552,1.00414159281319,1.00684278457945,1.00551342905985,1.00857304344451,1.00004577546749,0.999935873738186,1.00020007954608,1.01331061751301,1.00069732064035,1.00002244215338,1.01356184028872,1.0031182158671,1.00137177655636,1.0051787046584,1.00263262936084,1.00081294537613,1.00026978052275,1.00011354482155,1.00010140656299,1.0018978161134,1.00665994177328,1.00415080450449
