Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	842.796	9.70601	3.98089	14.4842	2.33939	5.96648	0.00911593	124.579	12.731	7.85351	1.28931	0.517642	0.781217	0.327659	18.923	3.96257	0.405453	0.171524	1.9765	12.8996	39.4177	0.605795	33.3918	0.103029	0.427462	0.167603	0.0514917	0.605919	0.16969	0.0460646	18.923	39.4177	0.605795	33.3918	0.939054	0.019484	0.000827045	0.000165389	0.00150501	9.12297e-05	0.000666922	0.0340704	0.00396601	0.00025008	0.327659	0.636102	0.167485	0.0502791	0.59165	0.165694	0.00486827	10.6453	0.0293018	1.19185	1.11921	566.105	1e-15	0.00171607	0
1	3017.07	7.052	3.63773	7.51794	3.51836	7.44175	0.00758887	121.847	13.2974	11.0074	1.0022	0.587181	0.661659	0.239863	20.7083	4.56496	0.0874818	0.0758425	3.67114	13.2421	32.6802	0.397723	35.9188	0.141804	0.284223	0.134377	0.0352957	0.660207	0.337598	0.0650214	20.7083	32.6802	0.397723	35.9188	0.94275	0.00553803	0.00229495	0.000182339	0.00342885	5.19734e-05	0.000925065	0.0407309	0.00413082	0.00025483	0.239863	0.882588	0.0741363	0.0345016	0.645354	0.330003	0.00442193	4.07613	0.0573871	1.28243	1.20901	1497.77	29.6584	0.00489467	0.00020874
2	3454.93	9.1154	3.3429	7.45111	2.83705	5.37152	0.0070351	126.628	13.2876	10.4891	2.31416	0.484342	0.609138	0.25723	19.1547	3.99053	0.120952	0.286672	2.73092	13.1139	31.7231	0.591664	50.9518	0.109704	0.352479	0.186167	0.0281274	0.263222	0.1689	0.0835228	19.1547	31.7231	0.591664	50.9518	0.918648	0.0152039	0.00109795	0.000417208	0.00166529	0.000334815	0.000602923	0.0581627	0.00393578	0.000260479	0.25723	0.84855	0.277544	0.0272318	0.254841	0.163522	0.00515186	5.19119	0.0708733	1.24557	1.14424	1345.91	22.8237	0.00467898	0.000225605
3	1691.07	19.398	3.78448	15.2275	4.17548	5.35482	0.0083936	121.008	13.7535	7.86041	2.01282	0.466204	0.640894	0.21834	20.3269	3.85505	0.0697948	0.202252	3.34843	13.7263	28.2981	0.49039	56.3434	0.0515517	0.239493	0.186748	0.0380117	0.318406	0.178409	0.0464123	20.3269	28.2981	0.49039	56.3434	0.922222	0.0323119	0.00179648	0.000437138	0.00170023	0.000203047	0.000559399	0.0369341	0.00375323	0.000243357	0.21834	0.899239	0.197408	0.0371013	0.31078	0.174137	0.00624129	9.16175	0.0417357	1.37096	1.26433	1260.98	24.2317	0.00435547	0.00020397
4	1500.07	18.3569	3.54843	18.7584	2.79241	6.7807	0.0106027	123.34	13.1014	5.28056	1.02012	0.292677	0.827407	0.313094	20.9644	4.7806	0.298178	0.206015	2.29661	12.6828	37.8364	0.721126	30.959	0.0544754	0.358114	0.147477	0.0458593	0.811088	0.169189	0.0278975	20.9644	37.8364	0.721126	30.959	0.912926	0.0518255	0.000881495	0.000220252	0.00150923	8.09814e-05	0.000754289	0.0279241	0.00378362	0.000237815	0.313094	0.707329	0.201112	0.044768	0.791786	0.165163	0.0045743	15.165	0.0197327	1.24354	1.13526	1353.45	25.6568	0.00462384	0.000199974
5	1554.2	8.51016	3.95669	16.5605	2.95052	7.43125	0.00767772	120.542	13.4774	8.21061	1.49548	0.415141	0.600069	0.307203	20.0525	5.54736	0.334543	0.198653	1.92598	13.1	35.5847	0.577102	35.3199	0.117507	0.338923	0.134567	0.0303404	0.401255	0.267427	0.0321512	20.0525	35.5847	0.577102	35.3199	0.925235	0.033394	0.00119214	0.000285656	0.00223482	0.000144248	0.000769366	0.0329795	0.00371425	0.000199003	0.307203	0.673786	0.194382	0.0296882	0.392629	0.261678	0.00405838	11.7086	0.021663	1.24403	1.15102	1267.73	23.7346	0.0045562	0.00016338
6	1739.09	14.3465	3.47308	8.62733	3.732	5.03515	0.0108556	122.806	12.9112	8.03821	2.00875	0.46608	0.910125	0.261647	19.2761	4.02614	0.148319	0.189737	5.74276	13.2234	31.5916	0.560496	42.5346	0.0697034	0.267953	0.198604	0.0527718	0.45308	0.0447418	0.0799514	19.2761	31.5916	0.560496	42.5346	0.949947	0.0126911	0.00131983	0.000298021	0.001296	0.000156276	0.000586182	0.0298988	0.00371816	0.000254444	0.261647	0.819665	0.185626	0.0516286	0.443265	0.0437724	0.00661113	5.82768	0.0655333	1.24291	1.18069	1340.39	27.0971	0.004201	0.000211469
7	1995.37	9.16387	4.27684	16.8923	3.92352	5.51712	0.00698717	121.518	12.5892	9.57403	1.06338	0.422748	0.704104	0.32016	19.111	3.95531	0.569802	0.143461	5.02519	13.9171	29.4959	0.68628	45.3456	0.109124	0.254873	0.181254	0.0310902	0.662138	0.27826	0.0458904	19.111	29.4959	0.68628	45.3456	0.910412	0.0298738	0.00216495	0.00035218	0.00238021	9.50815e-05	0.00063798	0.0500473	0.00395912	0.000267929	0.32016	0.522585	0.140906	0.0305364	0.650344	0.273304	0.00586073	13.2895	0.0239816	1.29277	1.17696	1335.72	26.9561	0.00451939	0.000223706
8	761.431	13.4498	4.21857	10.1622	2.23469	5.15999	0.00798112	130.247	13.8278	10.5848	1.80103	0.542723	0.79692	0.361626	18.5423	3.46068	0.698155	0.213844	4.3828	13.7442	33.3882	0.669873	34.1913	0.0743505	0.447489	0.193799	0.0408611	0.44248	0.112758	0.0804505	18.5423	33.3882	0.669873	34.1913	0.922586	0.0228645	0.000716132	0.000181396	0.00137409	0.000152754	0.000567468	0.0474578	0.00390051	0.000271674	0.361626	0.491583	0.203889	0.0389589	0.421881	0.107509	0.00537517	8.02057	0.0395481	1.08493	1.00094	1234.19	25.7266	0.00450748	0.000232307
9	3632.84	16.144	4.31348	17.8448	3.76033	7.4601	0.00749302	134.347	13.8846	10.7354	2.34514	0.656431	0.637379	0.177657	19.9294	6.4233	0.11517	0.245915	3.83304	13.9707	32.2173	0.510773	55.2496	0.0619425	0.265934	0.134046	0.0389734	0.271787	0.154627	0.032402	19.9294	32.2173	0.510773	55.2496	0.896974	0.0430183	0.00124412	0.000363282	0.00178329	0.000230135	0.00076913	0.0521255	0.00358254	0.000255841	0.177657	0.819548	0.2306	0.0365463	0.254861	0.144997	0.00330056	10.6656	0.026555	1.27739	1.14579	1259.96	19.2006	0.00436708	0.000224678
10	3619.32	15.8321	3.74159	12.0101	4.47655	6.22496	0.00652457	125.637	13.3827	8.74115	2.08586	0.525973	0.657053	0.285883	20.176	3.79492	0.308164	0.0653075	3.49025	13.764	27.9718	0.461986	40.6098	0.0631628	0.223386	0.160644	0.0395362	0.315003	0.164415	0.0500464	20.176	27.9718	0.461986	40.6098	0.932389	0.012545	0.00228233	0.000152083	0.00242957	7.11946e-05	0.000633499	0.0458571	0.00374106	0.000244293	0.285883	0.679856	0.0633259	0.0383366	0.305445	0.159426	0.00486262	7.39576	0.0340243	1.18454	1.10446	1167.69	24.7567	0.00430146	0.000206096
11	269.308	9.51057	3.85687	9.95551	3.30478	5.13652	0.010977	111.554	11.9093	10.3214	1.17939	0.424456	0.910639	0.262833	21.0341	6.39034	0.0773031	0.227535	1.71677	10.5815	29.4977	0.418293	44.6332	0.105146	0.302592	0.194684	0.037449	0.772127	0.0757688	0.0754228	21.0341	29.4977	0.418293	44.6332	0.960311	0.0117501	0.00120685	0.000351687	0.00139418	0.000121935	0.000624089	0.0200003	0.00406296	0.000202619	0.262833	0.901861	0.226122	0.0372165	0.767333	0.0752984	0.0066964	5.68644	0.0680208	1.29078	1.23955	1498.06	30.9233	0.00480301	0.000165093
12	1117.35	7.24274	3.96518	13.7502	2.66838	7.84293	0.0105948	124.145	13.8585	6.5835	2.14694	0.545406	0.705968	0.238362	20.6122	4.62642	0.167651	0.0797969	1.9683	12.6109	24.7949	0.479873	50.0546	0.138069	0.374759	0.127503	0.0584855	0.328825	0.136954	0.0367685	20.6122	24.7949	0.479873	50.0546	0.962616	0.0066966	0.00097661	8.12738e-05	0.00180196	6.46e-05	0.000790151	0.0233001	0.00356397	0.000215774	0.238362	0.786309	0.077349	0.0566914	0.318738	0.132753	0.00411871	8.30308	0.0289114	1.20245	1.1575	1247.86	24.6733	0.00437324	0.00018016
13	302.992	11.7556	3.59518	12.4283	4.14528	6.24179	0.0132746	88.5593	7.21346	6.13034	2.42475	0.414074	0.730719	0.454423	18.0863	5.95754	0.13855	0.225461	2.0115	8.31309	29.2007	0.488124	43.5877	0.0850658	0.241238	0.16021	0.0493564	0.301358	0.111055	0.0463447	18.0863	29.2007	0.488124	43.5877	0.959603	0.0223547	0.00143852	0.000418728	0.00142648	0.000226566	0.000690757	0.00992997	0.00378235	0.000157844	0.454423	0.896481	0.225459	0.049356	0.301356	0.111054	0.00636958	8.95748	0.0415471	1.37546	1.3199	1405.97	34.6177	0.0044943	0.000126046
14	1456.17	20.6115	4.34333	7.37824	4.55066	5.08081	0.00796134	126.507	13.5286	9.97203	1.07611	0.618908	0.706278	0.304585	19.1951	4.39676	0.451332	0.199971	1.6985	13.5767	37.829	0.598026	37.5885	0.0485166	0.219748	0.196819	0.0438347	0.656325	0.272948	0.115861	19.1951	37.829	0.598026	37.5885	0.9334	0.0173352	0.00163209	0.000384033	0.0014103	9.22312e-05	0.000528759	0.0413794	0.00372331	0.000253222	0.304585	0.584765	0.193276	0.0423671	0.634351	0.263809	0.0057727	5.31574	0.0677514	1.2147	1.13381	1224.19	22.7055	0.00440491	0.000217164
15	3395.26	13.4994	4.1476	7.33844	2.64922	8.88443	0.0114125	122.406	13.6562	10.4337	2.1599	0.418497	0.62154	0.188508	18.7796	3.31729	0.125347	0.331116	2.73819	13.7264	32.0879	0.698153	52.3088	0.0740774	0.37747	0.112556	0.02493	0.287763	0.175221	0.0636156	18.7796	32.0879	0.698153	52.3088	0.926663	0.032335	0.000999526	0.000472066	0.00225932	0.000369507	0.00103978	0.0323833	0.00355165	0.000250729	0.188508	0.811269	0.322576	0.0242871	0.280342	0.170702	0.00415294	5.54092	0.0516093	1.41562	1.3118	1615.65	27.8206	0.00469842	0.000203431
16	1631.74	18.3553	4.09175	9.58876	2.55976	7.0901	0.00830566	126.582	13.1869	7.71361	1.22592	0.209643	0.750896	0.206746	20.7588	6.07711	0.121405	0.250435	2.05561	11.9759	38.7233	0.476062	36.9074	0.0544802	0.390662	0.141042	0.0204081	0.612516	0.203198	0.0601858	20.7588	38.7233	0.476062	36.9074	0.911534	0.0308054	0.00103424	0.000328442	0.00221086	0.000157861	0.000789966	0.0495345	0.00349813	0.000261749	0.206746	0.82583	0.242686	0.0197766	0.593563	0.19691	0.0043865	5.60352	0.0497033	1.31155	1.19553	1420.78	24.5096	0.00446227	0.000226603
17	2578.56	17.674	3.78422	12.0387	3.66168	5.54011	0.011779	119.151	12.6396	8.33674	2.63047	0.214829	0.760006	0.203197	19.4313	3.84954	0.139511	0.420989	2.75102	12.6914	31.904	0.642574	34.7779	0.0565803	0.273099	0.180502	0.0195846	0.288924	0.0912362	0.0567386	19.4313	31.904	0.642574	34.7779	0.915937	0.0397664	0.000681323	0.000477888	0.00090362	0.000341609	0.000578763	0.0373307	0.00397688	0.000251452	0.203197	0.800658	0.414653	0.0192898	0.284576	0.0898631	0.00590797	8.6101	0.0454282	1.14596	1.04963	1199.17	29.0574	0.00475966	0.000211492
18	4286.94	9.69839	3.2966	11.3092	4.11309	6.41615	0.00688498	125.505	12.9741	6.93807	1.24987	0.370773	0.668234	0.265485	20.8152	5.46214	0.0967202	0.111937	2.71765	12.6014	34.4024	0.604004	51.787	0.10311	0.243126	0.155857	0.0357107	0.534643	0.26544	0.0454318	20.8152	34.4024	0.604004	51.787	0.9264	0.0164907	0.00290073	0.000350625	0.00308128	0.000104166	0.000803271	0.0462063	0.00382437	0.000246843	0.265485	0.879616	0.108912	0.0347457	0.520195	0.258267	0.00469957	8.01975	0.0399625	1.49832	1.38805	1579.97	25.1712	0.00459903	0.000208489
19	371.288	14.0956	3.35624	9.31669	3.88809	7.39775	0.0101333	77.9858	3.08945	9.18226	2.12912	0.396906	0.80029	0.675108	20.1631	5.22149	0.643359	0.178922	12.8489	8.33615	44.8405	0.515634	57.802	0.0709441	0.257196	0.135176	0.0345928	0.375878	0.0937993	0.0486958	20.1631	44.8405	0.515634	57.802	0.952514	0.0257519	0.00161193	0.000351258	0.00207837	0.000180594	0.000831688	0.0121187	0.00444565	0.000150799	0.675108	0.776651	0.178922	0.0345928	0.375878	0.0937993	0.00456043	7.55878	0.0378196	1.3826	1.31694	1239.79	31.7696	0.00465496	0.000122561
20	1217.06	14.2927	4.10256	12.9649	4.65408	5.38865	0.00896634	123.109	13.8116	8.17984	1.56413	0.5186	0.844325	0.315246	19.5922	4.71454	0.358605	0.0863629	1.45241	13.5067	40.7016	0.501647	27.5746	0.0699658	0.214865	0.185575	0.05353	0.539805	0.0995282	0.0587227	19.5922	40.7016	0.501647	27.5746	0.943102	0.0138127	0.0025242	0.000228277	0.00208689	7.60642e-05	0.000678985	0.0333014	0.00404426	0.00026138	0.315246	0.661018	0.0839275	0.0520205	0.524583	0.0967215	0.00633961	8.54064	0.0388167	1.27821	1.20548	1520.47	30.0361	0.00482886	0.000212545
21	951.169	13.9635	4.06864	10.3958	3.67786	5.73489	0.00831702	118.649	13.5408	7.21445	1.57337	0.309436	0.634242	0.312826	19.7039	4.32377	0.327244	0.309851	2.9672	12.5558	35.4043	0.688936	43.0152	0.0716153	0.271897	0.174371	0.0272034	0.403111	0.232468	0.0682443	19.7039	35.4043	0.688936	43.0152	0.92012	0.0385763	0.00147133	0.00063677	0.00177579	0.000267059	0.000734318	0.0320638	0.00423502	0.000209993	0.312826	0.683661	0.30394	0.0266844	0.39542	0.228033	0.00523865	8.17364	0.046656	1.32024	1.21478	1569.37	27.0922	0.00504408	0.000169564
22	2187.95	7.76637	3.61987	15.4363	3.51849	6.21631	0.00777052	118.523	13.3962	8.23745	1.38847	0.358975	0.72914	0.274012	19.582	4.44665	0.185741	0.132044	4.61157	13.8495	33.3143	0.529269	40.1019	0.12876	0.284213	0.160867	0.0317748	0.525139	0.195078	0.0377239	19.582	33.3143	0.529269	40.1019	0.932071	0.0211284	0.00223089	0.000330202	0.00285714	0.000127299	0.000775099	0.036655	0.00380262	0.000231215	0.274012	0.786268	0.12965	0.0311987	0.515619	0.191541	0.00547918	10.161	0.0296611	1.36574	1.27297	1500.98	27.0485	0.00442672	0.000184157
23	1715.84	8.82071	3.51126	14.3796	3.2468	6.19839	0.00843125	119.761	13.4231	9.76874	2.37901	0.574541	0.717854	0.317746	19.76	4.43524	0.239951	0.072093	2.34079	13.5697	35.5569	0.620999	45.3004	0.11337	0.307996	0.161332	0.04222	0.301745	0.118598	0.0393947	19.76	35.5569	0.620999	45.3004	0.939822	0.0145091	0.00266868	0.000201719	0.00334988	0.000136481	0.000841697	0.0345377	0.00384756	0.000248359	0.317746	0.759493	0.070651	0.0413756	0.295709	0.116226	0.00586359	10.6614	0.02992	1.46246	1.37445	1737.89	28.4891	0.00462969	0.000197795
24	266.764	9.52125	4.20832	17.1397	3.11507	5.25476	0.0094193	107.053	11.3829	5.2811	1.46488	0.379035	0.714186	0.243224	18.4348	4.92768	0.0497526	0.113328	1.09923	11.5696	25.3931	0.308309	53.4889	0.105028	0.32102	0.190304	0.0512585	0.487539	0.195111	0.0467254	18.4348	25.3931	0.308309	53.4889	0.958785	0.011348	0.00159208	0.000202478	0.00186116	9.1103e-05	0.000602325	0.0213492	0.00399787	0.000196643	0.243224	0.932078	0.112952	0.0510886	0.485922	0.194464	0.00692134	8.16784	0.0435517	1.30718	1.2533	1425.63	29.3749	0.00469401	0.000156795
25	719.682	17.6211	4.31321	13.5699	3.5138	5.04037	0.00567175	126.329	13.7481	6.98084	2.69638	0.410632	0.617633	0.275801	20.3547	5.73428	0.296056	0.062213	1.13281	13.798	38.0089	0.429003	37.8648	0.0567501	0.284592	0.198398	0.0363309	0.22906	0.141808	0.0630611	20.3547	38.0089	0.429003	37.8648	0.914624	0.0155521	0.00329632	0.000208323	0.00353267	0.000151473	0.000650073	0.0580947	0.00368982	0.00026968	0.275801	0.682944	0.0600465	0.0350656	0.221083	0.136869	0.00651974	7.95854	0.0430672	1.37996	1.26214	1603.83	25.6311	0.00447211	0.000223642
26	1139.45	11.9387	4.28392	9.5798	3.25281	5.43196	0.00642645	126.139	13.4831	5.05164	1.46789	0.308364	0.632639	0.303744	19.1953	3.23126	0.389673	0.147386	1.66061	13.5936	37.7823	0.625595	50.9612	0.0837612	0.307427	0.184096	0.0386178	0.430985	0.250265	0.0823244	19.1953	37.7823	0.625595	50.9612	0.922252	0.0173207	0.00205674	0.000338735	0.00244357	0.000149067	0.00067035	0.0505506	0.00407218	0.000254492	0.303744	0.628561	0.142632	0.0373722	0.417085	0.242193	0.00517788	7.08252	0.0517459	1.4188	1.30849	1552.2	22.8776	0.0048503	0.000216646
27	2224.78	15.5741	3.96406	14.9573	3.6123	6.34429	0.00714128	117.775	12.2757	7.23828	2.12048	0.273451	0.751427	0.297001	20.2383	4.33647	0.429981	0.107532	1.67554	13.6623	24.3182	0.67504	54.983	0.0642092	0.276832	0.157622	0.0283877	0.354366	0.117225	0.0417738	20.2383	24.3182	0.67504	54.983	0.912396	0.0336954	0.00223925	0.000264925	0.00290984	0.000148612	0.000692839	0.0438305	0.00379358	0.000241259	0.297001	0.593329	0.10625	0.0280493	0.350141	0.115827	0.00541905	11.5404	0.0247856	1.37686	1.25624	1363.15	26.1161	0.0045943	0.000198961
28	996.407	18.644	3.27035	12.0471	2.17901	5.28143	0.00660733	117.538	12.3486	5.71317	1.89399	0.266478	0.768338	0.324258	19.9796	3.25213	0.193	0.135809	2.68509	12.2403	34.8309	0.519552	39.579	0.0536366	0.458924	0.189343	0.0358374	0.405672	0.122314	0.0513997	19.9796	34.8309	0.519552	39.579	0.928189	0.0256086	0.00126787	0.000195948	0.00228604	0.000163084	0.000643506	0.03754	0.00399959	0.000201596	0.324258	0.804641	0.134179	0.0354072	0.400802	0.120846	0.00537187	8.1359	0.0413582	1.29627	1.20319	1468.39	23.5978	0.00463638	0.000166813
29	4811.97	13.7497	3.68305	18.4802	5.18044	6.40908	0.0085157	126.344	13.5192	10.2167	1.30929	0.532882	0.766499	0.217701	20.3793	4.77604	0.111633	0.13673	1.85953	13.6697	32.4212	0.60081	54.0578	0.0727289	0.193034	0.156029	0.039979	0.585431	0.178342	0.0310961	20.3793	32.4212	0.60081	54.0578	0.918887	0.0297665	0.00257929	0.000386116	0.00218871	9.63353e-05	0.000706202	0.0419675	0.00361004	0.000270616	0.217701	0.843497	0.132215	0.038659	0.566101	0.172453	0.00501124	12.7091	0.0262294	1.48586	1.36533	1406.75	23.8272	0.00443459	0.000231249
30	1304.8	8.31674	4.07437	18.4094	3.73874	5.94158	0.0109469	129.985	13.9622	6.60605	1.85339	0.411397	0.713728	0.213022	20.8027	6.3298	0.144095	0.403361	2.34259	13.9253	34.1507	0.604022	42.0213	0.120239	0.26747	0.168305	0.044448	0.385093	0.154459	0.0372494	20.8027	34.1507	0.604022	42.0213	0.930016	0.0287674	0.000700965	0.000426601	0.000874407	0.000218797	0.000623861	0.0344842	0.00375803	0.000254336	0.213022	0.800257	0.384398	0.0423584	0.366989	0.147197	0.00475846	12.6726	0.0298091	1.10388	1.02663	1226.7	22.7832	0.00455027	0.000217367
31	1616.11	9.11279	4.47317	11.6299	4.26658	7.35795	0.0098866	120.59	13.0962	6.74004	1.18542	0.254711	0.625539	0.210041	21.0886	3.88164	0.157074	0.333461	1.54176	12.8337	38.5917	0.523518	30.8376	0.109736	0.23438	0.135907	0.0236396	0.527694	0.315889	0.0522736	21.0886	38.5917	0.523518	30.8376	0.933597	0.0269854	0.00123481	0.000592741	0.0016522	0.000164548	0.000762091	0.0313225	0.003621	0.000222037	0.210041	0.782621	0.327009	0.0231822	0.517484	0.309777	0.00459	7.25239	0.0409104	1.25511	1.17177	1284.84	26.455	0.0045468	0.000182994
