"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 842.796 9.70601 3.98089 14.4842 2.33939 5.96648 0.00911593 124.579 12.731 7.85351 1.28931 0.517642 0.781217 0.327659 18.923 3.96257 0.405453 0.171524 1.9765 12.8996 39.4177 0.605795 33.3918 8.34901 8.01297 -48.67786 -900.6961 -949.374
66300 3017.07 7.052 3.63773 7.51794 3.51836 7.44175 0.00758887 121.847 13.2974 11.0074 1.0022 0.587181 0.661659 0.239863 20.7083 4.56496 0.0874818 0.0758425 3.67114 13.2421 32.6802 0.397723 35.9188 8.51743 8.44023 -51.0645 -905.8621 -956.9266
200000 3454.93 9.1154 3.3429 7.45111 2.83705 5.37152 0.0070351 126.628 13.2876 10.4891 2.31416 0.484342 0.609138 0.25723 19.1547 3.99053 0.120952 0.286672 2.73092 13.1139 31.7231 0.591664 50.9518 8.67873 8.46689 -51.1254 -901.8904 -953.0158
161800 1691.07 19.398 3.78448 15.2275 4.17548 5.35482 0.0083936 121.008 13.7535 7.86041 2.01282 0.466204 0.640894 0.21834 20.3269 3.85505 0.0697948 0.202252 3.34843 13.7263 28.2981 0.49039 56.3434 7.04736 8.13208 -50.02173 -902.5204 -952.5421
170600 1500.07 18.3569 3.54843 18.7584 2.79241 6.7807 0.0106027 123.34 13.1014 5.28056 1.02012 0.292677 0.827407 0.313094 20.9644 4.7806 0.298178 0.206015 2.29661 12.6828 37.8364 0.721126 30.959 8.64668 10.4756 -52.56771 -906.1175 -958.6852
168200 1554.2 8.51016 3.95669 16.5605 2.95052 7.43125 0.00767772 120.542 13.4774 8.21061 1.49548 0.415141 0.600069 0.307203 20.0525 5.54736 0.334543 0.198653 1.92598 13.1 35.5847 0.577102 35.3199 9.9845 8.00243 -49.5393 -902.6136 -952.1529
67100 1739.09 14.3465 3.47308 8.62733 3.732 5.03515 0.0108556 122.806 12.9112 8.03821 2.00875 0.46608 0.910125 0.261647 19.2761 4.02614 0.148319 0.189737 5.74276 13.2234 31.5916 0.560496 42.5346 9.1889 8.59737 -50.23267 -906.5204 -956.753
106100 1995.37 9.16387 4.27684 16.8923 3.92352 5.51712 0.00698717 121.518 12.5892 9.57403 1.06338 0.422748 0.704104 0.32016 19.111 3.95531 0.569802 0.143461 5.02519 13.9171 29.4959 0.68628 45.3456 7.22152 8.35332 -48.7275 -902.6555 -951.383
168900 761.431 13.4498 4.21857 10.1622 2.23469 5.15999 0.00798112 130.247 13.8278 10.5848 1.80103 0.542723 0.79692 0.361626 18.5423 3.46068 0.698155 0.213844 4.3828 13.7442 33.3882 0.669873 34.1913 10.3653 8.09363 -51.67643 -900.4572 -952.1336
47000 3632.84 16.144 4.31348 17.8448 3.76033 7.4601 0.00749302 134.347 13.8846 10.7354 2.34514 0.656431 0.637379 0.177657 19.9294 6.4233 0.11517 0.245915 3.83304 13.9707 32.2173 0.510773 55.2496 10.9173 8.13077 -54.61419 -905.8424 -960.4565
