Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	4130.73	10.7947	3.36352	12.5544	3.21637	8.11347	0.00960798	162.166	34.4036	4.31101	2.66554	0.190793	0.537948	0.810257	0.279058	22.033	7.06781	0.111452	0.18545	9.39372	10.1179	37.1613	0.650824	54.4132	0.0926381	0.31091	0.123252	0.081817	0.245979	0.0711837	0.0330211	22.033	37.1613	0.650824	54.4132	0.880803	0.0455825	0.00289047	0.00047043	0.00455892	0.000564697	0.00262467	0.0509775	0.0114278	0.00048864	0.279058	0.867404	0.143048	0.06311	0.189737	0.0549079	0.00302451	9.39401	0.0286426	1.23727	1.08979	1137.59	1e-15	0.00330518	0
1	6853.38	17.6355	3.31497	10.8613	2.92754	9.20349	0.00723561	173.108	37.2211	6.81793	2.42688	0.135912	0.610938	0.764974	0.304136	22.1951	4.42531	0.155386	0.148457	7.92976	11.0668	43.4018	0.650263	47.2179	0.0567038	0.341584	0.108654	0.059231	0.272368	0.0968429	0.0331623	22.1951	43.4018	0.650263	47.2179	0.823751	0.0727589	0.00426894	0.000479253	0.00896551	0.000601791	0.00347192	0.0738746	0.0119833	0.000489945	0.304136	0.831143	0.103377	0.0412453	0.189663	0.0674362	0.00249001	8.21799	0.0275627	1.35486	1.11607	4670.02	63.4951	0.0132706	0.000406497
2	6890.95	14.3938	4.043	10.4683	3.52571	9.1831	0.00463472	149.336	29.8424	8.08808	2.82895	0.0534597	0.116948	0.890996	0.249261	24.1691	5.24226	0.182617	0.194149	4.96779	6.72079	49.1614	0.593765	45.8229	0.0694744	0.283631	0.108896	0.0121945	0.298119	0.0385316	0.042057	24.1691	49.1614	0.593765	45.8229	0.726667	0.110142	0.00589382	0.00116092	0.0121679	0.00107063	0.00288067	0.129114	0.0111028	0.000449189	0.249261	0.775923	0.167351	0.0105113	0.25697	0.0332131	0.00232732	7.27571	0.032633	1.65564	1.2031	4151.71	57.5319	0.0138341	0.000407879
3	1902.47	8.70533	4.31299	19.2926	3.41862	8.39726	0.0068734	147.717	38.3607	3.86939	1.37239	0.330937	0.201485	0.795219	0.276828	23.6778	5.47212	0.254247	0.267167	9.29849	5.86481	37.3353	0.753063	75.4679	0.114872	0.292516	0.119086	0.0277047	0.387683	0.149215	0.0266226	23.6778	37.3353	0.753063	75.4679	0.746514	0.151262	0.00497098	0.00135018	0.00871103	0.000857672	0.00295372	0.071293	0.011803	0.000463173	0.276828	0.721412	0.217108	0.0225138	0.315043	0.121257	0.00298328	15.8474	0.0192059	1.68278	1.25622	4448.56	74.7992	0.013654	0.000416218
4	7959.54	14.5294	3.9052	8.77121	3.37373	8.15243	0.00295034	155.016	34.8678	8.98841	2.97389	0.213083	0.240632	0.625607	0.32901	24.2001	3.63438	0.469037	0.191601	5.147	6.50933	39.0514	0.941385	56.9852	0.068826	0.296408	0.122663	0.0131796	0.165541	0.125893	0.0546131	24.2001	39.0514	0.941385	56.9852	0.639528	0.146624	0.00802537	0.00142568	0.0163735	0.00172026	0.00267023	0.172678	0.0113067	0.000398552	0.32901	0.593681	0.153846	0.0105826	0.132922	0.101086	0.00238654	8.42624	0.0324228	1.73492	1.10953	4132.61	55.8962	0.0135279	0.000359998
5	9679.65	12.2601	3.08419	12.1543	2.89384	7.04008	0.00515158	178.948	35.9809	6.76375	1.70332	0.165709	0.600986	0.684769	0.303001	21.5519	2.89545	0.108894	0.184594	8.85339	13.3142	44.6256	0.52435	42.4769	0.0815654	0.345562	0.142044	0.050762	0.335402	0.185069	0.036044	21.5519	44.6256	0.52435	42.4769	0.806939	0.0541957	0.00366007	0.000498494	0.00700044	0.000486702	0.0020933	0.114417	0.0111018	0.000519444	0.303001	0.878077	0.12319	0.0338764	0.223833	0.123507	0.00301034	8.12481	0.0316494	1.28165	1.03421	3500.89	47.0445	0.0117635	0.000444042
6	9111.18	14.7773	4.14494	10.9612	4.71026	7.93564	0.00981131	170.313	32.7715	7.49514	2.84378	0.378423	0.424939	0.913501	0.197534	20.3867	6.65186	0.155488	0.635543	10.4849	11.3189	43.2528	0.80632	56.1387	0.0676714	0.212303	0.126014	0.0321922	0.199668	0.0304169	0.0476517	20.3867	43.2528	0.80632	56.1387	0.78385	0.120405	0.0021599	0.00176498	0.00309554	0.0021184	0.00254587	0.0733469	0.0110756	0.000495426	0.197534	0.777107	0.468087	0.0237101	0.147058	0.0224025	0.00257238	9.25759	0.0370304	1.21789	0.95464	4052.75	49.4725	0.0133898	0.000429141
7	6255.44	11.8118	3.75933	12.4688	3.71535	10.4162	0.0105347	136.085	23.7575	6.12429	2.44571	0.229732	0.553749	0.773833	0.262648	22.0531	5.51305	0.231311	0.157685	8.01885	8.59789	36.6054	0.857317	52.2644	0.0846611	0.269154	0.0960043	0.0538947	0.243716	0.092475	0.0289452	22.0531	36.6054	0.857317	52.2644	0.86129	0.0696618	0.00323212	0.000560436	0.00529508	0.000449238	0.00304019	0.0456471	0.0109505	0.000462235	0.262648	0.733998	0.149133	0.0509718	0.230498	0.0874596	0.0025757	11.157	0.0212457	1.37225	1.18191	3559.12	66.1046	0.0124623	0.000401467
8	9106.39	11.1729	4.25368	8.53026	4.32328	10.6976	0.00719227	160.359	31.849	7.3719	2.76738	0.184211	0.598172	0.609842	0.172107	22.4371	3.6674	0.0741508	0.244427	7.67662	8.47491	44.7571	0.545285	35.5296	0.0895023	0.231306	0.0934789	0.0403684	0.179774	0.140985	0.046614	22.4371	44.7571	0.545285	35.5296	0.823502	0.0673563	0.00550112	0.00128605	0.00919528	0.00109856	0.0037153	0.0774354	0.0112956	0.000472113	0.172107	0.877675	0.194911	0.0321906	0.143355	0.112424	0.00218093	5.319	0.0409119	1.3941	1.14804	4471.73	66.8456	0.013386	0.000409961
9	4957.52	19.2928	4.3547	11.6415	3.05226	9.72094	0.00478326	157.55	31.874	8.0447	2.9253	0.421767	0.665921	0.613725	0.217004	23.561	3.47598	0.132913	0.187423	4.45024	7.7748	45.8655	0.567848	51.5432	0.0518328	0.327626	0.102871	0.0293758	0.121313	0.132046	0.0384805	23.561	45.8655	0.567848	51.5432	0.718562	0.131003	0.00555498	0.000974448	0.0127313	0.00143271	0.00327751	0.115005	0.011475	0.000450946	0.217004	0.816221	0.152022	0.0238273	0.0983991	0.107105	0.00216307	7.70233	0.0314086	1.61914	1.16346	4463.15	57.5295	0.013923	0.000401498
