"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_TStartTesting.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",4.75527,7.00562,1.52324,7.00235,2.00786,5.00123,0.00121671,60.0053,1.24242,2.01328,1.00046,0.200561,0.600021,0.00211567,15.9011,1.86038,0.000678235,0.0500733,1.00994,1.00632,6.51612,0.561467,24.5015,4.00005,8.00366,-57.52513,-306.2474,-357.1279
"1st Qu.",46.157225,9.7344425,2.96463,10.578125,3.126645,5.874915,0.004721605,82.68875,7.327285,5.992835,1.5455025,0.36135475,0.66418775,0.10178875,17.994975,3.3510625,0.11406875,0.11856775,4.14592,3.63175,23.08625,1.1247,29.929,4.2011675,12.02675,-48.5337025,-296.0065,-343.561175
"Median",83.3338,12.60885,3.35355,13.1742,3.71955,6.783315,0.006126595,90.8042,8.99588,7.649875,1.983855,0.4677655,0.716446,0.165032,19.12745,4.146745,0.187594,0.1683215,6.19205,5.047585,27.01715,1.29088,34.4655,4.47309,18.13675,-47.09866,-294.33005,-341.5776
"Mean",132.85285301186,13.0767232506242,3.35501447097378,13.2413023064919,3.76505583333333,7.12792647627965,0.00652652730805243,90.9669276997503,8.9697548923221,7.61173505774032,1.99003133114856,0.475702731585518,0.724989613764045,0.17429829409176,19.127399906367,4.12353232833958,0.213968975262953,0.183234786750936,6.61045152153558,5.38197634831461,26.5956452028714,1.27877049797129,35.2456766853933,4.65985115324594,20.028391059613,-47.2753672752809,-294.585906928839,-341.861274001248
"3rd Qu.",157.06625,16.2087,3.7520275,15.888425,4.3710575,8.011985,0.0079567175,98.80585,10.6865,9.2918425,2.428765,0.5848795,0.77702325,0.23685125,20.277125,4.927445,0.28679725,0.23269225,8.7895175,6.8301375,30.430425,1.44531,39.480575,4.929915,26.783275,-45.8359,-292.809,-339.885225
"Max.",2625.69,20.9969,4.49985,19.995,6.94237,19.7076,0.0245185,144.413,13.9999,11.994,2.99931,0.799769,0.948559,0.52149,22.1989,6.10906,0.939229,0.584588,13.9971,13.6987,42.512,1.66951,63.155,10.6427,39.999,-41.83999,-288.2674,-334.7719
"rhat.vec",1.0681325968122,1.00017132941159,1.02554330852859,1.00000367419841,1.00084765829614,1.00621586245768,1.0015932854319,1.00378984612463,1.00313658242772,1.00008272197841,0.999959816016589,0.999854713716361,1.0001913802141,1.01882715508228,0.999864117982547,1.00003927152698,1.04960572088347,1.00646568029588,0.999963552925798,1.00023683014138,1.00304818520858,1.01318357366239,1.00084203384228,1.00065751219431,1.00023116443588,1.00369781405399,1.00138828213093,0.999807167580244
