Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	359.993	14.5775	3.06031	12.0462	5.5908	18.8201	0.0142199	108.336	13.3266	8.96786	1.30088	0.422561	0.61143	0.738852	18.9409	5.51209	0.719306	0.616743	7.08336	1.81002	31.4255	0.930056	53.4871	0.0685989	0.178865	0.0531347	0.0288103	0.470013	0.298698	0.0134987	18.9409	31.4255	0.930056	53.4871	0.929617	0.0576193	0.00013294	0.000205423	0.000436128	4.97791e-05	0.000899161	0.00803623	0.00336238	0.000113693	0.738852	0.804364	0.611594	0.0285697	0.466088	0.296204	0.00152474	11.8262	0.0108579	0.610423	0.56746	17.681	1e-15	0.00243491	0
1	219.066	19.5631	2.55056	11.105	2.96129	7.29407	0.00781693	117.58	12.9674	4.55315	1.8743	0.512749	0.655089	0.589634	18.9589	4.19218	0.562162	0.0638024	2.46096	9.5559	34.6328	0.355187	32.6728	0.0511166	0.337691	0.137098	0.0737723	0.349511	0.184021	0.0314881	18.9589	34.6328	0.355187	32.6728	0.970313	0.00609485	0.00027463	1.83271e-05	0.000497188	1.23008e-05	0.000335175	0.0185413	0.00405785	0.000142978	0.589634	0.743071	0.0628567	0.0726788	0.344331	0.181294	0.00299319	8.16651	0.0233979	0.853617	0.828276	32.3846	0.90814	0.00444438	0.000132435
2	849.009	13.9024	3.14135	16.8107	3.99438	11.6166	0.00892623	126.567	12.0473	8.23897	1.70232	0.645675	0.782602	0.460759	19.0299	6.30621	0.716694	0.17101	2.51024	8.35522	39.7734	0.632956	43.0982	0.07193	0.250352	0.0860837	0.0613313	0.459727	0.127707	0.0160861	19.0299	39.7734	0.632956	43.0982	0.95614	0.0158594	0.000178311	3.52389e-05	0.000392954	1.62068e-05	0.000485348	0.024113	0.003736	0.000157847	0.460759	0.57387	0.167161	0.059951	0.44938	0.124833	0.00165677	13.4834	0.00923135	0.709857	0.678722	25.0232	0.740196	0.00431771	0.000150392
3	1439.56	10.6656	2.8007	12.1713	4.30597	9.06121	0.00776295	120.492	11.0074	8.43086	1.93882	0.527744	0.701461	0.44397	16.8943	5.39671	0.771069	0.146006	6.89823	10.2238	24.7066	0.559847	21.6044	0.0937594	0.232236	0.110361	0.0439091	0.361798	0.15398	0.0253947	16.8943	24.7066	0.559847	21.6044	0.956607	0.00855651	0.000232671	3.90128e-05	0.000451539	1.89524e-05	0.000314058	0.0321934	0.00329923	0.000176175	0.44397	0.534669	0.144663	0.0435052	0.35847	0.152563	0.00255314	9.19252	0.0135778	0.693839	0.663731	24.1209	0.80068	0.00363716	0.000166678
4	1252.55	9.43295	2.62619	9.83497	3.11486	18.9762	0.0108968	110.33	12.5142	7.43427	1.36291	0.282329	0.73933	0.436045	17.9886	5.63907	0.329459	0.309203	11.548	5.66533	30.8872	0.664893	26.6287	0.106011	0.321042	0.0526976	0.0280773	0.542464	0.19126	0.0140716	17.9886	30.8872	0.664893	26.6287	0.964268	0.0193403	0.000140253	6.18964e-05	0.000740543	2.80162e-05	0.000842591	0.0129264	0.00318874	0.000106735	0.436045	0.760747	0.30698	0.0278755	0.538565	0.189885	0.00125978	7.97631	0.0107049	0.734415	0.708173	31.23	0.858871	0.00387159	0.000100521
5	395.248	15.9557	2.25265	11.1238	2.42663	10.0104	0.0118513	117.901	13.853	6.37405	2.70744	0.477685	0.87274	0.624701	19.2342	2.62236	0.500784	0.0900851	3.90743	12.5247	29.4828	0.544317	29.0324	0.0626735	0.412094	0.0998961	0.065405	0.322349	0.0470038	0.0202297	19.2342	29.4828	0.544317	29.0324	0.973055	0.00843678	0.000177852	1.71425e-05	0.000526827	2.08972e-05	0.000479873	0.0139291	0.00371373	0.000161421	0.624701	0.790089	0.0883069	0.064114	0.315986	0.046076	0.00280803	9.22144	0.0159832	0.819298	0.797222	33.3861	1.24659	0.0042167	0.000142513
6	2688.29	7.79172	2.07926	14.7708	2.09887	15.1825	0.0109228	127.794	12.1014	5.80718	1.92529	0.383089	0.721604	0.396936	19.1764	2.88205	0.120812	0.189933	4.13631	9.80241	35.0962	0.577019	42.6579	0.128341	0.476447	0.0658653	0.0476029	0.374803	0.1446	0.00927175	19.1764	35.0962	0.577019	42.6579	0.961169	0.0106158	9.015e-05	2.03384e-05	0.000556685	2.05123e-05	0.000713329	0.0267145	0.00343667	0.000190582	0.396936	0.894377	0.185135	0.0464005	0.365335	0.140947	0.00156582	11.003	0.00829244	0.662264	0.636548	28.4496	1.01206	0.00422619	0.000178471
7	545.917	18.1948	2.704	16.3483	6.41357	11.7974	0.0128182	106.813	11.7113	8.30998	2.55598	0.526847	0.667709	0.552633	19.1571	5.87517	0.477612	0.315096	7.39505	7.09516	22.3474	0.81589	47.2859	0.0549608	0.155919	0.0847644	0.0423323	0.261234	0.130005	0.01402	19.1571	22.3474	0.81589	47.2859	0.936116	0.0479887	0.000364803	0.00016563	0.000506786	6.86591e-05	0.000517746	0.0113725	0.00347859	0.000136568	0.552633	0.753329	0.313895	0.042171	0.260239	0.12951	0.00255826	15.0018	0.0105617	0.856412	0.801701	31.7724	1.08991	0.00396617	0.00012678
8	248.018	9.07436	2.44493	14.5993	4.57061	8.1785	0.00900014	106.979	11.2972	7.21641	2.87027	0.620357	0.771619	0.670493	20.0346	2.92214	0.55736	0.0838746	4.14607	9.49039	46.9777	0.494276	51.502	0.110201	0.218789	0.122272	0.066332	0.268832	0.0795678	0.0204767	20.0346	46.9777	0.494276	51.502	0.97632	0.00505964	0.000449143	4.08773e-05	0.000547433	2.63166e-05	0.000377439	0.0132157	0.0041603	0.000128759	0.670493	0.800275	0.0836099	0.0661227	0.267983	0.0793167	0.00291784	11.8657	0.016387	0.945815	0.923418	34.09	0.937426	0.00451341	0.000117705
9	980.791	13.037	2.64997	13.8213	3.37342	20.4549	0.0165413	120.385	12.8054	7.34907	2.52567	0.583842	0.762489	0.53386	17.7027	2.38172	0.591674	0.179899	3.26386	3.41704	26.5831	0.761277	34.2127	0.0767048	0.296435	0.048888	0.0605754	0.301896	0.0940388	0.00937335	17.7027	26.5831	0.761277	34.2127	0.973524	0.0146242	8.84132e-05	1.88167e-05	0.000362104	1.57336e-05	0.000828195	0.00879258	0.00290735	0.000125685	0.53386	0.689804	0.176759	0.0595183	0.296627	0.0923977	0.00141818	12.2833	0.00646577	0.603125	0.587157	22.0269	0.951021	0.00378664	0.000121536
