Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	949.602	10.2483	2.97236	13.3405	4.10944	5.51225	0.0213765	96.9116	11.6523	4.69313	1.7054	0.648402	0.654977	0.540219	16.8977	4.89168	0.319171	0.191435	7.56404	8.45933	41.8224	0.360326	38.1193	0.0975772	0.243342	0.181414	0.0904915	0.384061	0.202312	0.0404204	16.8977	41.8224	0.360326	38.1193	0.975721	0.00461232	0.000248432	5.86353e-05	0.000232795	2.48774e-05	0.000169983	0.0139821	0.0047601	0.000354818	0.540219	0.821569	0.191131	0.0903479	0.383451	0.201991	0.0104046	9.41693	0.0332081	0.930771	0.908173	54.9341	1e-15	0.00134459	0
1	3095.71	17.7417	2.38985	15.2087	2.45119	6.26984	0.019051	103.845	10.8651	9.01725	1.46623	0.525627	0.738131	0.569568	16.2093	6.43719	0.454954	0.232822	7.24885	9.13678	31.3201	0.596722	50.2318	0.0563644	0.407965	0.159494	0.0430266	0.503421	0.1786	0.0250624	16.2093	31.3201	0.596722	50.2318	0.950804	0.0198796	0.00013836	4.18547e-05	0.000304169	2.57112e-05	0.000170482	0.0245441	0.00421395	0.00041496	0.569568	0.774078	0.232384	0.0429456	0.502473	0.178264	0.00963626	12.5687	0.0194002	0.924585	0.8791	159.44	11.0485	0.00469874	0.000398717
2	451.304	19.6549	4.12733	7.33246	4.09442	5.18366	0.0194037	112.471	13.2051	5.03653	2.06336	0.750836	0.779924	0.476608	18.3488	4.93371	0.893284	0.0948139	4.49646	10.4905	38.849	0.452691	33.1515	0.0508779	0.244235	0.192914	0.11627	0.377987	0.106659	0.108588	18.3488	38.849	0.452691	33.1515	0.972297	0.00232969	0.000218174	2.24403e-05	0.00018704	1.19865e-05	0.000143329	0.020059	0.00440619	0.000403363	0.476608	0.51583	0.0937804	0.115002	0.373867	0.105496	0.00954427	5.23202	0.0560131	0.862503	0.838609	163.124	9.73322	0.00485115	0.000387291
3	2118.39	19.25	2.94531	15.9268	2.63775	7.29099	0.0146336	100.511	10.1179	8.74283	1.46118	0.444177	0.641091	0.545063	18.7354	6.02418	0.679182	0.196502	2.66908	7.77159	35.9231	0.4588	51.7827	0.0519481	0.379111	0.137156	0.0325704	0.438749	0.24563	0.0253639	18.7354	35.9231	0.4588	51.7827	0.938897	0.0267783	0.000199776	4.87859e-05	0.000481836	2.75244e-05	0.000212535	0.0286408	0.00470581	0.000375278	0.545063	0.662216	0.196334	0.0325427	0.438374	0.24542	0.00756385	12.0054	0.0167964	0.954973	0.896622	162.876	10.4608	0.00525107	0.000362015
4	1218.5	11.9329	2.65974	14.0423	5.4155	6.08587	0.0237375	85.441	8.45888	3.48111	2.43649	0.420894	0.634392	0.750448	16.751	4.97978	0.319382	0.390531	6.43611	6.65861	40.7601	0.556167	40.0647	0.0838019	0.184655	0.164315	0.0767031	0.260371	0.150055	0.0311228	16.751	40.7601	0.556167	40.0647	0.974595	0.0106358	0.000197946	0.000126814	0.000160761	5.90106e-05	0.000173397	0.00919373	0.00477139	0.000297585	0.750448	0.912388	0.390517	0.0767003	0.260362	0.15005	0.00933197	12.487	0.028396	0.896669	0.87389	166.027	10.241	0.00515941	0.000286288
5	151.625	18.8345	4.23519	16.7405	2.57376	6.57556	0.0225424	93.9071	11.3414	7.77458	2.44646	0.627976	0.725696	0.469799	18.6839	5.03009	0.421276	0.392358	5.59196	6.34679	25.2013	0.419446	47.969	0.0530941	0.388537	0.152078	0.0586166	0.296631	0.112123	0.0384744	18.6839	25.2013	0.419446	47.969	0.958615	0.0229336	0.000110211	7.10078e-05	0.00021821	6.99972e-05	0.000229896	0.0120711	0.00536927	0.000337709	0.469799	0.727419	0.391957	0.0585568	0.296328	0.112008	0.00795527	11.5876	0.027987	0.936167	0.897424	199.224	11.5303	0.00586247	0.000325556
6	424.323	15.2939	3.37224	18.7177	3.9438	7.00243	0.0257192	88.7164	8.21664	4.00145	2.21083	0.462337	0.819143	0.708092	18.2585	5.4198	0.852347	0.265729	5.52158	5.69471	29.693	0.318719	46.9225	0.0653855	0.253563	0.142808	0.0946457	0.370514	0.081805	0.0257287	18.2585	29.693	0.318719	46.9225	0.972533	0.0136841	0.000151732	5.49049e-05	0.00017473	3.19963e-05	0.000213803	0.00774989	0.00517801	0.00030191	0.708092	0.745117	0.265718	0.094642	0.370499	0.0818018	0.00757908	14.9953	0.0191709	0.888971	0.864553	173.06	10.3249	0.00559788	0.0002922
7	1674.19	16.1392	3.4642	16.599	5.28367	8.75045	0.0212298	86.4584	6.2134	9.46111	1.18398	0.717613	0.717684	0.524457	18.626	4.39277	0.506607	0.111888	7.70902	6.51623	59.7905	0.33108	26.0141	0.0619609	0.189262	0.11428	0.0544354	0.606162	0.238447	0.0238501	18.626	59.7905	0.33108	26.0141	0.972496	0.00952672	0.000409907	5.16413e-05	0.000461051	1.15723e-05	0.000273702	0.0121551	0.00459384	0.000310906	0.524457	0.721113	0.111888	0.0544353	0.606162	0.238446	0.00701974	11.3189	0.0171986	1.02473	0.996547	186.145	11.4851	0.0049844	0.000298177
8	2301.97	9.71805	3.01346	15.5887	2.76216	5.59853	0.0119426	103.951	10.6459	11.3799	1.11068	0.493348	0.716594	0.530973	17.2474	5.38831	0.832713	0.196756	6.07607	9.21434	25.1181	0.456398	52.158	0.102901	0.362036	0.178618	0.0310662	0.645185	0.255164	0.0345288	17.2474	25.1181	0.456398	52.158	0.943815	0.0106412	0.00022227	5.42896e-05	0.000423817	2.2354e-05	0.000164105	0.0399261	0.00473713	0.000393387	0.530973	0.590288	0.196427	0.0310143	0.644106	0.254738	0.00861186	11.6141	0.020382	0.907401	0.856419	168.277	9.72416	0.00520981	0.000379119
9	557.046	7.00232	3.98314	17.3559	5.0822	8.76966	0.0309998	85.9266	9.3834	8.08627	1.64525	0.422759	0.808788	0.539979	17.8642	5.38325	0.10664	0.530284	4.44878	5.67439	57.6457	0.477067	44.9867	0.14281	0.196765	0.11403	0.0422843	0.49159	0.116221	0.0261695	17.8642	57.6457	0.477067	44.9867	0.979935	0.00751661	0.000118776	0.000134022	0.000160527	4.39428e-05	0.000264474	0.00671568	0.00489288	0.000314529	0.539979	0.936398	0.530229	0.0422799	0.491539	0.116209	0.00673427	12.4614	0.0245051	0.917747	0.899333	165.618	11.1695	0.00544089	0.00030398
