Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
0	16.6118	19.4955	2.19296	14.8711	3.81479	9.11486	0.0228352	113.541	5.93587	6.2698	1.7431	0.45411	0.738696	0.566331	17.7914	3.25376	0.50281	0.231006	9.06954	8.8852	28.8809	0.725455	55.8297	6.46128	11.011	16.6118
1	1703.67	20.6372	1.92522	12.2541	3.0674	6.45466	0.0147603	126.528	13.6028	7.21916	1.68593	0.638663	0.619385	0.527064	18.667	5.65287	0.136359	0.37813	7.15465	2.77081	27.5456	0.385175	73.5111	37.4189	9.55027	1703.67
2	197.743	13.8131	4.17762	7.16949	4.28582	18.0214	0.00208981	95.7851	6.50213	4.74372	1.64279	0.687719	0.734434	0.299204	16.9166	3.25064	0.524034	0.277744	6.85205	8.12573	32.2391	0.92046	48.8159	8.34213	9.1104	197.743
3	550.738	12.035	2.81012	15.417	3.22447	10.2497	0.0145731	83.1588	4.65972	4.10089	1.86569	0.637194	0.795234	0.268836	17.2699	4.35449	0.400184	0.443588	9.96297	7.39259	21.6896	0.644192	54.5028	7.76425	9.04664	550.738
4	1008.41	15.2149	3.36257	8.82767	2.82397	9.09086	0.0142191	98.3194	6.34134	6.18198	1.62728	0.461248	0.635823	0.553118	16.7618	3.90411	0.521736	0.0815904	2.16603	3.69434	30.2641	0.842041	47.4715	37.1262	29.0473	1008.41
5	5105.93	11.2712	3.52588	11.6696	5.15429	5.35214	0.00499002	90.1036	5.05371	4.51782	1.21626	0.314437	0.626727	0.167654	17.2405	2.97801	0.599002	0.3503	13.033	10.3079	22.9909	0.84168	44.7676	19.1056	23.0427	5105.93
6	17.6369	11.9345	2.01041	14.7635	3.32069	8.42992	0.00614356	84.4278	5.48268	4.0284	1.98755	0.441663	0.602922	0.20069	15.8082	6.14126	0.422443	0.460089	6.33437	1.76629	23.4106	0.44558	62.3274	4.24766	17.4799	17.6369
7	715.882	8.67197	2.07638	10.4605	5.15814	19.8234	0.0231346	87.159	5.00471	5.56267	2.64386	0.516371	0.727415	0.503194	17.5306	5.52892	0.696876	0.565742	2.91334	7.47599	32.4602	0.26738	37.9217	5.28072	17.2144	715.882
8	137.289	10.3947	2.98953	12.4561	3.98602	15.2742	0.0160791	77.4644	6.87515	8.56281	1.93967	0.554502	0.789281	0.193889	18.9115	2.94869	0.409986	0.148441	5.56897	7.35128	24.6271	0.725338	59.7157	6.50551	39.7343	137.289
9	723.177	11.0231	2.88749	19.1446	3.1814	17.0161	0.011506	77.5234	13.6059	7.37764	1.05942	0.621516	0.712324	0.580161	16.1665	5.93369	0.809036	0.376036	12.9485	5.72393	19.5727	0.902323	48.348	9.61984	12.5967	723.177
10	3712.18	19.1193	3.72563	9.53807	4.76567	11.8287	0.013011	66.771	7.2529	9.56779	1.20149	0.73244	0.803178	0.387624	16.6038	4.60576	0.157089	0.321867	9.69301	6.72173	38.5671	0.520256	59.3687	31.2311	24.4748	3712.18
11	1320.24	8.02158	3.96393	17.9001	4.53195	16.6484	0.00792448	96.8232	9.12566	9.58396	1.64272	0.65973	0.62606	0.00866125	15.8134	4.39257	0.775738	0.194906	10.3684	7.4148	43.3358	0.332971	50.2322	4.54795	9.17087	1320.24
12	20.3091	18.1395	3.43735	18.1402	5.15297	12.7569	0.00923542	98.0119	1.71692	10.2931	1.8959	0.343538	0.751277	0.597685	16.6216	2.53901	0.767869	0.209594	8.38679	5.10953	34.6378	0.643255	71.469	32.7884	33.4854	20.3091
13	3256.17	16.9324	1.56386	11.6003	2.89513	11.3088	0.0217862	69.3498	8.93951	6.93525	2.76265	0.231004	0.930143	0.235131	17.7628	2.93018	0.15724	0.216473	2.93193	3.26001	26.27	0.446069	59.2847	39.7026	18.6191	3256.17
14	199.779	11.9543	3.6845	10.5957	4.3441	6.41781	0.00970786	79.7545	2.8537	7.06524	1.16561	0.536851	0.755787	0.0584469	16.441	3.67053	0.640847	0.238858	5.02519	6.76489	21.4861	0.714217	66.9508	4.33389	10.8061	199.779
15	2991.29	11.1022	3.2821	14.8833	4.53561	10.9653	0.0043952	89.0778	9.24255	4.13352	1.64739	0.359786	0.611903	0.0546162	18.5489	3.16017	0.238412	0.839216	3.78148	2.01533	31.4995	0.83944	67.1744	17.8571	14.663	2991.29
16	117.458	8.2316	2.97531	16.859	3.39356	7.07468	0.00449473	78.8828	7.96778	8.30544	1.29979	0.400948	0.705877	0.180544	18.4971	4.2827	0.203898	0.165557	7.30443	10.3456	40.421	0.719486	44.5279	6.06764	15.1688	117.458
17	47.7906	7.957	1.62293	10.9241	5.16469	11.5104	0.0123924	62.3965	5.40921	8.28458	1.65797	0.659041	0.848745	0.148554	16.1273	4.82479	0.33164	0.142114	4.87772	1.58316	39.4288	0.627052	46.3152	17.7141	24.4835	47.7906
18	618.382	16.2028	3.07914	17.1289	4.054	5.27366	0.0248872	99.566	10.5864	3.15059	1.00111	0.60916	0.675249	0.779651	17.4901	5.2652	0.387594	0.385568	5.65248	8.31215	28.3809	0.537347	37.4895	4.88562	31.4062	618.382
19	2732.32	14.3788	2.09145	16.2582	5.74262	6.37581	0.00766514	70.4904	11.775	9.1107	2.79107	0.713107	0.641555	0.646533	19.0977	3.53475	0.336572	0.243751	9.14365	3.26467	24.9426	0.841188	71.1102	24.3238	10.9663	2732.32
20	9266.57	18.4692	2.96548	19.1329	3.81261	16.5232	0.0153068	65.4693	7.22894	5.30194	1.81082	0.498555	0.732788	0.040312	14.4172	5.80998	0.401581	0.103114	8.22091	12.2655	28.0312	0.470843	44.9011	10.8416	8.3282	9266.57
21	3704.54	17.9582	4.17068	13.2907	2.52608	5.98739	0.00732592	89.2089	3.94749	2.58711	2.95505	0.274653	0.801212	0.241511	16.1271	4.12758	0.590049	0.103373	7.50259	12.1151	37.5514	0.591063	41.0001	26.2004	24.2842	3704.54
