"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_T50Testing.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_FAsymp.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",33.0907,7.00113,1.65726,7.00043,2.00042,5.0018,0.00381077,75.5083,1.5034,2.00191,1.00065,0.0203853,0.00167751,0.60002,0.238813,7.01303,1.09059,0.0022391,0.050003,1.03689,1.00031,21.0012,0.000682019,14.0027,7.41788,1.35647,-66.1104,-415.2789,-469.5874
"1st Qu.",552.59275,9.49818,2.845535,10.521825,3.1180375,6.949645,0.0215883,82.60585,2.652775,5.721995,1.561785,0.193003,0.24657425,0.65713425,0.535734,15.991925,4.8664525,0.17009175,0.1134355,4.2182475,2.388685,27.378425,0.67100725,30.0557,17.9276,2.894285,-57.50596,-402.224425,-458.7461
"Median",1072.97,12.2455,3.246165,13.0302,3.780925,8.38261,0.02815245,83.6741,2.99809,7.461955,1.96847,0.3138865,0.413577,0.7083085,0.619899,19.78365,6.21837,0.2856705,0.1657005,6.10005,2.962365,41.74895,1.118665,45.60645,21.33,3.47376,-55.82957,-400.4547,-456.495
"Mean",1510.30702510924,12.8110568461298,3.24583088483146,13.1385519865793,3.82854631086142,8.84631747191011,0.0298302295037453,84.0274333801498,3.28936214731586,7.40782215355805,1.9861884113608,0.30976003767166,0.430897620580524,0.716649174781523,0.627700611423221,19.7639944850187,6.2100527340824,0.305086944751873,0.182144325046816,6.45981987515605,3.10546583489388,45.2937731897628,1.08811351741557,48.0119163545568,21.8253012000624,3.56951353620474,-56.0393377028714,-400.744722862047,-456.784060424469
"3rd Qu.",2045.7975,15.7997,3.645925,15.692175,4.4658025,10.271375,0.036548275,84.651475,3.4191475,9.16172,2.4142975,0.431298,0.60051125,0.766258,0.7141375,23.4922,7.514605,0.4178295,0.2314485,8.403675,3.657655,60.10965,1.5287225,63.08615,25.2296,4.1457975,-54.3790525,-398.920725,-454.500775
"Max.",9921.91,20.9954,4.49563,19.9989,6.99974,22.2067,0.0897297,179.287,39.7006,11.9975,2.99872,0.569865,0.993662,0.949693,0.994165,34.891,10.9318,0.901749,0.71239,13.9827,12.105,89.9702,1.99997,104.928,39.9489,8.66034,-50.24038,-394.1313,-447.8923
"rhat.vec",1.03280397544631,1.00043841392049,1.00946708351444,1.00009917631677,1.00307385376149,1.00687584357018,1.00370277304564,1.27617151069234,1.2730107916982,1.00160567643362,1.00007826933983,1.00172967226871,1.00240534612783,0.999764719676534,1.00570128788997,1.00586986411337,0.999987096581217,0.99993100601036,1.00133425733017,1.00660048926807,1.02459787872125,1.00063127522765,0.999972795842866,1.00041545581972,1.00030931481769,1.00039919303747,1.00982237201648,1.00423923679391,1.00233832770295
