Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	2522.23	12.3807	4.15715	14.0818	4.0453	5.90798	0.00783845	157.875	33.6269	3.72511	1.52914	0.303533	0.191987	0.894693	0.207246	22.51	5.75385	0.0464121	0.333314	2.55725	12.1058	41.7689	0.528716	51.541	0.0807709	0.2472	0.169263	0.0461112	0.585096	0.0688668	0.0499688	22.51	41.7689	0.528716	51.541	0.724348	0.147302	0.00825997	0.00289361	0.00642612	0.000927456	0.00330703	0.0883453	0.013429	0.000450829	0.207246	0.929558	0.265868	0.0367806	0.466701	0.0549316	0.0036744	8.82067	0.0464489	1.55608	1.12714	9296.53	1e-15	0.010581	0
1	1174.59	13.9009	4.22314	15.3645	2.56037	6.27314	0.00783427	176.025	38.2282	3.99786	2.6214	0.318494	0.573562	0.652771	0.253637	22.1121	5.30549	0.179267	0.346792	5.88826	11.7631	38.6001	0.572189	48.9943	0.0719378	0.390569	0.15941	0.0936513	0.249016	0.132459	0.0438159	22.1121	38.6001	0.572189	48.9943	0.693073	0.177191	0.00470457	0.0013966	0.00575394	0.00144482	0.00340216	0.0932489	0.0146797	0.000472599	0.253637	0.781979	0.234153	0.0632331	0.168135	0.0894363	0.00344491	10.4586	0.0342631	1.38836	0.962232	13044.9	184.232	0.0164552	0.000347283
2	1694.16	14.6975	4.28666	19.2169	2.44187	7.46185	0.0107759	175.504	39.7256	7.16924	2.8917	0.211892	0.770371	0.74843	0.195096	21.3626	6.37733	0.0527055	0.552896	8.70122	12.3919	40.2259	0.613226	44.283	0.0680388	0.409522	0.134015	0.0804226	0.25882	0.0869973	0.0298944	21.3626	40.2259	0.613226	44.283	0.674313	0.238511	0.00225563	0.00128928	0.00417131	0.00185107	0.00370009	0.0574472	0.0137071	0.000480358	0.195096	0.917471	0.371555	0.0540453	0.173931	0.0584636	0.00322415	13.2344	0.0274272	1.31663	0.887823	12032.9	192.321	0.0159241	0.00034359
3	5409.15	19.3158	3.86067	14.7154	3.07824	7.43357	0.00594708	179.312	41.1464	10.8231	2.61998	0.126948	0.459518	0.6342	0.19089	23.8216	4.4898	0.106486	0.470734	5.60691	11.6814	30.4994	0.718795	53.7454	0.0517711	0.324861	0.134525	0.0269263	0.242063	0.139619	0.0352934	23.8216	30.4994	0.718795	53.7454	0.546099	0.313992	0.00436006	0.00182744	0.0088921	0.00221147	0.00342299	0.103807	0.0131778	0.000457371	0.19089	0.838327	0.303933	0.0173852	0.15629	0.0901463	0.00300235	11.3673	0.0295874	1.56637	0.855394	10908.5	174.431	0.0161884	0.000342866
4	3423.6	7.35713	4.42868	12.1625	3.59634	7.92759	0.0102582	140.009	33.6428	6.41014	1.91776	0.502185	0.508011	0.791259	0.235155	21.5252	3.82036	0.171452	0.148624	4.88862	12.6113	43.5444	0.549483	36.0662	0.135923	0.27806	0.126142	0.0627082	0.412595	0.108846	0.0459315	21.5252	43.5444	0.549483	36.0662	0.747014	0.0980399	0.0134595	0.00196757	0.0091372	0.000572112	0.00429761	0.0984965	0.0126099	0.000464371	0.235155	0.780221	0.129322	0.054564	0.35901	0.0947099	0.00364535	7.9716	0.0358367	1.67544	1.25158	13843.3	200.4	0.0151014	0.000305249
5	1010.26	17.3459	4.22499	10.6407	3.50856	5.38838	0.00651452	148.527	34.8817	10.526	1.27246	0.297267	0.848425	0.778492	0.274713	22.1085	5.62347	0.210849	0.187944	2.29528	9.44316	40.71	0.557524	50.0407	0.0576505	0.285017	0.185585	0.0627486	0.611801	0.174079	0.0736881	22.1085	40.71	0.557524	50.0407	0.736784	0.119295	0.0114172	0.00207008	0.00889132	0.00061793	0.00351828	0.0966654	0.0148689	0.000435385	0.274713	0.761532	0.156118	0.0521228	0.508199	0.1446	0.00402914	7.22586	0.0561158	1.55969	1.14916	16222.3	210.707	0.0177909	0.000320015
6	1704.32	14.235	3.7653	13.0507	2.32312	5.17891	0.00587446	154.731	35.3892	9.78945	2.03854	0.312172	0.432315	0.785633	0.338807	20.8541	3.30097	0.364464	0.229103	6.17361	13.5753	41.2598	0.680522	43.5683	0.0702494	0.430456	0.193091	0.0346946	0.38539	0.105157	0.0557093	20.8541	41.2598	0.680522	43.5683	0.649124	0.179447	0.00613121	0.00135483	0.00832474	0.00103025	0.00263157	0.132227	0.0141104	0.000493967	0.338807	0.674038	0.183499	0.0277884	0.308676	0.084225	0.00470645	10.2939	0.0375502	1.49307	0.969187	11734.8	192.098	0.0158353	0.00034072
7	4106.04	7.79154	4.39485	11.3031	2.43163	7.907	0.00601631	169.927	36.7479	8.70012	2.98497	0.340039	0.319128	0.873164	0.213549	22.3695	5.87578	0.233582	0.183174	5.99209	13.796	33.3221	0.575569	48.3331	0.128344	0.411247	0.12647	0.0320284	0.29252	0.0424915	0.0491739	22.3695	33.3221	0.575569	48.3331	0.682649	0.106865	0.00890445	0.00131603	0.0151465	0.00142424	0.00411975	0.156297	0.012749	0.000506047	0.213549	0.697241	0.131246	0.0229486	0.209593	0.0304456	0.003144	7.53019	0.034286	1.59374	1.08797	13279.6	167.236	0.0154165	0.000356141
8	7912.42	7.80107	4.39656	10.4109	3.17824	9.58033	0.00793885	178.492	32.4711	3.64566	1.34482	0.370379	0.367299	0.668309	0.213936	22.6913	6.01839	0.265447	0.223512	5.0722	13.8758	36.0699	0.731973	48.3352	0.128188	0.31464	0.104381	0.0673319	0.496951	0.246643	0.0440803	22.6913	36.0699	0.731973	48.3352	0.715801	0.118463	0.00927552	0.001622	0.0113962	0.000615946	0.00537819	0.113905	0.0129936	0.000483348	0.213936	0.664088	0.153525	0.0462487	0.341344	0.169414	0.00233714	8.21747	0.0292732	1.57364	1.12641	15077.3	155.389	0.0163298	0.000340038
9	4486.71	11.2516	3.8437	12.2704	2.33131	7.83327	0.00571626	169.414	38.4579	4.98497	2.66593	0.104456	0.207886	0.708296	0.247586	22.2269	4.73473	0.186777	0.305076	8.77063	12.5702	37.2862	0.69656	48.6948	0.0888762	0.428943	0.127661	0.0295378	0.265684	0.109419	0.0399897	22.2269	37.2862	0.69656	48.6948	0.650006	0.197773	0.00560993	0.00151798	0.014144	0.00215939	0.004614	0.107187	0.0143689	0.000474437	0.247586	0.770481	0.216851	0.0209957	0.188851	0.0777763	0.00282312	9.46891	0.0308113	1.56339	1.01621	14576.9	183.813	0.0170279	0.000331878
