"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 612.274 17.0463 4.10191 7.89758 2.51385 8.39105 0.0155739 115.25 11.8784 6.29742 1.68063 0.52243 0.758658 0.347296 18.3539 4.68288 0.337563 0.0861008 1.4477 10.1083 45.7323 0.639693 43.0706 4.04673 8.01548 -49.36148 -1314.299 -1363.66
66300 745.846 10.7377 3.79331 13.2298 3.54821 8.39138 0.0128308 111.034 13.3374 8.33807 1.10087 0.651241 0.616016 0.374592 19.8593 5.11488 0.286797 0.0866543 2.44824 10.3248 49.3015 0.786255 56.3335 4.001 8.39992 -49.00012 -1312.356 -1361.356
200000 3281.06 9.78961 3.49641 17.626 4.14873 7.80815 0.0107763 115.284 13.9426 11.4309 2.76043 0.452617 0.697585 0.32592 18.5933 2.87003 0.247202 0.175346 1.48248 12.9175 44.4919 0.742949 47.3173 4.01947 8.60669 -51.63732 -1313.573 -1365.21
161800 502.729 14.6371 3.95512 11.7047 3.66356 5.78039 0.00893594 114.094 11.9493 8.83309 2.86894 0.376957 0.72666 0.385922 21.8518 5.76156 0.55952 0.120409 1.26084 9.87917 41.4778 0.779615 50.1801 4.0362 8.3088 -48.54493 -1317.78 -1366.325
170600 933.373 13.5028 4.38268 15.1839 2.43158 8.47212 0.00898722 115.75 13.2642 9.65252 1.63892 0.449107 0.637867 0.412413 17.5097 5.47529 0.713228 0.117454 2.53007 10.3984 51.6568 0.888956 46.0369 4.03109 8.18493 -50.88961 -1312.53 -1363.419
168200 2416.15 17.8903 3.54864 14.0413 4.89395 6.96029 0.0101804 111.763 13.9898 10.1586 2.69554 0.389567 0.735917 0.413129 16.4343 4.48413 0.434815 0.141871 6.60655 11.8199 49.716 0.925406 53.3713 4.00355 8.15407 -51.0912 -1314.099 -1365.19
67100 812.201 14.837 4.36288 10.4752 5.30823 6.15238 0.00844535 116.139 13.9475 11.7904 1.88232 0.55871 0.71719 0.391682 20.2142 5.2193 0.615523 0.0772699 1.91726 9.76934 53.9417 0.939374 53.9377 4.02645 8.43011 -53.38776 -1311.121 -1364.509
106100 1622.77 9.50915 3.62284 18.2975 4.11227 9.77715 0.0150649 111.926 13.5351 11.6324 1.50844 0.36639 0.821984 0.285309 21.2062 4.65569 0.0530248 0.219601 3.49107 8.63977 47.016 0.631585 47.9878 4.05018 8.0376 -51.64989 -1315.361 -1367.011
168900 354.191 13.9825 4.23304 18.8859 2.61683 7.56612 0.0115904 114.744 13.9728 10.6157 1.63013 0.640589 0.757598 0.406279 20.0248 3.55458 0.578 0.0734191 1.37257 10.8113 47.3081 0.747535 50.7616 4.03714 8.09182 -51.88902 -1309.452 -1361.341
47000 2062.8 15.7424 3.21579 17.0865 5.2732 5.81758 0.0118105 115.582 13.7529 9.68734 2.05094 0.774565 0.623226 0.418001 17.5191 4.29105 0.328566 0.153523 1.66876 12.3034 49.2042 0.919599 48.2429 4.00322 8.00057 -52.53316 -1308.106 -1360.639
