"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_TStartTesting.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",241.675,7.00144,2.44683,7.00496,2.00106,5.00007,0.0023622,90.3917,7.82863,2.00482,1.00016,0.200148,0.600054,0.196211,15.4666,2.61023,0.00340365,0.0501515,1.31601,1.12757,31.6124,0.248264,34.5718,4.10552,8.00001,-60.62633,-1333.112,-1381.163
"1st Qu.",1428.255,9.59845,3.785135,10.5541,2.52405,5.1860125,0.0052901,129.40425,13.204425,6.3799375,1.244125,0.3397725,0.669254,0.28013875,18.19625,3.373185,0.18306925,0.11734125,5.5290325,10.893,52.674825,0.54615575,53.484125,6.911065,8.0513475,-52.8599625,-1309.5705,-1361.1595
"Median",2259.73,12.3809,4.088975,13.14685,3.06723,5.433345,0.006243015,132.6545,13.574,7.952725,1.56827,0.4459535,0.7229215,0.3249735,18.731,3.920855,0.308104,0.1643795,6.631175,11.90945,56.0055,0.6364575,58.95895,7.63689,8.121265,-51.761485,-1306.583,-1358.5215
"Mean",2686.51170209114,12.8926700296504,4.0057337437578,13.2190868913858,3.17126466292135,5.58049511860175,0.00635968674781523,131.728059503745,13.4254484909488,7.9190628480025,1.67935582240949,0.457187895755306,0.72989982943196,0.332141223626717,18.5642540262172,3.9400144210362,0.337287294015293,0.177455127543695,6.6037684082397,11.6061950827091,55.8521234082397,0.624984058364544,58.5665224094881,7.67148419475655,8.17384536516854,-51.7252974719101,-1307.18177153558,-1358.90706132959
"3rd Qu.",3515.12,15.8905,4.3060375,15.803925,3.67699,5.81962,0.0072797775,135.613,13.812825,9.553815,2.022645,0.56746625,0.78151425,0.3728175,19.105625,4.493795,0.4683575,0.223228,7.62807,12.752125,59.332075,0.71451725,64.246025,8.3790825,8.240035,-50.6139525,-1304.10075,-1356.2535
"Max.",9992.83,20.9886,4.49994,19.9853,6.79548,8.9889,0.0134838,146.643,13.9999,11.9999,2.99979,0.799503,0.94999,0.757447,19.4,5.40918,0.966765,0.501806,13.9438,13.9982,69.0922,0.796792,72.4959,12.531,9.46548,-43.44203,-1296.233,-1347.576
"rhat.vec",1.01899501376918,1.00017026782044,1.04701318919778,1.00001675512224,1.01279625370334,1.0032921939821,1.01859224504624,1.08268338301229,1.0361054410224,1.00926074455808,1.00096970902729,1.00662984620555,1.00006623002638,1.07049588482881,1.00047065190642,1.00052463816055,1.02426175449827,1.00543196079264,1.00831130953275,1.0621395493383,1.00159789704888,1.01338250228496,1.00168992922921,1.00204166521736,1.00094316425313,1.01615747242541,1.03072134886591,1.01594753443373
