Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	69.582	14.0584	3.87362	17.6735	3.16813	6.64109	0.0043525	143.65	35.9207	8.59677	2.25703	0.0259944	0.667071	0.681837	0.0536716	22.7396	3.8052	0.0395966	0.216727	3.47523	9.08059	27.1467	0.539102	37.0775	0.0711318	0.315644	0.150578	0.0529075	0.302095	0.140965	0.0330031	22.7396	27.1467	0.539102	37.0775	0.986106	0.00561078	0.000233295	5.12863e-05	0.000325561	3.93547e-05	0.000132349	0.00664089	0.000870427	2.62058e-05	0.0536716	0.89064	0.182683	0.0445966	0.254641	0.118822	0.00213509	9.96501	0.0293939	1.23604	1.21887	14.1889	1e-15	0.000352055	0
1	271.479	10.2402	4.15974	14.4636	3.47478	5.10592	0.00298771	147.903	20.8549	7.90881	2.35467	0.567323	0.831457	0.6147	0.050356	21.2034	3.43889	0.163398	0.176065	6.0205	11.4097	35.7583	0.682822	22.5681	0.0976543	0.287788	0.195851	0.0646237	0.261056	0.163632	0.0563269	21.2034	35.7583	0.682822	22.5681	0.948723	0.00926599	0.000710066	0.000138355	0.0003079	4.00168e-05	0.00012139	0.039439	0.000801951	3.78276e-05	0.050356	0.613646	0.164872	0.0605153	0.244459	0.15323	0.00198025	10.1071	0.0345648	1.33751	1.26893	35.6982	0.218744	0.000860058	3.55696e-05
2	129.002	13.1865	3.69716	9.91316	3.47405	6.12815	0.00484603	149.598	33.5571	4.04774	2.91338	0.490713	0.427164	0.736756	0.0814037	21.3864	5.55354	0.0210563	0.51552	4.70058	10.7677	40.7346	0.621823	19.3607	0.0758351	0.287848	0.163181	0.077751	0.252887	0.0903569	0.0608593	21.3864	40.7346	0.621823	19.3607	0.981496	0.00691269	0.000186896	0.000137001	0.000115141	6.64594e-05	0.000114708	0.00991007	0.000876647	2.04037e-05	0.0814037	0.948554	0.430437	0.0649187	0.21115	0.0754442	0.00166697	6.46941	0.0577283	1.1146	1.09397	29.9102	0.202408	0.000977941	1.85698e-05
3	96.7888	11.9849	3.92401	15.6688	4.28412	6.15854	0.00545852	115.422	23.3328	6.11721	1.77568	0.156635	0.617646	0.710234	0.0473087	19.9973	3.90916	0.070258	0.175016	9.86255	12.1415	37.1724	0.737782	16.7259	0.0834383	0.23342	0.162376	0.0717113	0.399979	0.163186	0.0406646	19.9973	37.1724	0.737782	16.7259	0.987446	0.00574617	0.000443508	9.11601e-05	0.000313941	3.00626e-05	0.000159104	0.00489934	0.00082359	2.15733e-05	0.0473087	0.807057	0.171172	0.0701365	0.391195	0.159602	0.00242084	11.7545	0.0328186	1.46817	1.44974	36.4557	0.302583	0.000830775	1.80232e-05
4	48.8651	18.504	4.31257	11.7731	4.62559	5.80662	0.00747078	160.575	40.9373	5.9838	1.36264	0.176728	0.870557	0.612739	0.0659876	22.2939	2.87053	0.0722723	0.313323	3.51576	11.4915	30.5666	0.588405	39.3277	0.0540424	0.216189	0.172217	0.0891447	0.44967	0.284199	0.0630844	22.2939	30.5666	0.588405	39.3277	0.987302	0.00550468	0.000382515	0.00011206	0.000255698	3.45977e-05	0.000133023	0.00541645	0.000768295	3.25195e-05	0.0659876	0.821637	0.232748	0.06622	0.334032	0.211114	0.00369469	7.24711	0.0518325	1.29087	1.27448	38.0505	0.431365	0.000878062	2.7892e-05
5	111.694	11.4565	3.61385	13.9675	3.23473	6.42117	0.00494389	129.675	33.6021	4.14746	2.45216	0.398058	0.220842	0.790152	0.0591106	22.1051	6.37372	0.0713913	0.358905	10.2713	10.1824	38.1292	0.765486	16.5538	0.0872867	0.309145	0.155735	0.0420736	0.322227	0.0855768	0.0402937	22.1051	38.1292	0.765486	16.5538	0.975672	0.013685	0.000365019	0.000172204	0.00029644	7.91088e-05	0.000171232	0.00837214	0.000902545	2.18937e-05	0.0591106	0.817161	0.323486	0.0379216	0.290428	0.0771316	0.00200958	10.8855	0.0329264	1.37347	1.34005	43.4034	0.309882	0.001001	1.90341e-05
6	46.6406	12.1161	4.11419	11.3986	2.88903	5.86856	0.00260292	164.842	40.8761	5.19704	1.09444	0.129989	0.573507	0.633303	0.111162	20.5894	5.1017	0.169948	0.263617	9.78934	8.52876	29.0617	0.660573	44.4706	0.0825348	0.346137	0.1704	0.0698866	0.578655	0.335054	0.0615037	20.5894	29.0617	0.660573	44.4706	0.983405	0.0062177	0.000390287	8.97906e-05	0.000464055	3.88947e-05	0.000184734	0.00817268	0.000947551	1.74174e-05	0.111162	0.688434	0.19052	0.0505081	0.418202	0.242149	0.00146318	7.95969	0.0423412	1.28255	1.26127	46.6637	0.259228	0.00096099	1.5463e-05
7	147.966	11.0588	3.93458	17.9459	2.90637	6.74741	0.00383065	135.212	30.4123	7.90507	2.26357	0.438956	0.361767	0.622301	0.0796212	21.9705	7.13099	0.162231	0.191083	6.72717	13.335	26.9004	0.652306	40.0223	0.0904257	0.344072	0.148205	0.0284789	0.27492	0.16686	0.0324935	21.9705	26.9004	0.652306	40.0223	0.961382	0.0169449	0.00060159	0.000124547	0.000568256	5.57064e-05	0.000152861	0.0187496	0.000882082	3.30916e-05	0.0796212	0.663304	0.173058	0.0257924	0.248986	0.15112	0.00250711	12.203	0.0215531	1.34549	1.29353	36.4775	0.325585	0.000980068	2.8999e-05
8	107.652	7.80113	4.27674	15.7849	3.97979	7.52298	0.00587966	144.154	37.4046	8.46503	2.53756	0.180268	0.663172	0.782611	0.015692	21.9179	7.7372	0.114846	0.0930115	7.71967	6.76333	27.2344	0.694402	25.0553	0.128187	0.25127	0.132926	0.0613117	0.308411	0.0856685	0.0360148	21.9179	27.2344	0.694402	25.0553	0.986614	0.00307842	0.000488428	4.02147e-05	0.000473507	2.31094e-05	0.000176327	0.00804495	0.000953888	3.63924e-05	0.015692	0.620556	0.0773868	0.0510122	0.256602	0.0712773	0.00251665	11.0368	0.0223492	1.32282	1.30512	35.7127	0.492235	0.00100288	3.37054e-05
9	143.694	12.1445	3.50168	13.723	4.02559	5.9028	0.00382121	162.98	35.9552	4.89749	1.1633	0.164957	0.654382	0.690971	0.0485578	21.5923	7.02557	0.061993	0.239712	10.9033	13.2343	21.9387	0.658932	47.1151	0.0823418	0.248411	0.169411	0.0923246	0.593975	0.265649	0.0432284	21.5923	21.9387	0.658932	47.1151	0.985499	0.00457644	0.000328188	7.05617e-05	0.000261139	2.16524e-05	0.000137825	0.00819676	0.000901876	2.43003e-05	0.0485578	0.829005	0.181663	0.0699671	0.450137	0.201319	0.00179377	9.2698	0.0358366	1.21302	1.19543	33.8023	0.21707	0.000894301	2.15954e-05
