"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_TStartTesting.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",49.818,7.00373,2.2023,7.00155,2.00008,5,0.00282472,109.957,8.1098,2.00025,1.00013,0.20035,0.600007,0.207289,15.1311,2.68011,0.000902676,0.0510891,1.00034,4.88038,38.6617,0.361538,36.6384,4.00045,8.00023,-59.67776,-1098.939,-1144.851
"1st Qu.",256.4725,9.8973,3.32423,10.8183,2.4477975,5.2152175,0.0065589,120.63375,10.623375,5.0668675,1.80641,0.38174,0.68379025,0.3404435,18.780475,4.5855775,0.166052,0.22725825,1.679385,8.8732275,50.086325,0.76553275,46.618325,5.077735,8.2759175,-51.1791525,-1082.43,-1132.039
"Median",426.454,12.90355,3.63508,13.39675,2.87979,5.509425,0.007527255,122.823,11.1998,6.897685,2.219065,0.501757,0.7417745,0.381714,19.7406,5.75903,0.2673965,0.292204,2.246205,9.69158,51.9253,0.8534245,50.3853,5.578165,8.69598,-49.8221,-1079.83,-1129.668
"Mean",557.96078829588,13.2513723142946,3.63074836454432,13.4437203651685,3.00166160892634,5.70212410892634,0.00762752231117353,123.006237203496,11.2515932490637,6.92482891229713,2.1712283005618,0.501098559612984,0.744727793851436,0.38317417025593,19.6269930867665,5.80638713483146,0.283630062861423,0.289769416151685,2.40523586922597,9.72849781054931,51.2872009207241,0.83532108988764,50.4129954900125,5.61787167446941,9.0202348954432,-49.9744524953184,-1080.02833567416,-1130.00279182272
"3rd Qu.",726.06375,16.46835,3.96333,16.111925,3.44653,5.9975575,0.008637515,125.28025,11.84015,8.732265,2.5864025,0.62019875,0.799565,0.42321825,20.629325,6.959485,0.38479725,0.35415625,2.944695,10.500625,53.08215,0.9252125,54.3049,6.108125,9.3678325,-48.648195,-1077.3735,-1127.674
"Max.",5016.81,20.9973,4.49922,19.9969,6.25614,9.19891,0.0137571,139.666,13.9853,11.9996,2.99947,0.799949,0.949962,0.572378,21.7961,9.53342,0.802402,0.554009,7.86486,13.9269,53.9997,0.991981,61.6851,9.0938,19.9155,-44.20504,-1064.508,-1120.997
"rhat.vec",1.0198456340397,1.0002392871732,1.02514968880832,1.0001894193751,1.00780805172531,1.01007749863411,1.01358585581694,1.00336904204284,1.00056560744438,1.00487618917859,1.00079668778836,1.00080744760387,0.999963020585279,1.03066542253127,1.00428141868638,0.999921239127662,1.01986887352704,1.00613477013371,1.00089129307425,1.0020409895798,1.00202908807624,1.00592270603447,1.00082193207507,1.00005346083488,1.00240176946522,1.00811497220891,1.00200322533003,1.00332821622694
