Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	21.3937	16.8534	3.90902	15.1523	4.4591	6.41646	0.0169391	82.4248	9.55481	2.78115	1.97121	0.539034	0.657495	0.151872	19.377	4.20883	0.0803865	0.106703	9.90779	11.4294	27.0638	1.08997	27.2686	0.0593352	0.224261	0.155849	0.127434	0.333549	0.173754	0.0402063	19.377	27.0638	1.08997	27.2686	0.99457	0.00286664	0.000397044	4.74194e-05	0.000243305	1.80269e-05	0.000151374	0.00113607	0.000565854	2.4186e-05	0.151872	0.859413	0.106694	0.127423	0.333521	0.173739	0.00580153	16.3085	0.0345538	1.77708	1.76743	6.42585	1e-15	9.63995e-05	0
1	42.2572	16.3922	3.99119	12.5058	4.07157	5.89687	0.0141262	87.9833	4.0793	10.5209	2.13993	0.680514	0.78397	0.106269	18.644	4.59638	0.107505	0.149277	3.02514	5.6162	30.9654	0.811788	28.5337	0.0610046	0.245606	0.169581	0.0507088	0.366353	0.100952	0.0541214	18.644	30.9654	0.811788	28.5337	0.993185	0.00254436	0.000266837	4.6822e-05	0.000225468	2.13897e-05	7.76767e-05	0.00314047	0.000499861	3.19785e-05	0.106269	0.785839	0.149277	0.0507088	0.366353	0.100952	0.00801906	10.4022	0.0425308	1.70852	1.69688	18.2567	0.448258	0.000578456	2.90935e-05
2	69.3639	16.6517	3.65453	14.8406	2.67741	8.95459	0.00848638	82.9684	6.76944	6.01974	1.9924	0.33486	0.622279	0.0251793	20.7417	4.54322	0.0945273	0.122558	6.71338	8.12895	16.379	1.09861	52.2408	0.0600539	0.373495	0.111675	0.0346155	0.312326	0.189581	0.0275001	20.7417	16.379	1.09861	52.2408	0.988658	0.00701679	0.000305813	4.27147e-05	0.00050535	2.74399e-05	0.000133758	0.00279806	0.000556527	2.05379e-05	0.0251793	0.706082	0.122558	0.0346154	0.312326	0.189581	0.00344121	16.2672	0.0194173	1.89455	1.87306	20.0928	0.257741	0.000620013	1.77845e-05
3	61.2346	14.4157	4.0824	13.6342	3.59975	6.63337	0.00917372	89.0927	5.67542	9.02091	2.46701	0.292974	0.712948	0.121313	18.7541	3.51942	0.164654	0.149894	3.77346	3.32555	35.9307	1.0154	37.6707	0.0693688	0.277797	0.150753	0.0231546	0.288993	0.116356	0.045139	18.7541	35.9307	1.0154	37.6707	0.987409	0.00627611	0.00052261	9.21485e-05	0.000531793	5.07629e-05	0.000105176	0.00457998	0.000462205	2.75821e-05	0.121313	0.706581	0.149894	0.0231546	0.288993	0.116356	0.00655811	13.8187	0.0318943	2.15444	2.12732	24.7307	0.53046	0.000556241	2.56344e-05
4	40.2602	8.20748	3.9605	13.8939	2.92832	5.22449	0.012045	98.2534	7.78697	4.76372	1.83027	0.432131	0.843563	0.0677016	18.0223	3.94735	0.115287	0.141699	5.61702	9.55651	26.9213	0.929331	34.987	0.12184	0.341493	0.191406	0.0765221	0.460895	0.0854721	0.054561	18.0223	26.9213	0.929331	34.987	0.992982	0.00168236	0.000206404	3.40714e-05	0.00019927	1.84075e-05	8.35958e-05	0.00434923	0.000445009	3.75014e-05	0.0677016	0.733134	0.141688	0.0765162	0.46086	0.0854655	0.00653847	12.9785	0.0400005	1.66313	1.65146	19.1399	0.257015	0.000498325	3.39442e-05
5	94.4944	10.7246	3.99475	7.7107	4.27634	5.76882	0.00510538	92.0048	6.61574	9.67081	2.3195	0.39664	0.69957	0.0504576	19.8577	3.57229	0.153021	0.118707	3.92551	7.10486	27.9828	0.963335	33.8078	0.0932436	0.233845	0.173346	0.0286923	0.301604	0.129524	0.0898067	19.8577	27.9828	0.963335	33.8078	0.990045	0.00191766	0.000469298	6.3212e-05	0.000394133	2.91283e-05	7.90459e-05	0.0065577	0.000511426	2.15888e-05	0.0504576	0.63317	0.118706	0.0286921	0.301602	0.129523	0.00435757	7.44225	0.0568629	1.84596	1.82758	18.3504	0.213762	0.000573823	1.97024e-05
6	8.07746	15.5061	3.66638	14.9878	3.23316	5.51703	0.009958	79.6362	1.99477	4.21021	1.28665	0.475438	0.632175	0.203072	22.8451	4.84674	0.276505	0.0686279	5.92636	8.15886	20.8134	0.991071	30.9512	0.0644907	0.309295	0.181257	0.0713884	0.491334	0.285878	0.0443399	22.8451	20.8134	0.991071	30.9512	0.995058	0.00198435	0.000278491	2.05205e-05	0.000267708	7.50003e-06	8.88531e-05	0.00173416	0.000548519	1.90533e-05	0.203072	0.64352	0.0686279	0.0713884	0.491334	0.285878	0.00608552	14.8812	0.0285336	1.56532	1.55759	17.4977	0.328696	0.000563592	1.56892e-05
7	50.4536	18.5159	4.13122	14.378	2.64639	7.14657	0.0116448	89.9018	5.45538	5.2008	2.12467	0.360377	0.634454	0.161608	17.078	4.88793	0.351466	0.0622437	5.41303	6.39068	32.0927	1.08088	26.7566	0.0540076	0.377873	0.139927	0.043963	0.298613	0.172048	0.0402052	17.078	32.0927	1.08088	26.7566	0.991976	0.00310972	0.000281468	1.86825e-05	0.000417314	1.30362e-05	0.000102243	0.00363555	0.000461431	3.2097e-05	0.161608	0.526989	0.0622437	0.043963	0.298613	0.172048	0.00646502	15.353	0.0211877	1.65885	1.64554	17.5174	0.448464	0.0005135	2.87066e-05
8	84.279	9.20046	3.44237	12.7074	3.03957	7.52409	0.0134052	83.3627	2.57184	11.4105	1.33438	0.392623	0.724146	0.114546	17.7004	4.30359	0.159539	0.163071	7.57159	2.80006	28.2544	1.03676	34.2262	0.10869	0.328994	0.132906	0.0249171	0.542683	0.206728	0.0360037	17.7004	28.2544	1.03676	34.2262	0.992152	0.00395589	0.000238327	4.64367e-05	0.000342993	1.86301e-05	8.82953e-05	0.00283761	0.000374507	2.43345e-05	0.114546	0.707735	0.163071	0.0249171	0.542683	0.206728	0.0075233	13.121	0.0254811	1.77297	1.75906	16.1466	0.582395	0.000437099	2.26514e-05
9	206.367	14.9989	2.66628	12.004	2.98069	5.44051	0.00813125	95.8238	5.71695	5.78863	2.87404	0.635964	0.750247	0.12623	17.6262	4.56304	0.0762718	0.109998	4.65913	10.235	26.5999	1.1381	34.059	0.0666716	0.335493	0.183806	0.0824254	0.261043	0.0868996	0.0408263	17.6262	26.5999	1.1381	34.059	0.991719	0.00213318	0.000213307	2.63631e-05	0.000210663	2.09891e-05	8.7297e-05	0.00524352	0.000510664	2.81749e-05	0.12623	0.853973	0.109998	0.0824253	0.261042	0.0868995	0.00427096	13.4525	0.0348646	1.5679	1.55492	19.0437	0.187539	0.000557826	2.54968e-05
