Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	4043.74	18.831	4.37654	15.2258	5.46239	7.0701	0.011623	130.766	13.1802	5.72461	2.81197	0.724739	0.750244	0.251756	17.197	4.27719	0.621161	0.116933	3.08375	12.5945	24.3749	0.689727	29.1591	0.0531039	0.18307	0.141441	0.0949813	0.266804	0.0888189	0.0406561	17.197	24.3749	0.689727	29.1591	0.953192	0.0111136	0.000434609	5.28073e-05	0.000392374	3.06409e-05	0.000348152	0.0315476	0.00328811	0.000294845	0.251756	0.424534	0.112028	0.0909971	0.255612	0.0850931	0.00391367	11.691	0.0172599	0.770869	0.734786	45.6023	1e-15	0.000464294	0
1	6156.34	16.6948	3.37851	9.72427	4.1978	8.82143	0.0123761	131.49	13.0293	3.79779	1.12702	0.345391	0.782967	0.246621	18.7686	5.96363	0.300936	0.258416	1.15666	9.83177	24.6197	0.638178	45.0986	0.0598989	0.23822	0.11336	0.0712071	0.694723	0.192572	0.0393849	18.7686	24.6197	0.638178	45.0986	0.951337	0.0137699	0.000263719	8.41208e-05	0.000417468	2.43849e-05	0.000454452	0.0310892	0.00334462	0.000272811	0.246621	0.656206	0.247373	0.0681643	0.665037	0.184344	0.00302409	7.07354	0.0258446	0.757966	0.721081	266.127	9.13316	0.00403851	0.000258057
2	5442.73	13.2304	3.60976	8.53136	4.40211	7.61962	0.0104937	128.032	13.2275	4.28145	1.95712	0.502093	0.692762	0.388427	16.1523	4.8489	0.865026	0.0673129	2.04513	12.9236	26.7619	0.860021	34.2	0.0755835	0.227164	0.13124	0.0812414	0.35397	0.156985	0.0555299	16.1523	26.7619	0.860021	34.2	0.961501	0.00406932	0.000474747	3.23404e-05	0.000571194	1.54727e-05	0.00041238	0.0301802	0.00341367	0.000264919	0.388427	0.441308	0.0649733	0.0784176	0.341667	0.151528	0.00358418	7.80101	0.0245058	0.852575	0.819752	302.849	9.65514	0.00399787	0.000244137
3	3195.82	16.2403	3.92794	14.9686	2.94545	7.26313	0.00971477	129.002	12.9634	6.73695	2.63189	0.529837	0.82161	0.285133	16.9393	3.99589	0.48785	0.15386	4.71026	10.3568	28.6259	0.523901	28.7473	0.0615752	0.339507	0.137682	0.0646167	0.312175	0.0677802	0.0361293	16.9393	28.6259	0.523901	28.7473	0.943267	0.0137702	0.000251067	4.32047e-05	0.00050067	4.32683e-05	0.000367428	0.0386245	0.00340484	0.000276642	0.285133	0.542182	0.148475	0.0623553	0.30125	0.0654081	0.00354119	9.87407	0.0195887	0.823357	0.776645	284.665	8.98908	0.00389213	0.000261627
4	2233.18	14.2742	3.74887	10.8304	4.29161	7.46452	0.0151222	133.074	13.4038	3.09077	2.73539	0.625488	0.66562	0.346125	18.163	7.24309	0.670142	0.124064	3.51545	11.9736	25.2156	0.872187	40.9341	0.0700565	0.233013	0.133967	0.134703	0.243336	0.122242	0.0463718	18.163	25.2156	0.872187	40.9341	0.970266	0.00509338	0.000247317	3.19509e-05	0.000254325	2.35336e-05	0.000329301	0.0207723	0.00309196	0.000273386	0.346125	0.491157	0.117619	0.127705	0.230695	0.115892	0.00410262	9.92526	0.0227759	0.762281	0.739615	245.218	9.61392	0.00357387	0.000254932
5	1898.25	12.885	3.68343	17.566	2.33969	6.27468	0.0090053	133.168	13.4182	10.7253	2.89254	0.752172	0.727947	0.265766	19.5602	4.71014	0.357736	0.409091	1.86731	11.9008	25.8402	0.659344	49.8118	0.0776096	0.427407	0.159371	0.0510514	0.251664	0.0940533	0.0334186	19.5602	25.8402	0.659344	49.8118	0.915914	0.0242304	0.000127371	7.9069e-05	0.000321341	0.000115146	0.000308549	0.0554231	0.00352237	0.000284674	0.265766	0.622476	0.387633	0.0483736	0.238463	0.08912	0.00345193	13.1724	0.0208023	0.807713	0.739796	257.028	7.47823	0.00408559	0.000270168
6	1149.28	10.8723	4.27732	19.0503	3.05794	5.40554	0.00876029	132.424	13.7948	7.79119	2.3319	0.517918	0.8214	0.363938	18.7259	5.60316	0.893055	0.286395	3.02828	11.914	26.9452	0.729	39.0198	0.0919769	0.327018	0.184995	0.0546024	0.352245	0.0765899	0.0415366	18.7259	26.9452	0.729	39.0198	0.922104	0.0181772	0.000209065	7.59503e-05	0.000340541	6.6527e-05	0.000241276	0.0553518	0.00332668	0.000303949	0.363938	0.405484	0.271012	0.0516696	0.333325	0.0724761	0.00434476	15.7665	0.0168424	0.81795	0.754236	243.184	7.55288	0.00381595	0.000289467
7	4809.89	7.75303	4.02055	11.1029	4.24189	9.39778	0.0116419	128.089	13.0298	6.97518	1.07995	0.626696	0.684875	0.217726	18.3064	6.03219	0.367716	0.177782	2.86237	10.4766	28.1467	0.596425	31.5806	0.128982	0.235744	0.106408	0.0615337	0.634173	0.291796	0.0385322	18.3064	28.1467	0.596425	31.5806	0.958222	0.00680764	0.000397118	8.07339e-05	0.000644469	2.1705e-05	0.000524496	0.0305653	0.00329582	0.000266507	0.217726	0.570872	0.171872	0.059488	0.61309	0.282095	0.00307375	7.59765	0.021997	0.834264	0.79941	314.151	10.1102	0.00397411	0.000248645
8	2625.15	13.6106	3.77532	15.7537	2.85625	6.88401	0.0126557	133.918	13.8604	5.10668	2.90383	0.652849	0.686664	0.272323	17.1016	4.03486	0.429015	0.39302	5.03295	11.8301	25.758	0.835401	49.7299	0.0734721	0.350109	0.145264	0.0877846	0.236468	0.107904	0.0348121	17.1016	25.758	0.835401	49.7299	0.944209	0.0202627	0.000130619	7.4444e-05	0.000244799	9.0379e-05	0.000320796	0.0317587	0.00307856	0.00028079	0.272323	0.572325	0.36935	0.0824977	0.222227	0.101406	0.0039166	13.8668	0.0199238	0.76499	0.722311	260.388	8.7448	0.00356895	0.000263886
9	1220.08	14.3402	3.49475	17.8926	3.45962	5.09187	0.0143706	123.851	12.1507	4.44247	2.31562	0.665845	0.810509	0.245163	17.6157	5.88152	0.197888	0.263839	2.8221	12.5197	27.0112	0.597342	30.567	0.069734	0.289049	0.196392	0.12148	0.350018	0.0818316	0.0383588	17.6157	27.0112	0.597342	30.567	0.960304	0.0114463	0.000205631	7.10411e-05	0.000207601	5.17642e-05	0.000238185	0.0238813	0.00352103	0.000282668	0.245163	0.757147	0.258916	0.119214	0.343488	0.0803048	0.00593644	12.4543	0.0290433	0.849353	0.815637	259.966	10.4642	0.00396912	0.000262255
