"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_T50Testing.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_FAsymp.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",36.3686,7.00068,1.46495,7.00525,2.00288,5.00074,0.00257013,60.0026,1.35168,2.0058,1.00059,0.0201328,0.00277732,0.600099,0.00442552,7.11483,1.01473,0.00689159,0.0500576,1.00132,1.00289,21.0186,0.000164363,14.0052,1.66344,0.318065,-66.33122,-225.6202,-279.7805
"1st Qu.",228.99925,9.740835,2.3215,10.71135,3.203715,7.3759175,0.01214865,83.21235,15.599625,5.0559625,1.62156,0.17910125,0.33752275,0.66488775,0.109857,22.34115,5.192055,0.24039275,0.140056,3.48665,3.71607,34.91855,0.5801825,32.99975,4.89271,2.2238125,-55.0050975,-214.459675,-268.4861
"Median",404.4805,12.6705,2.722655,13.3069,3.811575,8.788485,0.0173615,94.47905,24.58395,6.889105,2.05942,0.3014995,0.5188045,0.715954,0.1694715,25.31245,6.38599,0.371985,0.2190235,5.125675,5.429415,49.3889,1.02516,49.363,6.27933,4.32012,-53.281035,-212.96635,-266.39685
"Mean",631.550896004994,13.0893542072409,2.75679925405743,13.3432630493134,3.84900528401998,9.09686149032459,0.0191656942056804,99.0421724094881,23.8074299719101,6.91476937265918,2.04149958489388,0.300273171254682,0.511856194269663,0.724064697721598,0.18219227505774,25.0410469709738,6.4318002309613,0.38398328610799,0.26762457832397,5.54451311173533,5.81210548533084,50.6273977059925,1.01358275113358,50.9935085830212,6.78411680867665,7.96150698220974,-53.4633314200999,-213.176147222222,-266.639478511236
"3rd Qu.",747.93925,16.2092,3.1591725,16.003625,4.4401675,10.440025,0.024213425,112.58,32.219525,8.78462,2.4844275,0.42096725,0.69135325,0.7748135,0.240458,28.1499,7.6358775,0.51239775,0.3458725,7.1639725,7.5665925,65.2353,1.4602375,67.1399,8.0716725,9.96548,-51.704315,-211.67065,-264.417025
"Max.",9710.11,20.9945,4.49927,19.9945,6.95658,25.0212,0.0825419,179.761,41.9988,11.9998,2.99972,0.569992,0.994075,0.948118,0.865056,34.9779,10.988,0.934565,0.999031,13.9712,13.9868,89.9914,1.99995,104.984,25.6109,39.9898,-46.60232,-203.9979,-258.117
"rhat.vec",1.02538875635907,0.999898586686208,1.00286183666953,1.0004302282206,1.00036180487002,1.00012131483821,1.00051604316528,1.00152503400843,1.00255913590675,0.999995174815468,1.00022032529867,1.00009115519885,1.00121259924859,1.00034016504637,1.00068610967147,1.00634626663751,1.00058384852934,0.99975750172773,1.00028210218524,0.999875994509867,1.00057926640507,1.00059791440699,1.00014863937103,1.00007873610158,1.00083059135493,0.999939413975957,1.00148094788838,1.00094394025609,1.0003698192808
