Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	156.961	11.6474	2.6566	15.9437	3.37309	6.35348	0.00968902	101.406	12.208	9.48795	2.39658	0.33981	0.811214	0.672948	0.560042	17.8578	4.31996	0.254141	0.182497	2.8044	9.97904	74.6287	1.20965	38.8947	0.0858561	0.296464	0.157394	0.0575366	0.280795	0.136466	0.0262256	17.8578	74.6287	1.20965	38.8947	0.87955	0.0729828	0.00299093	0.000667448	0.00219897	0.000279509	0.000952189	0.0323625	0.00624775	0.000211304	0.560042	0.863003	0.182456	0.0575238	0.280732	0.136436	0.00459455	17.4143	0.0226328	1.68548	1.48246	59.797	1e-15	0.0025153	0
1	784.794	12.7499	3.42235	13.1051	6.02993	7.38146	0.00661586	105.51	11.7307	11.4933	2.45759	0.556189	0.536776	0.650558	0.36156	15.6369	5.12173	0.141233	0.158014	10.5211	9.76608	77.0181	1.04975	41.7473	0.078432	0.165839	0.135475	0.0303833	0.264714	0.142189	0.0353787	15.6369	77.0181	1.04975	41.7473	0.758674	0.129789	0.0132564	0.00248672	0.00440712	0.000398016	0.00121207	0.0771818	0.00584719	0.000191173	0.36156	0.866165	0.157978	0.0303764	0.264654	0.142157	0.0035797	13.5213	0.0306438	2.36596	1.79499	134.305	1.85543	0.00620176	0.000159024
2	197.931	9.21852	2.98517	9.46417	3.33874	9.02369	0.010857	103.992	13.332	7.36575	1.02697	0.109906	0.53153	0.659671	0.547249	15.9669	6.64533	0.375826	0.174651	4.3354	10.1711	64.5267	0.989426	45.1141	0.108477	0.299514	0.110819	0.0476034	0.642347	0.331391	0.0349544	15.9669	64.5267	0.989426	45.1141	0.943237	0.0250362	0.00144504	0.000305518	0.00201352	8.10079e-05	0.00100244	0.0205786	0.00594322	0.000216424	0.547249	0.797266	0.174555	0.0475771	0.641992	0.331208	0.00341587	9.41886	0.027868	1.43242	1.35111	102.829	1.86245	0.00677553	0.000186872
3	47.5802	10.4582	4.16526	16.2371	4.02071	6.56533	0.00937796	104.335	13.242	8.5455	2.61033	0.450944	0.813961	0.708246	0.441798	15.9865	4.87238	0.311393	0.293834	5.27255	6.59516	78.9181	0.945281	47.354	0.0956187	0.248712	0.152315	0.0674606	0.271324	0.111769	0.039073	15.9865	78.9181	0.945281	47.354	0.886457	0.0692248	0.00258168	0.00107314	0.00126711	0.00033138	0.000831429	0.0299691	0.00621201	0.000160452	0.441798	0.775399	0.293676	0.0674243	0.271178	0.111709	0.0034391	15.7414	0.0302972	1.83901	1.63021	116.701	1.55362	0.00681587	0.00014453
4	53.7823	8.88192	2.97977	12.3039	3.86295	6.55686	0.00972232	78.7017	10.1296	11.349	2.72544	0.444873	0.533639	0.674859	0.79447	20.1444	4.32746	0.395065	0.473863	11.5717	7.01728	50.9832	0.596184	55.4616	0.112588	0.25887	0.152512	0.0317324	0.247615	0.119299	0.0369355	20.1444	50.9832	0.596184	55.4616	0.916178	0.0477126	0.000839611	0.000756182	0.000624661	0.000289333	0.000552762	0.0253201	0.0064985	0.000161009	0.79447	0.913112	0.473861	0.0317323	0.247614	0.119298	0.0037006	11.2827	0.0337263	1.18723	1.08771	68.1326	1.45787	0.0069948	0.00014712
5	78.2928	8.12975	3.62515	7.66906	5.05381	6.80564	0.0109543	104.752	13.3117	6.72376	2.58992	0.214583	0.687209	0.778041	0.504679	18.9877	4.40058	0.481486	0.183052	4.91331	8.0721	68.3858	1.09084	43.6408	0.123005	0.197871	0.146937	0.0795205	0.300411	0.0857011	0.0694568	18.9877	68.3858	1.09084	43.6408	0.952698	0.0153423	0.00250558	0.00056085	0.0014209	0.000201127	0.000873135	0.0194906	0.00615191	0.00018962	0.504679	0.719459	0.182946	0.0794746	0.300238	0.0856516	0.00384898	8.01413	0.0499713	1.61294	1.53664	113.966	1.75029	0.00672043	0.000167083
6	97.0872	8.68963	4.10351	10.781	5.16722	9.72998	0.00999777	105.982	12.0721	7.50061	2.22242	0.105438	0.552031	0.760002	0.411375	18.2047	6.85458	0.27874	0.153154	3.59947	7.22241	70.7076	1.02166	44.8524	0.11508	0.193528	0.102775	0.0559347	0.34197	0.107989	0.0391187	18.2047	70.7076	1.02166	44.8524	0.946541	0.0247841	0.00296417	0.000535795	0.00238202	0.000183276	0.00121978	0.0155736	0.0053423	0.000152461	0.411375	0.780679	0.153108	0.0559181	0.341869	0.107957	0.00253847	10.9185	0.0305392	1.88154	1.78095	130.388	1.60291	0.00628129	0.000133962
7	162.384	8.88923	3.35721	13.6039	4.38358	6.88352	0.00631008	103.834	12.5573	10.1356	1.16375	0.460987	0.583003	0.79177	0.407026	19.1197	2.95216	0.111966	0.215289	3.59533	1.76187	71.6661	0.824575	65.646	0.112496	0.228124	0.145275	0.0455429	0.680361	0.17893	0.0358513	19.1197	71.6661	0.824575	65.646	0.907389	0.0382558	0.00266466	0.000730608	0.00140178	9.93123e-05	0.000700827	0.0405539	0.00637369	0.000135845	0.407026	0.904255	0.215215	0.0455272	0.680127	0.178869	0.00260907	10.9291	0.0324187	1.66783	1.51337	93.3908	1.29955	0.00699777	0.000132692
8	759.937	18.6444	3.30966	19.8006	4.64415	15.9586	0.00950173	101.466	11.6028	7.51474	2.25657	0.392965	0.262106	0.716416	0.410924	17.8453	5.1819	0.081906	0.118391	5.85043	6.70464	69.9959	0.933083	46.6808	0.0536354	0.215325	0.0626621	0.0249878	0.31748	0.12567	0.0104739	17.8453	69.9959	0.933083	46.6808	0.759078	0.182921	0.00468739	0.00062931	0.0050586	0.000173949	0.0018568	0.0360061	0.00571356	0.000185506	0.410924	0.929747	0.118374	0.0249842	0.317434	0.125652	0.00182293	19.0201	0.00973812	2.15502	1.63583	120.405	2.06692	0.00708679	0.000165163
9	206.233	15.9821	3.62682	9.89012	5.04438	10.5713	0.0104568	101.457	12.6608	11.5552	1.33114	0.156959	0.694343	0.627623	0.393009	20.0046	1.91558	0.141595	0.181407	7.44147	8.19471	59.2652	0.906005	59.1508	0.06257	0.19824	0.0945957	0.0377134	0.471493	0.279743	0.0346893	20.0046	59.2652	0.906005	59.1508	0.906839	0.054855	0.00342368	0.000758301	0.00319908	0.000159038	0.00137739	0.0226071	0.00591903	0.0002072	0.393009	0.876132	0.181352	0.0377019	0.47135	0.279658	0.00293818	9.32585	0.0303924	1.86359	1.68998	122.145	2.18453	0.00674579	0.000179273
