"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_TStartTesting.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",32.9606,7.00387,2.04234,7.00128,2.00051,5.00263,0.00261589,95.3685,8.31426,2.02547,1.00101,0.200139,0.600029,0.135688,15.901,2.08561,0.00290746,0.05014,1.00266,1.85009,25.9414,0.383396,32.9329,4.00177,8.00006,-57.55696,-697.6835,-745.8063
"1st Qu.",238.8685,9.6221975,3.12338,10.4204,2.9750475,6.7521675,0.0062757525,119.322,11.017275,5.475695,1.6383925,0.41243225,0.6664765,0.2829335,17.501175,3.7831475,0.122952,0.087487575,2.237925,9.3881075,48.349925,0.79511075,53.4182,4.7284775,9.1704675,-50.556375,-683.554875,-732.962025
"Median",396.9695,12.3827,3.449815,12.8811,3.607165,7.97097,0.00746395,123.014,11.74325,6.94486,2.074655,0.5133845,0.718615,0.3209145,18.46935,4.659035,0.2008815,0.1202295,3.114755,11.07325,51.21165,0.878402,57.9267,5.221915,11.27945,-49.33428,-681.331,-730.731
"Mean",507.325517259675,12.893972593633,3.4577239872035,13.0480695287141,3.66118201935081,8.27532119069913,0.00759321331616729,122.637527325218,11.7541041151685,7.05495780898876,2.06186699126092,0.514543854712859,0.726186534019975,0.327690025280899,18.5268160268414,4.70796780430712,0.228778275054619,0.131318708848315,3.33433094101124,10.745352562422,50.1113110799001,0.8588951471598,57.3225243913858,5.3151756897628,14.038077548377,-49.3598337437578,-681.63379051186,-730.993625046817
"3rd Qu.",648.46875,15.86845,3.80457,15.62145,4.282185,9.483525,0.00874338,126.43,12.526725,8.5510375,2.5115225,0.61625275,0.77774225,0.37034525,19.497225,5.6245925,0.30369975,0.162611,4.1776625,12.515225,52.89285,0.9411215,61.93955,5.79197,16.19445,-48.122095,-679.31725,-728.8014
"Max.",3644.12,20.9964,4.49844,19.9934,6.81326,19.7952,0.0160492,138.5,13.9981,11.9997,2.99957,0.79972,0.949851,0.620943,21.6993,7.47908,0.845725,0.422487,12.7037,13.9996,53.9997,0.999998,66.6975,9.12217,39.919,-43.3201,-673.1015,-723.0039
"rhat.vec",1.02801050324908,1.00031309679305,1.0261502673159,1.00058453463409,1.00256019692891,1.00253610572053,1.00310104964069,1.00565541926044,1.00081922052073,1.00513904218973,1.00019301760321,1.00227955064858,1.00007310289701,1.00550303997243,1.00084227499998,1.00046750766732,1.01992640715606,1.00241281445122,1.00020418766273,1.00311110676069,1.00047625815783,1.00079721463651,1.00005854823483,1.00052598652644,0.999894892060929,1.00256384069079,1.00189008550268,1.00098607771887
