"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_T50Testing.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_FAsymp.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",195.662,7.00014,2.16688,7.00764,2.00011,5.00039,0.00285588,61.7591,2.20481,2.02976,1.00019,0.0200308,0.00294122,0.600029,0.126817,7.53698,1.11214,0.00343219,0.0502434,1.01295,1.87384,21.0106,0.00126108,14.0976,6.94476,2.14583,-68.7266,-566.9825,-625.4772
"1st Qu.",1728.56,9.67915,3.2985875,10.645775,2.8398975,5.9118825,0.01430025,81.830275,3.9653875,5.919725,1.5400925,0.20307225,0.239565,0.65922925,0.39720075,23.05185,5.52206,0.18884,0.15079775,3.3072075,4.77324,37.3393,0.5435845,35.0077,15.20465,4.8465425,-57.9432275,-554.962375,-612.24525
"Median",3298.68,12.6469,3.67055,13.24745,3.51097,6.932025,0.02038015,83.7048,5.02078,7.575805,1.970965,0.3248325,0.40821,0.709391,0.485633,25.4567,6.74466,0.3069435,0.2245105,4.771665,5.747575,50.5892,0.982929,50.7784,17.67085,5.66573,-56.58551,-553.34215,-610.1121
"Mean",3860.36883286517,13.0265695661673,3.64664156367041,13.3091711095506,3.56957661516854,7.34569752652934,0.0214817456101748,90.7168031210986,8.82926334425718,7.5484636267166,1.98565246098627,0.317769840792759,0.424409462421973,0.717787042915106,0.498128466916355,25.0201634628589,6.72984732209738,0.326409551970974,0.248113492056804,5.2611141963171,6.30240550717853,51.8919197253433,0.984623723882647,52.2879691479401,18.0729097674782,5.79679824282147,-56.7678317119226,-553.648541198502,-610.416373033708
"3rd Qu.",5690.4875,16.13025,4.02914,16.017575,4.2288875,8.3414775,0.027267475,88.05675,9.4660575,9.2977225,2.4268775,0.43870625,0.58779475,0.76637875,0.5849555,27.66065,8.045375,0.44555225,0.319872,6.6845475,7.3509375,65.371375,1.4267225,67.6085,20.655225,6.604985,-55.35241,-551.9362,-608.29675
"Max.",9998.16,20.995,4.49965,19.9825,6.88708,18.3374,0.0685073,179.375,41.9114,11.9926,2.99875,0.5699,0.988128,0.949831,0.991801,34.9284,10.9997,0.918116,0.959465,13.9768,13.9741,89.9655,1.9999,104.867,39.9725,13.2382,-51.50299,-548.5597,-602.5945
"rhat.vec",1.00529316046387,1.00010782982448,1.00828295259977,0.999772892429679,1.00038260582218,1.003882285861,1.0020086304364,1.0123919433365,1.00665386037745,1.00061906226423,1.00003482851905,0.999837403322649,1.00138874438504,1.00038825177406,1.01087371090843,1.01217327027427,1.00098133525206,0.999924906777194,1.00456176393583,1.00136846246024,1.01498752878102,1.00007599235401,0.999826051776875,0.999908996234491,1.00039368967192,1.00055477095422,1.00212732854117,1.00228385866181,1.00117199995961
