"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 1997.23 10.5882 3.33074 9.68529 2.50744 8.57783 0.00939013 118.749 13.0112 11.34 1.08737 0.207033 0.667709 0.320134 16.7795 4.50081 0.813037 0.424005 4.85654 11.2505 31.7759 1.1175 22.5774 6.52475 11.7668 -54.15388 -492.2905 -546.4444
66300 1209.13 15.7496 3.20017 12.5249 3.1732 8.81598 0.0127249 117.972 13.5277 7.40189 1.89417 0.314863 0.666738 0.226415 18.6766 4.4027 0.575939 0.321406 5.90316 12.9921 21.9791 1.22531 28.1092 5.75758 12.2148 -51.04563 -495.2133 -546.2589
200000 2293.41 12.024 3.0915 14.8981 5.57809 8.72198 0.012435 132.003 13.8832 5.93824 2.30238 0.622003 0.801621 0.100498 18.1392 3.62617 0.155309 0.281619 5.06794 9.96641 26.1887 0.668504 28.4392 7.73056 19.7282 -52.21817 -498.927 -551.1451
161800 1342.3 8.67174 3.23157 18.4349 3.58217 7.16973 0.00685531 127.807 13.2039 6.072 2.12831 0.596529 0.657111 0.197358 18.6989 4.25553 0.370098 0.127058 3.01099 11.1786 21.1351 0.733563 37.3929 5.78651 15.1657 -47.44037 -499.5656 -547.0059
170600 1038.39 9.27601 4.1522 19.7739 5.35093 8.15235 0.0129092 117.335 12.2739 9.58359 1.15098 0.292035 0.889294 0.177392 18.9428 3.48299 0.545659 0.388892 2.56179 9.10181 23.7689 0.879043 31.8045 6.68594 15.4438 -53.32965 -494.581 -547.9107
168200 912.16 18.4952 3.52573 14.075 4.64913 6.55705 0.0103083 116.518 11.8967 9.11873 1.12653 0.37232 0.753141 0.166928 16.0958 5.15918 0.20231 0.349016 5.34927 7.33228 21.0772 0.527316 30.5764 5.55495 29.4777 -50.00079 -504.938 -554.9388
67100 2733.49 16.0556 3.14206 9.99784 3.67245 12.2845 0.0142377 126.345 13.7278 7.20218 2.20431 0.493661 0.766406 0.0527365 16.0366 4.49794 0.114613 0.516603 6.26442 9.96825 25.5876 0.959557 37.7671 7.00331 14.7105 -53.71989 -503.341 -557.0609
106100 1484.38 7.45884 3.29839 16.2872 4.46035 8.14953 0.0146021 115.066 11.0466 6.61716 2.17074 0.695627 0.630289 0.0690798 18.0035 2.29586 0.138104 0.162173 1.79783 13.5196 22.6343 0.700484 22.3732 9.23287 15.4139 -51.62326 -497.2295 -548.8528
168900 1299.11 20.3943 3.73943 14.9005 3.82609 10.381 0.013075 122.242 12.8739 4.68887 1.96643 0.37479 0.672654 0.17022 17.2847 4.42732 0.50269 0.172023 3.04408 8.93797 27.732 1.0017 19.3058 7.06897 11.5001 -50.3454 -496.6067 -546.9521
47000 821.935 18.1468 4.48838 16.9213 3.02885 10.3144 0.0105526 124.711 13.3532 6.04651 2.11109 0.412545 0.699137 0.220201 17.321 4.11413 0.67566 0.189316 2.08047 12.8797 31.5487 0.879081 19.3205 6.47245 11.8543 -52.10945 -494.624 -546.7335
