"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 394.483 15.9207 4.36092 9.08276 2.14245 5.21378 0.00400752 141.091 13.6688 6.31297 1.54229 0.208657 0.726959 0.365442 19.3734 4.04629 0.0639531 0.151388 3.84599 13.1838 50.3044 1.02052 45.6389 4.01575 29.3844 -55.01196 -945.2169 -1000.229
66300 521.161 15.6726 4.37712 13.2681 2.58645 5.05251 0.00304954 124.265 10.439 10.317 1.83384 0.217 0.714159 0.360926 18.8724 3.46698 0.0477792 0.0935604 1.05968 10.1567 49.8586 1.01338 54.3232 4.04173 23.7195 -53.85798 -951.7112 -1005.569
200000 1356.19 11.7785 4.12467 13.8252 2.87679 5.17931 0.00521944 132.119 12.693 8.40104 1.42159 0.207019 0.678651 0.309208 19.1799 3.89553 0.107617 0.204861 8.33765 13.3517 50.1287 0.84317 49.5092 4.16584 10.9662 -50.84597 -959.2099 -1010.056
161800 155.888 11.411 3.65767 14.3896 2.09941 5.35843 0.00941101 114.049 10.7224 11.8705 1.95937 0.375799 0.699195 0.41264 19.1587 5.41329 0.331522 0.440644 4.00825 7.68346 52.8696 0.85721 43.3457 4.00464 18.3821 -48.36296 -961.9608 -1010.324
170600 568.02 7.07832 4.23548 14.1872 2.3374 5.0415 0.00403461 131.898 11.769 10.1922 1.21995 0.322344 0.680238 0.350308 19.0865 3.03738 0.143296 0.165608 3.42509 11.4576 53.5135 1.01997 54.1056 4.10707 14.6408 -51.70151 -949.3312 -1001.033
168200 479.16 11.8274 4.2601 11.0792 2.11412 5.075 0.00492316 138.323 13.6136 10.0469 1.34268 0.241431 0.730355 0.328081 18.6781 4.22403 0.0141111 0.21396 6.06235 12.7368 53.2983 0.944355 50.4701 4.01529 35.3732 -55.86057 -942.5168 -998.3774
67100 293.021 14.8264 4.40829 19.5837 2.08076 5.13012 0.0048807 127.378 11.4445 11.8324 1.07877 0.261748 0.662497 0.369034 18.3259 4.60021 0.250627 0.259197 5.79762 10.5364 53.6034 0.931372 56.7361 4.09751 20.4991 -52.24888 -955.3727 -1007.622
106100 239.595 18.4936 4.44349 19.9202 2.02319 5.03147 0.00658872 127.665 11.5773 11.8081 1.53825 0.31332 0.658355 0.358575 17.9819 5.5546 0.303706 0.307027 1.79274 10.8878 53.0188 0.958402 58.1161 4.05795 36.3718 -54.19639 -955.0884 -1009.285
168900 728.062 15.4418 4.26132 16.5388 2.36276 5.39847 0.00555325 131.973 12.4494 11.8891 2.07161 0.234385 0.709607 0.33934 19.0794 4.65574 0.159967 0.274072 5.09187 11.2587 53.7735 0.981391 49.8434 4.04451 32.0742 -53.48199 -951.5177 -1005
47000 570.061 20.1826 3.45374 8.90788 2.66349 5.08509 0.00830676 108.484 8.52962 10.7457 2.69784 0.327151 0.779925 0.480426 16.7557 4.91489 0.636956 0.284746 2.91196 6.63475 48.3798 0.979798 57.8929 4.00094 8.9166 -46.24853 -967.077 -1013.326
64700 345.825 8.05263 3.85502 11.238 2.44329 5.03364 0.00951923 121.242 10.2748 11.2499 1.35607 0.35677 0.655267 0.266624 18.8615 4.13169 0.0574494 0.544049 1.21392 8.47013 50.6848 0.917096 47.3955 4.11627 14.3436 -51.59855 -958.4484 -1010.047
108800 570.732 17.4709 4.38145 11.2668 2.22345 5.35348 0.00463236 136.647 12.998 11.4842 1.11946 0.242923 0.772227 0.336159 18.8151 3.64067 0.111432 0.195752 3.94151 12.0167 52.4478 0.924216 52.668 4.00179 19.6328 -53.9408 -947.6378 -1001.579
85300 118.794 12.0152 4.49614 12.8394 2.12518 5.13555 0.00681333 121.645 10.2243 9.04936 1.7128 0.315811 0.707634 0.232968 19.4877 3.022 0.0497559 0.246575 1.74497 8.00787 53.9092 0.488998 58.4457 4.10804 11.5588 -50.34901 -958.0851 -1008.434
78100 200.839 20.5169 4.4875 7.08861 2.08968 5.00674 0.00297976 135.864 13.0274 11.7676 2.02384 0.345613 0.627007 0.388571 19.3534 3.39834 0.1749 0.112011 2.3019 11.293 52.1026 0.991173 50.4683 4.01038 17.5857 -55.00837 -946.7472 -1001.756
177000 719.697 10.0442 2.89835 8.99296 2.67431 5.10368 0.00897112 110.525 9.43664 10.9794 2.19068 0.238378 0.739754 0.412575 19.452 4.41515 0.160978 0.421411 2.71355 6.95249 47.5817 1.01507 63.8082 4.11172 21.4771 -48.38245 -970.4342 -1018.817
50600 349.282 18.8925 3.61778 9.95752 2.31596 5.17078 0.00764927 113.78 11.0107 10.411 2.13186 0.231672 0.606759 0.40086 16.6334 4.6591 0.284991 0.397797 5.353 5.64376 48.9973 0.700072 52.1133 4.10209 12.8917 -47.31473 -969.4842 -1016.799
121500 372.569 13.8764 4.43399 17.0645 2.27359 5.25114 0.00718499 133.196 13.5651 8.46687 2.21198 0.213968 0.665606 0.260337 19.4491 4.52711 0.101983 0.330804 9.05475 10.8484 53.3632 0.831815 58.0957 4.05757 9.61264 -52.75615 -953.0777 -1005.834
122100 116.792 14.7898 4.29456 13.9715 3.6722 5.53836 0.0119655 112.401 9.0678 6.87284 2.36408 0.663615 0.701701 0.296652 19.4008 5.38471 0.127141 0.402281 1.21587 5.91922 48.3725 0.715012 54.5065 4.04317 12.6749 -46.34606 -965.3981 -1011.744
128700 468.602 16.0238 4.48746 14.0517 2.55274 5.04983 0.00365028 132.783 12.7443 8.73934 1.56519 0.203873 0.611451 0.345825 18.1348 3.90084 0.0833886 0.209709 2.14488 10.6614 52.9253 0.852413 49.4737 4.0272 26.6361 -53.02114 -949.9368 -1002.958
46800 131.915 13.9366 3.62746 9.99759 2.00826 5.70645 0.0132289 112.397 10.3297 7.22338 2.25584 0.559476 0.721 0.371736 17.6792 3.31982 0.167928 0.364806 5.34515 6.64906 53.2218 1.01517 63.6223 4.01589 30.1951 -48.26975 -966.4414 -1014.711
196700 354.699 18.1007 4.47639 18.415 2.29771 5.00122 0.00769187 130.746 12.0655 10.1297 2.07972 0.202542 0.712142 0.275295 18.9723 4.78333 0.0829363 0.381153 4.48597 10.1808 52.9735 0.903999 50.3623 4.00127 30.0714 -53.79636 -948.0315 -1001.828
198800 289.893 17.2931 4.4421 8.20052 2.00664 5.06687 0.00593092 133.5 12.1584 10.7809 1.28962 0.411887 0.63871 0.279977 19.1975 3.65191 0.0637447 0.259723 5.16111 12.1616 50.562 0.828057 60.9395 4.02246 15.8065 -52.71712 -950.4299 -1003.147
133600 324.277 9.05116 3.96251 19.9338 2.35209 5.21212 0.00875284 126.245 11.2242 10.6325 1.09245 0.395701 0.761787 0.272273 19.0679 4.70634 0.109176 0.4397 4.05935 9.76587 53.1325 0.822129 51.4559 4.02402 16.7081 -50.56619 -957.6988 -1008.265
88200 369.287 12.2336 4.44119 10.485 2.17103 5.06602 0.00451746 137.81 13.1386 8.83024 1.27078 0.301912 0.697089 0.327905 19.3899 4.29071 0.0549508 0.179746 4.28349 13.2768 50.9904 0.997372 49.606 4.01177 17.9376 -53.18326 -946.4152 -999.5985
108100 430.055 9.06334 4.20692 18.9171 2.03244 5.03712 0.00492457 133.397 11.8285 8.10983 1.39877 0.381106 0.661622 0.346187 18.9518 3.42983 0.169226 0.149371 3.61096 12.533 51.8759 0.884395 51.2755 4.0024 31.8254 -51.13357 -953.8675 -1005.001
139400 568.643 18.4577 4.11948 8.79993 2.47647 5.0257 0.00515567 130.087 11.5785 11.7497 1.79016 0.289274 0.679509 0.32932 19.4009 4.18884 0.135233 0.286069 2.92328 9.8992 53.8538 1.0035 56.0299 4.13754 21.316 -52.34248 -951.1011 -1003.444
