Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	2121.3	17.4652	4.12022	12.8117	3.20757	5.53401	0.00515393	170.619	24.704	9.34049	1.36107	0.344137	0.308616	0.621269	0.270147	20.1586	1.01409	0.102556	0.677412	11.4023	12.8235	54.5642	1.2794	70.3397	0.0572567	0.311762	0.180701	0.0205271	0.456456	0.27826	0.0581131	20.1586	54.5642	1.2794	70.3397	0.460064	0.0521171	0.000508085	0.000555116	0.000585667	0.00019815	0.000438007	0.475416	0.0107529	0.000882379	0.270619	0.874551	0.53809	0.0163054	0.362578	0.221031	0.00253506	14.6495	0.0508228	1.79986	0.828051	69.9598	1e-15	0.00929606	0
1	1413.55	15.6295	4.0165	16.472	2.52568	5.67727	0.00297307	164.122	23.5954	8.28235	1.71725	0.138099	0.0975809	0.829403	0.413639	18.0619	1.25786	0.16568	0.284168	9.75609	10.3668	58.1697	1.07979	45.6611	0.0639816	0.395933	0.176141	0.00977185	0.482983	0.0993431	0.0429499	18.0619	58.1697	1.07979	45.6611	0.330481	0.0421514	0.000871851	0.000268469	0.00175768	0.00019176	0.000527159	0.611625	0.0123632	0.000833777	0.41364	0.863937	0.239904	0.00824973	0.407751	0.0838689	0.00227676	17.2427	0.037106	2.65447	0.877251	92.0978	1.14227	0.0135785	0.000820897
2	644.931	12.9305	4.0719	9.07637	2.8743	5.52614	0.00515361	166.292	24.6085	6.11181	1.76721	0.212067	0.147639	0.715737	0.299295	21.5283	3.067	0.156661	0.479886	9.64682	10.9564	59.9904	0.852693	55.8974	0.0773365	0.347911	0.180958	0.0172896	0.40501	0.160854	0.0811826	21.5283	59.9904	0.852693	55.8974	0.59007	0.0315999	0.00096079	0.0006041	0.00132589	0.000349903	0.000664687	0.363213	0.0104493	0.000818848	0.299295	0.8278	0.394632	0.014218	0.333058	0.132278	0.00290166	8.13952	0.0672029	1.72487	1.01779	130.8	1.47027	0.0117626	0.000799327
3	471.506	17.491	4.17665	12.8174	2.67039	5.47631	0.00302307	176.856	26.5801	10.2804	1.02039	0.369449	0.211261	0.753308	0.484081	19.545	4.03824	0.213869	0.381506	9.34121	9.87053	57.9627	1.38993	39.1914	0.0571723	0.374477	0.182605	0.0154804	0.738255	0.241762	0.0595032	19.545	57.9627	1.38993	39.1914	0.264619	0.0496665	0.00101764	0.000380292	0.00147029	0.000129728	0.000507444	0.668566	0.012104	0.000792867	0.484081	0.856276	0.280487	0.0113813	0.542772	0.177746	0.00220384	14.9688	0.0509511	2.89398	0.765801	89.6128	1.17623	0.0132343	0.000780671
4	575.939	11.338	3.75201	10.1639	2.57626	5.04083	0.00356529	178.991	27.2526	8.55634	1.17422	0.419085	0.077852	0.766204	0.469296	19.7896	2.70326	0.0331797	0.677514	5.61473	9.18371	65.7116	1.34866	29.0458	0.088199	0.38816	0.19838	0.0069715	0.652522	0.199107	0.0732321	19.7896	65.7116	1.34866	29.0458	0.324212	0.0157441	0.000246122	0.000217044	0.000371871	8.74365e-05	0.000251717	0.644855	0.01338	0.000737812	0.469296	0.975211	0.48413	0.00498161	0.466271	0.142276	0.0018612	10.4223	0.0714168	1.90801	0.618599	42.107	0.572976	0.0143578	0.000732662
5	983.394	12.1428	4.43647	14.509	3.24688	5.22941	0.0032488	178.209	26.664	10.1457	1.67688	0.243351	0.347838	0.681429	0.299494	19.6135	1.65615	0.050115	0.508057	5.7641	10.3621	57.1432	0.75657	44.0974	0.0823533	0.307988	0.191226	0.0233623	0.406367	0.189978	0.0584719	19.6135	57.1432	0.75657	44.0974	0.38886	0.0331282	0.000952888	0.000522744	0.00121068	0.000295481	0.000566825	0.561307	0.0127552	0.000774588	0.299494	0.941367	0.368124	0.0169277	0.294443	0.137653	0.00207786	12.0349	0.0550436	2.05424	0.798812	107.386	1.10874	0.0139743	0.000761776
6	753.476	17.0454	4.39162	12.2762	2.14622	6.1434	0.00311215	162.688	22.0475	7.71144	1.8835	0.209683	0.203231	0.681574	0.323612	20.7178	1.12584	0.0833299	0.340413	3.09025	12.5054	55.3524	1.09844	49.1425	0.0586669	0.465935	0.162776	0.0179625	0.361866	0.169061	0.0582307	20.7178	55.3524	1.09844	49.1425	0.319206	0.0373378	0.000683163	0.00028023	0.00152374	0.000230074	0.000582172	0.626604	0.0128663	0.000847495	0.323707	0.910293	0.295102	0.0155716	0.313699	0.146558	0.00195165	13.0948	0.053007	2.79843	0.893274	94.2797	1.01733	0.0142219	0.000833111
7	426.438	9.03639	4.23312	8.43326	2.78172	5.07221	0.0029911	172.331	26.7693	7.73683	1.09784	0.333013	0.0966303	0.733451	0.376451	18.8112	5.2967	0.026078	0.381959	5.97469	9.94859	61.6301	1.22386	68.3394	0.110664	0.35949	0.197153	0.00916055	0.668086	0.242794	0.0989619	18.8112	61.6301	1.22386	68.3394	0.334921	0.0152277	0.00136592	0.000544256	0.00161502	0.000186836	0.000499427	0.632173	0.011987	0.000774802	0.376451	0.974844	0.292387	0.00701233	0.511415	0.185857	0.00250124	8.65088	0.0964724	2.92679	0.980244	104.049	1.03642	0.0131954	0.000762782
8	361.251	20.9275	4.35371	11.7084	3.1935	5.01274	0.00276069	164.974	27.216	6.11722	1.85318	0.220311	0.0697276	0.678892	0.418511	19.9532	5.74924	0.106376	0.338502	11.9736	9.00075	61.5789	1.20063	50.0016	0.047784	0.313136	0.199492	0.0077384	0.366339	0.173274	0.07418	19.9532	61.5789	1.20063	50.0016	0.309355	0.0501956	0.00179388	0.000652359	0.00217166	0.000367599	0.000576665	0.619192	0.0144179	0.000798888	0.418511	0.911504	0.273345	0.00624887	0.295824	0.139921	0.00268807	12.8451	0.0676154	3.08873	0.955514	118.934	1.31894	0.0156379	0.000785296
9	121.204	15.8434	4.41844	18.2862	2.12312	5.1373	0.00288871	174.15	27.5082	10.8524	1.5552	0.401249	0.354086	0.747741	0.46239	17.825	4.7308	0.0980098	0.306741	3.19021	10.264	59.6033	1.19274	43.0232	0.0631178	0.471005	0.194655	0.0243969	0.480801	0.162204	0.0470339	17.825	59.6033	1.19274	43.0232	0.256841	0.0444723	0.000907655	0.000262598	0.00136201	0.000161892	0.000441578	0.680147	0.0134655	0.000790889	0.46239	0.927187	0.229278	0.0182358	0.359381	0.121241	0.00239716	19.7222	0.0436092	3.23073	0.829786	82.7559	1.06625	0.0146168	0.000779178
