Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	1476.48	7.44225	3.53424	10.1572	3.86853	5.86744	0.00520056	137.345	17.4585	5.66794	1.94038	0.494679	0.355426	0.711858	0.405819	23.754	4.78869	0.634268	0.155173	2.46129	8.50613	42.1447	0.645086	51.0842	0.134368	0.258496	0.170432	0.0446393	0.366865	0.148498	0.0593026	23.754	42.1447	0.645086	51.0842	0.879569	0.0159406	0.0016649	0.000295997	0.000989565	7.57232e-05	0.000386626	0.095317	0.0044777	0.000195905	0.405819	0.564388	0.151837	0.0436795	0.358977	0.145305	0.00321239	8.01522	0.0334696	1.19742	1.05321	121.444	1e-15	0.00160799	0
1	672.576	8.49918	3.46656	10.2162	4.63307	6.01736	0.0111402	128.331	18.909	4.47036	2.47322	0.404815	0.335024	0.761684	0.417464	22.8475	4.49524	0.488933	0.350531	5.95699	5.44002	51.1704	0.791755	35.7627	0.117658	0.21584	0.166186	0.0570832	0.307973	0.0963586	0.0563902	22.8475	51.1704	0.791755	35.7627	0.944022	0.0180797	0.000745473	0.000388036	0.000422314	0.000123783	0.000343059	0.0312844	0.00398739	0.000179182	0.417464	0.652391	0.344237	0.0560582	0.302443	0.0946284	0.00444535	8.97687	0.0367884	1.1075	1.0455	270.015	6.51567	0.00437102	0.000171049
2	1052.89	19.1059	2.79835	7.788	4.21494	5.16281	0.00767309	166.644	30.6968	7.86519	1.17812	0.250529	0.811767	0.707453	0.377873	24.3569	4.46698	0.182344	0.287409	9.01391	13.4988	43.2606	0.579693	60.9115	0.0523399	0.237251	0.193693	0.0730163	0.600493	0.248317	0.0695969	24.3569	43.2606	0.579693	60.9115	0.932258	0.0183006	0.00118729	0.000324365	0.000828604	8.6962e-05	0.00040354	0.0422568	0.00392763	0.000219065	0.377873	0.837397	0.221743	0.0563338	0.463295	0.191582	0.00457934	5.75156	0.0582803	1.11941	1.04358	375.74	6.1692	0.00415542	0.000196325
3	1028.37	8.85669	4.26454	11.7991	2.70985	7.16661	0.00801524	144.649	17.669	11.5868	1.97786	0.31149	0.491023	0.66687	0.292047	22.4129	4.3153	0.479362	0.338777	6.11559	11.1069	48.5345	0.909145	50.3133	0.112909	0.369024	0.139536	0.0282605	0.337167	0.16843	0.0504324	22.4129	48.5345	0.909145	50.3133	0.855948	0.0479684	0.00097812	0.000472059	0.00137283	0.000238232	0.000705763	0.0868968	0.00427442	0.000306212	0.292047	0.554317	0.327394	0.0273109	0.325839	0.16277	0.00349055	11.0402	0.0279555	1.32004	1.12989	499.387	8.46875	0.0050687	0.000281737
4	177.993	7.12239	4.38873	12.7041	3.37772	7.21211	0.0103089	169.652	39.2063	4.27337	2.14793	0.418671	0.890236	0.61559	0.293356	22.8384	5.448	0.242451	0.125589	8.0729	10.2674	48.3714	0.414307	61.2126	0.140402	0.296058	0.138656	0.128241	0.286597	0.178968	0.0478997	22.8384	48.3714	0.414307	61.2126	0.949173	0.00937436	0.0019535	0.000185124	0.00131637	8.87238e-05	0.000767604	0.0311317	0.00429566	0.000184067	0.293356	0.742796	0.0886671	0.0905393	0.20234	0.126353	0.00353565	7.44617	0.0355797	1.34142	1.27324	505.465	8.25335	0.00440961	0.000160384
5	1614.59	15.4809	3.239	11.6877	3.61741	7.47823	0.00836818	144.93	21.7152	9.56901	2.14682	0.379945	0.710328	0.809414	0.402268	22.3153	3.17171	0.413918	0.109955	5.25758	7.60817	50.213	0.528717	58.2915	0.0645957	0.276441	0.133721	0.0600845	0.377029	0.088776	0.0370581	22.3153	50.213	0.528717	58.2915	0.932715	0.015787	0.000995169	0.000113003	0.000859167	4.33352e-05	0.000424757	0.0446217	0.00379232	0.000200741	0.402268	0.685965	0.103161	0.0563718	0.353732	0.0832904	0.0032807	8.39526	0.0254205	1.16812	1.08953	275.043	5.60787	0.00417092	0.000190583
6	4708.68	18.9309	3.61853	12.7106	2.88166	10.3452	0.00419441	171.761	33.7439	9.31929	1.33777	0.385895	0.102011	0.683142	0.358229	23.5212	3.91667	0.419936	0.311926	12.6226	11.3947	45.598	0.482333	36.2938	0.0528237	0.347022	0.0966632	0.00747782	0.510657	0.236855	0.0275187	23.5212	45.598	0.482333	36.2938	0.745137	0.128243	0.00140576	0.000395533	0.00322981	0.000158802	0.000734499	0.114883	0.00399167	0.00021014	0.358229	0.649795	0.225273	0.00540049	0.368797	0.171057	0.00212618	8.48784	0.0178815	1.17691	0.876956	346.731	6.36234	0.00471784	0.000192186
7	436.338	9.27527	3.68435	9.87242	2.23209	7.46195	0.00621317	139.231	22.4906	8.94908	1.65428	0.307794	0.353143	0.669289	0.289685	26.1369	4.02963	0.225464	0.268866	2.47201	7.99872	38.0651	0.535243	62.3676	0.107814	0.448011	0.134013	0.0264111	0.40458	0.199912	0.0500132	26.1369	38.0651	0.535243	62.3676	0.900223	0.0286518	0.000900614	0.000305265	0.00162465	0.000161624	0.000660475	0.0613905	0.00484799	0.000213599	0.289685	0.756282	0.254573	0.0250071	0.383073	0.189285	0.00295901	6.6133	0.0378241	1.23992	1.1162	452.283	7.44142	0.00562356	0.000198998
8	1152.45	12.064	4.43662	9.29406	4.03494	5.42453	0.0107641	129.396	14.8241	11.7686	2.36708	0.474266	0.667161	0.669076	0.163223	19.6161	3.47642	0.0839691	0.347392	7.78872	10.9472	33.6499	0.445986	61.7473	0.0828912	0.247835	0.184348	0.0379299	0.282659	0.139803	0.0880004	19.6161	33.6499	0.445986	61.7473	0.899507	0.0176835	0.00101463	0.000532909	0.00056834	0.000161211	0.000329129	0.0755977	0.00365201	0.000281099	0.163223	0.858812	0.345141	0.0376841	0.280827	0.138897	0.00598943	4.98546	0.0755758	1.21901	1.09651	290.075	7.59341	0.00410266	0.000260946
9	2312.59	10.6119	3.23306	13.966	4.10454	7.50541	0.0103982	134.409	20.459	6.27462	2.18508	0.373249	0.603762	0.655781	0.327271	19.5332	5.95018	0.202868	0.0868871	12.5215	13.1022	52.3126	0.506419	37.9578	0.0942338	0.243633	0.133237	0.0631011	0.300118	0.157532	0.0308438	19.5332	52.3126	0.506419	37.9578	0.934516	0.0151864	0.00183261	0.000166905	0.00132552	5.53402e-05	0.000616287	0.041264	0.00410874	0.000242973	0.327271	0.797242	0.0840851	0.0610662	0.290439	0.152451	0.00416545	9.32864	0.0245899	1.26629	1.18337	362.033	8.6338	0.00406748	0.000213342
