"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 1963.73 10.5958 3.88528 11.7074 2.76494 5.37096 0.00369405 133.595 10.4714 7.53122 2.17164 0.464124 0.895445 0.00822963 19.8523 4.02396 0.0926641 0.123339 3.71768 13.8218 33.3774 0.82832 22.8584 4.57844 12.6135 -53.4899 -466.4825 -519.9724
66300 7325.03 17.3911 2.70105 8.08202 2.98253 5.08277 0.00274305 140.534 12.7271 9.43086 1.15433 0.49809 0.717593 0.102908 19.2207 4.33392 0.0952691 0.106845 6.78866 13.866 35.5099 0.800325 22.7442 4.16105 27.5587 -55.90328 -468.1555 -524.0587
200000 2060.01 19.0808 3.36055 13.1338 2.91729 6.20756 0.00636898 144.965 13.8941 4.0822 2.77052 0.467914 0.689104 0.0253762 18.0345 4.30225 0.124573 0.168707 7.35501 13.9537 29.6372 0.808869 35.445 4.18267 28.1843 -52.98559 -469.1896 -522.1752
161800 2268.58 9.27999 3.94192 10.8541 3.28436 5.61906 0.00398895 142.555 12.4103 6.29533 1.49579 0.466346 0.81417 0.0538166 19.2146 4.21328 0.16176 0.124565 3.57874 13.9307 35.5338 0.760387 30.1715 4.23243 15.803 -51.31289 -468.4861 -519.799
170600 2092.94 13.4395 3.85382 16.4703 3.29464 5.16963 0.00464908 139.74 12.4371 7.0028 1.55028 0.543427 0.653424 0.0218349 19.2508 3.16566 0.101894 0.318966 2.91897 13.7935 36.8236 0.852402 23.6222 4.26478 38.2435 -54.61158 -467.7318 -522.3434
168200 1641.62 12.8336 3.7148 17.5467 4.0388 5.52636 0.00591178 143.052 12.1272 2.97196 1.39828 0.638893 0.65236 0.0160539 18.5109 5.1707 0.0650208 0.0998791 5.09597 13.3816 37.076 0.705385 22.6654 4.00473 36.2634 -54.28577 -464.0091 -518.2949
67100 1533.82 10.1899 4.41645 8.95668 4.54971 5.57647 0.00416311 136.413 11.5459 7.61677 1.61939 0.598356 0.764958 0.0125462 18.8612 4.14345 0.028539 0.125783 3.08632 11.712 32.5242 0.430618 32.2516 4.16752 21.2285 -52.01374 -473.3139 -525.3277
106100 6127.58 10.1866 3.79085 12.3647 3.24254 6.63851 0.00261201 144.641 11.406 7.02811 1.62919 0.725493 0.651391 0.00486201 18.915 3.03102 0.0907643 0.110115 3.73389 12.0138 37.1901 0.894191 29.8678 4.14762 23.0525 -54.38161 -471.7122 -526.0938
168900 1026.24 12.209 4.0363 13.643 3.08344 6.21664 0.00666724 142.363 13.4484 5.01143 1.56679 0.489949 0.707788 0.0259115 18.7012 4.46761 0.0857213 0.153109 6.18682 13.5608 33.661 0.544942 27.1845 4.26263 36.0071 -51.90148 -469.4428 -521.3443
47000 3204.56 10.1009 3.40874 16.0566 2.16834 6.38501 0.00454919 147.879 13.4905 6.70468 1.14851 0.718733 0.741018 0.0157904 17.2071 4.09965 0.0877599 0.123272 8.59573 13.5466 30.9004 0.746173 36.0803 4.43056 18.4658 -54.46525 -468.8323 -523.2976
64700 1013.9 7.89153 3.58692 15.334 2.73902 5.40044 0.00650707 144.245 12.7784 4.66708 1.18637 0.662591 0.732509 0.0440651 19.6901 3.35677 0.134111 0.222196 5.40546 13.5029 30.6785 0.810396 36.6228 4.36544 24.4005 -51.75683 -468.2624 -520.0192
108800 945.364 13.9735 4.44907 17.3357 2.6298 5.36104 0.00352649 141.467 11.9261 5.16279 2.20682 0.572729 0.674257 0.0569178 17.5422 4.13706 0.247988 0.120006 6.02101 13.6101 33.0203 0.836623 33.7497 4.56068 11.9336 -51.69052 -472.6165 -524.307
85300 2659.27 15.6693 4.04423 12.3355 3.51575 5.548 0.00372535 147.053 13.413 3.91685 1.53983 0.318192 0.816521 0.0338442 17.5639 4.5744 0.0694091 0.0671599 4.7539 13.8372 36.0422 0.504285 22.2365 4.27754 37.2955 -56.86784 -468.3988 -525.2666
78100 776.902 10.7306 4.24348 11.0067 3.1512 5.82168 0.00884783 133.626 11.6741 6.56917 1.53966 0.693335 0.895208 0.0132008 17.467 5.31688 0.0987874 0.130842 5.65946 13.641 28.2492 0.696355 39.576 4.04454 34.6102 -52.96238 -467.4137 -520.3761
177000 1443.87 11.0873 3.42301 14.8714 2.85206 5.57869 0.00609666 143.016 12.7449 3.62882 1.35802 0.628676 0.627863 0.0303735 19.7378 4.97831 0.109401 0.174931 4.37682 13.7506 30.4502 0.893648 39.2646 4.42504 16.6319 -52.39196 -466.3283 -518.7203
50600 261.318 10.928 3.87191 11.3363 4.39447 5.88337 0.00632668 102.648 12.0221 6.83685 2.28906 0.371506 0.739585 0.119802 18.4834 3.79827 0.314499 0.165248 4.12574 5.35758 25.0141 0.809589 36.87 4.00192 12.2786 -43.70169 -481.6609 -525.3626
121500 1233.64 11.1208 3.59742 19.327 2.2607 5.90928 0.0060744 141.896 13.5696 9.03797 1.98302 0.561196 0.857069 0.0521201 19.5928 3.0139 0.168441 0.169967 5.48282 13.7149 36.3095 0.781945 24.8218 4.19434 8.51919 -54.0097 -469.7043 -523.714
122100 3538.68 13.8821 4.07091 18.9889 4.09247 5.13152 0.00389392 149.006 13.7977 7.89127 1.31166 0.747929 0.622671 0.00396288 17.5422 3.77247 0.0333163 0.283165 7.24618 13.9113 34.1658 0.605592 24.8177 4.03614 9.01669 -56.76277 -465.0712 -521.834
128700 973.708 17.6484 3.6882 18.8285 2.85272 6.41937 0.00957905 137.817 13.2107 5.94969 2.57266 0.762099 0.72775 0.0359316 18.2875 5.19066 0.199528 0.0851349 6.63224 12.5971 29.2324 0.923718 35.9661 4.06884 23.5507 -53.55813 -471.1302 -524.6884
46800 716.056 12.5244 3.80173 12.0322 2.1541 5.24847 0.00591483 141.512 13.476 6.10843 1.46225 0.646849 0.731893 0.0775166 18.7768 3.96627 0.288513 0.0985645 5.33748 13.7511 24.0418 0.891182 44.2664 4.23469 9.979 -50.8437 -470.2457 -521.0894
196700 997.573 8.37159 3.80045 14.4944 4.58172 7.45667 0.00396675 114.809 12.3131 8.78464 2.60588 0.540497 0.617477 0.0255398 19.3038 4.80125 0.121257 0.121789 1.55353 6.52026 30.0949 0.703301 35.288 4.15566 32.6826 -48.82452 -479.9137 -528.7382
