Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	432.367	8.21895	4.31635	8.69827	3.50445	5.5415	0.0264838	90.6609	6.52271	6.22428	2.18837	0.127316	0.463156	0.741949	0.504313	18.6424	3.77322	0.683968	0.248458	2.66161	7.99395	73.7984	0.839624	54.7652	0.12167	0.285351	0.180457	0.0552093	0.339042	0.117919	0.0895481	18.6424	73.7984	0.839624	54.7652	0.95992	0.00744372	0.000663869	0.000219473	0.000592611	0.000108825	0.000297812	0.0230331	0.00699746	0.000612665	0.504313	0.626118	0.248458	0.0552093	0.339042	0.117919	0.0143122	7.79486	0.0560677	1.44802	1.38998	472.344	1e-15	0.00367191	0
1	1687.38	11.3502	3.7242	13.1214	3.36941	5.55944	0.0189292	90.2755	6.93553	11.5742	2.29018	0.269919	0.637181	0.698564	0.350516	18.7145	4.46529	0.168794	0.177027	8.72021	9.44418	51.5897	0.378662	62.7951	0.0881042	0.296788	0.179874	0.0384572	0.305026	0.131621	0.0510531	18.7145	51.5897	0.378662	62.7951	0.930002	0.0162219	0.00119544	0.000257148	0.00105179	0.000119984	0.000347832	0.0431371	0.00665712	0.000581246	0.350516	0.837817	0.177027	0.0384572	0.305026	0.131621	0.0136361	7.82627	0.0427731	1.33463	1.24121	872.681	46.8493	0.00727361	0.000541851
2	2850.2	20.6802	4.18748	9.45377	3.84209	5.91742	0.0123052	88.2007	5.31329	9.02626	2.50255	0.179289	0.0635636	0.763325	0.323868	17.7814	2.24719	0.195156	0.214435	7.03627	5.58031	65.916	0.400793	65.0821	0.0483554	0.260275	0.168993	0.00537539	0.305019	0.0945735	0.0748541	17.7814	65.916	0.400793	65.0821	0.894075	0.0279224	0.00158451	0.000432522	0.00165736	0.000214151	0.000355563	0.0654001	0.00754375	0.000563257	0.323868	0.802501	0.214435	0.00537539	0.305019	0.0945735	0.0118425	5.4355	0.0600704	1.4794	1.3227	930.475	46.7214	0.00840576	0.00054145
3	2206.7	14.7357	2.80812	9.15923	2.50065	6.73171	0.027668	86.8066	5.15742	10.8815	2.03044	0.432917	0.208568	0.890775	0.633269	17.6148	4.13901	0.215172	0.439279	4.78463	5.08711	63.1011	0.656754	50.7742	0.0678624	0.399896	0.148551	0.0170737	0.43871	0.0537938	0.045544	17.6148	63.1011	0.656754	50.7742	0.931591	0.0287198	0.000294534	0.000230743	0.0003791	0.000104059	0.000308613	0.0302494	0.00722583	0.000497302	0.633269	0.906374	0.439279	0.0170737	0.43871	0.0537938	0.00975266	8.00628	0.0412799	1.17458	1.09422	663.158	36.4989	0.00800155	0.000482398
4	701.672	13.1532	4.19751	17.7881	2.2431	5.02557	0.0190454	94.2072	10.2452	4.9388	2.22268	0.475088	0.296798	0.710956	0.363256	17.5934	2.67851	0.276064	0.200516	7.55678	11.3574	62.6165	0.525929	72.072	0.0760271	0.445812	0.198982	0.042725	0.319864	0.130043	0.0469545	17.5934	62.6165	0.525929	72.072	0.878752	0.0378336	0.0013154	0.000329899	0.00107361	0.000155595	0.000374312	0.0705252	0.00759031	0.000672956	0.363256	0.75612	0.200512	0.0427241	0.319857	0.13004	0.0143101	11.734	0.0355032	1.51853	1.33441	1065.53	45.2532	0.00834175	0.000623761
5	1432.01	12.5861	4.10916	13.6226	2.5834	6.47119	0.018249	87.8552	6.03224	8.17087	2.20402	0.535642	0.185298	0.757432	0.368411	18.6037	4.66479	0.191223	0.233736	5.30697	8.12085	81.5804	0.612584	55.421	0.0794527	0.387087	0.154531	0.017177	0.343659	0.110057	0.0466132	18.6037	81.5804	0.612584	55.421	0.863451	0.0452922	0.00165531	0.000504923	0.00137077	0.000180779	0.00041109	0.0772111	0.00718714	0.000600607	0.368411	0.826176	0.233736	0.017177	0.343659	0.110057	0.0119775	9.18566	0.0385107	1.67262	1.44422	1036.05	46.7664	0.00808724	0.000566292
6	1229.73	17.163	4.03925	10.2604	3.18147	7.61109	0.0326581	92.16	6.55125	7.46659	1.42886	0.529127	0.733907	0.713979	0.426525	18.8431	5.49886	0.178647	0.357225	3.68688	8.09182	67.7177	0.458315	36.2825	0.0582649	0.31432	0.131387	0.0701785	0.499684	0.200174	0.0517237	18.8431	67.7177	0.458315	36.2825	0.919218	0.0351588	0.00065941	0.00036647	0.000444584	7.56018e-05	0.000432997	0.0349009	0.00712927	0.000568697	0.426525	0.858797	0.357225	0.0701785	0.499684	0.200174	0.00961675	7.07308	0.0444202	1.28508	1.18127	857.168	45.8682	0.00801977	0.000537405
7	750.824	11.4634	4.3556	15.5155	2.73832	6.08331	0.0244769	86.3885	5.64509	8.75872	2.72326	0.395892	0.31731	0.882432	0.427871	16.719	4.99383	0.454029	0.213172	9.44504	9.4942	73.36	0.498264	50.838	0.0872342	0.365187	0.164384	0.0319687	0.324035	0.0431718	0.0461469	16.719	73.36	0.498264	50.838	0.909201	0.0371312	0.00137946	0.000373731	0.00128077	0.000201581	0.000487956	0.0412304	0.00691953	0.000618115	0.427871	0.680151	0.213172	0.0319687	0.324035	0.0431718	0.0137919	11.0617	0.0313868	1.49838	1.36233	1199.19	61.4741	0.00770411	0.000564319
8	828.946	13.0698	3.76312	14.2224	3.34617	6.53638	0.0266991	91.3918	5.77162	8.30939	2.9941	0.13684	0.88581	0.634061	0.509849	17.2379	3.49543	0.313493	0.294478	1.38427	7.37707	61.1551	0.674151	60.9272	0.0765123	0.298849	0.15299	0.0675931	0.21177	0.12222	0.0404798	17.2379	61.1551	0.674151	60.9272	0.948796	0.0220488	0.000564689	0.000235696	0.000581105	0.000166873	0.000388449	0.0194703	0.00709018	0.000542773	0.509849	0.809627	0.294478	0.0675931	0.21177	0.12222	0.0108575	11.9509	0.0327735	1.32848	1.26045	934.712	44.6099	0.00796815	0.000514557
9	2982.47	14.2106	3.61874	13.0957	3.86708	6.49664	0.0250794	97.5547	6.91691	9.50043	1.17963	0.221006	0.807531	0.827352	0.405769	18.0144	5.77561	0.359844	0.12903	6.83435	8.88094	53.8702	0.633379	55.6171	0.07037	0.258593	0.153926	0.0703244	0.701366	0.146358	0.0425344	18.0144	53.8702	0.633379	55.6171	0.946012	0.0136928	0.00100148	0.000148364	0.000796255	3.40955e-05	0.000411868	0.0305967	0.00658606	0.000593994	0.405769	0.722839	0.12903	0.0703244	0.701366	0.146358	0.0108801	10.2427	0.0307455	1.34661	1.27391	892.382	44.2998	0.0072452	0.000558941
