Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	66.6141	15.554	4.19666	12.284	2.33248	5.75706	0.0158633	118.668	20.4656	4.49511	1.52593	0.144212	0.414713	0.744933	0.312345	18.9659	3.70236	0.149138	0.172161	10.3756	13.3297	82.1659	0.545444	22.1649	0.0642921	0.428728	0.1737	0.0687265	0.488183	0.167155	0.0593421	18.9659	82.1659	0.545444	22.1649	0.878819	0.0212579	0.00127657	0.000260071	0.00161904	0.000137679	0.00075811	0.0812458	0.0131892	0.00110393	0.312345	0.84068	0.16954	0.0676802	0.480751	0.16461	0.00802673	8.4443	0.0498878	1.5308	1.34529	46.7131	1e-15	0.00423939	0
1	168.101	16.6409	4.2149	19.2513	2.47035	5.99235	0.00890832	131.297	24.5444	7.90278	1.64067	0.336672	0.347924	0.609326	0.283044	19.8309	4.23353	0.0117198	0.250555	6.86393	13.2817	82.1552	0.375621	26.3724	0.0600929	0.404801	0.166879	0.0268259	0.371389	0.238119	0.0365368	19.8309	82.1552	0.375621	26.3724	0.711898	0.0503797	0.0011041	0.000342948	0.00141689	0.00015439	0.000466668	0.2196	0.012712	0.00109756	0.283044	0.985317	0.238236	0.0255069	0.353128	0.226411	0.006266	10.6334	0.0360003	1.59374	1.13458	60.9907	1.52734	0.0140444	0.00106356
2	1265.69	11.8995	4.30209	12.9185	4.06097	6.07842	0.00695929	120.441	13.8994	6.59357	2.11168	0.2396	0.245515	0.715429	0.269816	18.1533	4.0328	0.102557	0.0816791	6.2618	12.1741	75.3381	0.459801	31.1064	0.0840371	0.246247	0.164516	0.0266394	0.338796	0.13476	0.0547869	18.1533	75.3381	0.459801	31.1064	0.637763	0.0113363	0.00249894	0.000221457	0.00221938	8.43111e-05	0.000457183	0.331829	0.0131792	0.00133424	0.269816	0.874283	0.0814795	0.0265743	0.337968	0.134431	0.00639373	7.82287	0.0478992	1.87083	1.19315	56.776	1.60892	0.0146239	0.00130272
3	1284.72	14.0314	4.35471	12.0172	3.92849	6.11717	0.0126158	125.124	14.9468	10.1695	1.31747	0.397796	0.212947	0.817464	0.267412	17.0681	4.70215	0.0644228	0.329563	7.83464	12.1014	62.555	0.587988	56.6071	0.0712687	0.254551	0.163474	0.0171175	0.62048	0.13855	0.0592387	17.0681	62.555	0.587988	56.6071	0.632495	0.033482	0.00121112	0.000589358	0.000962816	0.00011771	0.000486661	0.316922	0.0130771	0.00144144	0.267412	0.918539	0.327888	0.0170305	0.617327	0.137846	0.00646843	8.38999	0.054413	1.77032	1.11972	61.7878	1.9479	0.014883	0.00140593
4	353.542	12.7268	4.40005	15.5208	4.27143	5.4434	0.0110563	126.056	18.0966	8.58945	2.98812	0.0367202	0.545627	0.825447	0.259033	18.1598	4.64408	0.143215	0.0919391	8.56322	13.1049	75.1093	0.500334	42.1815	0.0785743	0.234114	0.183709	0.0524348	0.276243	0.0584157	0.0520803	18.1598	75.1093	0.500334	42.1815	0.835097	0.0102054	0.00195668	0.000194498	0.00160376	0.000118377	0.000498724	0.137406	0.0120625	0.0012747	0.259033	0.824107	0.0907169	0.0517378	0.272571	0.0576391	0.00770437	9.77444	0.0429197	1.63691	1.36698	64.4493	1.75565	0.0132362	0.00123449
5	382.761	10.1598	4.07575	15.3694	3.23212	7.13699	0.0126588	122.757	19.3276	10.7015	1.32573	0.136903	0.548672	0.693344	0.264757	19.2467	4.82184	0.0424815	0.220664	9.09965	13.2832	83.921	0.517236	28.0466	0.0984271	0.309394	0.140115	0.0355481	0.52299	0.231311	0.0371566	19.2467	83.921	0.517236	28.0466	0.839757	0.0237282	0.00121572	0.000336637	0.00153724	0.000115404	0.000619108	0.119081	0.0126524	0.00112755	0.264757	0.945109	0.217415	0.0350247	0.51529	0.227905	0.00602093	9.91405	0.035117	1.6089	1.35108	69.0812	1.68505	0.0139842	0.00108793
6	343.815	10.9364	3.8136	15.3311	2.50587	5.84824	0.00676005	127.108	21.2025	8.45948	2.00122	0.0883405	0.122031	0.685139	0.363291	19.5373	3.3362	0.150473	0.248256	2.83105	10.2301	89.1331	0.521312	14.2159	0.0914378	0.399063	0.170992	0.00988337	0.342361	0.157335	0.042534	19.5373	89.1331	0.521312	14.2159	0.684907	0.0345758	0.00107692	0.00034199	0.00199772	0.000247791	0.000521523	0.259821	0.0155293	0.00120081	0.363291	0.858678	0.241822	0.00962721	0.333487	0.153257	0.00579889	10.6584	0.036523	1.64219	1.12475	71.2954	1.73336	0.0171985	0.00117261
7	400.61	7.11844	3.71313	9.35499	3.40747	5.3686	0.0114201	122.798	17.5775	4.1593	2.09872	0.142935	0.0803167	0.831443	0.289443	19.5756	4.1872	0.0412388	0.337877	7.25019	10.6792	68.6417	0.424526	34.9334	0.14048	0.293473	0.186268	0.0160553	0.396167	0.0803142	0.0739326	19.5756	68.6417	0.424526	34.9334	0.804022	0.00953266	0.000704586	0.000353059	0.000855721	0.000186144	0.00043405	0.168598	0.014493	0.00115667	0.289443	0.950157	0.334579	0.0158986	0.3923	0.0795303	0.00666641	5.52967	0.0702476	1.29415	1.04052	60.7753	1.88173	0.0159872	0.00112685
8	379.142	14.6254	4.24526	12.5721	3.08011	5.14233	0.0139938	125.794	15.1976	5.76437	2.28378	0.255047	0.384618	0.859994	0.285213	16.3506	3.88484	0.155632	0.135837	5.41074	12.151	68.6361	0.517425	53.4594	0.0683742	0.324664	0.194464	0.0573817	0.376566	0.0613045	0.0656654	16.3506	68.6361	0.517425	53.4594	0.779962	0.0138816	0.00140294	0.000218725	0.00117942	0.000112092	0.000457345	0.189214	0.0119377	0.00158918	0.285213	0.822634	0.135051	0.0570495	0.374386	0.0609496	0.00912144	8.2355	0.0540186	1.64437	1.28254	68.6395	2.07657	0.0136542	0.00154702
9	1583.56	12.3947	4.48656	19.0902	3.90981	7.31592	0.0123868	132.161	16.6547	8.47688	1.69069	0.335697	0.47986	0.71156	0.20719	18.0937	4.02503	0.026579	0.138994	8.71777	13.8179	80.5322	0.436746	16.2332	0.0806796	0.255767	0.136688	0.0402801	0.42087	0.170605	0.0321243	18.0937	80.5322	0.436746	16.2332	0.68533	0.0262891	0.00194288	0.000307533	0.00169145	8.67528e-05	0.000630492	0.272176	0.010856	0.00169603	0.20719	0.959025	0.137158	0.0397479	0.41531	0.168351	0.00605571	10.5654	0.030808	1.74721	1.19741	65.4233	1.97406	0.0126453	0.00165031
