Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
54	57.3134	12.0738	3.29029	8.22975	2.68314	13.8904	0.00900564	90.1211	9.28312	3.1079	1.47573	0.51082	0.485913	0.712485	0.345351	17.8974	4.05597	0.618532	0.20906	7.03609	5.00366	56.3807	0.384691	72.1826	3.62616	4.6541	57.3134
55	514.657	15.6842	4.19545	14.138	4.90981	14.9051	0.00487018	83.297	3.80874	8.74273	1.12262	0.505548	0.326269	0.687569	0.56381	17.7796	4.69947	0.637266	0.123937	2.63785	4.79402	39.4799	0.0480488	16.8284	0.113494	0.1606	514.657
56	1400.19	19.5529	3.38828	11.6384	4.90536	6.78627	0.0190213	72.1795	12.4469	2.81802	1.17148	0.471638	0.777519	0.69424	0.156141	16.884	3.98028	0.511284	0.48119	6.29625	11.7276	54.2499	0.202962	14.2185	16.4387	2.5783	1400.19
57	544.128	20.1835	1.52847	9.1793	4.49969	11.9525	0.00611545	65.8818	7.5556	9.72738	2.15092	0.203633	0.578516	0.676661	0.366764	19.2482	3.6409	0.468777	0.223153	4.08962	11.087	33.9503	0.247054	21.79	0.306173	23.4121	544.128
58	3289	8.74359	2.88873	9.27741	3.37158	6.08112	0.00639316	70.4077	3.46521	9.67819	2.57879	0.383981	0.4464	0.733804	0.226302	17.4732	5.08057	0.391851	0.233572	4.05306	9.37082	40.9251	0.0673285	56.7758	33.8461	1.00092	3289
59	832.22	8.82955	2.56268	15.1367	3.7927	8.49403	0.0119384	74.5261	8.1025	10.3357	1.54699	0.490195	0.346418	0.697997	0.4152	13.421	3.53574	0.350006	0.132262	3.2341	9.51059	57.7655	0.345452	54.6905	0.115482	10.4412	832.22
60	2726.78	17.0103	2.77872	15.4037	4.59343	9.21359	0.0272894	82.2803	3.23304	7.12045	2.09115	0.0684206	0.385973	0.744806	0.0745577	14.3751	4.07877	0.280375	0.63897	3.59962	3.29688	29.4261	0.0753126	33.0759	19.9532	0.126163	2726.78
61	82.0806	19.4227	3.83398	15.4246	5.60917	8.20306	0.0145209	67.3171	6.1743	4.14188	1.19826	0.375922	0.426256	0.663564	0.127754	15.8358	5.23124	0.249198	0.170028	3.51165	6.1555	40.6876	0.234429	57.2834	2.4259	0.132018	82.0806
62	369.179	8.92246	2.56959	17.7341	3.97193	5.22729	0.00970312	81.254	11.8046	5.15046	1.77806	0.325163	0.592768	0.906205	0.584043	16.7907	4.44421	0.673128	0.295988	5.24407	6.32616	27.2602	0.262596	19.86	2.16731	18.1363	369.179
63	290.504	15.3351	1.90809	16.3629	4.30194	8.10052	0.015628	98.7862	9.78395	9.64229	2.46759	0.434536	0.324143	0.703041	0.243502	15.3029	4.99844	0.424563	0.743092	8.64723	3.32665	38.0024	0.134297	54.679	5.86379	17.7766	290.504
64	8318.75	14.41	2.53246	10.5611	3.29418	10.4072	0.0157056	69.7025	10.0155	3.7603	1.52556	0.471521	0.726764	0.705769	0.732699	17.4479	4.73273	0.161662	0.607609	5.42428	3.58372	45.425	0.0750717	42.6045	0.124448	2.42725	8318.75
65	2314.61	11.9541	2.84416	11.2082	3.53073	9.03807	0.00415464	74.7573	4.82511	8.66888	2.68066	0.369866	0.888042	0.775774	0.164926	16.7156	5.29869	0.176578	0.112745	6.30739	12.5059	52.0187	0.172299	51.8189	0.430917	4.09933	2314.61
66	102.543	13.4465	3.97511	7.65798	4.2066	10.2788	0.00846835	89.7065	13.5358	9.60162	1.78276	0.0986167	0.656416	0.703528	0.45603	15.8118	4.67699	0.236477	0.211194	5.7422	3.59018	42.4312	0.169054	54.3828	1.07103	4.00303	102.543
67	6166.3	7.90478	2.1361	13.036	5.46272	6.16761	0.0036674	97.2778	9.89833	2.80456	1.48864	0.284018	0.0392138	0.606319	0.28613	17.9075	3.87547	0.112533	0.380541	10.1292	3.01479	55.0036	0.103312	77.7197	2.17821	26.6773	6166.3
68	5651.46	15.4775	3.18653	7.52516	5.03786	21.9299	0.00660184	61.448	10.1732	5.2595	1.39761	0.258083	0.707074	0.657245	0.392373	14.7101	4.96876	0.461853	0.0788772	2.03193	7.86793	49.7464	0.257594	59.2702	1.01226	0.59408	5651.46
69	194.959	15.0114	2.70187	9.72091	5.10953	14.6469	0.0186496	86.6437	3.73244	11.0108	1.24539	0.0720534	0.688224	0.781979	0.443847	16.5191	4.34892	0.520203	0.328914	3.03155	3.05576	53.8892	0.101172	38.5708	0.250366	1.4311	194.959
70	2346.72	18.8315	3.61671	11.3434	3.7524	9.32516	0.0139359	95.9655	5.26682	3.42901	1.28954	0.289033	0.731588	0.659549	0.286044	17.8601	4.59795	0.393328	0.3449	3.2909	13.951	63.6179	0.331304	72.9876	2.89247	2.00374	2346.72
71	4392.78	13.6137	2.64754	11.1219	5.83582	5.36226	0.00488467	64.325	7.9249	5.51391	2.34411	0.220094	0.490176	0.792955	0.316022	15.406	4.1433	0.0608134	0.170661	1.22246	7.39354	45.2891	0.25339	28.9519	0.134981	1.51098	4392.78
72	1173.44	20.3321	2.91634	12.4464	5.23335	7.61618	0.00371171	83.6736	4.47739	9.65226	1.27187	0.474762	0.709875	0.6506	0.224538	15.932	4.7154	0.295162	0.139806	1.87141	6.2059	48.3652	0.314049	72.4769	0.161754	0.117292	1173.44
73	7.9485	16.8848	3.00513	17.9606	3.09419	6.54954	0.00491964	68.0103	7.16012	9.81526	2.34132	0.256843	0.885424	0.651237	0.516277	15.6841	4.47945	0.812826	0.188804	5.92275	4.93008	37.6451	0.390924	82.5983	21.3494	9.98879	7.9485
74	919.647	10.9917	2.85577	15.4306	3.08953	10.5708	0.00541481	96.2401	8.78683	10.9901	1.39029	0.178076	0.30168	0.647932	0.285548	15.1554	3.8793	0.359325	0.322899	6.11965	3.40499	42.4876	0.209673	26.3662	0.105105	5.0595	919.647
75	991.966	13.0178	4.19293	15.6466	2.56209	5.94003	0.0188196	102.673	12.2543	5.33268	1.56376	0.23143	0.555841	0.672955	0.254325	14.3946	4.34131	0.419773	0.101337	7.02266	8.03587	52.7787	0.263078	93.1154	0.286518	11.9402	991.966
76	9250.61	12.8574	2.37023	17.3771	4.74181	11.3041	0.00892774	68.2035	3.04976	11.6752	2.89082	0.136736	0.529178	0.653112	0.337735	21.0433	4.33287	0.632323	0.209676	13.2539	5.14476	48.7643	0.251713	31.769	2.14995	0.646111	9250.61
77	503.68	15.1431	3.67355	12.4545	4.71374	12.416	0.0167757	93	2.82408	9.87094	1.65808	0.104434	0.21913	0.640369	0.0175226	16.1992	4.69367	0.586779	0.2795	3.91266	5.33625	22.511	0.251336	45.5141	7.99956	0.20645	503.68
78	158.022	11.1523	2.61989	12.4268	3.22412	9.60367	0.00225898	66.3648	10.8645	10.0196	1.39213	0.456198	0.360267	0.834389	0.121889	16.1052	4.77941	0.451102	0.151679	8.09418	6.91758	52.203	0.1464	25.3516	0.830712	14.7758	158.022
79	3217.3	10.6473	3.27661	11.7904	5.62841	11.6924	0.0215771	82.324	6.39178	6.67393	2.1057	0.544948	0.801473	0.715111	0.340031	18.4742	4.06128	0.16476	0.686364	3.45587	12.8181	54.4983	0.239258	38.5426	15.6358	0.152487	3217.3
80	302.43	12.504	2.98713	13.1418	4.90388	14.869	0.00398286	101.636	4.91063	6.45317	2.4549	0.472029	0.450049	0.628827	0.651847	17.0584	4.31133	0.563473	0.319631	5.70435	6.63621	63.0073	0.275142	38.2625	0.209441	10.6345	302.43
81	4434.01	7.00917	3.58696	10.7344	3.48698	6.82273	0.00427053	66.5799	5.80835	8.64671	1.50434	0.21569	0.777549	0.823478	0.592161	15.1523	5.0861	0.391536	0.259415	12.5832	12.3463	53.5734	0.0872153	35.7416	4.90913	1.04808	4434.01
82	7827.17	17.5453	2.16397	18.0462	5.31624	6.15648	0.00780229	82.7852	4.08381	4.51193	2.46513	0.210239	0.589582	0.702716	0.433892	16.499	4.16946	0.684835	0.393153	5.93004	4.03567	39.0861	0.206858	45.2284	26.6428	0.179312	7827.17
83	660.908	15.7846	2.27526	8.46272	5.04192	17.7283	0.0181074	66.4336	11.0876	4.73685	2.01865	0.501612	0.562729	0.676683	0.219272	16.0387	4.93045	0.328797	0.20666	11.2311	6.03238	43.6798	0.279926	48.3346	1.7718	4.84744	660.908
84	2948.31	17.6204	3.27028	13.7958	4.50742	8.79455	0.0143874	89.2989	11.3602	6.35261	2.48032	0.343873	0.511441	0.722841	0.51828	15.9144	4.19878	0.190883	0.475528	7.44862	1.94747	61.2612	0.220312	41.1793	0.2971	2.40484	2948.31
85	246.864	11.3107	2.99175	7.06983	2.76507	14.9566	0.00612763	86.2681	6.39456	9.38985	1.33249	0.569757	0.459895	0.671831	0.231165	15.9964	4.36432	0.439067	0.0810859	6.62771	6.38237	52.261	0.299153	27.7771	0.451903	0.105037	246.864
86	477.823	9.01525	3.19854	8.67212	2.05798	5.25911	0.012812	74.3923	5.79818	9.64082	1.86963	0.29509	0.328363	0.854706	0.298785	18.538	4.46574	0.420533	0.449392	13.7223	5.37125	67.0376	0.144853	39.2479	0.129639	0.289433	477.823
87	3.27661	19.2856	1.92427	12.518	3.37259	8.9136	0.00993465	65.2019	8.28887	6.64697	1.44851	0.105578	0.60577	0.647898	0.257599	15.2381	4.539	0.0216743	0.728551	6.0423	5.32527	59.9119	0.247916	60.9206	14.1619	0.712095	3.27661
88	140.534	14.0953	1.89331	7.79718	4.77759	12.0806	0.00710203	95.8545	5.31722	9.4105	2.10308	0.176837	0.703742	0.788619	0.462998	16.5453	4.51486	0.301698	0.547982	2.44847	6.49828	40.1375	0.0265356	57.0366	28.1176	0.400055	140.534
89	863.643	8.36728	3.06824	10.8702	5.44454	11.081	0.00582936	61.1031	3.43767	6.9667	2.53193	0.197985	0.458037	0.801663	0.502566	16.7641	4.7835	0.126833	0.257633	11.7006	2.98366	59.5103	0.39262	66.707	0.309855	1.43238	863.643
90	36.717	15.3707	2.90441	16.3733	3.84832	13.1765	0.0103653	69.8066	8.44025	4.189	2.1702	0.203295	0.650506	0.695659	0.306229	15.6486	3.72797	0.407645	0.0839339	2.95606	12.6755	49.6347	0.321064	91.2582	1.77318	14.3216	36.717
91	1684.51	13.5114	4.02599	9.92422	2.90271	7.41282	0.0161028	65.9735	2.26739	7.93071	2.24925	0.255635	0.791059	0.836689	0.41994	16.1076	3.61589	0.506694	0.0657075	6.91729	5.57736	41.9362	0.144054	46.2129	5.25984	30.5671	1684.51
92	1777.49	20.1595	2.46698	14.5282	2.66767	13.7982	0.00657968	104.138	9.60421	11.9995	1.96258	0.333819	0.178408	0.70099	0.272439	15.6149	4.35842	0.209435	0.208088	2.99773	4.00351	54.0618	0.0982449	26.8356	0.423434	1.76054	1777.49
93	103.578	16.2123	2.41445	14.2494	5.95577	14.6715	0.0102121	104.414	4.73845	9.26052	1.69608	0.332561	0.328177	0.782008	0.157165	15.5044	4.68707	0.174203	0.164079	4.10123	12.3911	29.5931	0.179666	72.3065	1.92491	0.256104	103.578
94	9181.12	10.4793	2.98376	17.495	3.33416	10.2254	0.0106352	66.6902	10.9296	6.27759	2.0363	0.264983	0.778457	0.788331	0.269132	15.8366	5.52175	0.537278	0.261196	7.66155	11.4615	40.4611	0.133005	54.7928	0.136725	1.64366	9181.12
95	298.227	19.9189	3.76569	19.4145	2.32538	5.4522	0.0184336	73.3666	6.32067	8.80154	2.42701	0.236699	0.85093	0.76451	0.522311	19.9242	3.68913	0.352168	0.485454	4.15751	7.9953	43.2491	0.0616732	69.6556	16.0791	1.92346	298.227
96	1117.77	18.6734	2.4306	17.8045	3.96083	6.88324	0.0184898	79.594	7.75328	7.87837	1.41146	0.128592	0.483832	0.814057	0.422076	18.0004	4.34513	0.709272	0.130631	4.9791	2.97029	51.3227	0.178057	46.6043	15.8113	1.00592	1117.77
97	3157.3	20.75	3.03988	10.4549	3.57512	6.24758	0.0104049	70.466	4.89898	11.4113	1.62834	0.518898	0.670341	0.724332	0.25321	19.115	4.80507	0.224491	0.272932	7.04027	2.73703	44.4436	0.250843	24.7381	11.0206	14.7207	3157.3
