Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	1373.09	11.1303	4.10527	11.7061	3.08905	6.57781	0.00712059	173.709	22.1884	4.10935	2.42217	0.397986	0.550045	0.908748	0.408853	22.4585	5.26033	0.663467	0.414007	1.2845	13.8253	53.3941	0.827885	50.4967	0.0898448	0.323724	0.152026	0.121638	0.375179	0.0376737	0.0533148	22.4585	53.3941	0.827885	50.4967	0.829705	0.0642544	0.00123415	0.00057897	0.00104684	0.000354001	0.00131941	0.0907421	0.00897923	0.000302466	0.408853	0.552443	0.329798	0.0968966	0.298867	0.0300108	0.00195588	10.5151	0.0294534	1.04537	0.867348	1109.63	1e-15	0.0041525	0
1	3086.72	9.64875	3.76628	17.3251	3.75632	5.95139	0.00354747	170.869	27.4818	6.53912	1.46358	0.247576	0.30658	0.653712	0.312434	20.6348	5.07324	0.179256	0.350633	3.80705	13.5308	39.3942	0.378624	69.4869	0.10364	0.266218	0.168028	0.0306486	0.446653	0.236603	0.0365274	20.6348	39.3942	0.378624	69.4869	0.785387	0.0727507	0.00257837	0.000908301	0.0028325	0.000350216	0.00105989	0.124435	0.00833289	0.000256954	0.312434	0.811769	0.269817	0.0235845	0.343705	0.182069	0.00226895	9.92318	0.0296518	1.16023	0.911231	1984.98	21.3311	0.00939551	0.000224921
2	3537.77	9.26839	3.45995	8.23296	3.40526	5.11415	0.00428125	172.643	31.734	10.0708	2.73847	0.439231	0.708373	0.69538	0.460644	18.8305	3.77061	0.633626	0.383382	7.10625	13.2968	35.1974	0.509401	55.9117	0.107894	0.293663	0.195536	0.0489125	0.25393	0.111237	0.0821751	18.8305	35.1974	0.509401	55.9117	0.823481	0.0377335	0.00196565	0.000728372	0.00153397	0.000478255	0.000737419	0.123421	0.00809847	0.000238073	0.460644	0.611927	0.279377	0.0356434	0.185043	0.0810604	0.00278029	6.05446	0.0502852	1.025	0.844069	1580.3	20.9846	0.00867162	0.000209313
3	2734.3	7.28605	4.29048	9.04944	3.1908	9.84899	0.00379012	159.156	30.2894	4.46305	1.57019	0.0990555	0.0267013	0.656073	0.352044	23.0194	5.48961	0.458839	0.489251	3.64605	10.502	32.4903	0.548579	72.5428	0.137249	0.313401	0.101533	0.00392512	0.41783	0.219035	0.0481385	23.0194	32.4903	0.548579	72.5428	0.835238	0.0685946	0.00147794	0.000945549	0.00420577	0.000518608	0.0017074	0.078597	0.00802795	0.000202697	0.352044	0.619385	0.398569	0.0031976	0.340386	0.178437	0.00139397	6.40247	0.0298163	1.09968	0.918491	1994.91	21.9635	0.00988914	0.000178265
4	636.546	20.3095	3.59575	12.3245	2.55559	5.50146	0.00471467	173.71	31.5932	7.81451	1.94157	0.521567	0.911046	0.639388	0.362822	22.9741	4.71483	0.22486	0.368894	4.03746	12.4265	39.7928	0.391926	59.4707	0.049238	0.391299	0.18177	0.0745423	0.329315	0.185732	0.0530325	22.9741	39.7928	0.391926	59.4707	0.765843	0.104035	0.00188116	0.000661793	0.00161648	0.00034526	0.000922787	0.113105	0.00838573	0.000223591	0.362822	0.796146	0.266663	0.0538845	0.238052	0.134261	0.0025699	7.54936	0.0422216	1.14528	0.877102	1836.98	22.9832	0.00917486	0.000193545
5	1121.02	14.1215	3.84619	13.0814	2.91294	7.3062	0.00639252	175.305	33.1723	10.6263	2.18969	0.0641858	0.639931	0.838684	0.384666	21.0323	4.9911	0.425062	0.396304	4.66496	13.3937	34.8111	0.425709	60.0046	0.070814	0.343296	0.13687	0.0505068	0.383015	0.0736707	0.0402425	21.0323	34.8111	0.425709	60.0046	0.88541	0.0552149	0.000888288	0.00033034	0.00183254	0.000343962	0.00112624	0.0468043	0.00769479	0.0002494	0.384666	0.666246	0.278883	0.0355421	0.269532	0.0518428	0.002326	8.45868	0.0268114	0.96436	0.853855	1705.49	24.9594	0.00876194	0.000213672
6	4219.93	7.35489	3.54577	12.869	3.10882	8.9019	0.00595391	179.431	40.3742	6.66133	2.43074	0.440622	0.217111	0.721664	0.438085	23.29	5.13747	0.591091	0.56251	5.71194	12.5234	22.1534	0.619075	59.2723	0.135964	0.321665	0.112336	0.023521	0.296891	0.114507	0.0309516	23.29	22.1534	0.619075	59.2723	0.790269	0.100417	0.00148678	0.000813708	0.0024394	0.000580579	0.00130594	0.091763	0.00785075	0.000245996	0.438085	0.613943	0.364285	0.0152323	0.192268	0.0741552	0.00200945	10.1144	0.0190025	1.01502	0.802142	1598.91	26.1623	0.00918549	0.000211961
7	5148.92	20.4968	3.58473	10.7563	4.10693	6.9923	0.00240513	162.158	34.685	10.798	1.47688	0.216357	0.126366	0.695996	0.418018	22.0138	7.42968	0.49367	0.202388	9.51373	12.6384	33.5752	0.401398	32.9603	0.0487881	0.243491	0.143014	0.00814505	0.471261	0.205842	0.0476621	22.0138	33.5752	0.401398	32.9603	0.697791	0.117987	0.00451201	0.000802622	0.0062767	0.000300714	0.00103088	0.161254	0.008178	0.00024798	0.418018	0.650123	0.155768	0.00626885	0.362707	0.158427	0.00243155	7.00907	0.0309862	1.23988	0.865176	1599.58	25.5607	0.00907553	0.000215052
8	728.947	11.4198	4.24535	16.1127	2.24605	7.51388	0.00549735	179.013	30.1101	6.70967	1.48752	0.243604	0.684699	0.779168	0.349861	20.5071	4.76529	0.36212	0.186473	4.78628	13.2927	43.0538	0.245688	52.5747	0.0875672	0.445226	0.133087	0.0795114	0.523803	0.148456	0.0350656	20.5071	43.0538	0.245688	52.5747	0.88947	0.0300241	0.00104944	0.000152307	0.00203794	0.000112389	0.00112341	0.0671452	0.00765399	0.000251318	0.349861	0.683653	0.129846	0.0553657	0.364737	0.103374	0.00208252	8.21091	0.0239727	1.00098	0.890338	1694.06	22.2997	0.00848379	0.000219693
9	1259.03	12.1805	4.19826	12.8729	4.34949	5.86564	0.00372172	170.089	27.9244	9.75149	1.27868	0.182471	0.577674	0.790328	0.26066	23.6784	3.63781	0.181319	0.16025	1.502	13.9934	21.1589	0.249418	67.9766	0.0820984	0.229912	0.170484	0.0468187	0.618081	0.163975	0.0556004	23.6784	21.1589	0.249418	67.9766	0.851025	0.0275472	0.00357832	0.000481994	0.00336972	0.000151379	0.00108288	0.103087	0.00850391	0.000271475	0.26066	0.783652	0.123565	0.0361007	0.476586	0.126437	0.00256785	5.72927	0.0435713	1.09998	0.936113	2045.48	25.0588	0.00967574	0.000232952
