"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_TStartTesting.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",46.9102,7.00069,2.3505,7.00387,2.00547,5.0038,0.00491088,64.1164,3.70558,2.06856,1.00097,0.200049,0.60006,0.108765,16.6006,3.04013,0.000366839,0.0501169,1.00027,1.17748,23.3776,0.429964,23.8055,4.00001,8,-55.60652,-1050.959,-1099.943
"1st Qu.",410.89725,9.6297825,3.36743,10.479025,3.1502875,6.41304,0.010091075,94.96515,9.9079275,7.054345,1.600745,0.297538,0.659483,0.266554,18.443175,4.6355975,0.104934,0.1040115,2.15216,8.20745,33.59605,0.7640165,36.9984,4.0070775,8.055735,-48.5252775,-1036.1205,-1083.174
"Median",678.023,12.40565,3.712555,13.0291,3.756765,7.481165,0.01200705,99.66705,11.1203,8.53923,2.02437,0.3894285,0.7088135,0.3161145,19.5653,5.949765,0.177058,0.143763,3.005315,9.450605,36.51185,0.833538,41.5774,4.016765,8.131885,-47.12348,-1033.745,-1081.0465
"Mean",873.44864684769,12.9088958832709,3.69865338014981,13.1016321176654,3.79240963951311,7.71417219725343,0.0122427249656679,99.2219934925094,11.0407851045568,8.44443394350811,2.02851037453184,0.408537670724095,0.717297518726592,0.317519105649189,19.5604016853933,6.07089309144819,0.198539390254213,0.154688378074282,3.40348612047441,9.36252968164794,36.4168907459426,0.815258269194757,41.1899612047441,4.02433262484394,8.19467690387016,-47.2392504385144,-1034.11146910112,-1081.35071894507
"3rd Qu.",1107.7025,15.88525,4.0543925,15.6295,4.393475,8.77561,0.01412855,103.88125,12.310025,10.04305,2.464635,0.4985065,0.7668,0.36389025,20.676225,7.381395,0.26520675,0.19399725,4.21108,10.615575,39.406075,0.88412875,45.8666,4.03369,8.264285,-45.852665,-1031.749,-1079.13875
"Max.",8606.29,20.9952,4.49965,19.9992,6.97941,16.748,0.0268553,118.61,13.9991,11.9993,2.99937,0.799782,0.949919,0.53351,22.5968,10.0923,0.798633,0.459525,13.8773,13.9967,45.5952,0.930938,52.3983,4.24924,10.2106,-41.14435,-1026.171,-1073.427
"rhat.vec",1.02318231178579,1.00077705366585,1.00908813030596,1.0002106815475,1.00100350045278,1.01166903041596,1.00429189115128,1.00226095103606,1.00052281866672,1.00124107471059,1.00025154890138,1.00093239089416,1.00147792511716,1.01348662252371,1.00042280583117,1.00010441175779,1.02706825916753,1.00031301433123,1.00055848164095,1.00212075368421,1.00031503923975,1.00219879831709,1.00114195370205,1.00008197000359,1.00063005077782,1.00194750235986,1.00298431746995,1.00096133444945
