Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	376.171	11.2353	3.44608	18.4536	4.41695	6.57646	0.0133886	92.5092	10.9483	8.38596	2.89945	0.57277	0.608657	0.346671	22.3827	5.13096	0.11418	0.233679	2.30126	9.41839	33.4356	0.857185	38.1824	0.0890052	0.226401	0.152057	0.0415719	0.209922	0.134971	0.0283957	22.3827	33.4356	0.857185	38.1824	0.930249	0.0478342	0.00205653	0.000626256	0.00189585	0.000357878	0.000724695	0.012791	0.00336135	0.000176017	0.346671	0.886069	0.233515	0.0415427	0.209774	0.134877	0.00694317	16.7318	0.0251605	1.66671	1.55046	386.532	1e-15	0.00184972	0
1	2222.82	19.7636	3.86132	19.5156	4.94111	8.12694	0.0133306	113.806	11.4565	7.3317	1.89027	0.625281	0.738155	0.192852	19.3268	3.21539	0.157568	0.0811381	4.07367	11.6212	31.9408	0.84529	43.5747	0.0505981	0.202384	0.123048	0.0629532	0.390502	0.138523	0.024346	19.3268	31.9408	0.84529	43.5747	0.946911	0.0246586	0.00210678	0.000184114	0.00185473	6.5355e-05	0.000816344	0.0202639	0.00334062	0.000230629	0.192852	0.771568	0.0806363	0.0625639	0.388087	0.137666	0.00460653	17.0786	0.0187846	1.58904	1.50468	628.615	11.4487	0.00395594	0.000196613
2	524.915	15.8049	4.16004	17.8883	4.81597	5.91629	0.0145829	101.847	10.0779	8.63277	2.53157	0.458783	0.674008	0.231316	17.8184	8.46879	0.0896792	0.353149	3.60235	9.87649	34.4497	0.928318	52.3153	0.0632715	0.207642	0.169025	0.0358197	0.266241	0.128771	0.0393078	17.8184	34.4497	0.928318	52.3153	0.915	0.0601409	0.00181313	0.000987588	0.00140864	0.000448848	0.000709649	0.0159806	0.00341486	0.000197673	0.231316	0.876965	0.352815	0.0357858	0.265989	0.128649	0.00732945	16.9026	0.0344716	1.84116	1.68466	821.327	14.8245	0.00415979	0.000159198
3	1698.94	19.1189	4.42083	11.349	4.03611	7.92518	0.0067647	103.838	9.50415	10.6768	1.943	0.345805	0.605382	0.233844	19.527	7.21017	0.368688	0.067731	4.04197	10.523	35.7511	0.768184	32.3891	0.0523043	0.247763	0.12618	0.0196074	0.311571	0.203097	0.0491515	19.527	35.7511	0.768184	32.3891	0.908098	0.0330939	0.00456615	0.000331314	0.00587855	0.000146603	0.000895935	0.0436675	0.00342972	0.000222444	0.233844	0.585236	0.067679	0.0195923	0.311332	0.202941	0.00535106	9.33334	0.0287652	1.7171	1.55929	724.729	14.7517	0.00412435	0.00018296
4	565.183	14.0497	4.38101	15.7378	4.47225	7.64511	0.0174886	105.648	11.7745	7.40264	2.99521	0.464902	0.75277	0.230286	19.0927	6.94678	0.17858	0.212352	6.66341	11.9901	35.7668	0.926652	42.9137	0.0711759	0.223601	0.130803	0.0472756	0.251325	0.0825418	0.0364122	19.0927	35.7668	0.926652	42.9137	0.927893	0.0476427	0.00239952	0.000642779	0.00223628	0.000364358	0.000977808	0.0144824	0.00324487	0.000225813	0.230286	0.769332	0.211597	0.0471074	0.250431	0.0822482	0.00652561	14.8493	0.028013	1.84338	1.71046	825.155	15.3767	0.00387597	0.000172309
5	621.65	13.2882	4.17405	9.03348	2.6804	8.9513	0.0119868	102.113	8.50076	5.03051	1.78045	0.351932	0.63234	0.295641	16.833	8.86393	0.291553	0.0886314	2.41852	7.97014	35.0579	0.81069	42.8994	0.0752547	0.373079	0.111716	0.0442382	0.355157	0.206498	0.0516198	16.833	35.0579	0.81069	42.8994	0.957545	0.0163898	0.00195978	0.000190513	0.00341101	0.000114783	0.00109645	0.0159674	0.003277	0.00016858	0.295641	0.700971	0.0886076	0.0442263	0.355062	0.206443	0.00442651	7.82894	0.036184	1.65562	1.58533	883.766	15.7027	0.00420196	0.00013767
6	1757.73	12.7797	3.46157	9.47454	4.89031	6.90503	0.00884391	101.779	10.0528	9.91515	1.683	0.274146	0.628893	0.232605	20.1198	5.27779	0.0695553	0.266019	1.08928	8.09697	35.5123	0.848865	42.6829	0.0782491	0.204486	0.144822	0.0173884	0.373674	0.220503	0.0529114	20.1198	35.5123	0.848865	42.6829	0.924606	0.039055	0.00277394	0.00100331	0.00262236	0.000317146	0.000799273	0.0256412	0.0033524	0.000170221	0.232605	0.903535	0.265773	0.0173723	0.373328	0.220299	0.00540554	8.37568	0.0478073	1.81263	1.67597	830.723	14.1955	0.00427384	0.000142021
7	1446.42	11.4709	3.13827	10.8421	2.15419	5.7957	0.00595564	112.08	12.658	9.34286	2.32139	0.263345	0.632819	0.34387	18.934	3.567	0.269813	0.180128	1.58769	11.2422	39.9354	0.847333	41.0623	0.0871771	0.464212	0.172542	0.0178371	0.272603	0.158173	0.0499426	18.934	39.9354	0.847333	41.0623	0.898756	0.0406352	0.00199326	0.00043245	0.003804	0.000418731	0.000771323	0.0494786	0.0037784	0.000212694	0.34387	0.749744	0.178558	0.0176816	0.270227	0.156794	0.00560322	9.75605	0.0374442	1.57751	1.41779	900.717	11.7291	0.00466019	0.000176675
8	352.468	12.6498	3.35054	7.54827	3.83189	6.47898	0.012444	64.1164	13.5117	8.15795	2.19423	0.657451	0.711852	0.511869	19.5425	7.36018	0.221259	0.140679	13.8773	13.302	35.6312	0.856549	41.3362	0.0790526	0.260968	0.154345	0.0573683	0.32442	0.131321	0.0685111	19.5425	35.6312	0.856549	41.3362	0.948066	0.0230962	0.00387564	0.000634153	0.00369125	0.000319918	0.00141037	0.0136815	0.0050915	0.00020205	0.511869	0.862281	0.140631	0.0573488	0.324309	0.131276	0.00599328	7.01972	0.0590758	1.68345	1.59602	980.326	18.7373	0.00475438	0.000126233
9	212.59	13.8442	3.6128	16.016	3.72631	5.76261	0.00978686	91.2135	9.45368	7.82718	1.84959	0.254255	0.825544	0.46042	21.0514	5.4204	0.546902	0.207923	4.23848	7.47389	33.0243	0.886085	43.1994	0.0722324	0.268362	0.173532	0.0268166	0.446339	0.0943214	0.0391445	21.0514	33.0243	0.886085	43.1994	0.930499	0.0457534	0.00170242	0.000446726	0.00186715	0.000205236	0.000629563	0.0150931	0.00369275	0.000152137	0.46042	0.654302	0.207883	0.0268114	0.446252	0.0943031	0.00634096	15.0316	0.0256123	1.52218	1.41639	684.517	14.5889	0.00428137	0.000126861
10	201.376	17.5956	4.0394	12.5375	5.13935	5.86326	0.0121842	94.7961	11.0657	8.15104	2.56509	0.541989	0.659277	0.368687	20.0344	9.09871	0.227988	0.23065	1.01239	8.39851	38.6348	0.596523	29.4398	0.0568324	0.194577	0.170554	0.0438375	0.257019	0.132831	0.0549499	20.0344	38.6348	0.596523	29.4398	0.94716	0.0311484	0.00193315	0.000578407	0.00149647	0.000263989	0.000618776	0.0130698	0.00360081	0.000169062	0.368687	0.796532	0.230435	0.0437966	0.256779	0.132707	0.0069974	9.34394	0.0437693	1.46832	1.39074	673.925	16.1156	0.00432295	0.000137976
11	530.164	11.0614	4.02156	16.4537	5.03762	7.5492	0.0117314	93.6395	13.5063	10.1598	2.35417	0.602402	0.678695	0.36788	19.7291	8.65586	0.41739	0.119874	7.02618	7.90223	29.6821	0.921421	50.2089	0.0904045	0.198506	0.132464	0.0402417	0.288295	0.136483	0.0323765	19.7291	29.6821	0.921421	50.2089	0.943763	0.0317539	0.002887	0.0003913	0.00257563	0.000164177	0.000798431	0.0142568	0.00334387	0.000168812	0.36788	0.658764	0.119513	0.0401204	0.287426	0.136072	0.00567013	15.6364	0.0213285	1.70145	1.60576	615.484	15.7083	0.00370046	0.000139264
12	259.707	7.31282	4.36574	16.1575	4.91876	5.25393	0.0133714	93.7573	12.7668	6.4368	2.8102	0.379796	0.757327	0.317066	16.6459	4.67259	0.219977	0.169713	7.28199	10.4593	42.9081	0.686956	38.0345	0.136746	0.203303	0.190334	0.0446852	0.269492	0.0863544	0.051428	16.6459	42.9081	0.686956	38.0345	0.947856	0.0247128	0.00380881	0.000775667	0.00256469	0.000373709	0.000802014	0.0153421	0.00360666	0.000208269	0.317066	0.77672	0.169344	0.044588	0.268906	0.0861665	0.00933834	12.7032	0.0399451	1.79422	1.70066	875.623	18.8247	0.00396027	0.000152349
13	912.46	17.6713	3.78938	17.0172	2.7737	8.65516	0.0104991	105.04	11.5547	11.6538	1.4157	0.244376	0.760115	0.274904	20.1535	6.90872	0.187128	0.186573	2.14406	9.45731	41.004	0.729764	35.3802	0.0565889	0.360529	0.115538	0.0159393	0.536918	0.169446	0.0257279	20.1535	41.004	0.729764	35.3802	0.89054	0.074539	0.00172399	0.000393555	0.00347986	0.000189362	0.000923208	0.0249924	0.00318959	0.000206631	0.274904	0.785335	0.186007	0.015891	0.535289	0.168932	0.00529005	13.6827	0.0202051	1.71223	1.52481	778.907	15.6075	0.00420687	0.00016978
14	389.289	11.9492	3.5714	7.90511	2.53024	6.69017	0.0095471	100.46	9.76459	8.33144	2.48994	0.508684	0.633607	0.381169	19.6208	5.39873	0.376633	0.113929	2.30116	9.4401	38.6801	0.762671	33.8411	0.0836876	0.395219	0.149473	0.0386855	0.254467	0.147149	0.0675295	19.6208	38.6801	0.762671	33.8411	0.954848	0.0146443	0.00168937	0.000217006	0.0028016	0.000190095	0.000759544	0.0211193	0.00362272	0.000183208	0.381169	0.695401	0.113854	0.03866	0.254299	0.147053	0.00583204	6.74411	0.04696	1.49174	1.42439	745.466	14.0525	0.00433034	0.000150054
15	499.224	13.5119	3.63728	12.6905	4.26886	7.70829	0.010359	84.2334	11.5569	9.88567	1.66266	0.225869	0.745061	0.408251	20.3531	8.0431	0.259973	0.236542	5.72743	7.77375	43.8326	0.903551	34.518	0.0740088	0.234255	0.12973	0.0170232	0.448114	0.153332	0.0371826	20.3531	43.8326	0.903551	34.518	0.921581	0.0538064	0.00234988	0.00072738	0.00272334	0.000260054	0.000852294	0.014225	0.00341892	0.000152744	0.408251	0.792231	0.236423	0.0170147	0.447888	0.153255	0.00528409	11.9662	0.0294572	1.83416	1.69033	772.335	14.9393	0.00419714	0.000124409
16	3772.93	9.12768	3.67745	11.0727	5.71788	9.25882	0.00810864	104.397	10.435	8.1888	1.95683	0.26564	0.706849	0.228436	19.2723	9.41705	0.163752	0.0681296	1.80151	7.97654	33.8475	0.890624	49.2533	0.109557	0.17489	0.108005	0.0229298	0.361221	0.149809	0.0358705	19.2723	33.8475	0.890624	49.2533	0.931523	0.0209722	0.00599393	0.000436992	0.00557764	0.000134805	0.00104937	0.0313916	0.00345524	0.000198056	0.228436	0.785229	0.0680251	0.0228946	0.360667	0.149579	0.00431461	10.1383	0.0281666	2.03312	1.8939	843.44	15.2157	0.00448428	0.000168754
17	442.475	8.40015	4.10485	13.4793	4.7649	8.08241	0.0180427	104.867	12.2268	5.08642	2.86187	0.508635	0.630021	0.277669	19.3879	7.81539	0.0926051	0.198178	2.20952	10.0306	41.9285	0.877004	34.1798	0.119045	0.209868	0.123725	0.0630012	0.220143	0.129279	0.0376781	19.3879	41.9285	0.877004	34.1798	0.959304	0.0217884	0.00204552	0.000501875	0.00173987	0.000257911	0.000868065	0.0103731	0.00301935	0.000187473	0.277669	0.888112	0.197364	0.0627424	0.219239	0.128748	0.00593124	12.2817	0.0334624	1.76902	1.69702	782.948	14.4161	0.00384969	0.000148827
18	1517.56	9.6766	3.3201	11.1948	4.54669	8.48882	0.0157231	106.882	13.7663	9.4765	1.8721	0.502979	0.737731	0.288673	19.7338	9.64163	0.133161	0.27709	3.67221	11.2892	34.6719	0.923595	34.0597	0.103342	0.21994	0.117802	0.0391561	0.394066	0.140093	0.0349372	19.7338	34.6719	0.923595	34.0597	0.948311	0.0294872	0.00129543	0.000488192	0.00150923	0.000191118	0.000845618	0.0145367	0.00342237	0.000207981	0.288673	0.847515	0.274666	0.0388136	0.390619	0.138868	0.00505152	10.5864	0.0296097	1.45173	1.37669	652.041	14.6061	0.00427356	0.000168171
19	320.977	13.5632	3.47876	14.9862	3.8953	7.12809	0.0141956	99.7197	12.4692	6.69879	2.36624	0.619226	0.637858	0.327169	22.3475	8.95059	0.0989921	0.0798575	2.0212	7.90218	36.8526	0.691183	31.0621	0.0737289	0.25672	0.14029	0.0589626	0.269566	0.153045	0.0325657	22.3475	36.8526	0.691183	31.0621	0.959721	0.0172237	0.00247121	0.000213523	0.00250524	0.000115325	0.000882284	0.0132839	0.003452	0.000194053	0.327169	0.895295	0.0796157	0.0587841	0.26875	0.152582	0.00645824	11.8723	0.0291559	1.60036	1.5359	839.174	18.8861	0.00424768	0.00015763
20	125.389	15.3444	3.61414	8.9032	2.37343	5.06064	0.0119061	101.177	13.1617	6.40607	1.54198	0.401688	0.627637	0.324762	17.6758	6.84029	0.0854261	0.326131	2.06364	10.7494	33.2249	0.653757	48.7748	0.0651704	0.421331	0.197603	0.0393555	0.407033	0.241484	0.0802146	17.6758	33.2249	0.653757	48.7748	0.957172	0.0212025	0.000848868	0.000407508	0.0012441	0.000246694	0.000577585	0.0146945	0.00345361	0.000177084	0.324762	0.908395	0.324637	0.0391752	0.405168	0.240377	0.00774962	6.82166	0.0728666	1.4178	1.35707	740.493	13.0744	0.00411291	0.000140298
21	1663.55	7.78602	3.7463	19.5243	6.62175	7.36816	0.013286	103.34	11.2337	10.0103	2.01591	0.607558	0.67887	0.232239	18.7025	3.65293	0.0541014	0.109468	1.64488	10.4374	37.1838	0.715269	42.955	0.128435	0.151017	0.135719	0.0412029	0.336756	0.159298	0.0260416	18.7025	37.1838	0.715269	42.955	0.950222	0.0212585	0.00381188	0.000466513	0.00249886	0.000128475	0.000743813	0.0178513	0.00312841	0.000213469	0.232239	0.924052	0.109226	0.0411117	0.336011	0.158946	0.00672918	15.2562	0.0240638	1.84935	1.7573	706.578	14.9377	0.00392433	0.000173324
22	422.532	13.8357	3.75032	13.2551	3.64429	7.02049	0.0140796	109.763	11.7531	6.8018	1.91001	0.659612	0.663111	0.299686	20.2213	7.42433	0.199378	0.13466	1.7889	9.05468	33.5613	0.900778	46.5077	0.0722768	0.274402	0.14244	0.0643059	0.347177	0.176381	0.0403012	20.2213	33.5613	0.900778	46.5077	0.949783	0.0253423	0.00212024	0.000327398	0.00219113	0.000154933	0.000930125	0.0154787	0.00354665	0.000207849	0.299686	0.786428	0.133988	0.063985	0.345444	0.175501	0.00584346	12.334	0.031694	1.64	1.55764	924.717	16.3915	0.00444705	0.000169776
23	256.227	10.2348	4.4679	8.69746	3.15418	7.96733	0.0208876	112.082	12.8533	4.18107	1.86645	0.554177	0.663538	0.23955	18.2451	3.3685	0.0861876	0.0934562	2.48838	12.045	38.6753	0.570514	34.1138	0.0977059	0.31704	0.125513	0.0879482	0.355508	0.180268	0.064476	18.2451	38.6753	0.570514	34.1138	0.978492	0.00475947	0.0011323	0.000115203	0.00138653	6.32555e-05	0.000795505	0.0100988	0.00298741	0.000218944	0.23955	0.884121	0.0925813	0.0871248	0.35218	0.178581	0.00635793	5.85685	0.0570046	1.42476	1.39412	668.911	14.523	0.00371884	0.000172639
24	319.763	14.6052	4.01489	14.47	2.23279	8.33744	0.0164634	105.612	10.2654	5.88137	1.24768	0.487994	0.690091	0.302542	18.9507	5.72037	0.225682	0.16345	2.85292	8.81483	36.8667	0.889595	40.9486	0.0684688	0.44787	0.119941	0.0572588	0.553099	0.248388	0.0332792	18.9507	36.8667	0.889595	40.9486	0.943473	0.0346455	0.00117317	0.000228696	0.00221574	0.000119224	0.00103347	0.0135215	0.00344042	0.0002113	0.302542	0.763524	0.163196	0.05717	0.552241	0.248003	0.00539119	13.3558	0.0254094	1.6034	1.51277	887.725	16.758	0.00435377	0.00017332
25	439.165	16.4683	3.47064	12.2442	4.74022	6.22623	0.00793768	91.0983	11.0668	7.59527	2.11249	0.247835	0.613404	0.417607	21.9891	8.63079	0.313751	0.171632	1.8954	7.15278	38.1531	0.617799	31.6139	0.0607227	0.210961	0.160611	0.0200155	0.29037	0.183005	0.0455254	21.9891	38.1531	0.617799	31.6139	0.926607	0.041197	0.00279798	0.000578985	0.00272133	0.000240079	0.000606806	0.0216719	0.00349865	0.000165729	0.417607	0.760353	0.171517	0.0200021	0.290176	0.182883	0.00674458	9.51875	0.0346154	1.51142	1.40049	620.216	16.0737	0.00417167	0.000140062
