Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	3983.84	18.8775	4.24608	11.5306	4.24588	6.02753	0.00686153	116.071	11.1905	7.84972	2.95072	0.429591	0.863722	0.194035	19.9952	4.3125	0.136399	0.137497	4.00862	11.5513	34.4661	0.585048	44.4254	0.0529731	0.235522	0.165905	0.0472688	0.292716	0.0461847	0.0610938	19.9952	34.4661	0.585048	44.4254	0.949505	0.01546	0.00177226	0.00027933	0.00161622	0.000171942	0.000581343	0.0274444	0.00316535	0.000141363	0.194035	0.79959	0.136575	0.0469518	0.290752	0.0458749	0.00377499	7.67434	0.04885	1.52069	1.44391	1449.58	1e-15	0.00123293	0
1	1563.57	7.01483	3.98431	14.4745	3.88525	5.12375	0.00757773	120.062	13.9028	3.94527	1.55321	0.409599	0.64311	0.286332	19.876	4.93739	0.24596	0.194514	5.25198	12.4844	39.741	0.645813	33.5719	0.142555	0.257384	0.19517	0.0667679	0.414052	0.229776	0.0537232	19.876	39.741	0.645813	33.5719	0.962491	0.0112858	0.00122386	0.000284419	0.00106959	0.000110227	0.000480456	0.0199582	0.0030169	0.000133249	0.286332	0.735211	0.189982	0.0652123	0.404405	0.224422	0.00465853	10.8158	0.0394978	1.32897	1.27912	2977.61	38.9494	0.00329743	0.00011104
2	3445.25	8.58366	3.40479	8.16346	3.43964	5.3443	0.00596547	109.75	9.66278	11.3965	1.07716	0.646735	0.732482	0.303021	19.0028	5.44864	0.140271	0.183665	1.92033	9.39827	37.9852	0.668508	48.7497	0.1165	0.290728	0.187115	0.0415673	0.680012	0.248355	0.0780414	19.0028	37.9852	0.668508	48.7497	0.962328	0.0076839	0.00117642	0.000263941	0.0012288	7.85653e-05	0.000435019	0.0235932	0.00321687	0.000113722	0.303021	0.845796	0.183373	0.0415012	0.678931	0.24796	0.0040356	6.27735	0.0660071	1.48007	1.42432	2890.54	33.6173	0.00367226	0.000100343
3	950.051	20.4422	4.47117	15.8664	2.23585	6.49251	0.00568318	108.484	11.0773	11.9925	2.06447	0.617524	0.687395	0.313108	18.4996	4.53485	0.389798	0.0558547	4.87757	10.1269	37.3819	0.53282	45.4508	0.0489184	0.447257	0.154024	0.0353957	0.332964	0.151421	0.043404	18.4996	37.3819	0.53282	45.4508	0.95146	0.0160497	0.00152245	8.96911e-05	0.00283302	7.51844e-05	0.000596222	0.0243402	0.0029473	0.000119238	0.313108	0.635949	0.0556746	0.0352816	0.331891	0.150933	0.00419658	10.7748	0.0276028	1.48362	1.4116	2976.56	44.0153	0.00323197	9.93711e-05
4	2427.37	9.79935	3.98781	11.1203	3.85528	5.43464	0.00719431	108.655	12.3059	7.08396	2.01878	0.202917	0.703093	0.206067	18.9966	3.68259	0.0368571	0.328964	7.78515	10.0205	28.5815	0.52632	54.2134	0.102048	0.259385	0.184005	0.0201398	0.348276	0.147072	0.0659853	18.9966	28.5815	0.52632	54.2134	0.95489	0.0171941	0.00111571	0.000540527	0.00119394	0.000263952	0.000504483	0.0210721	0.00319114	0.000117363	0.206067	0.943444	0.327063	0.0200234	0.346263	0.146222	0.0045837	6.93829	0.0622535	1.42462	1.36036	3162.15	45.0448	0.00365268	9.8235e-05
5	4584.56	7.36452	3.71246	13.4741	4.70771	5.18167	0.00773083	122.26	13.34	6.98734	1.79558	0.526233	0.757718	0.286371	19.682	5.21318	0.253625	0.232432	6.27203	12.3569	38.3388	0.665664	37.6055	0.135786	0.212418	0.192988	0.0570655	0.421991	0.134932	0.0531731	19.682	38.3388	0.665664	37.6055	0.958221	0.0107743	0.0010178	0.00029476	0.000803752	0.00011064	0.000406535	0.0252511	0.00312643	0.000152346	0.286371	0.728222	0.226979	0.0557267	0.41209	0.131767	0.00442118	10.2593	0.0387218	1.23471	1.18312	2461.26	37.0906	0.00342356	0.000133225
6	6838.47	18.7743	3.83984	11.7412	5.33533	5.32154	0.00609895	111.147	11.9117	9.4208	2.62029	0.508517	0.735729	0.257236	18.531	2.46612	0.206326	0.13989	6.72851	11.2302	36.4522	0.631341	42.593	0.0532643	0.18743	0.187916	0.0397133	0.280782	0.100856	0.0614559	18.531	36.4522	0.631341	42.593	0.947958	0.0183041	0.00227711	0.000366288	0.00159718	0.000163601	0.000464863	0.0258769	0.00310015	0.000127603	0.257236	0.755677	0.13905	0.0394747	0.279095	0.10025	0.00466527	8.52615	0.0464408	1.4992	1.42118	2717.17	39.5652	0.00332165	0.00010808
7	953.234	8.63165	3.81381	19.483	2.46705	5.44349	0.00560627	111.972	13.6815	11.2604	2.66292	0.503084	0.673589	0.368702	19.5942	5.72207	0.400269	0.211437	4.92074	10.7297	37.2125	0.676157	47.8772	0.115853	0.405342	0.183706	0.0300941	0.252951	0.122576	0.0359605	19.5942	37.2125	0.676157	47.8772	0.942585	0.0276887	0.000917977	0.000241585	0.00146461	0.000237592	0.000447177	0.0232573	0.00308419	0.000108653	0.368702	0.670739	0.208841	0.0297246	0.249845	0.121071	0.00419937	15.4999	0.0241201	1.38585	1.30628	2751.41	35.7675	0.00344654	9.22707e-05
8	2716.27	17.5319	4.06789	13.7773	3.0842	5.25798	0.0077723	120.911	13.2712	8.36065	1.72988	0.505791	0.725465	0.22201	17.4045	2.60734	0.12255	0.212402	5.98937	12.8815	36.4755	0.521234	46.921	0.0570389	0.324233	0.190187	0.0438882	0.419373	0.158702	0.0561547	17.4045	36.4755	0.521234	46.921	0.950306	0.0190649	0.000972386	0.000253608	0.00115913	0.000135758	0.000443826	0.0249475	0.00266075	0.000149689	0.22201	0.831568	0.207975	0.0429734	0.410632	0.155394	0.00511339	8.6456	0.0466965	1.3714	1.30325	2755.02	38.0001	0.00298992	0.00012705
9	6176.17	13.8028	4.20545	13.2579	4.48833	6.59095	0.00582057	116.058	13.7591	9.76643	2.0776	0.205248	0.700969	0.256912	19.8637	4.21258	0.269101	0.268259	3.90887	11.2881	40.2742	0.644865	39.933	0.0724491	0.2228	0.151723	0.0147313	0.337394	0.143931	0.0481271	19.8637	40.2742	0.644865	39.933	0.924251	0.0358199	0.00144447	0.000512781	0.00163978	0.000226674	0.000522828	0.0327006	0.00297045	0.000124944	0.256912	0.693701	0.263736	0.014483	0.331705	0.141504	0.00363112	9.75919	0.0333858	1.44332	1.33399	2791.36	37.1573	0.00353093	0.000107087
