"variable","State.Abbr","value.mean","value.sd","value.0%","value.2.5%","value.25%","value.50%","value.75%","value.97.5%","value.100%"
"rmax","MA",  0.464985515, 0.18963332, 2.290390e-01, 2.361816e-01, 3.034644e-01, 4.488476e-01, 6.300906e-01, 7.277145e-01, 7.484113e-01
"treopen","MA",116.951281383,15.47274834, 1.042934e+02, 1.047130e+02, 1.096708e+02, 1.134369e+02, 1.163888e+02, 1.472883e+02, 1.536244e+02
"log10ys","MD",  0.085007008, 0.22450714,-1.723296e-02,-1.494695e-02,-9.274395e-04, 7.065868e-03, 2.126664e-02, 5.326903e-01, 6.395564e-01
"thetamin","MD",  0.407671237, 0.23251889,-3.467475e-05, 3.033394e-02, 3.197895e-01, 4.419163e-01, 5.422907e-01, 7.136214e-01, 7.495100e-01
"tautheta","MD", 17.848146215, 1.76647112, 1.458372e+01, 1.479416e+01, 1.728790e+01, 1.839581e+01, 1.922796e+01, 1.934128e+01, 1.935882e+01
"ntheta","MD",  4.039301614, 0.79269186, 2.939209e+00, 2.993918e+00, 3.677551e+00, 3.870680e+00, 4.563029e+00, 5.270913e+00, 5.413873e+00
"taus","MD", 38.172372711,14.11692767, 2.795660e+01, 2.807505e+01, 3.205586e+01, 3.494163e+01, 3.672445e+01, 6.591384e+01, 7.203340e+01
"taur","MD", 58.496450516,13.98060087, 3.006309e+01, 3.338852e+01, 5.638697e+01, 6.030271e+01, 6.523876e+01, 7.523780e+01, 7.662439e+01
"rmax","MD",  0.456209403, 0.18171234, 1.949940e-01, 2.182210e-01, 3.611990e-01, 3.865480e-01, 6.264690e-01, 6.969253e-01, 7.040781e-01
"treopen","MD",116.020518926,13.08647691, 1.037428e+02, 1.043710e+02, 1.103478e+02, 1.135793e+02, 1.158289e+02, 1.413085e+02, 1.466171e+02
"log10ys","ME", -0.098966360, 0.30382814,-8.486419e-01,-7.047055e-01,-1.387320e-02,-1.186686e-03, 1.997064e-02, 4.174541e-02, 4.220695e-02
"thetamin","ME",  0.429938401, 0.25806373, 1.888405e-03, 2.672490e-02, 3.418462e-01, 4.609269e-01, 5.528060e-01, 7.844870e-01, 8.220337e-01
"tautheta","ME", 18.213973574, 1.52610019, 1.588518e+01, 1.612989e+01, 1.752490e+01, 1.788191e+01, 1.888541e+01, 2.059262e+01, 2.074552e+01
"ntheta","ME",  4.129910838, 1.29512239, 2.142948e+00, 2.232977e+00, 3.067576e+00, 4.563016e+00, 5.035393e+00, 5.531563e+00, 5.543007e+00
"taus","ME", 31.810680353,11.61550131, 1.872144e+01, 1.938692e+01, 2.282330e+01, 3.094595e+01, 3.458445e+01, 5.196583e+01, 5.397128e+01
"taur","ME", 62.806974577,24.28956584, 2.266675e+01, 2.603936e+01, 4.348335e+01, 6.952133e+01, 8.299025e+01, 8.680801e+01, 8.705270e+01
"rmax","ME",  0.790752937, 0.45924579, 2.899897e-01, 3.094772e-01, 5.571949e-01, 6.622350e-01, 9.677846e-01, 1.623905e+00, 1.761953e+00
"treopen","ME",110.024653927,10.79221046, 9.687566e+01, 9.745856e+01, 1.025039e+02, 1.090291e+02, 1.138896e+02, 1.281520e+02, 1.298565e+02
"log10ys","MI",  0.022770724, 0.04255507,-2.032102e-02,-1.900899e-02,-2.859799e-04, 6.723242e-03, 4.122523e-02, 9.992280e-02, 1.109054e-01
"thetamin","MI",  0.365537985, 0.22192946, 2.287623e-03, 2.795124e-02, 2.843014e-01, 3.948065e-01, 4.383815e-01, 7.006497e-01, 7.464832e-01
"tautheta","MI", 18.419423532, 2.15029125, 1.498618e+01, 1.514257e+01, 1.718023e+01, 1.892097e+01, 1.990195e+01, 2.079376e+01, 2.086771e+01
"ntheta","MI",  4.148060128, 1.10147784, 3.038949e+00, 3.055789e+00, 3.555846e+00, 4.061005e+00, 4.278394e+00, 6.197816e+00, 6.590720e+00
"taus","MI", 33.888156258,18.32366373, 2.476959e+01, 2.493411e+01, 2.669070e+01, 2.795066e+01, 2.880664e+01, 7.052644e+01, 7.904123e+01
"taur","MI", 57.554777085,18.18168384, 1.466652e+01, 2.156405e+01, 5.894231e+01, 6.263619e+01, 6.556336e+01, 7.181510e+01, 7.240032e+01
"rmax","MI",  0.668759840, 0.17825184, 3.933454e-01, 4.156302e-01, 5.504541e-01, 6.527697e-01, 8.169757e-01, 9.049915e-01, 9.178201e-01
"treopen","MI",112.307579790,16.99452737, 1.029205e+02, 1.030571e+02, 1.049758e+02, 1.078432e+02, 1.081806e+02, 1.460996e+02, 1.540274e+02
"log10ys","MN", -0.027765007, 0.08395294,-2.311412e-01,-1.956048e-01,-1.991712e-02, 2.169978e-03, 1.099412e-02, 2.412339e-02, 2.641468e-02
"thetamin","MN",  0.420134599, 0.24679152,-1.339556e-04, 2.541697e-02, 3.437332e-01, 4.609120e-01, 5.414195e-01, 7.487207e-01, 7.888225e-01
"tautheta","MN", 17.632983904, 1.65761056, 1.533030e+01, 1.533884e+01, 1.679962e+01, 1.786329e+01, 1.851379e+01, 1.992492e+01, 2.017621e+01
"ntheta","MN",  4.870230500, 2.16545865, 2.436370e+00, 2.499018e+00, 3.446765e+00, 4.477817e+00, 5.671114e+00, 8.471633e+00, 8.737459e+00
"taus","MN", 33.688779752,16.29408822, 2.340376e+01, 2.360295e+01, 2.626659e+01, 2.946690e+01, 3.068332e+01, 6.615733e+01, 7.333658e+01
"taur","MN", 55.200223823,19.74031314, 1.999225e+01, 2.233071e+01, 4.632686e+01, 6.011173e+01, 6.890600e+01, 7.613089e+01, 7.677449e+01
"rmax","MN",  0.546371224, 0.22626148, 2.125002e-01, 2.350146e-01, 3.642008e-01, 5.535186e-01, 7.402595e-01, 8.332977e-01, 8.507730e-01
"treopen","MN",111.321763655,15.43872464, 1.016366e+02, 1.017065e+02, 1.042445e+02, 1.066517e+02, 1.097682e+02, 1.419958e+02, 1.487157e+02
"log10ys","MO",  0.021013801, 0.02549607,-1.416494e-02,-1.276314e-02, 4.197771e-03, 1.872280e-02, 4.104281e-02, 5.537223e-02, 5.708721e-02
"thetamin","MO",  0.474002370, 0.25644490,-7.371684e-04, 3.792880e-02, 3.815113e-01, 5.343895e-01, 6.160996e-01, 7.807861e-01, 8.061207e-01
"tautheta","MO", 18.566511267, 1.84428102, 1.568490e+01, 1.580799e+01, 1.767197e+01, 1.864311e+01, 1.989461e+01, 2.073800e+01, 2.074576e+01
"ntheta","MO",  4.336654742, 1.20946985, 3.228957e+00, 3.245556e+00, 3.430891e+00, 3.758064e+00, 5.239410e+00, 6.250811e+00, 6.365674e+00
"taus","MO", 30.536273555, 9.00792999, 2.202976e+01, 2.228598e+01, 2.527361e+01, 2.971025e+01, 3.107506e+01, 4.760387e+01, 5.100773e+01
"taur","MO", 48.376935220,12.15276055, 3.162659e+01, 3.259620e+01, 4.021815e+01, 4.773469e+01, 5.670305e+01, 6.534019e+01, 6.673423e+01
"rmax","MO",  0.622438780, 0.22759527, 2.656512e-01, 2.920980e-01, 5.079410e-01, 6.125548e-01, 7.419107e-01, 9.343657e-01, 9.403605e-01
"treopen","MO",109.102784822, 8.01952971, 1.004460e+02, 1.007816e+02, 1.047104e+02, 1.084798e+02, 1.098738e+02, 1.240434e+02, 1.266926e+02
"log10ys","MS",  0.010329738, 0.03205461,-2.762140e-02,-2.736361e-02,-1.171283e-02, 9.726722e-03, 2.224559e-02, 6.015320e-02, 6.298165e-02
"thetamin","MS",  0.515526636, 0.26525867, 1.888405e-03, 4.909850e-02, 4.307405e-01, 5.915624e-01, 6.606195e-01, 8.155819e-01, 8.418817e-01
"tautheta","MS", 18.849217282, 2.79752610, 1.404425e+01, 1.436641e+01, 1.792406e+01, 1.906880e+01, 2.042226e+01, 2.242073e+01, 2.264218e+01
"ntheta","MS",  4.352005163, 1.47370016, 2.120334e+00, 2.175215e+00, 3.637553e+00, 4.512852e+00, 5.459757e+00, 6.127939e+00, 6.265887e+00
"taus","MS", 31.806224604,13.48519587, 1.913870e+01, 1.952081e+01, 2.169757e+01, 2.694934e+01, 3.837345e+01, 5.322337e+01, 5.397128e+01
"taur","MS", 36.420231717,16.44088044, 2.847751e+00, 6.990798e+00, 3.198378e+01, 3.874347e+01, 4.557327e+01, 5.533544e+01, 5.640387e+01
"rmax","MS",  0.623512773, 0.21957778, 3.252321e-01, 3.385521e-01, 4.541610e-01, 6.199725e-01, 7.836135e-01, 9.413549e-01, 9.711890e-01
"treopen","MS",110.655441886,11.22736243, 1.005154e+02, 1.005723e+02, 1.011692e+02, 1.071540e+02, 1.169626e+02, 1.287864e+02, 1.298565e+02
"log10ys","MT", -0.196249858, 0.57935736,-1.628718e+00,-1.348268e+00,-2.203069e-02, 3.182850e-03, 2.060946e-02, 4.418531e-02, 4.510073e-02
"thetamin","MT",  0.463960399, 0.25434109, 1.888405e-03, 3.966286e-02, 3.729374e-01, 5.225229e-01, 5.825600e-01, 7.933615e-01, 8.291448e-01
"tautheta","MT", 19.617984921, 2.91954308, 1.588518e+01, 1.618700e+01, 1.771699e+01, 1.891557e+01, 2.103967e+01, 2.402144e+01, 2.412580e+01
"ntheta","MT",  3.684712495, 1.16682082, 1.864810e+00, 2.066939e+00, 3.103894e+00, 3.378214e+00, 4.413572e+00, 5.396394e+00, 5.477613e+00
"taus","MT", 23.785269386,14.66879145, 5.197633e+00, 6.530261e+00, 1.589469e+01, 2.169207e+01, 2.753508e+01, 5.011256e+01, 5.397128e+01
"taur","MT", 60.283931919,19.93332242, 4.399818e+01, 4.409471e+01, 4.459952e+01, 5.259535e+01, 7.033123e+01, 9.435841e+01, 9.768213e+01
"rmax","MT",  0.918232290, 0.38398442, 3.915885e-01, 3.932962e-01, 6.694702e-01, 9.397699e-01, 1.262502e+00, 1.339563e+00, 1.340218e+00
"treopen","MT",103.403254308,12.36599105, 8.932343e+01, 8.997075e+01, 9.855512e+01, 1.004497e+02, 1.055281e+02, 1.262996e+02, 1.298565e+02
"log10ys","NC",  0.048926869, 0.11353130,-1.853806e-02,-1.794818e-02, 8.158043e-04, 1.347234e-02, 2.947217e-02, 2.758117e-01, 3.257217e-01
"thetamin","NC",  0.473009964, 0.25312514, 2.977738e-04, 3.917285e-02, 4.204118e-01, 5.220503e-01, 5.929191e-01, 7.867050e-01, 8.197895e-01
"tautheta","NC", 18.621901467, 2.15057659, 1.508474e+01, 1.526431e+01, 1.763789e+01, 1.886160e+01, 2.024494e+01, 2.102852e+01, 2.108978e+01
"ntheta","NC",  4.242294208, 1.27357104, 3.108862e+00, 3.125914e+00, 3.223335e+00, 3.791524e+00, 5.006937e+00, 6.459690e+00, 6.754126e+00
"taus","NC", 31.435124760,11.75328465, 2.220020e+01, 2.283327e+01, 2.589164e+01, 2.734734e+01, 3.153685e+01, 5.462878e+01, 5.940979e+01
"taur","NC", 49.838590357, 9.67139116, 3.776894e+01, 3.851973e+01, 4.276869e+01, 4.782724e+01, 5.571779e+01, 6.432536e+01, 6.492193e+01
"rmax","NC",  0.513696934, 0.19312134, 2.262506e-01, 2.576603e-01, 4.224316e-01, 4.546065e-01, 6.159388e-01, 8.067632e-01, 8.186525e-01
"treopen","NC",110.057026227,10.61233800, 1.005539e+02, 1.008393e+02, 1.049695e+02, 1.074983e+02, 1.103319e+02, 1.307031e+02, 1.344945e+02
"log10ys","ND", -0.138323703, 0.40268159,-1.133561e+00,-9.397638e-01,-1.812726e-02,-4.297598e-03, 2.065555e-02, 2.998430e-02, 3.014583e-02
"thetamin","ND",  0.478896876, 0.26190692, 1.888405e-03, 3.700890e-02, 3.712330e-01, 5.751884e-01, 6.152034e-01, 7.823881e-01, 8.175609e-01
"tautheta","ND", 18.716849484, 1.83320115, 1.588518e+01, 1.607074e+01, 1.799156e+01, 1.859016e+01, 1.955489e+01, 2.149777e+01, 2.174009e+01
"ntheta","ND",  4.245378303, 1.70728944, 2.084050e+00, 2.239260e+00, 3.082342e+00, 3.999506e+00, 4.990160e+00, 7.133085e+00, 7.484246e+00
"taus","ND", 31.630048684,11.45069876, 1.938370e+01, 2.000524e+01, 2.382424e+01, 2.889484e+01, 3.507587e+01, 5.189521e+01, 5.397128e+01
"taur","ND", 44.683034995,14.68693266, 2.217617e+01, 2.396652e+01, 3.296680e+01, 4.645589e+01, 5.480873e+01, 6.477231e+01, 6.673980e+01
"rmax","ND",  0.700441865, 0.25231601, 2.694244e-01, 2.925108e-01, 6.105944e-01, 7.394013e-01, 8.666420e-01, 9.891913e-01, 1.003451e+00
"treopen","ND",110.346898168,10.06248137, 1.011238e+02, 1.011684e+02, 1.037016e+02, 1.070116e+02, 1.137138e+02, 1.282100e+02, 1.298565e+02
"log10ys","NE", -0.063508379, 0.20243314,-5.605320e-01,-4.672044e-01,-2.482506e-02, 5.529958e-03, 1.729440e-02, 4.384988e-02, 4.547525e-02
"thetamin","NE",  0.511279096, 0.27288754,-2.047106e-03, 3.844206e-02, 4.216536e-01, 5.844614e-01, 6.702734e-01, 8.074817e-01, 8.220549e-01
"tautheta","NE", 17.138278790, 1.69383210, 1.441801e+01, 1.466230e+01, 1.645276e+01, 1.720455e+01, 1.763181e+01, 1.986439e+01, 2.024561e+01
"ntheta","NE",  3.944312447, 1.70720469, 2.449954e+00, 2.464619e+00, 2.709675e+00, 3.217503e+00, 5.003733e+00, 6.903024e+00, 7.280657e+00
"taus","NE", 31.487069463, 8.37318333, 1.941109e+01, 1.951744e+01, 2.807625e+01, 3.225292e+01, 3.620682e+01, 4.289201e+01, 4.408841e+01
"taur","NE", 56.511105011,17.24824116, 3.361572e+01, 3.417682e+01, 3.872420e+01, 6.211067e+01, 7.037574e+01, 7.508775e+01, 7.551196e+01
"rmax","NE",  0.647916522, 0.26382838, 2.090978e-01, 2.549675e-01, 4.777802e-01, 6.374575e-01, 8.656569e-01, 9.762641e-01, 9.917469e-01
"treopen","NE",108.625348254, 8.42887473, 9.607679e+01, 9.642840e+01, 1.041183e+02, 1.090390e+02, 1.149959e+02, 1.192377e+02, 1.199023e+02
"log10ys","NH", -0.016084513, 0.05875181,-1.472792e-01,-1.263327e-01,-2.650743e-02,-7.002973e-03, 1.997658e-02, 3.841938e-02, 4.043801e-02
"thetamin","NH",  0.437811372, 0.24254549, 1.888405e-03, 3.397633e-02, 3.849766e-01, 4.788182e-01, 5.511039e-01, 7.513009e-01, 7.890113e-01
"tautheta","NH", 18.268432117, 1.40182752, 1.588518e+01, 1.614516e+01, 1.771566e+01, 1.799401e+01, 1.919388e+01, 2.016802e+01, 2.022979e+01
"ntheta","NH",  4.628336974, 1.56101225, 3.110922e+00, 3.111990e+00, 3.286717e+00, 4.170268e+00, 5.784168e+00, 6.893296e+00, 6.933485e+00
"taus","NH", 33.289507638, 9.17362578, 2.515369e+01, 2.524830e+01, 2.820053e+01, 3.132447e+01, 3.421588e+01, 5.087637e+01, 5.397128e+01
"taur","NH", 56.543380487,11.25571609, 4.381674e+01, 4.384849e+01, 4.603837e+01, 5.742428e+01, 6.248625e+01, 7.356488e+01, 7.494528e+01
"rmax","NH",  0.653290588, 0.30900613, 2.497771e-01, 2.763018e-01, 4.808762e-01, 6.129357e-01, 7.403529e-01, 1.184031e+00, 1.239368e+00
"treopen","NH",111.557939754, 8.53020822, 1.025245e+02, 1.027386e+02, 1.060869e+02, 1.113778e+02, 1.129242e+02, 1.271202e+02, 1.298565e+02
"log10ys","NJ",  0.134401467, 0.37089035,-2.229963e-02,-2.157121e-02,-6.095388e-03, 7.948082e-03, 1.924927e-02, 8.737507e-01, 1.051123e+00
"thetamin","NJ",  0.341969933, 0.21913529, 2.279843e-03, 2.399329e-02, 2.569409e-01, 3.507029e-01, 4.155051e-01, 6.825389e-01, 7.228232e-01
"tautheta","NJ", 17.628849113, 1.73605761, 1.512147e+01, 1.513943e+01, 1.650310e+01, 1.796486e+01, 1.905080e+01, 1.952303e+01, 1.957594e+01
"ntheta","NJ",  4.289180410, 1.23156949, 3.280697e+00, 3.293874e+00, 3.557848e+00, 3.903562e+00, 4.347403e+00, 6.627602e+00, 6.906689e+00
"taus","NJ", 40.190084233,20.74426798, 2.907768e+01, 2.910054e+01, 2.955717e+01, 3.411361e+01, 3.705250e+01, 8.152206e+01, 9.082712e+01
"taur","NJ", 64.790897291,28.28500283, 1.349958e+00, 1.132428e+01, 6.092942e+01, 7.096061e+01, 7.708077e+01, 9.385276e+01, 9.584833e+01
"rmax","NJ",  0.528437804, 0.17340746, 2.767653e-01, 2.955053e-01, 4.653439e-01, 5.027896e-01, 5.900718e-01, 8.209697e-01, 8.612179e-01
"treopen","NJ",117.818933346,19.79961632, 1.044324e+02, 1.051182e+02, 1.085753e+02, 1.128245e+02, 1.147324e+02, 1.570003e+02, 1.659486e+02
"log10ys","NM", -0.133020526, 0.41116805,-1.148868e+00,-9.522839e-01,-1.358758e-02, 8.327975e-03, 2.078537e-02, 4.856285e-02, 5.111444e-02
"thetamin","NM",  0.469396004, 0.25620361, 4.542245e-04, 3.814073e-02, 3.595305e-01, 5.401192e-01, 6.154408e-01, 7.770822e-01, 8.071794e-01
"tautheta","NM", 19.722436990, 2.26355203, 1.632253e+01, 1.667461e+01, 1.885132e+01, 1.937048e+01, 2.018531e+01, 2.328851e+01, 2.346116e+01
"ntheta","NM",  4.467357756, 1.34569528, 2.809965e+00, 2.842041e+00, 3.624846e+00, 4.388975e+00, 5.202868e+00, 6.597327e+00, 6.882175e+00
"taus","NM", 33.031174598,15.93086917, 2.034896e+01, 2.085143e+01, 2.498816e+01, 2.879628e+01, 3.299960e+01, 6.429264e+01, 7.065970e+01
"taur","NM", 42.583966932,20.19262286, 1.212696e+01, 1.456810e+01, 2.631525e+01, 4.258792e+01, 6.016033e+01, 6.838495e+01, 6.992074e+01
"rmax","NM",  0.481545106, 0.15023662, 2.207628e-01, 2.468326e-01, 3.774621e-01, 5.088944e-01, 5.858501e-01, 6.542730e-01, 6.577966e-01
"treopen","NM",112.753611588,14.81353205, 1.015547e+02, 1.017767e+02, 1.044344e+02, 1.079817e+02, 1.134316e+02, 1.418644e+02, 1.469822e+02
"log10ys","NV", -0.065216701, 0.15474429,-4.440071e-01,-3.755810e-01,-3.620718e-02,-9.575136e-03, 2.085281e-03, 1.710271e-02, 2.001989e-02
"thetamin","NV",  0.395541025, 0.25126558, 2.173293e-03, 2.476626e-02, 2.412784e-01, 4.557179e-01, 5.069775e-01, 7.550497e-01, 7.983979e-01
"tautheta","NV", 17.698196407, 1.02973220, 1.585418e+01, 1.595757e+01, 1.737886e+01, 1.796770e+01, 1.841900e+01, 1.875181e+01, 1.882220e+01
"ntheta","NV",  7.146960532, 1.52141482, 5.435929e+00, 5.456996e+00, 5.624065e+00, 7.263405e+00, 8.045469e+00, 9.414337e+00, 9.604676e+00
"taus","NV", 35.448507677,10.56812413, 2.535660e+01, 2.537088e+01, 3.061198e+01, 3.360567e+01, 3.640827e+01, 5.538774e+01, 5.893997e+01
"taur","NV", 55.458789951,10.81264529, 3.782623e+01, 3.842157e+01, 5.236681e+01, 5.618907e+01, 6.410684e+01, 6.710827e+01, 6.765185e+01
"rmax","NV",  0.493077391, 0.14542668, 2.922827e-01, 2.947269e-01, 3.972468e-01, 5.024192e-01, 6.090294e-01, 6.676281e-01, 6.728004e-01
"treopen","NV",113.146704084,10.02490425, 1.018016e+02, 1.021615e+02, 1.093336e+02, 1.118174e+02, 1.141586e+02, 1.316053e+02, 1.347941e+02
"log10ys","NY",  0.097014865, 0.28201615,-4.213649e-02,-3.801304e-02,-1.324298e-02, 2.482757e-03, 2.199576e-02, 6.595747e-01, 7.927095e-01
"thetamin","NY",  0.330803284, 0.22590563, 1.952952e-04, 1.418552e-02, 2.522382e-01, 3.414606e-01, 3.976940e-01, 6.872223e-01, 7.348519e-01
"tautheta","NY", 17.766092949, 1.88345776, 1.454441e+01, 1.468806e+01, 1.701374e+01, 1.836253e+01, 1.890659e+01, 1.964309e+01, 1.965078e+01
"ntheta","NY",  3.960760696, 0.64033717, 2.863976e+00, 2.969945e+00, 3.482524e+00, 4.078478e+00, 4.450192e+00, 4.692945e+00, 4.714592e+00
"taus","NY", 36.319485334,17.08953660, 2.578188e+01, 2.598200e+01, 2.791271e+01, 3.176495e+01, 3.409025e+01, 7.017201e+01, 7.779273e+01
"taur","NY", 67.388369943,10.10587743, 4.457843e+01, 4.763504e+01, 6.757170e+01, 7.062570e+01, 7.205392e+01, 7.574481e+01, 7.597578e+01
"rmax","NY",  0.430198809, 0.16939761, 2.326726e-01, 2.383183e-01, 2.820477e-01, 4.253490e-01, 5.541923e-01, 6.487468e-01, 6.555759e-01
"treopen","NY",114.085578283,16.19747921, 1.027862e+02, 1.032417e+02, 1.055335e+02, 1.105632e+02, 1.122144e+02, 1.460492e+02, 1.531580e+02
"log10ys","OH",  0.059236034, 0.15234526,-4.540104e-02,-3.929771e-02, 8.859888e-04, 8.363152e-03, 3.456746e-02, 3.632606e-01, 4.300528e-01
"thetamin","OH",  0.467740110, 0.25750319,-1.512161e-03, 3.452086e-02, 3.768067e-01, 5.149494e-01, 6.293388e-01, 7.746415e-01, 8.004588e-01
"tautheta","OH", 17.491149355, 1.83102719, 1.488325e+01, 1.495656e+01, 1.633944e+01, 1.769327e+01, 1.885503e+01, 1.968711e+01, 1.981770e+01
"ntheta","OH",  4.569510776, 1.55628742, 2.969466e+00, 3.010368e+00, 3.896146e+00, 4.398795e+00, 4.637631e+00, 7.494766e+00, 8.062268e+00
"taus","OH", 33.386455791,10.11998650, 2.627798e+01, 2.629110e+01, 2.736051e+01, 2.967545e+01, 3.512240e+01, 5.305570e+01, 5.671556e+01
"taur","OH", 48.459296702,10.27209291, 3.354563e+01, 3.431410e+01, 3.911346e+01, 5.103541e+01, 5.634306e+01, 6.080174e+01, 6.166271e+01
"rmax","OH",  0.642162332, 0.20689437, 3.094997e-01, 3.419233e-01, 5.203381e-01, 6.256845e-01, 7.931778e-01, 8.994477e-01, 9.012468e-01
"treopen","OH",110.877605146, 9.09679898, 1.031615e+02, 1.036749e+02, 1.063967e+02, 1.067509e+02, 1.123320e+02, 1.286214e+02, 1.315988e+02
"log10ys","OK",  0.007630446, 0.03663433,-6.631230e-02,-5.672097e-02, 3.698577e-04, 9.039843e-03, 2.542571e-02, 5.127341e-02, 5.262851e-02
"thetamin","OK",  0.516875884, 0.26136241,-1.000721e-03, 5.071260e-02, 4.415691e-01, 5.768251e-01, 6.849921e-01, 8.010138e-01, 8.248526e-01
"tautheta","OK", 18.903774138, 2.09767769, 1.573299e+01, 1.587613e+01, 1.794878e+01, 1.886331e+01, 2.013585e+01, 2.180011e+01, 2.197576e+01
"ntheta","OK",  4.552599449, 1.44398456, 3.083892e+00, 3.120934e+00, 3.555696e+00, 4.149685e+00, 5.106110e+00, 7.026515e+00, 7.222254e+00
"taus","OK", 30.807773531,10.54852819, 1.848001e+01, 1.916737e+01, 2.248407e+01, 2.844279e+01, 3.709827e+01, 4.707946e+01, 4.789649e+01
"taur","OK", 34.894228879,15.59038799, 2.663227e+00, 7.126827e+00, 2.958319e+01, 3.802986e+01, 4.201953e+01, 5.340245e+01, 5.471994e+01
"rmax","OK",  0.669875976, 0.22379316, 2.600285e-01, 3.013510e-01, 5.945056e-01, 6.646264e-01, 8.206191e-01, 9.500632e-01, 9.646775e-01
"treopen","OK",109.711547669, 9.07681843, 1.004558e+02, 1.005435e+02, 1.015044e+02, 1.075787e+02, 1.169650e+02, 1.229556e+02, 1.236295e+02
"log10ys","OR", -0.078647048, 0.23132016,-6.494243e-01,-5.388442e-01,-1.581436e-02,-4.393621e-03, 1.129397e-02, 3.112511e-02, 3.351484e-02
"thetamin","OR",  0.439629795, 0.25879922,-1.869206e-03, 3.208003e-02, 3.524276e-01, 4.546711e-01, 5.534259e-01, 7.946101e-01, 8.182579e-01
"tautheta","OR", 18.132315945, 1.59170348, 1.517733e+01, 1.539304e+01, 1.753656e+01, 1.864305e+01, 1.911100e+01, 1.971045e+01, 1.973802e+01
"ntheta","OR",  3.987792306, 0.93359309, 2.798163e+00, 2.855983e+00, 3.256872e+00, 3.926653e+00, 4.476863e+00, 5.384817e+00, 5.441368e+00
"taus","OR", 25.118142725,21.64158161,-1.474744e+01,-1.103858e+01, 1.944774e+01, 2.982590e+01, 3.304429e+01, 5.460084e+01, 5.891626e+01
"taur","OR", 61.935894865,30.13290932, 2.248911e+01, 2.553279e+01, 4.066656e+01, 5.781997e+01, 7.470712e+01, 1.104992e+02, 1.138716e+02
"rmax","OR",  0.566514349, 0.24281456, 2.136284e-01, 2.442907e-01, 4.370386e-01, 5.137777e-01, 7.187865e-01, 9.513005e-01, 9.955860e-01
"treopen","OR",103.250458670,20.78221325, 6.365631e+01, 6.757110e+01, 9.855874e+01, 1.074721e+02, 1.114129e+02, 1.305763e+02, 1.340936e+02
"log10ys","PA",  0.044909568, 0.10733477,-1.985821e-02,-1.675235e-02, 1.889805e-03, 7.190393e-03, 2.330411e-02, 2.602001e-01, 3.073791e-01
"thetamin","PA",  0.409153505, 0.24243604,-1.054675e-03, 2.588094e-02, 3.122626e-01, 4.568038e-01, 5.121356e-01, 7.441565e-01, 7.818128e-01
"tautheta","PA", 17.277321411, 1.67452611, 1.480362e+01, 1.481786e+01, 1.644216e+01, 1.750696e+01, 1.867111e+01, 1.899881e+01, 1.900098e+01
"ntheta","PA",  4.722363516, 1.26228364, 2.877238e+00, 2.961049e+00, 4.070051e+00, 4.722313e+00, 5.316601e+00, 6.552580e+00, 6.653798e+00
"taus","PA", 37.098208238,16.35081886, 2.748284e+01, 2.759004e+01, 2.989149e+01, 3.184962e+01, 3.489873e+01, 6.966160e+01, 7.694920e+01
"taur","PA", 56.290489665,16.09187894, 2.330493e+01, 2.721803e+01, 5.169884e+01, 6.012168e+01, 6.548315e+01, 7.430256e+01, 7.605178e+01
"rmax","PA",  0.511779824, 0.19025485, 2.813574e-01, 2.901151e-01, 3.569907e-01, 4.783645e-01, 6.804153e-01, 7.768955e-01, 7.968762e-01
"treopen","PA",114.375529649,15.44274265, 1.048849e+02, 1.049707e+02, 1.066568e+02, 1.096129e+02, 1.131292e+02, 1.451048e+02, 1.517528e+02
"log10ys","RI",  0.091406377, 0.24465811,-2.138329e-02,-1.912801e-02,-4.215046e-03, 7.464299e-03, 2.078876e-02, 5.804452e-01, 6.953093e-01
"thetamin","RI",  0.401011036, 0.24156459,-1.901499e-03, 2.495436e-02, 3.147122e-01, 4.294971e-01, 5.180589e-01, 7.385143e-01, 7.811039e-01
"tautheta","RI", 17.363920753, 1.68808203, 1.478627e+01, 1.487674e+01, 1.625346e+01, 1.775617e+01, 1.850979e+01, 1.939221e+01, 1.951390e+01
"ntheta","RI",  3.910564403, 0.95424300, 2.895353e+00, 2.932779e+00, 3.132379e+00, 3.745819e+00, 4.302306e+00, 5.401119e+00, 5.443149e+00
"taus","RI", 37.732239297,10.11270255, 2.657217e+01, 2.719355e+01, 3.305470e+01, 3.696651e+01, 3.827072e+01, 5.662264e+01, 6.044971e+01
"taur","RI", 53.466050115,12.57053173, 2.665721e+01, 2.987023e+01, 5.186151e+01, 5.728845e+01, 5.892373e+01, 6.636272e+01, 6.721926e+01
"rmax","RI",  0.633702253, 0.25733192, 2.498343e-01, 2.849884e-01, 4.622555e-01, 6.074266e-01, 8.242074e-01, 9.928283e-01, 1.023415e+00
"treopen","RI",115.096160050, 9.77134722, 1.039456e+02, 1.041142e+02, 1.105564e+02, 1.151673e+02, 1.163414e+02, 1.325411e+02, 1.357530e+02
"log10ys","SC",  0.044627972, 0.10181030,-2.100859e-02,-2.096259e-02,-7.269738e-04, 1.071742e-02, 4.063731e-02, 2.462960e-01, 2.898263e-01
"thetamin","SC",  0.503033687, 0.25866361,-1.445163e-03, 4.601075e-02, 4.323021e-01, 5.809026e-01, 6.265737e-01, 8.032805e-01, 8.343356e-01
