"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_T50Testing.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_FAsymp.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",18.0232,7.00115,1.84932,7.00293,2.00116,5.00093,0.00343085,81.6002,4.89647,2.01122,1.0002,0.0203001,0.00419913,0.600002,0.226882,11.5904,1.01023,0.00132739,0.0503213,1.04573,1.08267,21.0164,0.00222679,14.0515,1.6539,4.24325,-64.67309,-703.0058,-760.2152
"1st Qu.",166.591,9.991595,2.8242675,10.904375,3.2183975,6.079705,0.01438925,96.824175,10.616775,6.006265,1.63864,0.17403925,0.21166975,0.65699475,0.427615,19.754,3.24121,0.19169725,0.241313,4.1673525,7.2649175,36.73575,0.3546375,34.1123,2.96413,16.158675,-52.891545,-694.582775,-746.6479
"Median",324.7485,13.09805,3.220645,13.6799,3.8738,7.14293,0.01821425,105.3405,13.7479,7.77852,2.080495,0.296362,0.3778355,0.706586,0.502876,21.4605,4.24026,0.309249,0.350228,6.229425,9.70131,44.6582,0.4418865,44.9787,3.319105,22.69075,-51.19029,-693.0074,-744.3586
"Mean",576.367809909488,13.355397039638,3.22296459581773,13.6136135377653,3.91204701622971,7.44655440855181,0.0183836104088639,109.132111329588,14.957228545568,7.68617243289638,2.05799351747815,0.297449299750312,0.400062103401997,0.715334271067416,0.531166206304619,21.4015350967541,4.23532276217228,0.327677683531523,0.365338010877029,6.6965356835206,9.50939920724095,44.546048829588,0.443060983717228,45.9129257646692,3.36512220349563,23.2868455290262,-51.4565144382022,-693.202883770287,-744.659397737203
"3rd Qu.",665.25675,16.475275,3.6099625,16.3365,4.5402675,8.409345,0.02213845,118.6295,17.977025,9.4620375,2.49016,0.42291825,0.56773025,0.76330225,0.61169575,23.0621,5.2090375,0.44406875,0.4668335,8.9825025,12.0358,51.96555,0.529904,56.64825,3.7265325,30.226725,-49.6850575,-691.566325,-742.3663
"Max.",7821.29,20.999,4.49609,19.9966,6.96279,16.4676,0.0420887,178.466,41.7519,11.9991,2.99984,0.569628,0.992938,0.949644,0.99884,28.7489,9.80044,0.901594,0.999585,13.9957,13.9998,89.9677,0.890793,102.577,5.85722,39.9993,-45.18898,-687.1814,-736.7207
"rhat.vec",1.15263821194685,1.00002859785752,1.04037975893597,1.00027816849339,1.00349782773039,1.00940324466182,1.00780525195786,1.01909990317682,1.0188468941384,1.00206069655241,1.0001136958705,1.00051160704295,1.01098409212098,0.99991769270324,1.02338082777337,1.00397080702374,1.00012676495899,1.00325294014199,1.01127938664559,1.00008257403098,1.01117861040046,1.00008579331843,1.00085530247437,1.00125854500743,1.00009533663982,1.00000732614538,1.00238458284703,1.00127546409999,1.00246664505095
