Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	1390.24	15.3217	2.33531	14.1491	4.72278	10.3727	0.0140552	97.1559	7.451	10.4786	2.19767	0.528225	0.630865	0.663765	21.5317	3.92639	0.498863	0.0931401	3.41197	7.51885	34.7825	0.282059	32.9468	0.0652669	0.21174	0.0964069	0.0318018	0.287061	0.167967	0.015912	21.5317	34.7825	0.282059	32.9468	0.955971	0.0198526	0.000753847	7.74143e-05	0.00129266	3.64055e-05	0.000533064	0.0178249	0.0040757	0.000245687	0.663765	0.815097	0.0931361	0.0318005	0.287048	0.167959	0.00502531	10.7336	0.0129698	0.984705	0.941349	21.9122	1e-15	0.000859463	0
1	245.736	9.30066	3.03292	9.73903	3.41231	7.16674	0.0201939	104.023	8.69926	5.83976	2.71646	0.419527	0.785874	0.512206	19.4817	6.14011	0.345384	0.117439	3.85169	8.94787	46.3783	0.369027	23.313	0.107519	0.293057	0.139533	0.056457	0.289301	0.0788254	0.0434534	19.4817	46.3783	0.369027	23.313	0.97351	0.00521646	0.000522275	6.94451e-05	0.000771908	5.49574e-05	0.000394894	0.0152088	0.00404974	0.000318238	0.512206	0.793683	0.117392	0.0564342	0.289184	0.0787936	0.00863718	6.7415	0.0344882	1.04715	1.01942	123.839	7.00589	0.00459587	0.000288032
2	124.372	10.6991	3.15981	14.5011	5.0558	5.41809	0.0203694	102.324	12.4987	9.02177	2.20406	0.509453	0.809325	0.503513	23.0974	4.95714	0.262719	0.318003	6.48036	8.6675	37.5799	0.355108	38.3292	0.0934658	0.197793	0.184567	0.045702	0.367197	0.0865108	0.0402174	23.0974	37.5799	0.355108	38.3292	0.968323	0.0129545	0.000451421	0.000208517	0.000396925	9.21814e-05	0.00027173	0.0129067	0.00416626	0.000287688	0.503513	0.83505	0.316801	0.0455293	0.36581	0.0861839	0.0101277	9.85813	0.0335835	0.983011	0.951873	109.864	5.97061	0.00460676	0.000263389
3	1294.12	10.3632	1.79655	14.4716	3.62964	8.26188	0.0147309	96.0887	9.25279	7.01362	1.96055	0.301815	0.666457	0.769279	18.9931	6.54949	0.107199	0.161938	7.25616	8.93459	33.3297	0.288278	30.2923	0.0964953	0.275509	0.121038	0.0286794	0.339934	0.170127	0.015026	18.9931	33.3297	0.288278	30.2923	0.953994	0.0220659	0.000573484	0.000110754	0.00109572	6.04941e-05	0.000423135	0.0180718	0.00395371	0.000268037	0.769279	0.972273	0.161894	0.0286716	0.339841	0.170081	0.00702868	12.0952	0.0146094	0.989228	0.943717	111.653	6.52477	0.00441234	0.00024084
4	32.2613	13.5549	4.35128	17.1109	3.77177	6.66081	0.0196826	89.5425	10.5178	9.60022	2.37095	0.349905	0.609894	0.581678	18.2553	4.81305	0.592657	0.436894	6.58202	6.59621	41.27	0.334515	46.4908	0.0737741	0.265128	0.150132	0.0222292	0.257236	0.164536	0.0381783	18.2553	41.27	0.334515	46.4908	0.944284	0.0384277	0.000411546	0.00031896	0.000612699	0.00019774	0.000390937	0.0111206	0.00398719	0.000264469	0.581678	0.725333	0.436722	0.0222204	0.257135	0.164471	0.00925481	12.3474	0.027692	1.11747	1.05521	134.139	7.34656	0.00455465	0.000241001
5	668.979	19.3121	3.14105	17.3799	4.03413	9.97234	0.0145538	90.6012	5.65779	5.75298	2.34889	0.231616	0.637493	0.597505	16.6313	4.70937	0.66651	0.110582	6.68509	8.24365	29.3543	0.294972	53.8992	0.051781	0.247885	0.100277	0.0256656	0.271402	0.154331	0.018123	16.6313	29.3543	0.294972	53.8992	0.935981	0.0392713	0.000924957	0.000115	0.00175262	6.62253e-05	0.000567332	0.0175199	0.00386468	0.000255526	0.597505	0.709462	0.110582	0.0256656	0.271402	0.154331	0.00615285	12.448	0.0128576	1.13029	1.05793	128.91	7.06608	0.00439177	0.000227264
6	142.203	7.47352	3.11269	7.39376	4.42727	6.45966	0.018303	94.1411	10.5652	11.6812	1.56051	0.598544	0.749814	0.597644	20.9828	3.53156	0.400406	0.277704	3.32833	8.68474	48.0751	0.292169	37.2775	0.133806	0.225873	0.154807	0.0384204	0.480493	0.160323	0.065172	20.9828	48.0751	0.292169	37.2775	0.975365	0.00619594	0.000538955	0.000206906	0.000622618	7.26692e-05	0.000356259	0.0121833	0.00426267	0.000263834	0.597644	0.813741	0.277529	0.0383962	0.48019	0.160222	0.0084993	5.28802	0.0530331	1.04869	1.02285	122.924	6.31784	0.0048035	0.000237649
7	87.3616	13.6315	3.46638	17.1147	4.36775	5.51655	0.0170456	107.925	11.9193	4.16825	1.86299	0.526236	0.604709	0.541276	20.1903	6.37632	0.545834	0.280713	3.38312	7.01229	38.3849	0.449016	25.133	0.0733595	0.228951	0.181273	0.0763437	0.324591	0.212181	0.0367146	20.1903	38.3849	0.449016	25.133	0.960914	0.0196023	0.000410076	0.000158389	0.000382687	6.9339e-05	0.000287175	0.0136777	0.00427938	0.000260504	0.541276	0.715304	0.27942	0.075992	0.323095	0.211204	0.00847081	12.789	0.0262621	0.940736	0.903966	110.455	5.46599	0.00472662	0.000242806
8	194.897	12.2879	2.63763	7.70209	4.03551	5.08779	0.0125299	105.729	11.9524	4.71166	2.73411	0.645491	0.602334	0.622225	21.4014	3.04148	0.407046	0.163541	3.03878	10.4397	31.2262	0.353453	58.1908	0.0813809	0.2478	0.196549	0.0825189	0.220303	0.145446	0.0673095	21.4014	31.2262	0.353453	58.1908	0.969388	0.00592484	0.000551866	0.00010713	0.000505739	7.4415e-05	0.000297175	0.0176965	0.00529406	0.000253256	0.622225	0.824379	0.162904	0.0821977	0.219446	0.14488	0.00740811	5.82104	0.0554885	0.969995	0.940302	123.767	5.14573	0.00571656	0.000228983
9	82.4284	7.01436	3.0578	18.6364	4.23999	6.33536	0.0214769	95.4265	11.3232	5.47065	1.73829	0.686155	0.689531	0.756694	17.8705	5.22074	0.803305	0.26794	6.49447	6.96405	37.7807	0.459415	37.7588	0.142565	0.23585	0.157844	0.0864843	0.396672	0.178606	0.0258986	17.8705	37.7807	0.459415	37.7588	0.972698	0.0127251	0.000442813	0.000161663	0.000432414	6.66535e-05	0.000389796	0.00834322	0.00452618	0.00025382	0.756694	0.799348	0.267631	0.0863844	0.396214	0.1784	0.00803121	16.1852	0.020702	1.00476	0.97733	135.047	6.66328	0.0049252	0.000231845
