Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	2215.81	8.94539	2.30773	12.7688	4.1249	12.1911	0.00515743	95.6506	5.95992	9.89225	1.35976	0.357815	0.128332	0.670409	0.610346	16.1711	3.18311	0.172079	0.327236	5.71884	9.11633	33.881	0.585708	54.6929	0.111789	0.24243	0.0820271	0.00869721	0.493035	0.242389	0.0148249	16.1711	33.881	0.585708	54.6929	0.854146	0.0778431	0.00100562	0.000489141	0.00177746	0.000103939	0.000824023	0.0567388	0.00778924	0.000154128	0.610346	0.918549	0.327236	0.00869721	0.493035	0.242389	0.00151784	10.7075	0.0136174	1.12226	0.958576	45.3347	1e-15	0.00642939	0
1	897.127	12.6084	3.07477	19.2167	4.05753	16.7965	0.00703941	97.0318	6.00868	7.61349	1.80022	0.462541	0.263504	0.603002	0.759473	17.7987	3.41224	0.62465	0.460944	2.77677	9.16275	43.7064	1.45875	57.722	0.0793122	0.246455	0.0595362	0.02087	0.33496	0.220527	0.0095261	17.7987	43.7064	1.45875	57.722	0.730094	0.217608	0.000655896	0.000560853	0.00109726	0.000134082	0.00114783	0.0393158	0.00787695	0.00014132	0.759473	0.842097	0.460944	0.02087	0.33496	0.220527	0.00102014	21.3371	0.0080219	1.33357	0.97363	60.0584	1.05047	0.00910241	0.000130516
2	582.78	17.3335	3.18827	14.3742	4.9436	16.2443	0.0101471	97.8323	5.82501	7.31122	1.63506	0.213539	0.615001	0.6828	0.640906	19.6038	1.51458	0.625951	0.226956	4.50017	9.80442	23.2986	0.797227	69.4616	0.0576918	0.202282	0.0615601	0.0574354	0.417599	0.193999	0.0136543	19.6038	23.2986	0.797227	69.4616	0.91447	0.0591241	0.000592682	0.000174004	0.000799475	4.5348e-05	0.00105519	0.0160667	0.00762453	0.000157937	0.640906	0.756942	0.226956	0.0574354	0.417599	0.193999	0.00120603	13.3275	0.0103355	1.07315	0.981363	57.562	1.14137	0.00863051	0.000145376
3	611.327	7.18762	3.42027	13.9867	3.05521	17.6277	0.00909307	100.622	5.4736	7.09809	1.27467	0.0723556	0.391655	0.614239	0.463039	21.8604	1.74996	0.365214	0.253715	3.70031	6.91756	25.8847	0.672708	53.5418	0.139128	0.32731	0.0567289	0.0338922	0.481881	0.302636	0.0138723	21.8604	25.8847	0.672708	53.5418	0.944896	0.0269624	0.000354775	0.000120613	0.00120601	4.67642e-05	0.00112352	0.0184005	0.00721141	0.00016519	0.463039	0.754882	0.253715	0.0338922	0.481881	0.302636	0.00121129	11.5286	0.010472	1.0372	0.980043	56.2674	1.21688	0.00834851	0.000155725
4	424.957	9.64725	3.499	12.4209	3.33653	18.4437	0.00843314	95.4923	4.83246	6.17954	2.6821	0.278565	0.428494	0.674705	0.676115	17.1034	3.5708	0.614412	0.400718	8.03375	5.77519	38.5539	0.748292	41.3664	0.103656	0.299713	0.0542191	0.0467846	0.251558	0.121284	0.0152736	17.1034	38.5539	0.748292	41.3664	0.928722	0.0453448	0.000278284	0.000186078	0.000618641	0.000109013	0.0010981	0.015981	0.00725736	0.000117285	0.676115	0.786254	0.400718	0.0467846	0.251558	0.121284	0.00084749	11.4083	0.012009	1.00826	0.93639	50.643	0.841238	0.00823669	0.000111852
5	357.35	17.0833	3.49803	9.19051	4.04975	8.78718	0.00773779	96.4054	5.95735	7.17641	2.55971	0.544787	0.406951	0.710703	0.51641	14.3879	1.27804	0.290658	0.477835	2.43287	3.61018	36.8776	0.671865	49.1423	0.0585367	0.246929	0.113802	0.0403017	0.27765	0.113019	0.0433146	14.3879	36.8776	0.671865	49.1423	0.882581	0.0660242	0.000625558	0.00057245	0.000459709	0.000165231	0.00056169	0.040027	0.00781983	0.000137429	0.51641	0.825239	0.477835	0.0403017	0.27765	0.113019	0.00187989	7.73213	0.0357449	1.11718	0.986	57.0215	0.937483	0.00847392	0.000133612
6	1373.34	7.51537	3.31168	14.1443	5.00666	15.0001	0.00829024	100.956	6.194	10.386	2.99875	0.326886	0.569691	0.652814	0.450752	19.4471	5.6396	0.411177	0.213486	6.7253	7.69725	42.2969	0.742505	57.5309	0.133061	0.199734	0.0666662	0.035808	0.217695	0.115777	0.0156089	19.4471	42.2969	0.742505	57.5309	0.908154	0.0442475	0.00125653	0.000341064	0.00154127	0.000134787	0.0011314	0.035446	0.00770498	0.000177056	0.450752	0.720621	0.213486	0.035808	0.217695	0.115777	0.00136158	12.1439	0.0112481	1.23248	1.11929	72.4269	1.29604	0.00865124	0.000165495
7	3486.05	15.8682	3.77465	15.3523	4.01339	12.2919	0.00564867	102.951	5.96474	9.40259	2.69235	0.405001	0.0969116	0.73853	0.246544	20.0625	4.65244	0.291998	0.431646	3.59754	7.74891	29.297	0.929952	55.6536	0.0630191	0.249166	0.0813544	0.00761196	0.274307	0.0971159	0.0200025	20.0625	29.297	0.929952	55.6536	0.737672	0.148488	0.000640168	0.000486187	0.00111098	0.00019586	0.000785902	0.104904	0.0080471	0.000150178	0.246544	0.664407	0.431646	0.00761196	0.274307	0.0971159	0.00127029	14.542	0.0132898	1.28142	0.945264	55.1068	0.907555	0.00895258	0.000142334
8	1592.24	17.2139	2.51118	9.9629	3.44992	17.6888	0.0061824	100.713	5.61219	6.42382	1.33334	0.24672	0.287141	0.629504	0.593481	20.4071	3.86145	0.270952	0.348261	5.43629	3.24238	37.467	1.52867	71.0877	0.0580926	0.289862	0.0565329	0.0281385	0.472126	0.277871	0.0142493	20.4071	37.467	1.52867	71.0877	0.85609	0.105421	0.000517372	0.000276461	0.00128512	8.02081e-05	0.00123794	0.028133	0.00768336	0.000120181	0.593481	0.868169	0.348261	0.0281385	0.472126	0.277871	0.000813496	11.4758	0.0123708	1.22693	1.05036	64.9039	0.884007	0.0088467	0.000116929
9	85.864	10.539	3.56201	14.7421	4.90446	11.5539	0.0120872	96.5924	6.62926	2.7813	2.35305	0.199013	0.652583	0.635966	0.746935	13.1375	1.24309	0.240811	0.285091	4.23144	8.83839	43.197	0.383183	64.2292	0.0948857	0.203896	0.0865509	0.149218	0.270273	0.154707	0.0209126	13.1375	43.197	0.383183	64.2292	0.963878	0.0169995	0.000385431	0.000153702	0.000271543	5.96248e-05	0.000672545	0.0094788	0.00777711	0.000155832	0.746935	0.932149	0.285091	0.149218	0.270273	0.154707	0.00168277	12.4409	0.0194936	0.98769	0.952012	50.7033	1.03788	0.00843256	0.000145648
