"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_TStartTesting.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",20.1881,7.00051,2.47193,7.00553,2.00245,5.00006,0.00406545,90.2843,7.16641,2.89008,1.00004,0.200019,0.600014,0.182122,16.3189,2.81058,0.00159973,0.0500034,1.00002,2.25322,29.0759,0.251323,12.4118,4.00002,8.00001,-59.18869,-988.0923,-1034.031
"1st Qu.",184.3635,9.6220675,3.47312,10.525625,3.10858,5.425505,0.0082110025,112.08025,11.743025,7.142435,1.463935,0.28084325,0.65968,0.295284,19.9971,3.66792,0.141331,0.128461,2.115015,9.8309325,49.703275,0.51045475,39.839225,4.091915,11.380875,-51.142175,-972.9568,-1022.10275
"Median",313.31,12.4168,3.78228,13.0661,3.69887,5.936635,0.009785635,117.7435,12.6957,8.68148,1.85186,0.3705835,0.713351,0.3361115,21.1544,4.39069,0.231255,0.177238,2.919885,11.157,54.29305,0.566324,47.49265,4.209965,15.3777,-49.64129,-970.374,-1019.97
"Mean",401.818011235955,12.9315978729713,3.75995355337079,13.1754670411985,3.7457026170412,6.18388930087391,0.00998415085049938,117.91726613608,12.4235940433833,8.52352001404494,1.90048475343321,0.393315610799001,0.719554247191011,0.347169950218477,20.9886873751561,4.46974153401997,0.25412822951623,0.185859476779026,3.24752897315855,11.0334859706617,54.3147626872659,0.555532116416979,47.2401542446941,4.28474356741573,17.6568540917603,-49.6338825374532,-970.613460955056,-1020.24734456929
"3rd Qu.",516.364,16.038775,4.09083,15.72585,4.3258975,6.6824875,0.0115559,124.14525,13.384025,10.054525,2.31329,0.48374225,0.7689945,0.39158325,22.16695,5.1948675,0.3423385,0.2322165,3.97133,12.5712,58.998075,0.61274125,54.552825,4.406685,22.23855,-48.1558175,-967.948075,-1018.0745
"Max.",2888.11,20.9988,4.49999,19.9987,6.83856,12.6505,0.0216948,141.898,13.9998,11.9961,2.99964,0.798356,0.949026,0.613394,23.4989,6.87851,0.891838,0.533048,13.9139,13.9997,70.6783,0.657997,69.8332,6.36677,39.9918,-42.09587,-960.4592,-1011.562
"rhat.vec",1.01254885184953,0.999981695751704,1.00256836129528,1.00087688512263,1.01430829632823,1.00827374971311,1.00255956768249,1.01492617303086,1.00338831196003,1.00095804598076,1.00042997683422,1.00551564513645,0.999904525512303,1.02294377347441,1.00442758637225,1.00023474677046,1.0203136382933,1.00574551888106,1.00392873817831,1.00905494216118,0.99988569667516,1.00139249475491,1.00009825919071,1.00007376987266,1.00030979490374,1.00922578177538,1.00959857390411,1.00337427891424
