"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 1573.81 11.2881 2.95637 10.6428 5.5606 9.07581 0.0219803 105.912 11.9374 10.9776 1.00733 0.20654 0.678789 0.507637 18.4542 3.4264 0.677182 0.344785 3.26255 11.9983 31.7462 0.272431 48.7722 4.00387 8.53754 -49.85828 -753.5781 -803.4363
66300 987.879 11.2883 2.44138 12.8764 4.22472 14.4408 0.0351789 97.0257 10.4488 10.239 1.31893 0.599587 0.624551 0.655191 19.4372 4.16026 0.39253 0.203445 5.56742 13.8421 46.26 0.757371 48.6708 4.00794 8.03666 -48.93615 -754.8302 -803.7664
200000 945.5 8.97192 2.03689 12.5806 4.38842 11.6388 0.0364082 108.409 12.4835 7.21477 1.28141 0.589365 0.617864 0.739477 17.86 3.73036 0.340486 0.30739 3.52809 11.8911 37.1864 0.552648 47.0069 4.03269 8.24791 -48.12687 -757.8552 -805.982
161800 2245.93 8.81796 2.50827 11.5739 3.38594 14.6451 0.0281544 105.629 11.3346 8.53094 1.4508 0.292458 0.748984 0.582129 17.2932 3.79632 0.761232 0.0955436 5.74765 11.2453 36.7493 0.310087 43.926 4.01411 8.48134 -47.765 -754.1548 -801.9198
170600 3072.79 10.5276 2.38357 12.6164 5.08156 23.0988 0.0353351 102.222 9.88481 11.7707 2.89718 0.421234 0.637586 0.601628 17.6546 6.10647 0.582835 0.264733 5.18371 8.6232 37.781 0.507505 43.0453 4.0694 8.54094 -50.65729 -755.5325 -806.1898
168200 789.428 15.5043 2.72806 7.67503 4.03132 24.5043 0.049853 95.4849 11.1693 3.71539 1.47578 0.319788 0.664571 0.754845 18.6346 6.18757 0.366558 0.105664 13.2456 11.8498 37.4803 0.739304 42.491 4.03137 8.32737 -53.50022 -755.0389 -808.5391
67100 1672.78 15.144 2.9988 9.43928 3.22178 16.3525 0.0283091 110.456 12.7034 6.58245 1.53807 0.298799 0.683647 0.47777 19.9264 4.32002 0.591851 0.0867244 5.06475 13.1217 50.5915 0.408513 31.2663 4.03988 8.08378 -51.66333 -751.4627 -803.126
106100 734.861 18.8484 2.56335 19.4936 3.17127 12.0159 0.0323414 99.6123 11.867 9.32329 2.44646 0.593626 0.692696 0.586839 16.8022 4.23255 0.277117 0.278882 9.90807 13.101 42.5358 0.718803 38.3059 4.10704 8.35183 -49.19522 -759.4743 -808.6695
168900 532.587 15.6973 3.0354 13.4191 3.81719 12.8234 0.0323908 101.733 12.1441 6.16907 2.72385 0.291472 0.843293 0.63027 19.6035 4.93549 0.811932 0.261954 4.72233 10.8324 37.9927 0.729208 46.5851 4.19373 8.22752 -48.17896 -758.6263 -806.8052
47000 946.413 13.7555 2.84439 17.178 3.75764 8.8585 0.0176098 108.555 11.4419 9.34015 2.37063 0.428036 0.682508 0.474556 18.8641 4.39133 0.466878 0.0677276 3.45409 11.7758 34.8139 0.271619 47.8527 4.02878 8.74314 -45.10866 -754.8802 -799.9889
64700 998.28 17.6207 3.62429 18.9706 4.79078 20.4065 0.0324401 98.7753 9.71518 11.9569 1.30168 0.495361 0.659981 0.603488 17.4044 4.44372 0.757086 0.364608 8.64107 7.96884 42.8012 0.492435 39.9069 4.04578 9.21097 -50.43489 -760.6565 -811.0914
108800 2024.39 9.05641 2.47202 13.4495 4.58023 13.6547 0.0284823 108.461 12.4543 8.98741 2.25698 0.42742 0.762073 0.550331 16.5429 4.46957 0.480912 0.227497 7.45969 12.7481 37.0059 0.600095 43.9468 4.02617 8.38198 -47.50363 -754.2758 -801.7794
85300 1389.74 19.8217 3.20373 12.844 4.98259 17.5618 0.0414249 112.329 13.117 7.64303 1.02868 0.576883 0.656229 0.404979 18.403 5.69979 0.293966 0.155381 7.92501 13.7604 51.4118 0.518643 38.8182 4.01311 8.0217 -52.21281 -751.8348 -804.0476
78100 1101.88 13.4225 2.679 10.353 4.20785 12.8493 0.0286954 103.488 12.4017 10.7414 1.57356 0.426423 0.683101 0.54447 19.7335 6.25756 0.373624 0.291967 7.91426 12.7854 44.1818 0.389918 35.2709 4.01683 8.52797 -48.8268 -753.7805 -802.6073
