Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	228.903	8.61552	3.3065	14.6418	2.61035	5.92441	0.00440975	166.819	30.4325	4.7685	1.19415	0.139001	0.699771	0.703825	0.255422	21.6507	4.38941	0.175522	0.221372	2.42191	10.0215	39.142	0.863685	53.8795	0.11607	0.38309	0.168793	0.103285	0.589394	0.248022	0.0381179	21.6507	39.142	0.863685	53.8795	0.884254	0.058894	0.00345122	0.000695875	0.00404149	0.000336621	0.002175	0.0381518	0.00692426	0.000139129	0.255422	0.786975	0.170982	0.0797747	0.455231	0.191565	0.00194855	13.1557	0.0299978	1.40267	1.24032	273.851	1e-15	0.00270506	0
1	731.365	15.118	3.80956	12.1613	4.76542	7.12039	0.00407527	173.943	27.4408	4.68431	2.60996	0.138617	0.806428	0.673281	0.118159	22.7308	5.13801	0.159156	0.498114	3.66304	11.2523	34.5865	1.27542	60.5126	0.0661463	0.209845	0.140442	0.115909	0.257966	0.125182	0.0439938	22.7308	34.5865	1.27542	60.5126	0.79986	0.141734	0.00355462	0.00197916	0.0026585	0.00115112	0.0025045	0.0390226	0.00686494	0.000116209	0.118159	0.711832	0.37328	0.0868604	0.193316	0.0938093	0.00117586	15.115	0.0313162	1.417	1.1334	784.422	2.96252	0.00867936	8.97259e-05
2	3767.26	16.1863	3.41796	14.1547	2.4508	14.085	0.00599265	172.917	24.9268	3.66162	2.71919	0.350824	0.396855	0.94941	0.0902717	20.1063	4.67642	0.190561	0.337105	7.20072	13.6934	48.4708	1.76699	40.5795	0.0617806	0.40803	0.0709975	0.102899	0.349152	0.0186048	0.0171439	20.1063	48.4708	1.76699	40.5795	0.674844	0.268147	0.00180347	0.00062017	0.00308504	0.000558822	0.00380024	0.0396036	0.00567288	0.000116696	0.0902717	0.632367	0.261855	0.0799296	0.271212	0.0144517	0.000671576	22.3837	0.0108412	1.65557	1.11725	680.265	2.39602	0.00792266	8.92809e-05
3	735.132	13.1345	3.72914	8.343	3.40765	7.158	0.00357064	179.394	24.0175	4.29813	1.07136	0.291406	0.722953	0.740994	0.219543	21.3408	4.9181	0.330874	0.16646	7.55949	12.2043	34.0426	0.939429	56.4392	0.0761354	0.293457	0.139704	0.124636	0.691639	0.241754	0.0624446	21.3408	34.0426	0.939429	56.4392	0.879574	0.0414817	0.00433041	0.000579384	0.00359511	0.000169533	0.0023225	0.0591071	0.00660318	0.000127831	0.219543	0.605516	0.122489	0.0917136	0.508941	0.177895	0.00114684	7.9486	0.0378112	1.35766	1.19416	650.852	2.7061	0.0068505	0.000101533
4	2741.54	15.6517	3.56215	7.04704	4.64576	10.4455	0.00313704	160.635	32.5716	11.3376	2.02603	0.0443164	0.826767	0.738902	0.129928	19.6138	3.57316	0.130874	0.0597813	6.49434	13.1628	35.4714	1.07674	60.623	0.0638908	0.21525	0.095735	0.0538826	0.364704	0.128872	0.0483923	19.6138	35.4714	1.07674	60.623	0.866173	0.0385855	0.0140385	0.000678188	0.0152058	0.000315071	0.00461163	0.0529182	0.00794125	0.000131793	0.129928	0.765608	0.0472911	0.0426248	0.288506	0.101946	0.000923196	7.51757	0.0370496	1.95567	1.69395	977.034	3.08205	0.00920123	9.34885e-05
5	1471	17.4894	3.93204	9.44119	3.709	9.42624	0.0028144	164.449	34.7181	4.44212	2.09601	0.516189	0.411037	0.608599	0.242196	22.4133	2.96216	0.411048	0.263032	2.1433	8.54692	46.8772	1.07539	25.5874	0.0571775	0.269614	0.106087	0.0563147	0.290361	0.186736	0.0441827	22.4133	46.8772	1.07539	25.5874	0.723906	0.174298	0.00533041	0.00128379	0.00430896	0.000446648	0.00207986	0.0755063	0.00616865	8.57801e-05	0.242196	0.558294	0.199256	0.0426603	0.219958	0.141459	0.000857706	9.98057	0.024667	1.60041	1.15854	494.5	2.38951	0.00794928	7.21737e-05
6	1473.13	9.27692	3.49944	17.2575	3.99636	6.52513	0.00337946	162.721	27.2016	7.04523	1.82791	0.432445	0.360037	0.812699	0.164803	22.7392	3.21088	0.25749	0.453842	4.50153	11.6579	32.7749	1.18744	51.2035	0.107794	0.250228	0.153254	0.0415319	0.444606	0.102467	0.0310765	22.7392	32.7749	1.18744	51.2035	0.718045	0.187386	0.00313457	0.00177732	0.00232648	0.000554156	0.0016005	0.0763362	0.0063156	0.000108059	0.164803	0.628603	0.372229	0.0340633	0.364654	0.0840409	0.00125315	19.9591	0.0195347	1.43229	1.02845	498.521	2.50353	0.00767748	8.73713e-05
7	2723.19	7.47708	3.33288	18.9296	4.50221	6.41401	0.00152195	157.22	35.5344	11.1384	1.31823	0.405956	0.384904	0.6248	0.211664	20.5546	2.89486	0.2229	0.203542	8.2597	13.4894	33.2436	1.41402	80.6482	0.133742	0.222113	0.155909	0.0215909	0.473969	0.284624	0.0274504	20.5546	33.2436	1.41402	80.6482	0.487807	0.30482	0.0213965	0.00396643	0.0142755	0.000851342	0.00282045	0.144925	0.00808844	0.000107635	0.211664	0.707435	0.160512	0.0170264	0.373769	0.224453	0.00130795	25.108	0.0194194	2.47182	1.20577	886.13	2.93479	0.0093043	7.1073e-05
8	788.597	8.96183	4.23757	10.7827	3.11466	8.9024	0.00334511	159.226	32.4241	7.88112	1.94373	0.464895	0.701757	0.672384	0.218139	21.5933	4.60189	0.44721	0.223883	2.00171	12.5449	40.754	1.14339	41.4417	0.111584	0.321062	0.112329	0.059871	0.345925	0.16855	0.0441451	21.5933	40.754	1.14339	41.4417	0.792257	0.116623	0.0052272	0.00111312	0.00480958	0.000436184	0.00227621	0.0650131	0.00599847	9.74274e-05	0.218139	0.506145	0.178912	0.0478449	0.27644	0.134694	0.00103737	11.9916	0.0223438	1.64548	1.30364	604.59	2.31479	0.00792661	7.4248e-05
9	1016.24	13.8348	4.23376	7.34401	2.28538	10.4354	0.00525223	155.785	29.2886	6.33654	1.89428	0.497551	0.395323	0.811813	0.0109092	22.8059	4.06005	0.0633873	0.23524	3.58157	12.7933	21.0254	0.90471	77.0277	0.0722815	0.437564	0.0958277	0.0506473	0.42856	0.0993449	0.0552438	22.8059	21.0254	0.90471	77.0277	0.756432	0.135202	0.00618038	0.00149533	0.00762585	0.000684494	0.00372772	0.0708155	0.00638293	0.000146287	0.0109092	0.750967	0.19722	0.0424615	0.359295	0.0832885	0.00125405	6.65183	0.0414863	1.95515	1.47894	935.595	3.60567	0.00919148	0.000104053
