Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	7480.79	10.5153	4.22729	16.2112	3.07499	6.15987	0.00770884	113.265	13.5345	11.1307	1.73618	0.389218	0.83559	0.320919	15.6861	2.82767	0.376725	0.0640161	6.10067	11.5229	37.3252	0.450334	54.0624	0.0950995	0.325204	0.162341	0.0292189	0.481281	0.0946964	0.0423326	15.6861	37.3252	0.450334	54.0624	0.942329	0.0116052	0.0017614	0.000118396	0.00255038	6.38722e-05	0.000513923	0.0375549	0.00344545	0.0002465	0.320919	0.651699	0.063192	0.0288427	0.475085	0.0934774	0.00671297	10.1601	0.0275881	1.37347	1.29426	1198.99	1e-15	0.00102916	0
1	8311.83	7.82147	3.49594	12.0417	4.29878	5.35974	0.00890854	113.42	12.8664	6.12368	1.34252	0.353837	0.765252	0.299938	17.297	3.98835	0.109115	0.106154	2.86154	10.4682	40.8275	0.400827	40.6956	0.127853	0.232624	0.186576	0.0442176	0.570012	0.174856	0.0541667	17.297	40.8275	0.400827	40.6956	0.958032	0.00631006	0.00161224	0.000188309	0.00146306	5.73714e-05	0.00043609	0.0283554	0.00353282	0.000223394	0.299938	0.876872	0.105047	0.0437566	0.564069	0.173033	0.00688266	6.99071	0.0474973	1.29013	1.23599	3625.84	88.9217	0.00401617	0.000196
2	3195.74	16.5052	3.66744	7.78208	3.43961	5.34282	0.00849202	110.013	13.6446	11.3205	1.56072	0.498437	0.679194	0.30874	17.5911	4.63949	0.103601	0.211187	2.16133	7.95563	39.2964	0.338928	37.838	0.060587	0.290731	0.187167	0.0299046	0.43518	0.20555	0.0882057	17.5911	39.2964	0.338928	37.838	0.958262	0.0117559	0.000994989	0.000261767	0.00122878	0.00011655	0.000403535	0.0235041	0.00337552	0.000177297	0.30874	0.885363	0.208963	0.0295897	0.430598	0.203386	0.00658366	4.22588	0.0780941	1.20437	1.1541	3362.41	88.3665	0.00387944	0.000157799
3	4908.28	8.99742	4.28484	15.4906	4.5449	6.55522	0.0114703	109.248	13.3933	6.12055	1.5175	0.306328	0.70557	0.231201	17.7942	3.91808	0.0727713	0.21368	6.50588	9.55482	33.5935	0.312328	36.612	0.111143	0.220027	0.15255	0.0353131	0.464956	0.194023	0.0421968	17.7942	33.5935	0.312328	36.612	0.962348	0.0121309	0.00096081	0.000256677	0.00105964	8.4875e-05	0.000440862	0.0193738	0.00327028	0.000197925	0.231201	0.898911	0.211726	0.0349902	0.460703	0.192249	0.00613988	7.30101	0.0379311	1.16402	1.12019	2897.77	92.4871	0.00367778	0.000173733
4	2803.71	17.17	4.19435	8.04512	4.2047	5.39813	0.00917196	107.857	12.9655	7.34	1.55264	0.409741	0.626444	0.334993	18.1196	4.29875	0.317189	0.183611	2.78923	9.19214	34.2237	0.430289	48.7718	0.0582411	0.237829	0.185249	0.03497	0.40347	0.240594	0.0965804	18.1196	34.2237	0.430289	48.7718	0.95396	0.0138284	0.00142695	0.000317024	0.00139655	0.000113751	0.00043414	0.0246942	0.00369263	0.000207475	0.334993	0.706881	0.182316	0.0347234	0.400624	0.238897	0.00725761	4.99713	0.0682709	1.26816	1.20977	3596.69	99.8989	0.0042034	0.000181438
5	1147.34	16.7407	4.19244	13.8039	3.71729	5.15133	0.00874092	93.5573	12.0501	10.5604	2.02858	0.23909	0.728652	0.388528	18.3208	3.00391	0.338266	0.202233	3.14523	6.38801	48.3124	0.334665	32.8278	0.0597347	0.269013	0.194125	0.0164969	0.359193	0.133763	0.0589584	18.3208	48.3124	0.334665	32.8278	0.945879	0.0263168	0.00135985	0.000343831	0.00152725	0.000177551	0.000382846	0.0204038	0.00346181	0.000175941	0.388528	0.726299	0.201932	0.0164723	0.358659	0.133564	0.00844949	8.18801	0.0428214	1.3287	1.25679	3423.02	105.73	0.00394502	0.00015711
6	6525.52	17.5266	3.82263	19.4285	4.10391	5.82099	0.0104168	115.235	13.141	6.41622	1.24562	0.442497	0.724939	0.254405	18.1252	3.73694	0.137306	0.122542	4.4226	11.3842	30.7859	0.404076	40.6267	0.0570561	0.24367	0.171792	0.0499957	0.58199	0.220823	0.0338007	18.1252	30.7859	0.404076	40.6267	0.949114	0.0196375	0.00122562	0.000167588	0.00125953	5.04949e-05	0.000462918	0.0246352	0.0033839	0.000228426	0.254405	0.828658	0.120933	0.0493393	0.574349	0.217923	0.00654565	10.7961	0.0280092	1.20209	1.14092	3430.74	95.0374	0.0038109	0.000197345
7	5062.87	9.31121	3.49272	18.1057	3.80971	6.95669	0.0123988	98.676	13.3875	7.91233	1.98279	0.318133	0.734128	0.317026	17.8991	3.86609	0.0292166	0.238984	10.2166	10.3279	30.8341	0.404221	40.6648	0.107397	0.262487	0.143747	0.0295173	0.37025	0.13409	0.0277297	17.8991	30.8341	0.404221	40.6648	0.950374	0.0264319	0.00106295	0.000331331	0.00143995	0.000166357	0.000603481	0.0157883	0.00373386	0.000196268	0.317026	0.966994	0.237989	0.0293943	0.368708	0.133531	0.00611035	10.7385	0.0268145	1.26728	1.20439	3769.16	115.117	0.00414535	0.000162236
8	3757.11	9.2643	3.17218	14.4382	2.31301	5.60622	0.0112174	111.958	13.4403	3.99522	1.12882	0.289828	0.731963	0.340336	17.3111	4.30395	0.0912189	0.131022	5.48069	11.7354	35.9256	0.354707	32.7478	0.107941	0.432337	0.178373	0.0530993	0.648432	0.237449	0.0391899	17.3111	35.9256	0.354707	32.7478	0.965002	0.00838213	0.000568135	8.43241e-05	0.00101672	4.11126e-05	0.000402011	0.0208793	0.00349572	0.000223983	0.340336	0.906361	0.129535	0.0524967	0.641074	0.234754	0.00710719	8.2922	0.0355202	1.11053	1.07166	3026.49	95.2277	0.00383857	0.000192888
9	4733.91	9.11283	4.43253	15.4216	4.50385	5.74429	0.00781774	103.646	13.5234	11.3952	2.28619	0.204419	0.807723	0.308795	17.8297	3.30784	0.355047	0.175718	6.3257	10.1953	32.6879	0.466674	54.4503	0.109735	0.222032	0.174086	0.0144898	0.353305	0.0841037	0.0500364	17.8297	32.6879	0.466674	54.4503	0.938299	0.0229164	0.00206151	0.000434717	0.0020897	0.000207269	0.000484306	0.0298847	0.00354868	0.000193686	0.308795	0.658884	0.174604	0.0143979	0.351065	0.0835705	0.00693432	9.73662	0.0329682	1.4057	1.31896	3854.47	98.369	0.00405398	0.000164182
10	5419.51	7.96377	3.94141	14.6867	4.83669	5.35725	0.00950963	116.116	13.3448	6.47174	1.32588	0.591554	0.601732	0.244068	17.9057	3.80539	0.0318608	0.220955	2.50916	10.6953	38.0019	0.432851	50.4272	0.125569	0.206753	0.186663	0.0550017	0.453836	0.30038	0.050094	17.9057	38.0019	0.432851	50.4272	0.958641	0.0102829	0.00122946	0.000339016	0.000951127	9.09306e-05	0.000419019	0.0242783	0.00370082	0.000204869	0.244068	0.956061	0.217651	0.0541792	0.447049	0.295888	0.00596765	8.39013	0.0478929	1.30529	1.25131	3511.63	76.5896	0.0041998	0.000181322
11	3109.37	14.4846	4.24199	13.3931	3.7039	5.38697	0.00743853	107.823	13.4348	6.86997	2.63834	0.270651	0.644099	0.297766	17.7406	3.7318	0.241584	0.173665	1.83245	9.50894	36.01	0.355707	40.9708	0.0690388	0.269986	0.185633	0.0253751	0.24413	0.134896	0.0587955	17.7406	36.01	0.355707	40.9708	0.93983	0.0217937	0.00152412	0.000315996	0.00177105	0.000214515	0.000446982	0.0303797	0.0036098	0.000192727	0.297766	0.746271	0.172215	0.0251632	0.242092	0.133769	0.00682572	7.33347	0.0438774	1.26359	1.18756	3743.98	95.5582	0.00416912	0.000166719
12	5023.17	14.8755	4.22394	14.3432	4.2236	5.86327	0.00800633	99.3513	9.67153	7.57809	1.58514	0.260986	0.691323	0.287084	15.9061	2.8294	0.15129	0.191159	3.91503	6.80219	38.9801	0.298062	35.5537	0.0672246	0.236765	0.170553	0.0238089	0.436127	0.194732	0.0502264	15.9061	38.9801	0.298062	35.5537	0.948203	0.0206473	0.00127289	0.000300489	0.00141769	0.000109701	0.000417516	0.0238917	0.00369819	0.000169223	0.287084	0.827946	0.191055	0.0237958	0.435889	0.194625	0.00612004	7.16554	0.0415847	1.24028	1.17604	3129.63	88.7525	0.00415752	0.000152909
13	924.43	20.3063	4.39876	9.14173	4.18076	5.68803	0.0114623	90.2009	13.1075	4.92559	2.33562	0.218084	0.803444	0.513023	17.7981	4.05208	0.763126	0.220607	5.23644	6.31882	36.1467	0.417704	47.8252	0.0492458	0.239191	0.175808	0.0355731	0.343996	0.0841558	0.0845941	17.7981	36.1467	0.417704	47.8252	0.962481	0.0188441	0.000940209	0.000265187	0.000973142	0.000141846	0.000410783	0.01214	0.00366823	0.000159312	0.513023	0.600894	0.220178	0.0355039	0.343327	0.0839921	0.00679738	6.54946	0.0508321	1.22861	1.18252	3153.8	97.3004	0.00406661	0.00014273
14	6115.72	8.06304	3.74698	10.3786	5.07192	5.90529	0.00928984	105.374	13.3105	10.9176	2.32648	0.417058	0.75286	0.300033	18.2704	4.64816	0.0920084	0.187094	4.49358	9.41499	34.415	0.426092	66.6197	0.124023	0.197164	0.16934	0.0287596	0.323605	0.106229	0.0611366	18.2704	34.415	0.426092	66.6197	0.961747	0.00831835	0.00141608	0.000321892	0.00126218	0.000140149	0.000411319	0.0227052	0.00364398	0.000188492	0.300033	0.895149	0.185849	0.0285682	0.321451	0.105522	0.00633942	5.86992	0.0547264	1.32151	1.27096	3073.95	86.8827	0.00408977	0.000165991
15	1298.8	12.1284	4.26967	14.7386	2.38596	5.35863	0.00974145	104.805	13.68	8.96192	2.52528	0.247169	0.741288	0.335814	15.7223	3.8045	0.287285	0.327351	5.19257	7.95296	35.2516	0.456835	47.319	0.0824511	0.419119	0.186615	0.0204447	0.293547	0.102449	0.054061	15.7223	35.2516	0.456835	47.319	0.950197	0.0247255	0.000503021	0.000241631	0.000925379	0.000244465	0.000417608	0.0189527	0.00366015	0.000165587	0.335814	0.730896	0.32496	0.0202953	0.291403	0.1017	0.00611345	9.42146	0.039513	1.21452	1.15404	3478.8	83.5382	0.00415116	0.000147022
16	5603.42	9.54994	4.34212	11.194	4.45351	6.51946	0.0102618	109.814	11.8913	10.2571	1.18845	0.548569	0.694688	0.2139	18.1512	2.69407	0.0699137	0.154995	2.48064	9.81768	35.7973	0.365727	42.1987	0.104713	0.224542	0.153387	0.0371532	0.584533	0.256899	0.0594983	18.1512	35.7973	0.365727	42.1987	0.960727	0.00890056	0.00145726	0.000264786	0.00150385	6.87872e-05	0.000509141	0.0231448	0.0033594	0.000206133	0.2139	0.897785	0.154169	0.0369553	0.581419	0.255531	0.00602943	5.61265	0.0534167	1.33227	1.27995	3632.16	91.7558	0.00394158	0.000179784
17	9206.93	14.9083	3.8663	16.7415	4.75338	5.40379	0.00640628	101.179	13.4949	11.6516	1.45067	0.257835	0.64779	0.265427	17.1589	4.06106	0.137776	0.150917	10.5203	12.2602	21.4743	0.397156	70.5302	0.0670767	0.210377	0.185055	0.0143348	0.446545	0.242791	0.0427369	17.1589	21.4743	0.397156	70.5302	0.92164	0.0317815	0.00264311	0.000465615	0.00243459	0.000136821	0.000430623	0.0369836	0.00351383	0.000203158	0.265427	0.832978	0.150128	0.0142598	0.44421	0.241521	0.00781755	9.32781	0.0355989	1.41589	1.30494	3440.89	97.527	0.00383151	0.000167867
18	2380.34	7.78862	4.40489	19.8132	3.87132	6.62326	0.01078	102.244	11.7606	7.78213	1.16795	0.422153	0.706455	0.26291	18.2755	3.42118	0.0984859	0.12793	2.24791	8.5197	35.0431	0.275052	37.9449	0.128392	0.25831	0.150983	0.0383227	0.604868	0.251334	0.0335667	18.2755	35.0431	0.275052	37.9449	0.963716	0.0110189	0.00122944	0.000179571	0.00150599	5.29805e-05	0.000498077	0.0181744	0.00349291	0.000191553	0.26291	0.876717	0.127591	0.0382212	0.603266	0.250668	0.00636793	9.22598	0.0294285	1.2519	1.20648	3428.76	103.283	0.00405649	0.000166952
19	3385.23	18.0254	4.17123	12.1131	4.02789	5.09861	0.0123138	111.676	13.2311	7.63086	2.0499	0.562066	0.705655	0.233464	16.5785	3.235	0.071477	0.270033	3.20354	10.7264	27.5973	0.380922	51.8495	0.0554773	0.248269	0.196132	0.0519764	0.344239	0.14359	0.0675394	16.5785	27.5973	0.380922	51.8495	0.960226	0.0145188	0.000705131	0.000255702	0.000673416	0.000128002	0.000358528	0.0194348	0.00357065	0.000214962	0.233464	0.901244	0.267235	0.0514379	0.340672	0.142102	0.00735178	6.36488	0.0608694	1.14672	1.10111	3037.54	87.7213	0.00403555	0.000188822
20	3667.29	8.84214	4.07088	12.4814	4.4179	5.07022	0.00818216	105.646	13.6591	9.63322	2.48554	0.51841	0.656142	0.396378	17.5108	3.24693	0.511524	0.137927	5.55054	10.2427	38.6926	0.40791	31.2639	0.113095	0.226352	0.19723	0.0353102	0.263984	0.138343	0.0643277	17.5108	38.6926	0.40791	31.2639	0.953652	0.0117007	0.00165776	0.000261861	0.00151397	0.000142758	0.000407393	0.026769	0.00378422	0.000203241	0.396378	0.622907	0.136864	0.035038	0.261949	0.137277	0.00761839	8.02057	0.0400702	1.19431	1.13895	3396.82	101.8	0.00411353	0.000174103
