Results of Simulation 1

Time	S	S_C	E	E_C	I_U	I_C	A_U	A_C	R_U	I_T	R_T	F_T	CumInfected	CumPosTest	CumDeath	ThetaFit	HygieneFit	FTraced	lambda	lambda_C	rho_C	delta	c	beta	Rt	Refft	dtCumInfected	dtCumPosTest	dtCumDeath	N_pos	D_pos	p_N_pos	p_D_pos	Tot	NInit	TIsolation	R0	c0	TLatent	TRecover	IFR	T50Testing	TauTesting	TTestingRate	TContactsTestingRate	FAsymp	TestingCoverage	TestSensitivity	ThetaMin	TauTheta	PwrTheta	HygienePwr	FTraced0	TPosTest	TFatalDeath	alpha	kappa	rho	lambda0	lambda0_C	rho0_C	beta0	TauS	rMax	TauR
142	0.99025	0.00567553	0.000122859	4.09249e-05	0.000144996	1.42919e-05	9.38549e-05	3.0681e-05	0.00271148	0.000127697	0.000801501	2.06301e-05	0.00391065	0.000898515	1.8413e-05	0.44	0.814448	0.249945	0.0499891	0.349924	0.149967	0.00240997	7.09188	0.0250599	1.0198	1.00986	4.09459e-05	1.24843e-05	3.27492e-07	362.045	9.49727	0.989072	0.703644	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
143	0.990202	0.0056809	0.000123733	4.12201e-05	0.00014498	1.43676e-05	9.35765e-05	3.06438e-05	0.00274057	0.000126921	0.000814232	2.09369e-05	0.00395175	0.00091098	1.87388e-05	0.44	0.814448	0.249953	0.0499905	0.349934	0.149972	0.00240992	7.17762	0.0250599	1.03211	1.022	4.12384e-05	1.24516e-05	3.24011e-07	361.096	9.39633	0.989044	0.701411	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
144	0.99015	0.00569038	0.00012473	4.15556e-05	0.00014512	1.44572e-05	9.33902e-05	3.06324e-05	0.00276965	0.000126252	0.00082689	2.1242e-05	0.00399315	0.00092342	1.90612e-05	0.44	0.814448	0.249959	0.0499918	0.349943	0.149975	0.00240988	7.26336	0.0250599	1.04443	1.03414	4.15715e-05	1.24328e-05	3.20731e-07	360.551	9.3012	0.989028	0.699275	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
145	0.990093	0.00570408	0.000125851	4.19321e-05	0.000145413	1.45611e-05	9.32961e-05	3.0647e-05	0.00279875	0.000125691	0.000839487	2.15456e-05	0.00403491	0.000935847	1.93804e-05	0.44	0.814448	0.249964	0.0499929	0.34995	0.149979	0.00240985	7.3491	0.0250599	1.05674	1.04628	4.19459e-05	1.24277e-05	3.17664e-07	360.403	9.21224	0.989023	0.69725	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
146	0.990031	0.00572214	0.000127099	4.23504e-05	0.00014586	1.46794e-05	9.32942e-05	3.06881e-05	0.0028279	0.000125239	0.000852033	2.18479e-05	0.00407706	0.000948277	1.96967e-05	0.44	0.814448	0.249969	0.0499938	0.349957	0.149981	0.00240982	7.43484	0.0250599	1.06906	1.05841	4.23625e-05	1.24362e-05	3.1482e-07	360.649	9.12979	0.989031	0.695349	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
147	0.989964	0.00574471	0.000128477	4.28118e-05	0.00014646	1.48122e-05	9.33846e-05	3.07563e-05	0.00285713	0.000124899	0.00086454	2.21493e-05	0.00411965	0.000960723	2.00103e-05	0.44	0.814448	0.249973	0.0499947	0.349963	0.149984	0.0024098	7.52059	0.0250599	1.08138	1.07053	4.28223e-05	1.2458e-05	3.1221e-07	361.283	9.0541	0.98905	0.693583	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
148	0.989892	0.0057719	0.000129988	4.33171e-05	0.000147212	1.496e-05	9.35679e-05	3.08519e-05	0.00288648	0.00012467	0.000877018	2.245e-05	0.00416272	0.000973197	2.03213e-05	0.44	0.814448	0.249977	0.0499954	0.349968	0.149986	0.00240978	7.60633	0.0250599	1.0937	1.08265	4.33263e-05	1.24933e-05	3.09841e-07	362.305	8.98538	0.98908	0.691961	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
149	0.989814	0.00580389	0.000131635	4.38678e-05	0.000148119	1.5123e-05	9.38446e-05	3.09754e-05	0.00291596	0.000124555	0.000889479	2.27503e-05	0.00420632	0.000985713	2.06301e-05	0.44	0.814448	0.24998	0.049996	0.349972	0.149988	0.00240976	7.69207	0.0250599	1.10602	1.09476	4.38758e-05	1.25418e-05	3.07718e-07	363.714	8.92382	0.989122	0.690494	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
150	0.989731	0.00584081	0.000133424	4.44652e-05	0.00014918	1.53018e-05	9.42156e-05	3.11275e-05	0.00294562	0.000124555	0.000901935	2.30504e-05	0.0042505	0.000998284	2.09369e-05	0.44	0.814448	0.249983	0.0499965	0.349976	0.14999	0.00240974	7.77781	0.0250599	1.11835	1.10686	4.44722e-05	1.26037e-05	3.05847e-07	365.508	8.86957	0.989175	0.689189	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
151	0.989641	0.00588288	0.000135358	4.51113e-05	0.000150399	1.54967e-05	9.46822e-05	3.1309e-05	0.00297548	0.000124672	0.000914398	2.33507e-05	0.0042953	0.00101093	2.1242e-05	0.44	0.814448	0.249985	0.049997	0.349979	0.149991	0.00240973	7.86356	0.0250599	1.13067	1.11896	4.51174e-05	1.26791e-05	3.04233e-07	367.692	8.82276	0.989238	0.688055	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
152	0.989546	0.00593023	0.000137444	4.58074e-05	0.000151777	1.57082e-05	9.52457e-05	3.15203e-05	0.00300557	0.000124907	0.00092688	2.36515e-05	0.00434078	0.00102365	2.15456e-05	0.44	0.814448	0.249987	0.0499974	0.349982	0.149992	0.00240972	7.9493	0.0250599	1.14299	1.13104	4.58128e-05	1.27679e-05	3.0288e-07	370.268	8.78351	0.989312	0.687097	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
153	0.989444	0.00598305	0.000139685	4.65554e-05	0.000153318	1.59369e-05	9.59076e-05	3.17622e-05	0.00303593	0.000125263	0.000939391	2.3953e-05	0.00438698	0.00103647	2.18479e-05	0.44	0.814448	0.249989	0.0499977	0.349984	0.149993	0.00240971	8.03504	0.0250599	1.15532	1.14312	4.65601e-05	1.28703e-05	3.0179e-07	373.24	8.75191	0.989397	0.686321	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
154	0.989335	0.00604147	0.000142087	4.73568e-05	0.000155024	1.61832e-05	9.66691e-05	3.20353e-05	0.00306657	0.000125739	0.000951941	2.42554e-05	0.00443393	0.0010494	2.21493e-05	0.44	0.814448	0.24999	0.049998	0.349986	0.149994	0.0024097	8.12078	0.0250599	1.16764	1.15519	4.7361e-05	1.29866e-05	3.00968e-07	376.612	8.72807	0.989491	0.685734	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
155	0.98922	0.00610575	0.000144657	4.82142e-05	0.000156899	1.64479e-05	9.75325e-05	3.23406e-05	0.00309754	0.000126339	0.000964543	2.45591e-05	0.00448172	0.00106245	2.245e-05	0.44	0.814448	0.249991	0.0499983	0.349988	0.149995	0.00240969	8.20652	0.0250599	1.17997	1.16725	4.82178e-05	1.31169e-05	3.00416e-07	380.391	8.71207	0.989594	0.685338	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
156	0.989097	0.00617612	0.000147403	4.913e-05	0.000158948	1.67316e-05	9.85003e-05	3.26791e-05	0.00312887	0.000127066	0.000977212	2.48644e-05	0.00453039	0.00107564	2.27503e-05	0.44	0.814448	0.249993	0.0499985	0.34999	0.149996	0.00240968	8.29227	0.0250599	1.19229	1.17929	4.91332e-05	1.32616e-05	3.00139e-07	384.587	8.70402	0.989706	0.685139	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
157	0.988967	0.00625281	0.000150332	5.01069e-05	0.000161176	1.70353e-05	9.95753e-05	3.30518e-05	0.00316059	0.000127921	0.00098996	2.51716e-05	0.00458	0.00108898	2.30504e-05	0.44	0.814448	0.249994	0.0499987	0.349991	0.149996	0.00240968	8.37801	0.0250599	1.20462	1.19133	5.01098e-05	1.3421e-05	3.00138e-07	389.21	8.70401	0.989827	0.685139	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
158	0.988829	0.00633609	0.000153453	5.11476e-05	0.00016359	1.73598e-05	0.00010076	3.34599e-05	0.00319275	0.000128908	0.0010028	2.5481e-05	0.00463063	0.00110248	2.33507e-05	0.44	0.814448	0.249994	0.0499989	0.349992	0.149997	0.00240967	8.46375	0.0250599	1.21694	1.20335	5.11501e-05	1.35956e-05	3.00419e-07	394.271	8.71216	0.989957	0.685341	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
159	0.988682	0.00642621	0.000156774	5.22549e-05	0.000166194	1.77058e-05	0.000102059	3.39046e-05	0.00322538	0.000130029	0.00101575	2.57929e-05	0.00468233	0.00111618	2.36515e-05	0.44	0.814448	0.249995	0.049999	0.349993	0.149997	0.00240967	8.54949	0.0250599	1.22927	1.21536	5.22571e-05	1.37856e-05	3.00986e-07	399.784	8.72858	0.990094	0.685747	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
160	0.988528	0.00652347	0.000160304	5.34321e-05	0.000168997	1.80745e-05	0.000103474	3.43871e-05	0.00325851	0.00013129	0.00102881	2.61077e-05	0.00473517	0.00113007	2.3953e-05	0.44	0.814448	0.249996	0.0499992	0.349994	0.149997	0.00240966	8.63524	0.0250599	1.2416	1.22735	5.34341e-05	1.39918e-05	3.01841e-07	405.761	8.75338	0.990238	0.686358	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45


