Results of Simulation 1

Time	S	S_C	E	E_C	I_U	I_C	A_U	A_C	R_U	I_T	R_T	F_T	CumInfected	CumPosTest	CumDeath	ThetaFit	HygieneFit	FTraced	lambda	lambda_C	rho_C	delta	c	beta	Rt	Refft	dtCumInfected	dtCumPosTest	dtCumDeath	N_pos	D_pos	p_N_pos	p_D_pos	Tot	NInit	TIsolation	R0	c0	TLatent	TRecover	IFR	T50Testing	TauTesting	TTestingRate	TContactsTestingRate	FAsymp	TestingCoverage	TestSensitivity	ThetaMin	TauTheta	PwrTheta	HygienePwr	FTraced0	TPosTest	TFatalDeath	alpha	kappa	rho	lambda0	lambda0_C	rho0_C	beta0	TauS	rMax	TauR
97	0.993293	0.00473321	0.000203143	5.0087e-05	0.000277688	1.97892e-05	0.000153176	2.56053e-05	0.00101919	0.000127089	0.000128182	4.19559e-06	0.00172043	0.000176877	2.15936e-06	0.44	0.814448	0.220199	0.0440399	0.308279	0.13212	0.00261396	5.72	0.0250599	0.876846	0.870966	6.33075e-05	1.93111e-05	2.14711e-07	560.023	6.22661	0.992908	0.608864	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
98	0.99305	0.00491544	0.000200192	5.09933e-05	0.000273442	1.98891e-05	0.000152752	2.67166e-05	0.0010673	0.000132187	0.000141146	4.53266e-06	0.00178348	0.000194178	2.41062e-06	0.44	0.814448	0.22375	0.04475	0.31325	0.13425	0.00258662	5.72	0.0250599	0.870182	0.864134	6.27963e-05	1.95771e-05	2.31102e-07	567.736	6.70196	0.993004	0.626237	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
99	0.992818	0.00508689	0.000197234	5.1741e-05	0.000269114	1.99624e-05	0.000152162	2.77799e-05	0.00111509	0.000136897	0.000154599	4.87903e-06	0.001846	0.000211911	2.67623e-06	0.44	0.814448	0.226922	0.0453843	0.31769	0.136153	0.00256295	5.72	0.0250599	0.864272	0.858064	6.22438e-05	1.97678e-05	2.46951e-07	573.266	7.16158	0.993071	0.641628	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
100	0.992598	0.00524708	0.000194274	5.23351e-05	0.000264733	2.00076e-05	0.000151419	2.87895e-05	0.00116253	0.000141214	0.000168506	5.234e-06	0.00190795	0.000230003	2.95555e-06	0.44	0.814448	0.229745	0.045949	0.321643	0.137847	0.00254246	5.72	0.0250599	0.859044	0.852685	6.16522e-05	1.98915e-05	2.62184e-07	576.854	7.60333	0.993114	0.655271	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
101	0.992391	0.00539566	0.000191315	5.27837e-05	0.000260331	2.00239e-05	0.000150539	2.97395e-05	0.00120958	0.000145135	0.000182826	5.59677e-06	0.00196929	0.000248376	3.24786e-06	0.44	0.814448	0.23225	0.04645	0.32515	0.13935	0.00252471	5.72	0.0250599	0.854432	0.84793	6.10247e-05	1.99563e-05	2.76729e-07	578.732	8.02515	0.993136	0.667364	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
102	0.992196	0.00553243	0.000188364	5.30959e-05	0.000255929	2.00119e-05	0.000149536	3.06257e-05	0.00125622	0.000148662	0.000197517	5.96653e-06	0.00202999	0.000266964	3.55246e-06	0.44	0.814448	0.234466	0.0468932	0.328253	0.14068	0.00250935	5.72	0.0250599	0.850371	0.843735	6.0365e-05	1.99689e-05	2.90536e-07	579.097	8.42556	0.99314	0.678083	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
103	0.992014	0.00565736	0.000185427	5.32821e-05	0.000251548	1.99724e-05	0.000148421	3.14449e-05	0.00130242	0.0001518	0.000212541	6.34252e-06	0.00209001	0.000285702	3.86859e-06	0.44	0.814448	0.236422	0.0472843	0.33099	0.141853	0.00249604	5.72	0.0250599	0.846804	0.840041	5.96773e-05	1.99359e-05	3.03555e-07	578.14	8.8031	0.993129	0.687576	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
104	0.991844	0.00577055	0.00018251	5.3353e-05	0.000247201	1.9907e-05	0.000147208	3.2195e-05	0.00134816	0.000154559	0.000227858	6.72396e-06	0.00214933	0.000304535	4.19559e-06	0.44	0.814448	0.238144	0.0476287	0.333401	0.142886	0.00248451	5.72	0.0250599	0.843675	0.836794	5.89657e-05	1.9863e-05	3.15753e-07	576.026	9.15684	0.993104	0.695976	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
105	0.991687	0.00587217	0.000179617	5.33194e-05	0.000242901	1.98176e-05	0.000145906	3.2875e-05	0.00139342	0.000156949	0.000243431	7.1101e-06	0.00220793	0.00032341	4.53266e-06	0.44	0.814448	0.239657	0.0479313	0.335519	0.143794	0.00247452	5.72	0.0250599	0.840935	0.833944	5.8234e-05	1.97556e-05	3.27098e-07	572.913	9.48584	0.993067	0.703393	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
106	0.991542	0.00596245	0.000176751	5.31904e-05	0.000238655	1.97056e-05	0.000144525	3.34845e-05	0.00143819	0.000158983	0.000259229	7.50032e-06	0.00226579	0.000342283	4.87903e-06	0.44	0.814448	0.240984	0.0481968	0.337377	0.14459	0.00246587	5.72	0.0250599	0.838538	0.831446	5.74854e-05	1.96186e-05	3.37569e-07	568.94	9.7895	0.993018	0.709924	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
107	0.991408	0.00604175	0.000173917	5.29777e-05	0.000234473	1.95733e-05	0.000143076	3.40241e-05	0.00148244	0.000160677	0.000275211	7.89383e-06	0.00232289	0.000361115	5.234e-06	0.44	0.814448	0.242146	0.0484293	0.339005	0.145288	0.00245837	5.72	0.0250599	0.836444	0.829258	5.67237e-05	1.94563e-05	3.47155e-07	564.232	10.0675	0.992961	0.715657	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
108	0.991287	0.00611042	0.000171117	5.26902e-05	0.000230358	1.94227e-05	0.000141567	3.44945e-05	0.00152618	0.000162047	0.000291349	8.29002e-06	0.00237923	0.000379868	5.59677e-06	0.44	0.814448	0.243163	0.0486327	0.340429	0.145898	0.00245187	5.72	0.0250599	0.834617	0.827344	5.59519e-05	1.92726e-05	3.55852e-07	558.906	10.3197	0.992894	0.720665	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
109	0.991176	0.0061689	0.000168354	5.23374e-05	0.000226315	1.92558e-05	0.000140006	3.48977e-05	0.00156939	0.00016311	0.000307609	8.68823e-06	0.00243479	0.000398512	5.96653e-06	0.44	0.814448	0.244052	0.0488104	0.341672	0.146431	0.00244624	5.72	0.0250599	0.833023	0.825672	5.51729e-05	1.90712e-05	3.63663e-07	553.064	10.5462	0.99282	0.725014	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
110	0.991075	0.00621765	0.000165629	5.19284e-05	0.000222348	1.90747e-05	0.000138401	3.52357e-05	0.00161206	0.000163885	0.00032396	9.08781e-06	0.00248957	0.000417019	6.34252e-06	0.44	0.814448	0.244827	0.0489654	0.342758	0.146896	0.00244137	5.72	0.0250599	0.831635	0.824213	5.43894e-05	1.88552e-05	3.70599e-07	546.8	10.7474	0.992738	0.728765	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
111	0.990985	0.00625713	0.000162944	5.14706e-05	0.000218456	1.88813e-05	0.000136758	3.5511e-05	0.00165419	0.000164391	0.000340375	9.48821e-06	0.00254357	0.000435367	6.72396e-06	0.44	0.814448	0.245503	0.0491007	0.343705	0.147302	0.00243714	5.72	0.0250599	0.830426	0.82294	5.36036e-05	1.86273e-05	3.76681e-07	540.192	10.9237	0.99265	0.731971	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
112	0.990904	0.00628782	0.000160299	5.0971e-05	0.000214641	1.86771e-05	0.000135085	3.57264e-05	0.00169577	0.000164644	0.000356829	9.88891e-06	0.00259678	0.000453537	7.1101e-06	0.44	0.814448	0.246093	0.0492185	0.34453	0.147656	0.00243347	5.72	0.0250599	0.829374	0.82183	5.28175e-05	1.839e-05	3.81932e-07	533.311	11.076	0.992556	0.734678	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
113	0.990832	0.00631021	0.000157695	5.04363e-05	0.000210904	1.84639e-05	0.000133387	3.5885e-05	0.0017368	0.000164665	0.000373297	1.02894e-05	0.00264921	0.000471515	7.50032e-06	0.44	0.814448	0.246606	0.0493212	0.345248	0.147963	0.0024303	5.72	0.0250599	0.828459	0.820864	5.20328e-05	1.81454e-05	3.86376e-07	526.216	11.2049	0.992456	0.736927	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
114	0.990769	0.0063248	0.000155132	4.98723e-05	0.000207244	1.82432e-05	0.00013167	3.59899e-05	0.00177727	0.00016447	0.000389755	1.06891e-05	0.00270085	0.000489287	7.89383e-06	0.44	0.814448	0.247052	0.0494105	0.345873	0.148231	0.00242755	5.72	0.0250599	0.827663	0.820023	5.12512e-05	1.78952e-05	3.90052e-07	518.961	11.3115	0.992351	0.738758	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
115	0.990714	0.00633207	0.000152611	4.92842e-05	0.000203659	1.80162e-05	0.000129937	3.60443e-05	0.00181719	0.000164078	0.000406184	1.10877e-05	0.00275171	0.000506842	8.29002e-06	0.44	0.814448	0.247441	0.0494881	0.346417	0.148464	0.00242516	5.72	0.0250599	0.826972	0.819293	5.04738e-05	1.76411e-05	3.9299e-07	511.593	11.3967	0.992242	0.740204	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
116	0.990667	0.00633248	0.000150131	4.86764e-05	0.000200149	1.77844e-05	0.000128194	3.60515e-05	0.00185655	0.000163504	0.000422565	1.14848e-05	0.0028018	0.000524172	8.68823e-06	0.44	0.814448	0.247778	0.0495557	0.34689	0.148667	0.00242309	5.72	0.0250599	0.826371	0.818658	4.97019e-05	1.73844e-05	3.95231e-07	504.149	11.4617	0.992128	0.741296	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
117	0.990627	0.0063265	0.000147692	4.80532e-05	0.000196713	1.75487e-05	0.000126444	3.60148e-05	0.00189535	0.000162765	0.000438879	1.188e-05	0.00285111	0.000541271	9.08781e-06	0.44	0.814448	0.248072	0.0496144	0.347301	0.148843	0.0024213	5.72	0.0250599	0.825849	0.818108	4.89363e-05	1.71263e-05	3.96816e-07	496.663	11.5077	0.992011	0.742063	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
118	0.990593	0.00631458	0.000145294	4.7418e-05	0.000193348	1.73101e-05	0.000124691	3.59375e-05	0.00193361	0.000161877	0.000455113	1.22729e-05	0.00289967	0.000558135	9.48821e-06	0.44	0.814448	0.248327	0.0496654	0.347658	0.148996	0.00241975	5.72	0.0250599	0.825396	0.817632	4.8178e-05	1.68677e-05	3.97784e-07	489.163	11.5357	0.991889	0.742529	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
119	0.990566	0.00629714	0.000142936	4.67739e-05	0.000190053	1.70695e-05	0.000122937	3.58225e-05	0.00197131	0.000160853	0.00047125	1.26633e-05	0.00294747	0.000574759	9.88891e-06	0.44	0.814448	0.248548	0.0497096	0.347968	0.149129	0.0024184	5.72	0.0250599	0.825003	0.81722	4.74274e-05	1.66094e-05	3.98176e-07	481.673	11.5471	0.991764	0.742717	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
120	0.990544	0.00627459	0.000140617	4.61237e-05	0.000186827	1.68277e-05	0.000121187	3.56731e-05	0.00200846	0.000159707	0.000487279	1.30509e-05	0.00299453	0.000591142	1.02894e-05	0.44	0.814448	0.248741	0.0497481	0.348237	0.149244	0.00241724	5.72	0.0250599	0.824662	0.816864	4.66853e-05	1.63521e-05	3.98034e-07	474.212	11.543	0.991636	0.742649	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
121	0.990528	0.00624733	0.000138338	4.54697e-05	0.000183666	1.65854e-05	0.000119442	3.54921e-05	0.00204507	0.000158452	0.000503188	1.34353e-05	0.00304085	0.000607283	1.06891e-05	0.44	0.814448	0.248907	0.0497815	0.34847	0.149344	0.00241622	5.72	0.0250599	0.824365	0.816557	4.59519e-05	1.60964e-05	3.97397e-07	466.796	11.5245	0.991504	0.742343	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
122	0.990517	0.00621574	0.000136097	4.48139e-05	0.000180571	1.63431e-05	0.000117704	3.52824e-05	0.00208114	0.0001571	0.000518966	1.38165e-05	0.00308644	0.000623181	1.10877e-05	0.44	0.814448	0.249052	0.0498105	0.348673	0.149431	0.00241535	5.72	0.0250599	0.824108	0.816293	4.52278e-05	1.58428e-05	3.96304e-07	459.44	11.4928	0.991369	0.741816	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
123	0.99051	0.00618016	0.000133895	4.4158e-05	0.000177537	1.61013e-05	0.000115976	3.50466e-05	0.00211667	0.000155662	0.000534605	1.41942e-05	0.00313131	0.000638837	1.14848e-05	0.44	0.814448	0.249178	0.0498356	0.348849	0.149507	0.00241459	5.72	0.0250599	0.823885	0.816067	4.45132e-05	1.55915e-05	3.94795e-07	452.154	11.449	0.991231	0.741084	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
124	0.990508	0.00614095	0.000131729	4.35037e-05	0.000174565	1.58605e-05	0.000114259	3.47872e-05	0.00215166	0.000154148	0.000550096	1.45682e-05	0.00317547	0.000654253	1.188e-05	0.44	0.814448	0.249287	0.0498574	0.349002	0.149572	0.00241393	5.71994	0.0250599	0.823684	0.815866	4.38082e-05	1.5343e-05	3.92904e-07	444.946	11.3942	0.99109	0.740162	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
125	0.99051	0.00609837	0.000129598	4.28512e-05	0.000171651	1.56211e-05	0.000112555	3.45067e-05	0.00218613	0.000152569	0.000565433	1.49383e-05	0.00321893	0.000669428	1.22729e-05	0.44	0.814448	0.249382	0.0498764	0.349135	0.149629	0.00241336	5.71846	0.0250599	0.823302	0.815489	4.31122e-05	1.50974e-05	3.90666e-07	437.824	11.3293	0.990947	0.739062	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
126	0.990516	0.00605259	0.00012749	4.21985e-05	0.000168794	1.53829e-05	0.000110864	3.4207e-05	0.00222008	0.000150931	0.000580608	1.53045e-05	0.00326169	0.000684366	1.26633e-05	0.44	0.814448	0.249464	0.0498928	0.34925	0.149678	0.00241286	5.72	0.0250599	0.823379	0.81557	4.24221e-05	1.48548e-05	3.88115e-07	430.789	11.2553	0.9908	0.737797	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
127	0.990522	0.00600727	0.000125667	4.16328e-05	0.000166015	1.51525e-05	0.000109198	3.38918e-05	0.00225346	0.000149242	0.0005956	1.56662e-05	0.00330375	0.000699062	1.30509e-05	0.44	0.814448	0.249535	0.049907	0.349349	0.149721	0.00241243	5.8042	0.0250599	0.835371	0.827453	4.18249e-05	1.46175e-05	3.85282e-07	423.907	11.1732	0.990652	0.736377	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
128	0.990524	0.00596485	0.000124215	4.11848e-05	0.00016336	1.49424e-05	0.000107578	3.35721e-05	0.00228635	0.00014752	0.000610421	1.60237e-05	0.00334528	0.00071353	1.34353e-05	0.44	0.814448	0.249597	0.0499194	0.349436	0.149758	0.00241206	5.89143	0.0250599	0.847812	0.839779	4.13499e-05	1.43899e-05	3.82196e-07	417.308	11.0837	0.990506	0.734813	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
129	0.990525	0.00592486	0.00012303	4.08211e-05	0.000160845	1.47558e-05	0.000106016	3.32547e-05	0.0023188	0.000145784	0.000625086	1.63774e-05	0.00338644	0.000727788	1.38165e-05	0.44	0.814448	0.249651	0.0499301	0.349511	0.14979	0.00241174	5.97723	0.0250599	0.86006	0.851911	4.09628e-05	1.41732e-05	3.78884e-07	411.023	10.9876	0.990362	0.733113	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
130	0.990523	0.00588754	0.000122095	4.05362e-05	0.000158506	1.45969e-05	0.000104527	3.29447e-05	0.00235081	0.000144046	0.000639577	1.67269e-05	0.00342725	0.000741839	1.41942e-05	0.44	0.814448	0.249697	0.0499394	0.349576	0.149818	0.00241146	6.06297	0.0250599	0.87231	0.864043	4.06578e-05	1.39688e-05	3.75372e-07	405.096	10.8858	0.990222	0.731288	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
131	0.990518	0.0058529	0.000121369	4.03168e-05	0.000156356	1.44648e-05	0.000103123	3.26466e-05	0.00238239	0.000142325	0.000653896	1.70722e-05	0.00346779	0.000755694	1.45682e-05	0.44	0.814448	0.249737	0.0499475	0.349632	0.149842	0.00241122	6.14871	0.0250599	0.88457	0.876182	4.04214e-05	1.37764e-05	3.71685e-07	399.517	10.7789	0.990087	0.729343	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
132	0.99051	0.00582101	0.000120822	4.01541e-05	0.0001544	1.43576e-05	0.000101807	3.23637e-05	0.00241359	0.000140637	0.000668044	1.74133e-05	0.00350813	0.000769366	1.49383e-05	0.44	0.814448	0.249772	0.0499544	0.349681	0.149863	0.00241101	6.23445	0.0250599	0.896838	0.888326	4.02441e-05	1.35953e-05	3.67844e-07	394.265	10.6675	0.989956	0.727288	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
133	0.990499	0.00579193	0.000120439	4.00429e-05	0.00015264	1.42734e-05	0.000100584	3.20978e-05	0.00244442	0.000138994	0.000682025	1.77504e-05	0.00354831	0.000782863	1.53045e-05	0.44	0.814448	0.249803	0.0499605	0.349724	0.149882	0.00241082	6.3202	0.0250599	0.909112	0.900475	4.01204e-05	1.34248e-05	3.63869e-07	389.318	10.5522	0.98983	0.725128	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
134	0.990486	0.00576577	0.000120201	3.9978e-05	0.000151073	1.42097e-05	9.94557e-05	3.18512e-05	0.00247494	0.000137409	0.000695845	1.80836e-05	0.00358839	0.000796184	1.56662e-05	0.44	0.814448	0.249829	0.0499658	0.34976	0.149897	0.00241067	6.40594	0.0250599	0.921394	0.912627	4.00448e-05	1.32651e-05	3.59773e-07	384.687	10.4334	0.989709	0.722865	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
135	0.990469	0.00574265	0.000120101	3.99567e-05	0.000149697	1.41649e-05	9.84229e-05	3.16249e-05	0.00250518	0.000135891	0.00070951	1.8413e-05	0.00362842	0.000809353	1.60237e-05	0.44	0.814448	0.249852	0.0499703	0.349792	0.149911	0.00241053	6.49168	0.0250599	0.933681	0.924782	4.00143e-05	1.31179e-05	3.55602e-07	380.42	10.3125	0.989595	0.720523	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
136	0.990449	0.00572268	0.00012013	3.99769e-05	0.000148506	1.41374e-05	9.7486e-05	3.14202e-05	0.00253515	0.000134449	0.000723027	1.87388e-05	0.00366844	0.000822395	1.63774e-05	0.44	0.814448	0.249871	0.0499743	0.34982	0.149923	0.00241041	6.57742	0.0250599	0.945973	0.936937	4.00266e-05	1.29837e-05	3.51398e-07	376.526	10.1906	0.989488	0.718122	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
137	0.990425	0.00570597	0.000120284	4.00372e-05	0.000147496	1.41261e-05	9.66447e-05	3.12378e-05	0.00256491	0.00013309	0.000736404	1.90612e-05	0.00370849	0.000835312	1.67269e-05	0.44	0.814448	0.249888	0.0499777	0.349844	0.149933	0.00241031	6.66316	0.0250599	0.958269	0.949094	4.00802e-05	1.28637e-05	3.47195e-07	373.048	10.0686	0.989391	0.71568	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
138	0.990398	0.00569264	0.00012056	4.01369e-05	0.000146662	1.41303e-05	9.58986e-05	3.10784e-05	0.00259448	0.000131819	0.000749649	1.93804e-05	0.00374862	0.000848118	1.70722e-05	0.44	0.814448	0.249903	0.0499807	0.349865	0.149942	0.00241022	6.74891	0.0250599	0.970569	0.961249	4.01741e-05	1.27585e-05	3.43034e-07	369.995	9.94798	0.989305	0.71322	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
139	0.990367	0.00568282	0.000120956	4.02756e-05	0.000145999	1.41493e-05	9.52472e-05	3.09426e-05	0.00262389	0.00013064	0.000762772	1.96967e-05	0.00378886	0.000860827	1.74133e-05	0.44	0.814448	0.249916	0.0499832	0.349883	0.14995	0.00241014	6.83465	0.0250599	0.982872	0.973404	4.03078e-05	1.2668e-05	3.38955e-07	367.372	9.82969	0.989229	0.710767	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
140	0.990332	0.00567661	0.000121471	4.0453e-05	0.000145502	1.41827e-05	9.46898e-05	3.08308e-05	0.00265318	0.000129559	0.000775782	2.00103e-05	0.00382925	0.000873452	1.77504e-05	0.44	0.814448	0.249927	0.0499855	0.349898	0.149956	0.00241007	6.92039	0.0250599	0.995179	0.985558	4.04809e-05	1.25923e-05	3.34985e-07	365.176	9.71456	0.989165	0.708339	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
141	0.990293	0.00567414	0.000122105	4.06694e-05	0.000145169	1.42303e-05	9.42259e-05	3.07434e-05	0.00268236	0.000128576	0.000788688	2.03213e-05	0.00386984	0.000886011	1.80836e-05	0.44	0.814448	0.249937	0.0499874	0.349912	0.149962	0.00241002	7.00613	0.0250599	1.00749	0.997708	4.06936e-05	1.25311e-05	3.31157e-07	363.402	9.60355	0.989113	0.705959	1.00003	1000	14	4	13	4	10	0.01	83	7	7	2	0.295	0.5	0.7	0.44	21	6	0.25	0.25	7	7	0.0714286	0.25	0.1	0.05	0.35	0.15	0.0307692	45	0.53	45
