Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	133.978	12.5051	4.17408	14.8551	2.06304	6.86235	0.012366	105.687	13.0695	7.82673	2.0683	0.318179	0.271155	0.677259	0.473053	15.9342	4.81988	0.247042	0.480169	5.67998	6.86494	89.9358	0.593763	16.1659	0.0799674	0.484722	0.145723	0.0234635	0.327447	0.156042	0.0409461	15.9342	89.9358	0.593763	16.1659	0.904424	0.0472936	0.000351236	0.000324039	0.000616492	0.000213406	0.000495745	0.0369385	0.00841353	0.000322289	0.473053	0.831168	0.479909	0.0234508	0.32727	0.155957	0.00468356	11.6751	0.0340331	1.28409	1.16137	393.879	1e-15	0.00712381	0
1	320.925	10.716	3.67718	10.1852	3.65708	6.44751	0.0118954	104.05	11.97	7.91583	1.71317	0.286805	0.29018	0.687233	0.495935	17.621	4.32936	0.138681	0.504057	6.681	6.02778	87.397	0.920018	31.7531	0.0933184	0.273442	0.155099	0.0251927	0.401147	0.182566	0.0559955	17.621	87.397	0.920018	31.7531	0.931981	0.025236	0.000537478	0.000545914	0.000491407	0.000172653	0.000425619	0.0317092	0.00822115	0.000283409	0.495935	0.907321	0.503938	0.0251868	0.401052	0.182523	0.00456979	9.77457	0.0508059	1.43007	1.3328	446.533	9.12462	0.00885599	0.000272724
2	166.202	14.5319	4.25692	16.0858	3.96963	5.01584	0.0113077	105.363	12.8068	8.71683	2.37676	0.10385	0.226233	0.706844	0.407014	17.7582	8.03161	0.226531	0.412752	1.24312	8.72256	85.5232	0.675919	25.6954	0.0688141	0.251913	0.199368	0.0183451	0.297398	0.123343	0.0527605	17.7582	85.5232	0.675919	25.6954	0.904655	0.0471982	0.00110458	0.000775552	0.000963768	0.000379663	0.000526361	0.0353778	0.00848717	0.000356814	0.407014	0.815764	0.412566	0.0183368	0.297264	0.123287	0.00683586	12.9945	0.0430401	1.52353	1.37827	731.187	14.0096	0.00934898	0.000330569
3	197.379	18.0256	4.22852	14.5872	5.53849	5.66326	0.0145315	104.489	13.7309	4.4129	1.59871	0.265441	0.381725	0.661353	0.513962	20.7136	3.96469	0.439277	0.479684	12.134	5.95842	70.0972	0.867929	33.1968	0.0554767	0.180555	0.176577	0.0572084	0.413679	0.211825	0.0511859	20.7136	70.0972	0.867929	33.1968	0.924281	0.0437646	0.000667577	0.00061411	0.000354834	0.000127119	0.000366422	0.0224725	0.00679593	0.000271755	0.513962	0.746481	0.479343	0.0571677	0.413385	0.211674	0.00596974	13.6508	0.0382093	1.26166	1.16613	390.125	11.1833	0.00721073	0.000259339
4	184.95	9.86669	3.71511	10.9255	4.34018	5.44432	0.0119408	105.896	12.1432	10.9012	1.12822	0.0475812	0.0202446	0.77892	0.56807	16.9946	7.78454	0.461341	0.549486	2.41208	3.66186	72.3793	0.707221	47.7186	0.101351	0.230405	0.183678	0.00144653	0.690397	0.195955	0.0624578	16.9946	72.3793	0.707221	47.7186	0.949074	0.0176614	0.000329954	0.000402016	0.000378464	9.88433e-05	0.0003522	0.0227306	0.00867025	0.000293269	0.56807	0.770363	0.549316	0.00144608	0.690183	0.195894	0.00522886	9.54386	0.0481152	1.11835	1.0614	387.777	10.1529	0.00931441	0.000286602
5	177.447	13.711	3.94326	15.3258	3.60865	5.42061	0.00970544	103.254	11.4149	7.35887	1.83099	0.204173	0.283171	0.702069	0.508587	17.5956	6.10217	0.405366	0.394268	4.70359	6.0729	83.4386	1.08413	48.7128	0.0729341	0.277112	0.184481	0.0270158	0.383437	0.162716	0.0474662	17.5956	83.4386	1.08413	48.7128	0.902464	0.0504058	0.00100463	0.000653691	0.000862967	0.000242578	0.000502583	0.0345927	0.00861062	0.000282154	0.508587	0.760275	0.39421	0.0270118	0.383381	0.162692	0.00519838	14.9961	0.0360873	1.59644	1.44073	632.372	11.748	0.00929632	0.000268039
6	84.1742	17.0491	4.16492	13.8796	2.56546	5.4728	0.0131137	105.506	13.7236	9.84157	1.38595	0.464765	0.278444	0.733231	0.458968	16.4658	3.80652	0.187532	0.505644	1.48534	5.83465	83.3419	0.816504	35.8538	0.0586541	0.389794	0.182722	0.020745	0.529046	0.192481	0.0548302	16.4658	83.3419	0.816504	35.8538	0.880948	0.0639937	0.000671998	0.000686066	0.00057308	0.000188062	0.000483154	0.0431607	0.00790293	0.000308401	0.458968	0.864119	0.505258	0.0207292	0.528642	0.192334	0.00587632	12.5017	0.0473798	1.51634	1.33582	623.669	12.5186	0.00867739	0.000293714
7	1493.42	19.8328	2.80543	17.3464	4.45469	5.11415	0.00894788	105.341	11.6044	10.7825	1.74228	0.505891	0.226615	0.723531	0.586505	17.4744	7.35499	0.102074	0.378384	3.48193	7.19985	67.518	0.518097	73.379	0.0504215	0.224483	0.195536	0.0152064	0.415278	0.158682	0.031624	17.4744	67.518	0.518097	73.379	0.822921	0.0848196	0.000851833	0.000518243	0.000451634	0.000100191	0.000244011	0.0801392	0.00909968	0.000317124	0.586505	0.946993	0.378307	0.0152033	0.415194	0.15865	0.00565091	13.1621	0.0299477	1.20857	0.99456	273.646	8.01817	0.00963681	0.00030706
8	1097.98	8.5813	3.1292	9.68184	2.66237	8.16923	0.011404	105.113	11.5724	8.05437	2.90384	0.227946	0.249035	0.671602	0.546639	19.0577	2.45724	0.352714	0.35094	5.91271	7.31746	76.4084	1.13584	59.0892	0.116532	0.375605	0.122411	0.0207654	0.231281	0.113091	0.0395635	19.0577	76.4084	1.13584	59.0892	0.920914	0.0302655	0.000657004	0.0003551	0.00111726	0.000274752	0.000578743	0.0376032	0.0075295	0.000317473	0.546639	0.808134	0.350872	0.0207614	0.231236	0.113069	0.00438471	9.38749	0.0319726	1.41343	1.30165	471.432	12.4238	0.00829844	0.000300239
9	1213.64	11.7976	2.46196	16.7471	3.85023	5.27282	0.0117335	105.194	10.3424	10.0642	2.23691	0.309714	0.380238	0.797308	0.605965	17.7984	5.82222	0.115086	0.355429	3.23202	5.65214	71.2916	0.962049	44.9903	0.084763	0.259725	0.189652	0.0301233	0.356433	0.0906125	0.0278804	17.7984	71.2916	0.962049	44.9903	0.896499	0.0531179	0.000975678	0.000537918	0.000722753	0.000205649	0.000435512	0.0389079	0.00793248	0.000305988	0.605965	0.94398	0.355404	0.0301212	0.356407	0.0906061	0.0061817	16.4967	0.0263185	1.33606	1.19777	527.493	13.3743	0.00860613	0.000291699
10	1897.35	15.8037	4.04666	16.5645	4.31873	6.39521	0.00806797	105.733	8.66286	9.89018	1.50337	0.315852	0.106732	0.834628	0.377122	17.643	6.21449	0.296053	0.265827	3.87054	7.01869	79.9613	0.611792	50.4297	0.0632763	0.23155	0.156367	0.00900707	0.555171	0.110001	0.0382	17.643	79.9613	0.611792	50.4297	0.856958	0.0505668	0.00133974	0.000485074	0.00109899	0.000110285	0.000380715	0.0804044	0.0079482	0.000318088	0.377122	0.749232	0.265824	0.00900696	0.555165	0.11	0.00497105	12.0542	0.0286207	1.55948	1.33641	395.842	9.17266	0.00861065	0.000305832
11	266.944	13.1263	3.53997	15.8802	3.59002	6.06293	0.0118409	105.853	13.7052	8.06038	2.20355	0.2142	0.284778	0.733848	0.483526	16.688	7.1169	0.0561562	0.488232	3.71452	4.66763	85.4626	0.731637	28.4369	0.0761829	0.27855	0.164937	0.0259273	0.33303	0.120783	0.0367672	16.688	85.4626	0.731637	28.4369	0.919876	0.0420051	0.000524923	0.000499784	0.000532923	0.000228885	0.000462083	0.027178	0.00814173	0.000275873	0.483526	0.960015	0.487853	0.0259072	0.332772	0.12069	0.00469817	13.6792	0.0352971	1.33933	1.23201	500.494	10.8853	0.00883072	0.000266313
12	233.881	15.6279	3.8919	13.5799	3.64684	5.32723	0.0124478	104.582	12.8002	8.964	2.50754	0.231905	0.334832	0.654037	0.445676	17.5026	8.73747	0.220997	0.43788	9.185	8.69994	74.4314	0.729114	46.284	0.0639881	0.27421	0.187715	0.0244302	0.260828	0.137969	0.0537977	17.5026	74.4314	0.729114	46.284	0.917319	0.0382042	0.00069059	0.000537412	0.000592469	0.000261838	0.000364007	0.034226	0.0071703	0.000322534	0.445676	0.836439	0.437695	0.0244199	0.260718	0.137911	0.00690189	11.5408	0.0449985	1.41808	1.30083	445.809	10.9701	0.00774226	0.000303374
13	1115.33	19.3046	3.0676	11.679	4.25923	6.21752	0.0107543	105.031	10.3748	10.8783	2.47704	0.15291	0.516144	0.712897	0.490316	18.6807	8.14336	0.195394	0.287994	5.08043	7.57951	79.2068	0.636187	25.2384	0.0518011	0.234784	0.160836	0.0338249	0.287802	0.115906	0.0422451	18.6807	79.2068	0.636187	25.2384	0.91418	0.0395982	0.00101392	0.000410046	0.000935782	0.000192225	0.000464112	0.035208	0.00760262	0.000311283	0.490316	0.870003	0.287973	0.0338225	0.287781	0.115897	0.00543483	9.51337	0.0367533	1.32008	1.20679	472.304	12.1042	0.00822562	0.000293629
14	438.367	17.0735	3.1732	15.2081	3.84231	5.79456	0.00979538	104.971	11.6181	10.0818	1.96608	0.341733	0.395566	0.622337	0.606949	19.8356	4.45829	0.293926	0.460785	4.48963	4.5988	77.0186	0.694871	24.5476	0.0585703	0.26026	0.172576	0.0244178	0.316537	0.192089	0.0360083	19.8356	77.0186	0.694871	24.5476	0.873944	0.0681705	0.000590977	0.000504742	0.00050163	0.000168486	0.000359208	0.0460694	0.00892266	0.000296744	0.606949	0.863501	0.460693	0.0244129	0.316474	0.192051	0.00491769	13.3842	0.0310932	1.19441	1.04385	368.25	9.72905	0.00952425	0.000288717
