Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	41.246	15.4815	3.37989	7.09796	4.38358	10.8074	0.0132065	82.9384	5.05014	6.41483	1.94011	0.410978	0.671544	0.642795	17.2961	6.02134	0.450913	0.281111	3.27723	11.005	34.5586	0.541403	45.8526	0.0645932	0.228124	0.0925292	0.0430237	0.346137	0.169298	0.0440603	17.2961	34.5586	0.541403	45.8526	0.986014	0.00763701	0.000227175	8.88335e-05	0.000356064	3.85709e-05	0.00027394	0.00354994	0.00182429	6.14843e-05	0.642795	0.819327	0.281111	0.0430237	0.346137	0.169298	0.00302664	5.93522	0.0360998	1.13631	1.12041	7.72691	1e-15	0.000916999	0
1	32.7579	18.3352	3.37387	12.9507	3.63547	12.7266	0.00743882	76.4399	9.22791	6.26723	2.61024	0.38044	0.726629	0.720772	24.6817	5.47031	0.163563	0.388382	7.15028	6.60174	49.3251	1.00374	23.6814	0.0545399	0.275068	0.0785756	0.0441086	0.278376	0.10473	0.0204702	24.6817	49.3251	1.00374	23.6814	0.974044	0.0207423	0.000155897	9.89876e-05	0.00030468	6.78848e-05	0.000338681	0.00244449	0.00183171	2.82421e-05	0.720772	0.947853	0.38837	0.0441072	0.278367	0.104727	0.00118165	12.9642	0.0194028	1.25405	1.2215	17.7674	0.210124	0.00210852	2.57278e-05
2	14.119	13.9277	3.00316	12.1644	3.49952	7.96297	0.0111557	77.0158	6.33095	4.07471	1.31179	0.440354	0.760142	0.851362	19.0748	3.01461	0.537147	0.292538	9.49891	5.07436	47.2194	0.463918	45.7849	0.0717994	0.285753	0.125581	0.0821486	0.579469	0.182848	0.0310036	19.0748	47.2194	0.463918	45.7849	0.987861	0.0073859	0.000140226	5.7984e-05	0.00018573	2.1491e-05	0.000204811	0.00225967	0.00186454	4.31024e-05	0.851362	0.917194	0.292538	0.0821485	0.579469	0.182848	0.00285333	11.1943	0.0284363	1.08411	1.07095	15.4631	0.327512	0.00197255	4.01878e-05
3	115.507	10.2997	2.1902	19.1108	3.03724	13.5728	0.00902676	79.0471	3.1211	10.1434	2.26931	0.262824	0.707367	0.770843	23.7214	5.12693	0.32223	0.192146	2.78628	10.3179	29.6754	0.394461	50.5218	0.0970902	0.329246	0.0736768	0.0183285	0.31171	0.128952	0.00844375	23.7214	29.6754	0.394461	50.5218	0.973003	0.0197927	0.00020103	4.78144e-05	0.000671727	3.52009e-05	0.000284192	0.00467082	0.00144703	4.60649e-05	0.770843	0.919554	0.192146	0.0183285	0.31171	0.128952	0.00231065	16.4589	0.00776448	1.12211	1.09181	13.3473	0.35906	0.0017433	3.94858e-05
4	283.77	7.80818	3.42086	13.163	4.03959	19.8179	0.00650332	88.8703	7.8443	11.635	1.62954	0.334435	0.624754	0.481741	20.1638	3.62407	0.595864	0.0890825	6.79595	6.7725	45.8513	1.10033	38.8035	0.128071	0.24755	0.0504594	0.0179579	0.383393	0.230277	0.0131136	20.1638	45.8513	1.10033	38.8035	0.978987	0.0107375	0.000533375	5.21584e-05	0.00139547	2.01433e-05	0.00047598	0.00668245	0.00156807	3.84638e-05	0.481741	0.647143	0.0890803	0.0179574	0.383383	0.230272	0.00113848	13.8474	0.00848639	1.56462	1.53174	16.6547	0.283758	0.00192638	3.4982e-05
5	62.9839	13.1616	2.39127	16.4487	4.44796	7.63778	0.00473158	82.5703	6.38839	8.03206	1.06521	0.44188	0.674144	0.68384	27.2191	4.18788	0.490556	0.150629	7.6563	4.73637	51.57	0.657977	49.234	0.0759786	0.224822	0.130928	0.0370877	0.632874	0.305908	0.019034	27.2191	51.57	0.657977	49.234	0.984044	0.00778703	0.000241788	4.28789e-05	0.00031432	1.01891e-05	0.000134069	0.00569948	0.00180402	3.15522e-05	0.68384	0.829919	0.150629	0.0370877	0.632874	0.305908	0.002179	13.5564	0.0157967	1.08258	1.0653	10.3282	0.168525	0.00188162	3.01722e-05
6	30.0248	14.651	3.39188	14.2926	4.12639	10.6988	0.00865412	81.4992	5.50377	5.8143	2.02319	0.411459	0.677771	0.706794	16.9573	3.96407	0.571079	0.301521	3.70732	6.87444	43.061	1.0663	40.0282	0.0682547	0.242343	0.0934684	0.0479636	0.335001	0.159268	0.0221817	16.9573	43.061	1.0663	40.0282	0.975446	0.018685	0.000273542	0.000118083	0.000402088	5.52891e-05	0.000322405	0.00298443	0.00172989	3.54251e-05	0.706794	0.820227	0.301521	0.0479636	0.335001	0.159268	0.0018699	14.5704	0.018194	1.3092	1.27706	20.95	0.301865	0.00201926	3.15717e-05
7	234.606	13.845	2.58379	11.8238	4.49639	18.6126	0.0090259	87.0428	7.24516	10.253	1.24182	0.467143	0.718024	0.689207	16.3739	2.23139	0.480878	0.11823	4.79586	10.7899	33.4233	0.89357	49.9929	0.0722282	0.222401	0.053727	0.0327143	0.578203	0.227067	0.0117407	16.3739	33.4233	0.89357	49.9929	0.982396	0.0108508	0.000278768	3.73771e-05	0.000659376	1.02264e-05	0.000455883	0.00397826	0.0016988	3.97337e-05	0.689207	0.836115	0.118229	0.0327141	0.578198	0.227065	0.00118399	11.4327	0.00981655	1.14484	1.12468	15.461	0.297698	0.00209284	3.40581e-05
8	20.7898	7.32061	3.52859	10.801	4.27993	6.71118	0.00581391	64.6454	7.23769	4.72335	1.21169	0.307988	0.764822	0.583126	23.0817	4.98345	0.657322	0.114741	11.5338	6.1496	42.1568	0.390996	26.1467	0.136601	0.233649	0.149005	0.0498705	0.631203	0.194091	0.0486786	23.0817	42.1568	0.390996	26.1467	0.987473	0.00329711	0.000557216	7.22223e-05	0.000590741	1.99294e-05	0.000242637	0.00556198	0.00217899	4.20541e-05	0.583126	0.701505	0.114741	0.0498705	0.631202	0.194091	0.00285031	8.05886	0.0341483	1.22499	1.20964	20.5637	0.351145	0.00216293	3.8071e-05
9	43.1524	10.4286	2.37795	17.4502	3.25683	8.42646	0.00634858	74.5327	7.09543	9.36703	1.27938	0.507667	0.718261	0.799093	30.8626	4.18347	0.752115	0.19037	2.5842	12.2973	35.13	1.01792	40.5274	0.0958901	0.307047	0.118674	0.0389278	0.561413	0.220215	0.0161718	30.8626	35.13	1.01792	40.5274	0.976877	0.0151469	0.000314206	7.38798e-05	0.000543038	2.82899e-05	0.000265749	0.00478934	0.00199691	3.91897e-05	0.799093	0.844777	0.19037	0.0389277	0.561413	0.220215	0.00228053	17.513	0.0136615	1.2291	1.20068	20.809	0.289668	0.00224862	3.24542e-05
