Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
31	328.472	11.2435	3.51552	18.3457	4.38112	12.4816	0.00218153	117.159	10.9467	5.02105	2.23523	0.258612	0.650504	0.0588885	16.9635	3.08792	0.938115	0.323774	4.0799	7.49527	6.74325	0.83895	29.6932	17.5414	10.5226	328.472
32	204.589	14.2119	3.05681	12.1137	5.11189	13.3395	0.0470838	102.949	9.21707	9.79325	1.12948	0.714704	0.791708	0.465922	17.8748	2.35362	0.702988	0.121534	8.26893	5.71977	34.8871	0.484578	73.068	17.1445	9.45312	204.589
33	1212.06	19.6445	3.05341	14.3872	4.77432	10.8358	0.0157982	87.6663	11.3261	9.3788	1.28996	0.635421	0.706497	0.49441	19.2026	4.01213	0.752907	0.154595	13.7874	9.66153	37.175	0.792292	93.7957	9.20631	19.949	1212.06
34	93.1655	11.9677	3.86197	11.9166	3.81614	9.57106	0.012223	119.134	7.22098	7.64858	2.9495	0.608886	0.606689	0.373219	18.1231	2.88837	0.742188	0.326638	4.45428	7.56619	19.0574	0.292887	68.4407	6.66497	27.0091	93.1655
35	5199.12	7.48279	3.33547	8.6013	4.2907	6.07569	0.00766171	86.1526	8.28792	3.01145	2.73634	0.469401	0.613752	0.563293	16.2026	4.0764	0.684695	0.0910948	4.9177	3.0862	36.0835	0.815389	50.3047	6.46786	22.1706	5199.12
36	661.034	13.4497	4.03738	16.9103	2.56506	11.9474	0.026119	82.3023	9.05863	8.05279	2.06226	0.720945	0.69788	0.213033	20.604	2.86185	0.680144	0.342274	6.84361	3.28779	61.2266	0.667463	50.6583	4.84056	11.4141	661.034
37	2.14164	17.9511	2.5076	9.4775	4.88125	18.3136	0.00435681	95.4185	3.33959	4.40454	1.72399	0.711422	0.753884	0.0887776	19.2351	3.73754	0.974959	0.147696	12.3885	8.06311	12.2019	0.597531	57.8369	15.5903	17.46	2.14164
38	92.2679	17.7363	2.89102	7.75418	5.97585	7.13262	0.0285148	130.707	5.17516	8.23902	2.65167	0.464529	0.646261	0.0916056	18.2863	3.35443	0.489066	0.424203	6.25278	8.29761	13.8907	0.549167	37.0927	12.0876	8.73102	92.2679
39	436.897	12.3772	2.48947	16.0008	3.7838	9.46071	0.0183695	85.1377	8.60965	7.57539	2.23266	0.743084	0.744075	0.292058	18.3002	3.58877	0.928516	0.507019	7.33772	4.32674	37.2564	0.767076	64.3808	18.7089	17.8666	436.897
40	121.05	12.0837	4.28614	16.3551	3.35885	12.1884	0.00831839	61.9781	5.98872	2.91443	2.67587	0.467007	0.633602	0.594227	17.2495	3.33573	0.432583	0.317251	6.35673	3.98479	35.3453	0.485731	82.4539	20.5227	34.0074	121.05
41	693.446	11.5488	2.08461	14.6267	3.97902	14.82	0.0148668	99.5773	8.46908	9.13171	2.54382	0.737194	0.870691	0.0826411	16.7802	4.23602	0.407512	0.234765	3.9744	6.75521	59.0069	0.562392	54.6947	22.4877	13.039	693.446
42	2758.24	10.2647	2.7561	17.791	4.84204	6.08355	0.0085614	104.891	5.64269	8.92424	2.94318	0.594418	0.634351	0.384894	20.3166	3.40028	0.224323	0.247769	6.15619	4.70358	21.5721	0.535411	50.3756	13.1924	16.5463	2758.24
43	7198.31	13.8379	2.68273	12.1654	4.51577	12.4946	0.00766301	96.2815	3.20448	11.0996	2.35148	0.396931	0.711944	0.546663	20.0061	2.98662	0.408717	0.479444	13.2186	5.42646	41.665	0.835706	49.452	6.6719	13.7752	7198.31
44	563.836	19.3453	2.40702	15.9679	4.49867	12.0019	0.00636778	110.398	9.77569	11.1259	2.50527	0.612541	0.686623	0.50834	15.6805	2.87331	0.501482	0.0686636	2.26034	5.19797	59.771	0.35946	59.2531	10.1829	16.4891	563.836
45	681.288	16.7537	2.71566	14.557	3.82406	12.5786	0.0124761	85.3654	8.65737	6.9334	1.05475	0.295543	0.618311	0.124097	17.6046	3.42098	0.48635	0.300405	2.64811	4.61265	23.3627	0.275322	79.0689	11.2371	18.3975	681.288
46	265.15	11.7686	1.82815	11.2042	3.53744	6.50227	0.0298045	128.025	3.3819	7.6861	2.08835	0.51719	0.813716	0.429581	17.2771	5.14135	0.810537	0.102582	3.73082	4.47304	30.8038	0.693388	65.8638	14.1261	21.4957	265.15
47	557.555	10.4584	4.05297	14.7551	2.59553	13.3706	0.0038912	112.52	6.01615	7.3213	2.08287	0.759567	0.799916	0.622246	16.1403	3.56456	0.54013	0.441228	3.43761	10.0298	38.414	0.49468	24.182	11.3333	26.5892	557.555
48	614.941	18.5349	2.88174	11.8998	2.28666	6.45033	0.0110853	96.97	10.9964	11.3197	1.52778	0.577116	0.853314	0.558855	19.4308	3.70764	0.558386	0.194935	11.9906	7.24645	34.3793	0.741968	93.6676	18.7556	24.1809	614.941
49	121.101	20.6679	3.38832	10.9306	4.16632	10.9223	0.00567426	82.6273	6.38639	4.81525	2.78867	0.463752	0.755225	0.689802	17.7994	3.16622	0.579492	0.178578	5.70592	5.43135	56.974	0.674897	32.4342	14.6618	12.8408	121.101
50	170.94	19.6101	1.82796	10.6825	3.80444	5.8577	0.0152354	105.991	6.76729	2.88059	2.66092	0.55719	0.751237	0.287024	17.0705	3.67423	0.904061	0.341254	7.10851	4.32292	20.8268	0.576545	65.0999	8.9957	22.6159	170.94
51	145.683	16.8791	2.09955	16.6355	2.04978	12.4642	0.00957401	111.342	10.2056	9.57063	1.52318	0.52968	0.809765	0.369298	17.6211	3.50903	0.472441	0.259291	3.61925	4.74842	63.5821	0.706015	61.839	5.92903	25.039	145.683
52	412.152	7.36105	2.49189	10.4573	2.26206	9.64422	0.0243774	101.846	10.5491	6.58804	1.6332	0.528586	0.668369	0.160068	16.1368	4.0756	0.424948	0.0776579	12.4868	6.6137	36.5296	0.614093	65.0935	20.7902	16.1334	412.152
53	29.7562	16.4689	2.55589	16.2912	5.11742	17.8605	0.0162094	66.2362	4.66457	8.27344	1.1908	0.426367	0.809842	0.63126	19.426	4.04718	0.278336	0.0714745	6.24692	8.83613	46.7192	0.837505	52.6446	12.2476	8.78959	29.7562
54	1367.49	9.92501	3.3343	8.72902	5.57302	7.10399	0.00258075	71.7895	7.86933	5.69624	1.25791	0.672525	0.840154	0.0182511	17.8418	2.9152	0.762984	0.14855	8.85493	5.03614	48.9855	0.660732	43.6902	17.0363	34.0955	1367.49
55	404.754	14.728	2.44153	9.90175	3.26907	9.90384	0.0148597	120.468	11.0498	8.54716	2.07182	0.61943	0.761235	0.321121	20.6524	2.96136	0.743176	0.892054	4.33896	4.78404	22.1341	0.794441	56.7449	14.2842	30.833	404.754
56	255.057	16.9262	4.42708	15.157	3.16932	6.89366	0.0143333	134.62	9.55379	8.69226	2.87642	0.506181	0.782262	0.662582	20.0697	4.5927	0.807035	0.129213	6.92768	1.07607	20.0863	0.521478	22.9961	37.801	12.6422	255.057
57	752.793	12.5258	4.41844	10.7033	3.72361	10.9754	0.00686649	65.6964	9.25582	4.53747	2.33833	0.388274	0.672873	0.46454	17.608	4.43682	0.612195	0.778521	6.09924	2.67492	11.7374	0.716777	41.475	39.811	15.7685	752.793
58	1559.16	10.5738	2.61509	8.76899	3.8077	9.65808	0.0083392	117.803	3.25409	6.2247	2.91672	0.391707	0.682951	0.626703	17.4692	4.30057	0.292382	0.444973	6.17032	7.74131	15.3463	0.422234	67.2534	5.43954	27.472	1559.16
59	1489.42	7.24649	3.60138	15.7186	4.56064	17.2758	0.00431456	145.788	4.1118	9.52731	1.70847	0.398068	0.750037	0.186074	15.6111	4.13344	0.409356	0.0963425	4.64359	9.9348	8.80615	0.547864	88.4995	4.77095	17.796	1489.42
60	236.979	14.9059	2.74148	8.68966	2.9847	9.38463	0.0289346	106.451	6.60309	8.62533	1.15761	0.364057	0.918026	0.203692	18.1004	3.92801	0.454483	0.0855055	5.66879	2.35552	41.64	0.541195	33.483	4.60651	16.9795	236.979
61	3809.88	18.4632	3.64236	18.6781	4.94061	5.32439	0.00272771	86.2707	10.8878	9.70658	1.361	0.54141	0.720632	0.577243	16.662	2.54918	0.395458	0.0988235	1.91245	7.74648	39.8728	0.57267	69.4219	30.5484	14.8617	3809.88
62	110.625	9.19667	3.62354	9.17808	4.19746	7.38864	0.0044955	80.7639	6.86421	4.03738	1.28342	0.570939	0.644064	0.186543	16.2225	2.56279	0.733741	0.459735	5.16614	10.1065	26.7039	0.495158	95.8909	8.30076	28.7926	110.625
63	2330.86	7.6184	3.77225	17.5456	2.44009	19.7002	0.0150146	90.4944	1.54595	3.82876	2.96538	0.512223	0.830546	0.359753	18.8488	5.09991	0.707386	0.0851794	6.2483	4.08962	40.7265	0.356788	77.672	6.14925	34.6396	2330.86
64	25.895	11.9516	3.00291	9.27741	3.37158	6.08112	0.00639316	109.235	3.79949	9.57241	1.75595	0.363242	0.709327	0.420334	15.8079	2.4827	0.637845	0.26834	8.626	9.61583	31.6952	0.442464	76.1327	17.3918	23.2119	25.895
65	135.289	17.4411	4.12297	15.3648	4.02423	18.7503	0.00502739	77.7541	5.19226	4.2856	1.20245	0.5735	0.811188	0.595474	15.3257	2.90488	0.346418	0.431825	6.90351	10.7384	31.9798	0.785584	74.8477	7.87598	14.5918	135.289
66	115.728	9.42668	3.2449	17.0523	5.38947	11.312	0.0135252	85.3355	7.52529	11.1048	1.75118	0.618686	0.6798	0.765051	15.7268	3.78984	0.842834	0.245483	11.8028	4.53198	42.566	0.423637	96.3035	9.42848	21.6264	115.728
67	154.798	7.34552	3.6578	19.1999	5.98165	19.3196	0.00572024	118.222	7.36195	6.84519	2.45408	0.278521	0.606569	0.581835	17.4382	3.39579	0.371531	0.129166	5.43768	2.73713	51.2724	0.7578	56.886	6.54899	21.8225	154.798
68	201.751	11.0722	2.67924	14.6718	5.01869	7.10223	0.0659724	60.1438	10.2947	6.44356	2.06444	0.416368	0.656724	0.313911	16.849	2.21488	0.349809	0.242578	4.38481	1.5068	5.11809	0.414959	47.8592	34.9742	37.2074	201.751
69	2074.79	10.7633	2.99798	12.2979	4.57367	18.527	0.005392	90.9378	6.27978	5.24489	1.69073	0.514454	0.684896	0.469313	18.877	2.98649	0.0619864	0.166623	10.3253	1.94847	19.0184	0.650715	54.5309	9.57833	25.2373	2074.79
70	2620.29	12.2897	3.37605	10.6238	4.92798	14.2921	0.0159378	103.28	6.3819	11.8739	2.49525	0.506082	0.683334	0.26948	20.2148	3.66792	0.616051	0.296603	3.32665	4.58212	13.1116	0.614925	87.0758	4.30106	24.1748	2620.29
71	2524.05	10.0093	3.76462	10.5611	3.29418	10.4072	0.0157056	71.5042	4.33003	3.80035	2.1213	0.677775	0.814362	0.604239	18.5613	3.45363	0.680388	0.254305	11.9709	3.31618	32.3165	0.712051	29.0175	27.8199	17.0027	2524.05
72	553.376	8.37741	2.2441	16.1779	3.99431	10.926	0.00334541	69.4692	5.1961	10.5513	1.49055	0.611259	0.663626	0.679646	15.5511	4.09942	0.888042	0.42271	4.8632	8.34428	64.5886	0.300694	76.8577	4.07412	8.26242	553.376
73	70.979	14.6601	2.78276	12.0045	4.13902	12.9598	0.00387529	60.3272	11.135	8.30406	2.14121	0.517554	0.706781	0.358197	19.4483	4.8747	0.300992	0.492169	7.22853	4.82334	17.8946	0.524424	58.648	10.2594	9.9018	70.979
74	369.023	8.70246	1.9633	14.9024	5.36757	6.6829	0.010455	91.3599	13.7148	5.79825	2.31834	0.289692	0.795429	0.269465	15.4569	2.42286	0.387625	0.594995	6.7183	1.21565	26.2382	0.759754	32.6896	16.9763	10.4587	369.023
75	1355.73	13.8593	3.31582	16.0589	3.168	19.3464	0.0168431	112.814	7.07516	7.32046	2.53603	0.510649	0.736734	0.152113	20.0616	2.75352	0.154049	0.701742	2.468	6.499	41.4544	0.356571	93.1243	4.26375	9.27852	1355.73
76	58.1714	14.8752	3.28007	17.8757	3.00725	14.4287	0.00885593	108.988	8.84299	5.61696	1.59479	0.746454	0.727219	0.278208	17.8355	2.31167	0.844622	0.389816	12.356	7.58837	27.9507	0.608084	44.049	23.0098	31.8073	58.1714
77	68.7767	13.1811	3.91617	12.202	4.39578	19.0036	0.0250328	82.4479	4.84693	11.7213	2.26474	0.25854	0.614836	0.26601	17.7429	4.55591	0.614344	0.323192	9.7551	4.69013	9.90132	0.693679	58.5214	6.06978	37.6942	68.7767
78	5256.34	20.4971	2.84674	11.6729	2.90467	11.3047	0.0210385	117.935	6.66818	11.02	1.62817	0.50972	0.684433	0.624847	18.181	4.92821	0.529774	0.151704	7.01063	8.24715	45.6642	0.531418	81.2731	23.0305	15.8145	5256.34
79	319.622	14.647	3.62505	13.7605	3.69146	11.7049	0.0113618	88.9532	12.6989	6.35006	1.52554	0.532897	0.645488	0.279988	17.059	2.67259	0.483208	0.225705	6.58982	10.2122	27.1837	0.535989	45.8604	37.3799	18.2302	319.622
80	1049.41	11.2626	2.81364	9.642	2.57016	7.11099	0.0023497	91.4417	3.84246	7.72536	2.31681	0.32094	0.857647	0.336335	20.08	2.41101	0.363681	0.217666	10.2861	2.75564	12.0445	0.696463	90.1971	15.0274	9.10318	1049.41
81	846.688	12.9107	2.60741	15.4165	3.68541	10.7812	0.00271112	118.153	3.56538	10.2954	1.86125	0.631789	0.621252	0.0367336	16.4314	3.54219	0.13582	0.209659	5.88201	5.2865	20.1032	0.441771	45.6442	38.325	27.3461	846.688
82	1736.78	7.63991	3.17532	16.1413	3.71869	6.2329	0.00806687	104.584	4.26858	7.41072	2.56622	0.322997	0.747677	0.255699	19.8363	4.39392	0.549405	0.254563	8.13323	3.12176	7.86804	0.30705	43.9225	33.5645	22.9792	1736.78
83	127.192	14.7401	2.50928	15.2869	3.43824	10.782	0.00670812	77.5518	6.19482	9.98233	1.27979	0.452319	0.701681	0.656472	19.6746	3.317	0.404329	0.39452	2.30215	11.8261	20.7681	0.342327	92.9116	33.2146	10.1282	127.192
84	536.471	19.3083	2.80855	7.19078	3.82541	14.1868	0.0113785	135.494	8.03948	3.0917	2.52615	0.500932	0.71991	0.52486	19.2978	3.8114	0.506076	0.173904	4.3716	12.8418	42.5132	0.614694	59.1364	5.78279	15.8724	536.471
85	48.2227	15.9031	1.74709	12.425	4.74259	6.10981	0.00186353	95.4692	12.7211	4.00057	1.41322	0.50283	0.68503	0.344926	18.3357	2.57153	0.243188	0.277536	12.0407	5.29435	60.8715	0.370049	68.8337	10.8577	31.7173	48.2227
86	1250.17	7.65833	3.28021	15.245	4.9029	15.0473	0.00381043	118.709	3.88865	5.26859	1.30703	0.292025	0.81022	0.10165	16.973	3.27981	0.673302	0.218695	6.3697	3.91266	16.6732	0.662568	57.4352	21.5491	9.71977	1250.17
87	158.022	11.1523	2.61989	12.4268	3.22412	9.60367	0.00225898	128.645	8.08164	4.91759	2.29627	0.674222	0.633017	0.63386	17.7417	4.27737	0.181581	0.191839	5.79622	10.2961	34.6105	0.814054	45.143	27.2799	14.7884	158.022
88	60.4446	7.63345	2.79439	17.0836	5.2316	10.8393	0.00694821	83.9178	6.67393	11.8053	2.9089	0.56763	0.686583	0.137486	17.2584	3.45377	0.49547	0.626646	4.23257	2.04633	23.7951	0.714591	84.8659	9.37704	24.1316	60.4446
89	7460.25	12.701	3.22386	9.88007	3.48063	5.97807	0.0107714	93.3513	7.08506	9.71164	1.3213	0.695672	0.630354	0.720588	17.2348	3.82842	0.696948	0.4191	10.0691	8.57226	15.1156	0.48195	36.8235	7.2684	14.6699	7460.25
90	72.9011	16.1195	2.08579	12.3763	4.65603	12.816	0.00631242	63.088	4.58145	5.92366	1.05869	0.420557	0.75489	0.212446	16.4874	3.82712	0.777549	0.223515	2.03837	4.30951	55.0471	0.561413	74.8944	4.27427	8.96307	72.9011
91	2424.56	7.31798	1.798	12.2548	4.84607	13.9366	0.0142294	60.6097	4.64511	9.68081	2.29974	0.400584	0.789424	0.188587	20.0075	4.6286	0.710526	0.109094	7.99612	5.50267	9.88064	0.292974	27.1979	8.7582	13.8937	2424.56
92	242.402	10.3471	3.41509	12.5332	3.41011	8.23259	0.0167906	99.8163	7.49252	11.5624	1.96322	0.382754	0.850591	0.653286	20.692	4.17309	0.436149	0.0766984	7.32702	6.02628	31.6121	0.7393	30.714	4.95049	9.81878	242.402
93	528.084	10.8226	2.7757	16.3694	4.43224	13.1858	0.0227625	83.5612	6.39132	9.36494	1.95956	0.487755	0.746957	0.530408	19.0341	4.15059	0.177268	0.355377	5.61992	10.0712	58.7374	0.779879	60.0011	28.0001	20.6388	528.084
94	188.993	13.2298	2.87298	14.8458	4.09143	12.362	0.00761677	65.8246	7.43826	8.48177	1.89814	0.448181	0.704341	0.516982	18.2772	2.40329	0.732089	0.137568	10.4216	12.8301	23.5342	0.413216	43.961	18.1514	23.4137	188.993
95	139.401	7.64257	1.74272	16.9831	3.71831	8.49897	0.0205193	127.213	6.33103	6.4446	1.48676	0.361378	0.630918	0.114653	17.4739	3.26281	0.5073	0.227942	5.60464	9.12671	37.3428	0.364767	73.9886	7.93717	31.9405	139.401
96	176.079	20.348	2.40615	10.757	3.48122	11.1532	0.00202941	92.734	11.6395	7.10016	2.50137	0.773513	0.7944	0.598521	15.9083	3.11011	0.145765	0.247167	5.89188	12.0467	22.8724	0.60233	36.9857	15.9917	8.71457	176.079
97	225.128	7.07919	3.23511	12.4116	4.55877	5.70201	0.0137496	92.1991	5.43693	2.75326	1.11286	0.542912	0.85431	0.608649	18.0403	3.55347	0.108213	0.35938	13.6634	9.86282	40.6959	0.367625	49.1644	17.3446	30.1023	225.128
98	9405.09	10.1939	3.50652	15.3309	3.5063	7.96573	0.016561	113.143	8.10054	4.35034	2.30244	0.697579	0.772527	0.639921	17.2069	3.87556	0.526028	0.164805	5.02476	3.12332	26.4059	0.639359	44.3648	8.63862	8.02955	9405.09
99	5979.23	12.1139	3.29164	16.0223	3.74164	5.03744	0.013877	99.9381	10.0499	10.0489	2.80445	0.308642	0.730039	0.583753	15.9108	3.38248	0.751686	0.498151	2.58869	5.93311	25.7288	0.694379	59.4772	13.6717	36.5399	5979.23
100	346.817	14.6593	2.57637	9.16017	4.31897	11.0078	0.0203778	73.8681	10.067	8.24294	1.86092	0.313881	0.625561	0.277965	16.9899	3.32713	0.419935	0.499442	4.65028	3.61123	5.18955	0.524744	64.651	26.2676	14.6961	346.817
101	1484.66	12.6208	3.60568	15.4059	4.54584	5.48747	0.0118017	97.8379	9.96089	3.43273	1.67076	0.612072	0.668955	0.361486	18.6864	2.79016	0.317395	0.279006	5.90419	10.9007	22.9253	0.558881	33.5055	14.6922	15.8288	1484.66
102	961.285	8.02693	2.64434	12.0842	5.96668	11.5334	0.0109034	139.091	7.74942	5.33454	1.3702	0.561129	0.779403	0.270458	18.2548	3.5405	0.531471	0.132223	13.5295	8.50886	42.6644	0.550836	53.6371	11.5517	8.93156	961.285
