iter	GM_NInit(1)	GM_TIsolation(1)	GM_R0(1)	GM_c0(1)	GM_TLatent(1)	GM_TRecover(1)	GM_IFR(1)	GM_T50Testing(1)	GM_TauTesting(1)	GM_TTestingRate(1)	GM_TContactsTestingRate(1)	GM_FAsymp(1)	GM_TestingCoverage(1)	GM_TestSensitivity(1)	GM_ThetaMin(1)	GM_TauTheta(1)	GM_PwrTheta(1)	GM_HygienePwr(1)	GM_FracTraced(1)	GM_TPosTest(1)	GM_TFatalDeath(1)	GM_TauS(1)	GM_rMax(1)	GM_TauR(1)	alpha_Pos(1)	alpha_Death(1)	LnPrior	LnData	LnPosterior
830	3208.03	8.57152	3.81661	16.8566	5.02539	6.82147	0.00568314	85.726	6.22833	9.50504	2.01847	0.512747	0.493987	0.628428	0.331473	21.5097	5.06136	0.110646	0.0781305	6.34545	5.15885	28.9592	0.312874	51.6647	5.84909	3.5037	-4.562031e+01	-1.043744e+03	-1.089364e+03
840	2750.15	10.0105	3.80535	15.6497	4.91641	6.82147	0.00577251	85.3064	4.36264	10.5353	2.58142	0.497796	0.510889	0.663101	0.33711	21.4181	4.44491	0.104669	0.122039	8.13408	3.84951	26.5109	0.380226	60.8281	7.12029	3.32568	-4.568638e+01	-1.041514e+03	-1.087201e+03
850	2446.97	8.85177	3.88345	16.0273	4.86085	6.95355	0.00532887	86.9572	6.75103	11.7237	2.19386	0.491123	0.525265	0.614526	0.332619	21.5186	4.2378	0.0798342	0.123884	4.90114	3.98108	27.8728	0.463056	77.9235	8.80961	3.11545	-4.828698e+01	-1.043781e+03	-1.092068e+03
860	2747.12	8.68033	3.89121	17.5545	4.85805	7.26783	0.00628535	88.2577	4.85233	10.5684	1.15268	0.426058	0.593639	0.612226	0.317784	20.7942	3.07342	0.101295	0.0898011	4.44198	2.20079	29.1977	0.526639	70.7119	7.45354	3.51024	-4.764493e+01	-1.043599e+03	-1.091244e+03
870	2939.8	8.07509	3.91179	18.4618	5.11783	7.20632	0.00708863	87.5847	4.85233	11.4896	1.38353	0.4811	0.52165	0.782453	0.311587	20.7942	2.74873	0.109676	0.105071	3.89321	3.26383	29.5048	0.440629	55.8511	5.37517	2.58259	-4.573566e+01	-1.045795e+03	-1.091531e+03
880	3156.12	12.0213	3.9193	18.5363	4.78425	7.52562	0.00644796	89.8421	5.57644	9.71773	1.40002	0.495749	0.486454	0.660974	0.319058	20.7942	5.23136	0.126927	0.110841	3.59311	4.69325	27.3258	0.393887	51.8668	8.03254	3.01079	-4.471414e+01	-1.042844e+03	-1.087558e+03
890	3316.87	7.95216	3.89992	7.52779	4.7428	7.36515	0.00661627	88.7146	4.72876	10.776	1.64202	0.511339	0.481029	0.752305	0.317766	20.7942	2.53434	0.131068	0.108585	4.82209	3.31904	26.9745	0.426493	58.5973	8.62557	3.68727	-4.600742e+01	-1.043815e+03	-1.089823e+03
900	3384.97	14.1502	3.9099	18.3338	4.76956	7.49675	0.00696049	88.4831	4.09385	10.6855	1.30524	0.485502	0.591921	0.650054	0.309927	21.035	3.91938	0.128572	0.0861171	2.14118	3.36876	25.6177	0.387165	59.2695	6.15154	3.56843	-4.661966e+01	-1.042322e+03	-1.088942e+03
910	3380.56	8.45185	3.9099	18.0041	4.54829	7.52251	0.00688	90.8282	4.43164	10.9498	2.54173	0.560193	0.573259	0.748609	0.314337	20.8549	6.07399	0.113924	0.081101	1.60157	2.10447	33.4784	0.424895	61.2994	7.1262	4.49809	-4.935368e+01	-1.042834e+03	-1.092188e+03
920	3450.97	7.77372	3.93035	16.149	4.73625	7.74006	0.00705079	88.1072	4.43164	11.3286	1.62677	0.507816	0.476978	0.790168	0.315825	20.8549	4.86509	0.0970779	0.104181	3.08364	2.86126	28.4684	0.447928	73.0055	5.76574	3.29229	-4.767937e+01	-1.045210e+03	-1.092890e+03
930	2759.66	20.4528	3.97067	8.41818	4.56987	7.6448	0.00677053	87.9296	5.1835	11.5799	2.64407	0.548436	0.478189	0.681488	0.309379	21.3392	4.53063	0.0695278	0.165603	5.54557	2.5507	28.4684	0.426312	62.0304	7.88044	2.62311	-4.706496e+01	-1.043147e+03	-1.090212e+03
940	2958.5	20.7928	3.93006	10.6348	4.43264	7.77737	0.00680193	87.4559	8.54785	11.754	2.24263	0.507432	0.459196	0.647366	0.314925	21.7828	3.78483	0.057083	0.161259	7.38315	3.42272	30.8913	0.370602	51.4904	6.3752	2.23022	-4.606685e+01	-1.044439e+03	-1.090506e+03
950	3217.28	17.2716	3.94465	11.0723	4.50512	7.82155	0.00612203	85.9053	 6.45	10.6079	2.3147	0.491506	0.322468	0.631904	0.294588	22.3241	2.13663	0.0355199	0.188248	9.88788	4.31064	35.443	0.62756	57.6502	8.33994	2.4699	-4.935376e+01	-1.043059e+03	-1.092413e+03
960	3396.63	14.3171	3.97171	9.0306	4.67847	7.68046	0.00646083	83.6473	4.2919	9.22608	2.59677	0.500936	0.21623	0.637843	0.304959	22.4863	3.46453	0.0454736	0.218002	13.8255	4.17461	36.4614	0.654067	56.416	7.52861	3.67276	-5.015783e+01	-1.042908e+03	-1.093066e+03
970	3096.5	16.1337	3.96947	12.2734	4.28126	7.95994	0.00627693	87.1712	7.00541	7.8646	2.93361	0.426989	0.159167	0.64582	0.29938	22.4863	3.59313	0.0518706	0.238826	11.1906	3.87916	35.5076	0.650518	59.2266	5.81048	3.14589	-4.847672e+01	-1.039842e+03	-1.088318e+03
980	2887.11	16.5864	3.96447	11.1618	4.47384	7.75967	0.00692233	85.595	8.0117	8.47872	2.98462	0.385438	0.166547	0.712215	0.297461	22.1169	4.50483	0.0586442	0.192851	10.8364	6.1188	40.6717	0.632155	50.5062	6.37627	3.39412	-4.812976e+01	-1.043798e+03	-1.091927e+03
990	2887.11	14.4507	3.99224	14.3708	4.34915	7.75967	0.00742738	89.2039	9.68902	5.93804	2.51742	0.45975	0.209883	0.608516	0.305359	22.2308	3.9896	0.0498037	0.219369	10.8785	7.60968	46.0235	0.668315	31.7403	9.20003	2.6151	-5.044250e+01	-1.045157e+03	-1.095599e+03
1000	2887.11	11.5194	3.9705	13.7684	4.58822	7.78216	0.00747956	93.1264	11.9189	6.15521	2.24362	0.512777	0.235919	0.648047	0.29757	23.0263	5.26608	0.0386158	0.202521	8.30415	5.88309	48.6141	0.560557	34.1251	5.11952	3.34308	-5.111400e+01	-1.041136e+03	-1.092250e+03
1010	2894.49	18.1921	4.0903	15.9849	4.58822	7.46969	0.00658333	94.8221	13.739	4.83707	2.44976	0.493504	0.246943	0.613881	0.279906	22.4325	5.04033	0.0620034	0.158512	10.9201	8.05565	45.0149	0.58399	31.5501	6.68754	3.87828	-5.293981e+01	-1.037591e+03	-1.090531e+03
1020	2797.27	10.3015	4.12353	18.3401	4.32172	7.49684	0.00741838	99.7333	12.1996	5.18518	1.20446	0.552375	0.238827	0.726809	0.279906	21.7865	5.75688	0.0632952	0.191665	8.24896	7.35247	48.7187	0.565818	32.0994	9.05692	2.63799	-5.189256e+01	-1.038712e+03	-1.090605e+03
1030	2797.27	8.11635	4.22153	15.7418	4.90624	7.2442	0.00778557	100.046	12.6415	5.2331	1.94093	0.549324	0.271995	0.643478	0.280246	21.7865	2.94607	0.052174	0.222242	2.47578	4.85849	46.7932	0.455722	31.1519	5.38988	4.01946	-5.046153e+01	-1.040496e+03	-1.090957e+03
1040	2708.43	11.4986	4.29722	19.8475	4.84423	7.55615	0.00751319	100.277	10.4081	4.83254	2.85622	0.539585	0.289158	0.670322	0.274858	22.8191	4.51356	0.0843203	0.222242	2.59581	4.77349	47.7196	0.523294	26.8511	4.97579	3.14802	-5.118894e+01	-1.041300e+03	-1.092489e+03
1050	2352.92	10.3125	4.38742	17.9962	5.15564	7.66522	0.00646369	99.5641	11.8614	5.16204	2.08456	0.511191	0.282877	0.626485	0.272647	23.6473	4.77199	0.0764652	0.161218	3.3964	4.35996	51.2811	0.636715	30.9544	5.74374	4.38674	-5.400571e+01	-1.036070e+03	-1.090076e+03
1060	2352.92	14.9189	4.39167	10.3035	5.34096	7.82145	0.00836341	97.3537	9.8995	5.01581	1.52464	0.491247	0.206696	0.793436	0.278744	23.3622	3.9018	0.0872196	0.220833	2.34034	4.85527	47.4551	0.698827	41.4648	7.63493	2.77312	-5.263890e+01	-1.039044e+03	-1.091683e+03
1070	2370.38	8.95389	4.27637	10.6782	5.36152	7.97399	0.00810675	97.5489	9.73087	6.71108	1.81643	0.382985	0.18547	0.826485	0.278744	22.8513	4.98313	0.0714244	0.257262	4.71996	3.35714	43.9196	0.600203	44.3937	6.90044	3.11789	-4.985022e+01	-1.040080e+03	-1.089930e+03
1080	2194.09	13.527	4.24811	13.7629	5.58032	7.19426	0.0074994	94.4678	9.32554	10.6788	1.7255	0.101697	0.154503	0.852402	0.271026	22.043	6.86489	0.0961952	0.205074	5.89872	6.5691	42.9422	0.578127	44.3937	6.83944	3.4915	-5.259377e+01	-1.037544e+03	-1.090137e+03
1090	2194.09	7.48403	4.15163	11.0318	5.23655	7.26194	0.0074994	94.4945	9.32554	9.17661	2.48848	0.161116	0.195303	0.88329	0.271801	22.0393	6.07019	0.0967132	0.202488	9.67415	5.48741	41.9588	0.623861	41.2116	6.47869	3.29136	-5.078647e+01	-1.038499e+03	-1.089286e+03
1100	2260.79	14.8694	4.1373	10.1925	5.66237	7.26194	0.00610211	91.5727	8.68075	10.4108	2.30427	0.15862	0.198545	0.796652	0.280627	23.1914	4.97016	0.0857585	0.194396	7.81661	4.76997	41.9588	0.624405	38.4018	7.41712	3.61863	-5.080780e+01	-1.038585e+03	-1.089392e+03
1110	2167.63	18.7358	4.16895	7.22302	5.35787	7.70546	0.00590415	88.068	9.64725	8.1689	2.68188	0.243088	0.188093	0.804818	0.292328	23.635	3.58696	0.0932881	0.165716	11.8321	4.90297	40.6114	0.541724	39.8048	7.43196	3.79293	-5.116040e+01	-1.039304e+03	-1.090465e+03
1120	2108.08	15.0293	4.13633	10.5333	5.46286	7.47211	0.00590415	89.3272	7.56055	8.17503	2.44846	0.186174	0.195461	0.756673	0.293438	22.7719	4.00492	0.0865698	0.127239	4.10079	5.53416	37.6175	0.40543	37.1872	8.12309	1.78224	-4.642760e+01	-1.045023e+03	-1.091451e+03
1130	1918.64	15.7291	4.12416	7.8644	5.30075	7.35167	0.00593245	87.4193	7.99792	8.84156	2.26374	0.0748933	0.257665	0.645763	0.292862	22.627	2.86791	0.111206	0.154938	4.70235	4.20056	33.7511	0.398392	30.0034	8.12309	3.02803	-4.718637e+01	-1.048051e+03	-1.095237e+03
1140	1918.64	17.2463	4.16161	14.3017	5.39435	6.87503	0.00649403	88.9551	6.23968	8.05903	1.64816	0.181567	0.34362	0.625693	0.295389	20.9859	3.6771	0.109798	0.218748	9.62089	3.53612	32.4625	0.433872	27.5967	6.52776	2.71139	-4.545373e+01	-1.047277e+03	-1.092731e+03
1150	1918.64	18.2115	4.13283	19.9876	5.39435	6.59986	0.00689089	90.0074	6.23968	10.6309	2.32143	0.0292081	0.428413	0.693244	0.292629	19.2734	5.29594	0.0918856	0.218748	7.99678	4.23627	32.9125	0.37632	26.8752	7.56019	3.07763	-4.733366e+01	-1.047078e+03	-1.094411e+03
1160	2205.76	8.85765	4.11131	15.0536	5.70406	6.62774	0.00610299	89.9129	5.30637	10.3437	2.0868	0.0851687	0.428413	0.694774	0.293111	19.459	4.79509	0.0799264	0.15412	3.62551	4.20708	33.1141	0.343896	34.2531	6.02736	3.21777	-4.501258e+01	-1.043380e+03	-1.088393e+03
1170	2222.44	12.8365	4.15088	9.24716	6.13623	6.62774	0.00626764	93.0596	8.16163	8.94561	1.59968	0.0260592	0.401799	0.727607	0.288874	18.9422	4.71926	0.0728639	0.0982288	3.59893	6.09456	32.12	0.304852	38.4969	6.56892	2.85272	-4.640909e+01	-1.045918e+03	-1.092327e+03
1180	2834.47	19.9392	4.14083	7.66384	6.16518	6.5742	0.00560626	94.1238	9.52445	10.3779	2.35116	0.131759	0.337555	0.909545	0.288949	20.3751	3.70146	0.0945703	0.0595133	5.61392	7.10302	34.9506	0.299062	43.7553	7.84495	2.61794	-5.150717e+01	-1.042066e+03	-1.093573e+03
1190	2834.47	15.8867	4.03106	11.1572	5.74679	6.81508	0.00560626	95.0972	9.28465	10.8858	2.30459	0.147709	0.347842	0.768918	0.296927	21.884	3.62538	0.122497	0.103505	5.10775	5.29455	31.429	0.33089	43.7553	7.60434	2.61794	-4.697908e+01	-1.043109e+03	-1.090088e+03
1200	2821.85	8.50092	4.01948	11.6849	5.29937	6.86255	0.0056932	94.9735	9.61599	9.14428	2.91073	0.281085	0.301168	0.869443	0.288219	21.3251	3.01097	0.127629	0.0858188	5.52381	5.79832	28.3711	0.330336	38.2571	6.41569	2.21508	-4.656883e+01	-1.046687e+03	-1.093256e+03
1210	2967.3	12.3488	4.0951	14.4429	5.47207	7.02633	0.00540491	96.8043	10.8807	8.35004	1.86745	0.33643	0.298373	0.808289	0.29254	22.3295	4.18142	0.134064	0.0844928	3.63466	4.53532	31.3624	0.340737	51.1221	6.80239	3.3941	-4.725062e+01	-1.040861e+03	-1.088112e+03
1220	3094.32	18.056	3.98048	11.6113	5.40589	7.09533	0.00540491	100.145	10.091	9.46761	1.69982	0.133783	0.272816	0.866669	0.286553	21.5959	3.89473	0.131298	0.10932	3.35946	5.98144	32.5257	0.410473	47.2555	6.80239	3.53547	-4.729409e+01	-1.042375e+03	-1.089669e+03
1230	3052.94	17.5184	4.0575	13.1769	5.44321	7.32018	0.00593235	96.5359	10.8229	10.6491	2.08654	0.313612	0.2069	0.828403	0.289263	22.6611	4.07404	0.118515	0.151414	3.44371	5.88492	30.5089	0.376842	50.0471	6.11637	2.23714	-4.787802e+01	-1.044051e+03	-1.091929e+03
1240	3082.83	9.11639	4.10264	19.7159	5.35849	7.54775	0.00629448	97.4467	13.7508	8.79409	2.70899	0.248212	0.19143	0.85285	0.270459	22.4484	3.07929	0.0857456	0.186928	7.72583	6.58647	35.2219	0.422443	41.8385	6.72121	3.71403	-5.140563e+01	-1.039497e+03	-1.090903e+03
1250	2705.14	11.2831	3.99662	9.94162	5.29865	7.27665	0.00819048	101.174	13.1515	7.33499	2.0323	0.30579	0.275644	0.763667	0.276975	22.741	4.1458	0.0792117	0.210068	4.71925	7.926	31.2118	0.466954	49.8696	6.32328	3.85514	-4.810835e+01	-1.038995e+03	-1.087103e+03
1260	2915.45	19.4603	3.96187	11.6845	5.29865	7.78383	0.00914616	99.3888	11.7416	6.95123	1.42556	0.222058	0.294431	0.854612	0.269825	21.8561	3.15839	0.0737312	0.175651	4.86812	7.03073	28.513	0.458273	50.8811	6.64726	2.68029	-4.775470e+01	-1.041304e+03	-1.089059e+03
1270	2995.74	20.1248	3.92615	14.5537	5.42044	7.70877	0.00850872	101.632	12.0071	8.28676	1.9429	0.101009	0.341078	0.841697	0.264758	22.2407	4.04823	0.0998627	0.120175	5.98656	8.18694	27.4813	0.502435	46.4718	5.77933	3.28983	-4.813936e+01	-1.040863e+03	-1.089002e+03
1280	2996.7	11.204	3.84324	10.6313	5.16366	7.75568	0.00823487	101.632	12.3286	6.4998	2.9726	0.116172	0.341078	0.718152	0.270081	23.1776	4.96025	0.116331	0.0538968	5.68452	8.29471	27.4601	0.48827	44.3571	6.34468	2.83054	-4.877377e+01	-1.040808e+03	-1.089582e+03
1290	2959.88	9.98529	3.86371	12.8506	5.51725	7.18134	0.0076633	101.835	10.9812	6.07889	1.95777	0.186263	0.312847	0.743972	0.270081	22.5746	6.48575	0.117804	0.126455	2.43982	9.00178	27.0115	0.48827	46.4408	6.16967	2.04728	-4.791174e+01	-1.042861e+03	-1.090773e+03
1300	2959.88	11.1395	3.90146	11.8274	5.89321	7.00655	0.00888013	97.2334	10.5464	6.69571	2.02507	0.121431	0.273005	0.763493	0.267629	21.3554	4.80302	0.103276	0.185785	2.22433	6.94095	24.6055	0.48827	45.7205	5.12285	2.77784	-4.605517e+01	-1.046586e+03	-1.092641e+03
1310	2911.7	11.6381	3.93173	18.7234	6.18283	7.6383	0.0102325	96.0071	9.72114	5.03292	1.52206	0.184558	0.328651	0.7529	0.276607	22.3356	3.16173	0.113532	0.103971	4.27815	8.46436	23.3877	0.483718	41.4121	5.57744	2.55615	-4.783200e+01	-1.046017e+03	-1.093849e+03
1320	3417.5	9.4919	3.86852	13.798	6.28258	6.83012	0.00923331	100.113	8.91481	5.19813	1.68571	0.413401	0.469466	0.796288	0.264879	21.3175	8.013	0.104456	0.166785	3.8773	6.14811	21.6321	0.471034	45.3419	6.84245	2.72676	-5.134399e+01	-1.042833e+03	-1.094177e+03
1330	2889.1	16.9332	3.90189	18.9872	6.15025	6.18711	0.00923331	100.352	8.40736	4.25082	2.07304	0.392966	0.469466	0.656457	0.26309	21.8381	4.20072	0.106269	0.125035	1.76475	5.62571	22.6184	0.4265	44.7194	6.78013	2.72676	-4.799903e+01	-1.040945e+03	-1.088944e+03
1340	2956.05	8.56354	3.83675	16.0647	5.78429	6.03214	0.00870592	101.863	8.47977	5.59235	2.03104	0.296218	0.523554	0.656596	0.262721	21.4251	5.08069	0.107441	0.139481	2.8133	7.22485	23.1231	0.4265	46.7118	7.3288	3.88515	-4.582442e+01	-1.040650e+03	-1.086475e+03
1350	2997.73	11.4194	3.79309	15.2428	5.68136	6.03214	0.00843312	101.443	8.82923	6.08751	1.64618	0.387021	0.537016	0.733761	0.261127	21.572	5.85326	0.102551	0.11823	4.73206	6.90717	23.0913	0.434411	46.7118	7.39803	2.31752	-4.583697e+01	-1.040868e+03	-1.086705e+03
1360	3318.6	8.77295	3.77694	10.7964	5.90643	5.95197	0.0074695	96.8309	7.55348	7.14252	2.28275	0.331729	0.63763	0.619612	0.259492	21.8351	3.28468	0.133526	0.0973801	4.56771	6.08084	21.8637	0.515263	49.7951	6.42982	3.50393	-4.588954e+01	-1.042866e+03	-1.088755e+03
1370	3686.82	12.596	3.79222	17.9902	5.37177	6.0653	0.00837479	98.7241	7.72775	7.63877	2.02239	0.411015	0.613051	0.719938	0.25951	21.0641	5.01202	0.127771	0.112097	2.09826	7.20766	23.5044	0.498158	50.2853	6.42982	3.1845	-4.547247e+01	-1.040202e+03	-1.085675e+03
1380	3686.82	14.2464	3.79737	13.7186	5.5816	6.15724	0.00768056	98.2546	7.05283	9.55733	1.36622	0.280606	0.584968	0.758341	0.260141	20.9994	4.83994	0.122769	0.165942	1.1828	5.6296	23.8219	0.530924	50.8022	6.2105	4.47137	-4.706171e+01	-1.041024e+03	-1.088086e+03
1390	3305.07	15.9581	3.85195	17.1994	5.49785	6.21379	0.00729264	97.6238	7.30623	11.709	1.64023	0.280606	0.589801	0.744827	0.252984	21.4305	3.50241	0.111742	0.125144	3.41957	5.42223	26.5363	0.584599	53.1358	7.10096	2.81459	-4.650151e+01	-1.042144e+03	-1.088645e+03
1400	3856.25	16.0708	3.82757	18.4319	5.57819	6.99731	0.00640827	96.4201	7.30623	9.13013	1.25898	0.329805	0.463954	0.713233	0.257447	23.0392	2.86981	0.103564	0.0963302	1.54828	5.0562	27.1456	0.54486	47.873	6.74378	2.74984	-4.854086e+01	-1.042429e+03	-1.090970e+03
1410	3939.93	16.975	3.76323	14.871	5.91225	7.01467	0.00663613	94.4588	8.86575	11.2333	2.45026	0.329229	0.490334	0.747502	0.262904	23.7608	3.83448	0.105226	0.103171	3.89546	5.74281	25.1164	0.574022	50.8767	6.45589	2.47367	-4.899759e+01	-1.041804e+03	-1.090801e+03
1420	3750.36	9.16688	3.83246	12.3946	6.13883	7.05726	0.00628428	96.6566	9.0932	11.9866	2.11714	0.295497	0.392526	0.793903	0.261326	23.9515	4.67547	0.125344	0.173491	3.42621	5.45192	27.4766	0.537047	43.0042	8.27171	3.53408	-5.007921e+01	-1.044399e+03	-1.094478e+03
1430	3888.84	15.8221	3.83676	11.4878	6.037	6.71311	0.00679732	96.1095	9.20948	11.085	2.22886	0.282687	0.293739	0.76946	0.258527	24.1107	4.54941	0.110603	0.235683	4.30914	4.82334	27.8453	0.529228	40.9359	6.43483	3.62184	-5.003490e+01	-1.040572e+03	-1.090607e+03
1440	3878.64	19.9808	3.83987	11.1094	5.87925	7.19934	0.00795851	95.4109	8.8635	10.9956	2.77126	0.363399	0.327049	0.863321	0.263577	23.9843	4.11399	0.119548	0.220252	4.22957	4.23366	26.7841	0.531024	40.9359	5.18132	3.37613	-5.060349e+01	-1.041636e+03	-1.092240e+03
1450	4066.59	14.2964	3.86194	17.5086	6.39292	7.08928	0.0108133	98.4235	10.572	10.0014	2.38927	0.454328	0.656854	0.725777	0.274643	23.3455	4.58553	0.139246	0.247622	6.43252	7.69715	24.6703	0.586613	42.8916	8.37296	3.46677	-5.119920e+01	-1.041920e+03	-1.093120e+03
1460	3586.04	11.3501	3.86068	12.8467	5.52144	6.66754	0.00755994	99.8467	9.58789	10.8539	2.55316	0.404829	0.597418	0.627745	0.274476	23.1173	4.66573	0.166647	0.140886	1.8347	6.65798	25.6763	0.554454	52.032	7.09074	3.21322	-4.835982e+01	-1.039103e+03	-1.087463e+03
1470	3621.48	18.899	3.86159	13.6924	5.17851	7.00176	0.00732698	100.941	9.6242	11.3111	1.39413	0.32263	0.583851	0.720574	0.264244	22.9606	4.48938	0.171206	0.116482	4.23905	6.54609	26.1437	0.555721	51.2821	4.97673	4.92221	-4.742022e+01	-1.042805e+03	-1.090225e+03
1480	3490.22	20.3523	3.89601	12.5295	5.21788	6.75404	0.00671757	101.226	9.71761	11.5406	1.79311	0.327095	0.537973	0.768998	0.260342	22.8926	5.4047	0.164177	0.101402	3.32257	7.29286	25.8663	0.555721	53.6269	8.66766	3.54975	-4.893829e+01	-1.035616e+03	-1.084554e+03
1490	3559.63	20.3917	3.99941	7.52718	5.33596	6.83938	0.00725482	100.243	9.34564	9.96142	2.7304	0.397203	0.579251	0.747836	0.255825	22.6322	4.55276	0.171304	0.090507	2.8059	8.2865	24.2505	0.557122	59.1257	7.27913	3.21409	-4.909035e+01	-1.038234e+03	-1.087325e+03
1500	3753.11	12.7276	4.01922	8.22651	5.16758	6.83938	0.00725231	100.243	9.37278	9.83245	1.68654	0.298419	0.439036	0.841618	0.262181	20.7884	3.21465	0.148609	0.054693	1.27411	8.06131	27.0932	0.489455	59.27	9.90287	4.12656	-4.985749e+01	-1.043464e+03	-1.093321e+03
1510	3394.84	12.2583	4.01071	10.9215	5.11708	6.83306	0.00616624	99.3225	10.2714	10.8863	1.99722	0.330514	0.337218	0.83089	0.272847	21.3201	5.45599	0.155686	0.16932	4.33163	5.37019	25.5647	0.511009	57.9512	5.6653	2.87383	-4.661183e+01	-1.040404e+03	-1.087016e+03
1520	3671.69	12.8619	3.97596	8.68303	4.57476	7.07455	0.00598611	98.7381	11.1062	9.41458	2.43392	0.337965	0.228587	0.823176	0.275665	21.5033	3.85585	0.157242	0.164984	5.2902	6.42452	29.6237	0.488792	53.8469	6.25067	3.79658	-4.619033e+01	-1.038067e+03	-1.084258e+03
1530	3732.3	20.9189	4.04603	14.9962	4.8386	7.07455	0.00609747	97.2765	10.1381	9.24501	1.56915	0.289865	0.240791	0.698344	0.272795	21.5535	3.7912	0.14958	0.213942	6.93125	6.0009	29.9025	0.583538	57.3141	6.07908	4.36993	-4.665753e+01	-1.039587e+03	-1.086245e+03
1540	3593.82	10.5649	3.94493	11.5517	5.05973	6.93749	0.0076933	99.2837	10.1332	7.36548	2.22499	0.283991	0.261981	0.774684	0.26481	21.6025	3.93911	0.139913	0.202475	4.50984	7.28935	29.8189	0.636593	52.3807	8.05117	2.73792	-4.564637e+01	-1.037369e+03	-1.083015e+03
1550	3677.91	7.21193	3.87855	9.64863	4.41167	7.01415	0.00665173	98.8374	11.0037	7.07897	2.84195	0.286124	0.129527	0.839887	0.275115	21.1151	5.14367	0.147602	0.190269	8.48805	8.26861	35.4351	0.643676	50.127	7.48335	4.46042	-4.847043e+01	-1.042225e+03	-1.090695e+03
1560	3881.04	7.49781	3.86302	9.56611	4.0151	6.66229	0.00635247	104.1	12.8294	10.0286	2.64516	0.311323	0.104187	0.867375	0.283653	20.7002	5.54228	0.147602	0.246983	7.41661	7.54236	39.44	0.672701	53.0291	7.14402	4.3008	-5.127105e+01	-1.033874e+03	-1.085145e+03
1570	4068.98	10.7305	3.86302	13.6473	3.9662	6.72719	0.00666602	105.27	13.0815	9.66142	2.6464	0.320227	0.241518	0.763131	0.280551	20.7133	4.3679	0.146166	0.243473	6.87175	9.79072	39.7775	0.684831	46.8152	6.07313	6.00867	-4.899614e+01	-1.037965e+03	-1.086961e+03
1580	4655.9	7.46088	3.82502	7.60755	4.26291	6.46552	0.00646051	105.571	12.8259	10.7007	1.84672	0.197499	0.180473	0.747706	0.2845	20.8557	3.3279	0.183642	0.210665	5.89452	10.4097	38.622	0.635112	47.0896	8.03859	3.29646	-4.889739e+01	-1.036009e+03	-1.084906e+03
1590	3913.48	8.8243	3.81466	11.543	4.2568	6.21934	0.0059753	103.461	13.0123	11.1876	2.34756	0.237228	0.110642	0.868699	0.288808	20.7353	4.90721	0.18568	0.210665	6.45921	8.88777	38.6384	0.671889	50.9531	6.37917	2.47312	-5.004216e+01	-1.036877e+03	-1.086919e+03
1600	4275.01	12.9432	3.81265	18.407	4.49672	 6.57	0.00465544	103.461	11.2005	8.623	2.57529	0.0870807	0.181775	0.824563	0.288186	20.9999	4.85836	0.188587	0.152788	5.41154	6.56761	38.365	0.660112	53.3364	7.0075	3.10588	-4.823621e+01	-1.039264e+03	-1.087500e+03
1610	3952.17	15.8475	3.77284	14.07	4.64389	6.28539	0.00429791	102.748	11.4032	8.12933	2.98754	0.0655315	0.165678	0.758518	0.302465	20.8842	5.24208	0.192311	0.158049	3.96353	6.90504	35.4052	0.641321	59.9747	6.27434	3.98929	-4.808544e+01	-1.037493e+03	-1.085578e+03
1620	4487.52	18.9815	3.81639	13.5212	5.07487	6.28861	0.00514012	103.59	12.9701	8.56591	2.19945	0.235439	0.190469	0.803264	0.293634	21.2228	7.04608	0.20585	0.170901	8.23478	8.79178	34.2626	0.625003	51.1465	7.38787	4.51111	-5.207631e+01	-1.035273e+03	-1.087350e+03
1630	4741.11	8.26694	3.90309	17.0741	5.18542	6.28861	0.00567871	100.717	12.1918	10.603	2.73473	0.139385	0.163547	0.890997	0.289507	20.7262	4.28415	0.215464	0.13269	7.89293	9.90016	34.6733	0.602856	53.5183	6.99553	3.34671	-5.051076e+01	-1.036143e+03	-1.086654e+03
1640	4358.02	19.4852	3.90197	16.4043	4.88241	6.36278	0.00510374	102.042	13.2006	8.85278	2.47685	0.246764	0.121458	0.862221	0.303476	21.3297	3.60056	0.227225	0.16222	1.45014	7.9411	35.5556	0.599093	49.9937	7.19334	3.20332	-5.098814e+01	-1.038375e+03	-1.089363e+03
1650	4192.14	11.3309	3.98064	15.3052	5.02465	6.41466	0.00630553	102.402	12.1895	5.85777	1.6199	0.359544	0.0693455	0.887951	0.304028	21.317	4.17934	0.222025	0.228406	8.2552	6.88452	39.4125	0.63331	48.8795	6.97064	3.04162	-5.036423e+01	-1.034983e+03	-1.085347e+03
1660	4370.51	14.4198	3.92875	8.8835	4.73099	6.4231	0.00674434	99.8666	12.7562	8.53643	2.95582	0.41126	0.150326	0.819247	0.3103	20.9201	3.50472	0.235095	0.280169	8.28201	7.05455	35.5917	0.721067	53.5592	6.77588	3.93796	-5.051844e+01	-1.038141e+03	-1.088660e+03
1670	4039.6	10.1353	3.93816	13.9533	4.53325	6.4031	0.00738761	100.985	12.0192	10.2648	2.76301	0.433187	0.135898	0.789288	0.316497	20.1648	4.64005	0.224691	0.339336	7.78105	7.17359	34.4952	0.670547	49.368	7.67893	4.0279	-4.856389e+01	-1.037228e+03	-1.085791e+03
