iter	GM_NInit(1)	GM_TIsolation(1)	GM_R0(1)	GM_c0(1)	GM_TLatent(1)	GM_TRecover(1)	GM_IFR(1)	GM_T50Testing(1)	GM_TauTesting(1)	GM_TTestingRate(1)	GM_TContactsTestingRate(1)	GM_FAsymp(1)	GM_TestingCoverage(1)	GM_TestSensitivity(1)	GM_ThetaMin(1)	GM_TauTheta(1)	GM_PwrTheta(1)	GM_HygienePwr(1)	GM_FracTraced(1)	GM_TPosTest(1)	GM_TFatalDeath(1)	GM_TauS(1)	GM_rMax(1)	GM_TauR(1)	alpha_Pos(1)	alpha_Death(1)	LnPrior	LnData	LnPosterior
830	5364.22	14.6592	3.07264	7.15325	3.75846	9.6887	0.00776309	85.8676	4.23346	10.1898	2.50137	0.198194	0.148959	0.880849	0.472234	19.087	4.82908	0.210677	0.257138	7.13586	1.21316	22.28	0.669136	71.4677	5.86815	3.74205	-5.092136e+01	-1.043538e+03	-1.094459e+03
840	5458.8	16.3168	3.05072	11.1551	3.66028	10.3821	0.00915734	86.4041	4.2773	11.3408	1.51396	0.0419791	0.0858408	0.884617	0.460619	19.087	4.11037	0.212388	0.242278	5.67909	2.04598	24.6866	0.71746	64.4685	8.42724	2.52786	-4.987205e+01	-1.043780e+03	-1.093652e+03
850	5953.02	9.24676	2.99074	14.2721	4.17721	10.813	0.00906146	86.7164	4.52108	6.91552	1.5931	0.0748764	0.105726	0.850885	0.460619	19.451	5.11709	0.149818	0.209121	2.98863	1.6985	23.4094	0.75929	71.9527	7.17143	2.49442	-4.993142e+01	-1.045068e+03	-1.095000e+03
860	6073.79	11.5164	2.98641	13.4675	4.26795	10.4416	0.00976411	88.5258	4.74403	7.13596	2.06397	0.10567	0.165257	0.870406	0.460619	19.451	4.06913	0.155039	0.166722	3.1683	2.52711	22.4691	0.666147	60.1198	7.42871	2.45882	-4.594271e+01	-1.044977e+03	-1.090920e+03
870	 5797	8.74767	3.03028	13.2865	4.6349	10.6082	0.0083421	91.2911	6.74438	6.00096	1.55651	0.0521506	0.170545	0.856724	0.442116	20.3111	4.65901	0.121757	0.186678	4.15741	1.74793	22.4691	0.640336	58.8979	7.42871	2.99681	-4.653402e+01	-1.046989e+03	-1.093523e+03
880	6019.38	13.4491	2.99701	14.3599	4.54026	10.2437	0.00934096	90.1042	5.84367	6.3693	1.3695	0.128938	0.209928	0.776556	0.445362	20.3111	5.06104	0.111827	0.161996	5.82748	3.09277	24.5749	0.701966	58.8979	7.80691	2.82078	-4.576157e+01	-1.044503e+03	-1.090265e+03
890	6436.11	7.22816	3.02489	13.8216	4.18241	10.4637	0.0101744	91.0894	6.54865	6.73868	1.92653	0.272985	0.227858	0.824593	0.441189	19.4109	4.30901	0.112142	0.207092	5.87919	4.42182	29.8261	0.767613	53.5908	6.66819	2.62375	-4.520328e+01	-1.046132e+03	-1.091336e+03
900	6944.54	7.75065	3.08212	10.9898	4.1718	10.363	0.0117816	89.5524	4.65061	6.30822	1.25949	0.377951	0.25684	0.876789	0.431141	17.7705	3.57104	0.10956	0.175849	2.77189	3.52897	29.8261	0.73076	55.9858	7.17969	2.31073	-4.651613e+01	-1.043811e+03	-1.090327e+03
910	6944.54	10.1304	3.13035	16.5852	4.03707	10.3081	0.0101547	88.9961	3.8549	5.22709	1.5448	0.488275	0.273419	0.838057	0.440818	18.0641	4.28361	0.10956	0.155302	4.45385	2.99944	29.4323	0.61577	55.3085	7.76167	2.41127	-4.495211e+01	-1.046117e+03	-1.091069e+03
920	6375.92	15.0207	3.11584	12.7649	4.42121	10.1575	0.0107299	87.2863	4.89028	5.97848	1.83741	0.418355	0.299652	0.927545	0.429629	18.5355	1.48806	0.0905034	0.146049	10.9322	1.65524	21.7227	0.544202	61.9745	6.22838	3.02964	-5.001281e+01	-1.046026e+03	-1.096039e+03
930	5857.75	18.9486	3.12654	11.6472	4.67861	9.66066	0.0112083	88.0992	3.4756	5.60109	2.05308	0.395015	0.408743	0.650244	0.427254	17.8602	6.04204	0.0641749	0.1362	4.55661	3.27179	21.7227	0.534721	54.7059	7.58419	2.31025	-4.544377e+01	-1.047017e+03	-1.092461e+03
940	6493.6	18.559	3.07567	12.1606	4.2231	10.0129	0.0114698	89.7826	4.82361	7.29192	1.56324	0.424457	0.513053	0.722453	0.432865	18.9763	5.08372	0.100003	0.187935	1.33864	2.46903	21.0526	0.56265	55.9195	6.74994	3.72531	-4.584587e+01	-1.049163e+03	-1.095009e+03
950	6589.56	20.0702	3.13344	10.2699	4.24297	10.0129	0.0104921	90.4206	5.55685	6.34009	1.89737	0.410252	0.411525	0.629761	0.407198	19.4151	4.36175	0.0894726	0.153739	3.55395	3.35837	22.7028	0.556544	55.9195	7.80498	3.22367	-4.405472e+01	-1.045228e+03	-1.089282e+03
960	7569.82	14.2461	3.13061	8.29324	4.45435	10.0129	0.00958595	90.364	4.81283	7.49427	2.50174	0.456986	0.328408	0.765403	0.39745	20.0013	5.19289	0.0909506	0.0971355	3.99403	2.42405	22.6289	0.481752	56.0494	8.39698	2.30874	-4.507163e+01	-1.046318e+03	-1.091389e+03
970	7692.17	7.8364	3.1406	8.92749	4.56463	9.88945	0.00824161	90.3385	5.0168	6.08026	2.22718	0.439431	0.277794	0.763302	0.411998	19.6821	3.90311	0.117889	0.151428	4.36938	3.36841	22.9244	0.495631	56.0068	5.33495	2.50292	-4.295876e+01	-1.049195e+03	-1.092154e+03
980	8224.33	12.2195	3.13423	11.647	4.36167	10.1616	0.00788314	87.8305	3.65401	7.74332	2.06438	0.24299	0.329317	0.736256	0.393871	18.3894	1.39957	0.130977	0.165549	1.67334	2.74895	21.389	0.574634	48.4088	6.47044	2.7614	-4.602225e+01	-1.047286e+03	-1.093308e+03
990	8579.1	17.9472	3.14766	11.9692	4.765	9.98058	0.00738438	87.8989	3.84339	6.49994	2.40426	0.138899	0.297722	0.619038	0.400368	18.3834	1.98253	0.151112	0.140188	3.52222	2.45257	22.8031	0.517075	37.8492	6.1756	3.89246	-4.544011e+01	-1.047852e+03	-1.093292e+03
1000	7825.52	19.704	3.14766	10.0531	5.31334	10.554	0.00916109	87.8989	3.44172	7.15307	2.17773	0.291932	0.270013	0.823821	0.397414	20.8156	5.11497	0.121696	0.161287	4.75205	2.16653	25.5219	0.64785	44.4901	5.54414	2.70918	-4.697030e+01	-1.046287e+03	-1.093257e+03
1010	8087.87	18.1013	3.15234	8.16953	5.54992	10.1935	0.00746388	88.5182	3.85352	7.90554	1.81683	0.233211	0.280921	0.74149	0.384828	21.9568	3.08955	0.140112	0.138329	1.91842	1.98789	22.5859	0.622584	51.7624	7.32977	3.0603	-4.850552e+01	-1.044413e+03	-1.092919e+03
1020	7812.66	14.721	3.15234	10.2441	5.20151	10.0771	0.00916418	89.7948	5.35981	8.49953	2.10829	0.394684	0.280921	0.778837	0.402801	22.7678	4.49999	0.170086	0.1344	4.01155	3.22568	22.6087	0.695442	55.0073	5.62751	2.77962	-4.730149e+01	-1.045735e+03	-1.093036e+03
1030	7815.7	15.6403	3.24782	7.33426	4.4227	10.3381	0.00697743	91.454	5.97819	8.27916	1.69529	0.337041	0.268816	0.735307	0.379299	21.5433	4.32832	0.139004	0.175658	1.5826	3.30491	25.3219	0.604115	53.4287	7.3591	3.28648	-4.611597e+01	-1.045818e+03	-1.091934e+03
1040	7504.61	8.20774	3.30498	9.77377	4.215	10.9061	0.0094571	90.7486	6.86532	8.00696	1.62082	0.281326	0.271032	0.626526	0.370506	20.0627	4.64168	0.115252	0.158462	3.72801	5.89673	23.9731	0.649708	63.0344	6.53742	1.73695	-4.440691e+01	-1.051599e+03	-1.096006e+03
1050	6870.36	17.1028	3.43648	15.0421	4.26568	11.7507	0.00959425	91.3989	5.7369	6.29821	1.31193	0.25992	0.259611	0.76642	0.358446	20.0627	5.61061	0.122538	0.106957	4.07245	4.89985	25.0227	0.695302	64.3642	6.22768	2.25978	-4.663681e+01	-1.046909e+03	-1.093546e+03
1060	6726.07	10.6951	3.48771	18.5942	4.32253	12.3973	0.0108596	91.0314	5.49454	4.95357	1.51249	0.044314	0.239301	0.603315	0.385194	17.6749	6.26485	0.146874	0.0744137	5.67972	4.67815	24.4177	0.674079	60.231	5.42873	1.88454	-4.779696e+01	-1.051347e+03	-1.099144e+03
1070	8171.69	18.9011	3.52747	12.9288	4.16045	12.5545	0.00911333	90.3872	5.63905	5.26362	2.13865	0.304963	0.249677	0.677259	0.400101	16.5717	5.60459	0.150642	0.185248	8.73059	3.19101	25.7947	0.593009	56.9656	8.18336	2.15491	-4.589017e+01	-1.053672e+03	-1.099563e+03
1080	8278.92	20.3618	3.59581	10.4362	4.03743	12.0329	0.0098179	89.503	5.46818	8.87127	1.52086	0.34664	0.321002	0.615117	0.40018	16.6315	3.48457	0.173629	0.258377	6.44781	2.99591	22.5122	0.583511	53.4047	6.59644	2.82528	-4.552944e+01	-1.047728e+03	-1.093257e+03
1090	7414.72	20.0747	3.48579	7.53886	3.49046	12.4571	0.00893358	89.0167	4.53372	10.4178	1.96273	0.229616	0.313333	0.649427	0.393109	19.57	2.82672	0.170877	0.263253	3.95493	1.53109	26.7201	0.744824	52.6703	6.3075	4.44927	-4.891759e+01	-1.047482e+03	-1.096399e+03
1100	7494.04	17.3667	3.50889	14.7398	3.80264	12.0176	0.00984364	90.3567	5.16947	11.3681	2.49732	0.326271	0.282162	0.680097	0.382351	20.1538	4.38039	0.165348	0.254002	2.60477	2.61557	31.4917	0.767122	52.5411	6.395	3.06655	-4.769035e+01	-1.045571e+03	-1.093261e+03
1110	8330.55	16.6518	3.51352	7.28097	3.72044	11.5128	0.0104319	90.2491	5.32185	8.34812	1.96293	0.326271	0.275129	0.670404	0.381551	17.6172	1.70288	0.182733	0.261823	8.07829	3.51144	30.5379	0.871072	54.3241	8.6946	2.67892	-5.064110e+01	-1.047075e+03	-1.097717e+03
1120	7278.96	7.4835	3.53087	16.5729	3.46859	11.3504	0.00900409	90.9091	5.36875	5.09544	1.00507	0.253315	0.182985	0.756648	0.374897	15.9405	3.17848	0.145409	0.232185	3.51135	2.1647	29.49	0.757947	58.7554	7.95618	2.81708	-4.823579e+01	-1.047546e+03	-1.095782e+03
1130	7106.21	18.8353	3.45478	15.2093	3.8494	10.9032	0.0105974	92.1249	6.02003	5.44313	1.50582	0.162159	0.212158	0.817315	0.374948	14.9423	6.6188	0.1348	0.236016	5.18717	3.99755	28.6222	0.732411	53.112	5.35668	2.93135	-4.969803e+01	-1.049398e+03	-1.099096e+03
1140	6391.02	16.1285	3.42618	11.4272	3.10677	11.4716	0.0115366	90.9928	5.90397	6.14221	1.86122	0.149608	0.213787	0.882071	0.381277	16.0717	3.95146	0.202479	0.157794	5.5254	4.81734	25.9153	0.750925	52.8346	6.53421	3.54574	-4.786953e+01	-1.051118e+03	-1.098987e+03
1150	6507.16	9.85783	3.44032	15.892	3.27754	11.8729	0.00964004	90.3863	5.73409	8.36112	2.04087	0.101017	0.210237	0.882097	0.397988	19.3559	2.64958	0.227044	0.144092	6.3604	4.30147	28.0467	0.658349	58.5721	6.82611	3.27975	-4.675697e+01	-1.047646e+03	-1.094403e+03
1160	6037.13	8.62162	3.4442	11.0683	3.47887	11.7342	0.0095279	91.0528	5.12327	7.21146	2.32608	0.249921	0.335334	0.719944	0.393386	20.036	2.2256	0.250236	0.141625	1.82948	2.96994	23.0956	0.685692	50.7836	6.30898	2.78923	-4.530203e+01	-1.044536e+03	-1.089838e+03
1170	5240.07	11.368	3.42993	17.4066	3.70205	11.6457	0.010887	91.1308	4.70946	7.5092	2.97514	0.158499	0.307528	0.778201	0.407289	20.1689	4.0252	0.254951	0.133274	2.70723	2.32945	23.2962	0.608291	49.5816	6.98451	3.65866	-4.490243e+01	-1.048199e+03	-1.093101e+03
1180	6405.48	10.7161	3.35907	13.4561	3.27437	11.4796	0.00738237	90.5816	4.3445	7.8137	1.9382	0.1941	0.270702	0.664362	0.410377	21.2254	5.85142	0.362585	0.107871	4.20732	3.08206	22.9576	0.599901	36.2239	5.55909	2.95426	-4.499024e+01	-1.048382e+03	-1.093373e+03
1190	6791.56	11.1152	3.36085	10.6848	3.05306	11.1863	0.00694267	91.1211	4.93614	7.25006	2.28818	0.301665	0.236425	0.780221	0.417756	21.6026	3.36976	0.358103	0.126771	2.91722	2.717	28.0171	0.621041	37.5883	7.49661	3.11118	-4.524948e+01	-1.048238e+03	-1.093487e+03
1200	7193.49	10.3782	3.34718	16.4113	3.32007	11.4887	0.00764936	91.9417	6.68378	11.9825	2.04018	0.204234	0.300064	0.731106	0.424475	22.4267	4.94196	0.376469	0.110125	5.87368	4.53834	28.2804	0.606632	37.8908	6.45402	2.80932	-4.638769e+01	-1.046292e+03	-1.092679e+03
1210	6001.2	17.6117	3.35637	8.06417	3.45358	10.6157	0.00515074	89.5953	6.48806	11.5184	1.40354	0.332486	0.331667	0.677238	0.419823	23.9979	5.9359	0.351647	0.0507648	6.32441	3.55399	27.3787	0.593577	47.0875	7.37619	3.09199	-5.061317e+01	-1.043547e+03	-1.094160e+03
1220	6665.45	14.3137	3.38946	18.7616	3.36361	10.6387	0.00509629	89.1441	5.52471	11.8052	1.30607	0.397148	0.331667	0.678321	0.442112	23.8322	3.58671	0.386724	0.087748	6.32539	2.28177	25.3893	0.483076	42.2699	7.37619	2.97253	-4.878430e+01	-1.045520e+03	-1.094304e+03
1230	5584.03	13.9123	3.49134	12.6958	3.4919	10.3666	0.00594613	91.9273	6.99734	9.44525	2.95162	0.345661	0.342737	0.654363	0.444621	22.2983	2.96668	0.435028	0.0685006	3.96363	3.36211	28.4144	0.564899	48.5826	6.81082	2.6889	-4.552894e+01	-1.046028e+03	-1.091557e+03
1240	5546.26	13.9885	3.49373	15.3485	3.46571	10.5427	0.00629702	90.7611	6.30117	10.6512	2.4075	0.206749	0.349997	0.626987	0.441618	22.1327	3.13114	0.412218	0.0518679	2.87483	3.40512	34.3656	0.60613	44.4091	5.96378	3.05171	-4.679224e+01	-1.043926e+03	-1.090718e+03
1250	5788.96	19.7003	3.42171	13.4546	3.88107	10.8286	0.00654546	91.0825	7.24206	8.2438	2.98286	0.298395	0.316338	0.730959	0.465015	22.4758	4.9275	0.399315	0.0629987	4.73945	4.4733	34.0488	0.548111	43.1068	5.96378	3.52272	-4.607103e+01	-1.048650e+03	-1.094721e+03
1260	4938.48	19.8637	3.41301	19.6882	3.97035	10.2051	0.00552838	86.8051	4.55407	7.99234	2.50835	0.143379	0.193327	0.716266	0.451594	22.3347	5.1157	0.349465	0.0750407	4.99963	2.78706	37.854	0.636231	30.7637	5.96378	3.39858	-4.826954e+01	-1.044836e+03	-1.093106e+03
1270	4461.23	12.7229	3.49886	15.0386	4.30035	10.1029	0.0056846	86.3908	6.28333	6.31103	2.28325	0.224385	0.193327	0.663369	0.46908	23.9461	2.89563	0.350889	0.104463	6.70988	3.96865	40.0889	0.649256	41.7841	8.6363	3.1527	-4.816411e+01	-1.045697e+03	-1.093861e+03
1280	4751.84	16.5568	3.49624	15.3469	3.90299	9.61846	0.00518238	84.9824	5.62282	8.25631	1.07744	0.281958	0.220717	0.638638	0.463518	23.0436	4.48136	0.378241	0.100531	10.5075	3.61607	37.2622	0.61606	56.1301	5.46633	3.80538	-4.779559e+01	-1.045431e+03	-1.093227e+03
1290	3824.07	13.6507	3.54316	7.84109	3.90273	9.35864	0.00540402	85.1366	4.89176	9.22375	2.217	0.260637	0.252002	0.666285	0.473665	22.6515	3.10205	0.394101	0.100897	6.22812	1.09742	36.683	0.547263	59.9031	7.45366	2.73151	-4.828080e+01	-1.044584e+03	-1.092865e+03
1300	3551.79	7.59556	3.52037	10.2261	3.90768	10.4125	0.00606449	84.2197	4.96968	6.29164	2.39431	0.133573	0.248668	0.636175	0.480303	22.7235	3.94034	0.381718	0.0655651	8.07017	3.66625	43.8962	0.808672	42.1039	6.35627	2.46954	-4.943762e+01	-1.042633e+03	-1.092071e+03
1310	3654.43	18.4891	3.52574	8.8767	3.89812	10.4358	0.0060112	86.2503	5.78532	7.78468	2.04001	0.134615	0.214647	0.633057	0.489287	22.508	5.86045	0.381718	0.0977945	3.30026	2.03884	46.5384	0.61011	34.3219	6.35627	2.64309	-4.917039e+01	-1.044956e+03	-1.094126e+03
1320	3091.36	16.952	3.52574	8.46616	3.92409	9.10323	0.00526461	86.3527	4.09161	5.42916	1.83824	0.195664	0.165267	0.605398	0.493187	21.1633	3.37261	0.386945	0.157238	7.50067	1.36629	45.9283	0.69869	36.475	7.15789	2.44153	-4.895454e+01	-1.043370e+03	-1.092325e+03
1330	2776.84	9.47933	3.46259	10.4713	3.19364	9.58334	0.00615622	85.3943	5.63431	5.42916	1.85571	0.24342	0.165267	0.669659	0.494264	22.193	3.91393	0.377788	0.0856299	6.64738	3.46699	46.1319	0.624765	42.8322	8.07932	1.90865	-4.619202e+01	-1.043182e+03	-1.089374e+03
1340	3147.67	12.2714	3.41861	18.7115	3.16198	8.89485	0.00609683	84.0984	5.14069	11.5902	2.66933	0.231161	0.217323	0.724778	0.489517	22.2565	3.21816	0.420833	0.0954719	5.14935	3.40251	39.5587	0.563721	45.3383	9.58346	2.06236	-4.671121e+01	-1.049456e+03	-1.096168e+03
1350	3329.11	9.5525	3.42583	11.4491	3.18556	9.14272	0.00632552	84.6035	3.35805	9.24098	1.63394	0.25286	0.234459	0.772673	0.484863	19.9247	4.09136	0.421485	0.104722	4.93204	3.12107	34.6376	0.761252	58.3322	5.71209	2.50301	-4.561283e+01	-1.046599e+03	-1.092212e+03
1360	4000.57	9.46272	3.42583	11.2959	3.27669	8.98675	0.00818423	84.6035	4.28009	10.4497	1.68125	0.413772	0.329287	0.739602	0.503205	19.8065	2.1217	0.486608	0.117867	10.1396	5.19304	33.1639	0.728814	59.5536	9.67746	2.4243	-4.745541e+01	-1.047332e+03	-1.094787e+03
1370	 3830	11.7755	3.45082	13.1332	3.10527	8.68389	0.0071005	85.5021	5.3736	11.0985	1.5125	0.427158	0.369994	0.801027	0.492646	20.1066	4.02732	0.511779	0.0942365	12.1744	5.68545	35.4519	0.738744	52.3036	5.82558	3.19532	-4.727281e+01	-1.042988e+03	-1.090261e+03
1380	4117.71	15.3878	3.43883	16.7694	2.91869	8.96074	0.00672302	84.4586	4.23101	8.38734	2.04853	0.565297	0.271214	0.91132	0.483666	21.7344	4.66972	0.494523	0.0723882	9.33821	4.51044	35.5925	0.742616	53.3513	7.51956	1.83859	-5.033959e+01	-1.047572e+03	-1.097911e+03
1390	3773.24	19.6857	3.41064	12.1945	2.93788	9.18043	0.00752162	82.9812	5.88779	8.04508	2.64562	0.560278	0.313017	0.870642	0.48974	23.3596	3.77768	0.47923	0.0717949	13.4434	6.12148	34.5049	0.758622	49.7791	7.20541	3.5246	-5.216401e+01	-1.045984e+03	-1.098148e+03
1400	3290.33	14.1306	3.41746	12.1145	2.87135	8.59504	0.00629254	85.1319	4.50775	8.21222	2.64661	0.566024	0.281839	0.83353	0.493899	22.0479	3.56029	0.474721	0.0898952	10.7256	2.28342	34.8894	0.491996	48.9014	5.53597	3.0715	-4.695480e+01	-1.043927e+03	-1.090882e+03
1410	2918.63	10.7038	3.41746	17.0236	2.76693	8.53721	0.00673652	83.4948	5.6036	9.92493	2.89828	0.486989	0.32006	0.887353	0.494414	22.142	2.77897	0.466304	0.109027	13.651	4.73416	34.0415	0.518831	49.3731	5.9192	3.58949	-4.853569e+01	-1.042577e+03	-1.091112e+03
1420	2918.63	8.21319	3.37388	12.2457	2.63851	8.51409	0.00640798	87.4924	12.0779	8.89476	2.86551	0.479547	0.349419	0.822526	0.4966	22.3946	3.89929	0.461902	0.144603	12.5422	4.1162	33.7544	0.570235	47.4983	6.61624	3.64672	-4.796532e+01	-1.049949e+03	-1.097914e+03
1430	2884.62	20.3389	3.37388	7.01531	2.48259	8.66647	0.00660684	86.8005	9.32043	9.20789	2.74884	0.502111	0.244525	0.847894	0.478632	22.3368	6.37669	0.462128	0.131653	12.8457	6.25632	33.3498	0.63532	46.2932	6.05306	2.81351	-5.109042e+01	-1.042414e+03	-1.093504e+03
1440	3123.32	13.0943	3.36875	9.60575	2.31428	8.58555	0.00654095	87.1014	9.02794	10.2749	2.9892	0.457294	0.324031	0.758138	0.48173	20.5362	4.85433	0.444455	0.103217	10.8995	6.25632	35.7925	0.508977	42.3309	5.80124	2.6125	-4.586269e+01	-1.043269e+03	-1.089132e+03
1450	3137.03	9.2859	3.36173	7.99036	2.1416	8.89709	0.00707235	87.984	5.8202	8.56833	2.29815	0.499712	0.281437	0.704714	0.473435	19.6624	5.52324	0.393503	0.148609	6.75705	4.79477	34.3035	0.545768	41.1008	6.45282	3.17781	-4.455461e+01	-1.044690e+03	-1.089245e+03
1460	3195.95	11.3496	3.34573	9.47016	2.81249	8.49671	0.00915503	89.6724	6.86301	6.81895	1.74306	0.532172	0.404054	0.708738	0.473121	20.1257	3.03756	0.372293	0.0855369	5.90705	6.0683	39.2001	0.651604	45.4387	9.44126	2.12902	-4.447942e+01	-1.046370e+03	-1.090849e+03
1470	3157.16	8.67703	3.37111	8.9514	2.63235	8.57689	0.00749366	88.7341	7.58776	8.92199	2.70163	0.486638	0.404054	0.74203	0.472359	20.1257	4.67897	0.384672	0.109415	9.8925	6.15824	39.6117	0.760232	49.7228	8.18613	2.75832	-4.687341e+01	-1.042375e+03	-1.089248e+03
1480	3241.62	13.3005	3.34643	11.8841	2.23639	8.64998	0.00732038	88.3825	7.66989	8.7682	2.087	0.480709	0.376826	0.706023	0.467799	19.9045	4.09115	0.349554	0.111532	7.76457	6.09616	43.8381	0.822569	57.0909	5.30089	3.89634	-4.849297e+01	-1.044746e+03	-1.093239e+03
1490	3414.69	12.472	3.33987	15.4533	2.83098	8.96157	0.00759615	90.9573	7.05552	9.28938	2.75213	0.503254	0.472262	0.776103	0.471038	20.6219	8.64439	0.350054	0.09895	6.28048	3.8671	42.6461	0.995237	67.8955	6.86623	3.21304	-6.028010e+01	-1.042836e+03	-1.103117e+03
1500	3058.5	12.3444	3.36085	14.9191	3.13688	9.08675	0.00789797	93.0661	7.07795	9.78763	2.52498	0.457297	0.490493	0.698003	0.471038	21.933	6.71685	0.356253	0.117601	3.74877	4.00729	42.3847	0.872616	55.8409	6.81875	2.69585	-5.115723e+01	-1.043684e+03	-1.094841e+03
1510	3497.92	8.15703	3.36884	15.9327	2.78768	9.14827	0.00803647	93.0687	6.64336	10.7378	2.18009	0.473182	0.530194	0.738245	0.471038	21.3107	3.47302	0.361959	0.136927	2.82587	4.03573	40.0379	0.730931	56.4608	6.18095	3.82471	-4.682014e+01	-1.045550e+03	-1.092371e+03
1520	3133.23	7.01434	3.30073	14.3507	2.84784	9.14827	0.00798789	90.3092	5.25253	10.0401	1.85517	0.446444	0.468999	0.758849	0.471038	21.5872	5.8613	0.34767	0.123894	1.96845	2.85627	38.2606	0.703678	47.4628	5.74831	2.79399	-4.684305e+01	-1.041694e+03	-1.088538e+03
1530	2789.48	20.245	3.31435	10.845	2.86803	9.13798	0.00799929	89.0099	5.50299	11.3202	1.27892	0.376906	0.41204	0.744166	0.474193	21.6658	6.18541	0.34767	0.14361	6.17739	3.47242	31.6781	0.644915	51.7042	8.67443	2.93009	-4.716977e+01	-1.041270e+03	-1.088440e+03
1540	2789.48	13.3749	3.29684	11.0806	3.28035	9.04043	0.00812814	88.7279	4.42616	8.55975	1.10148	0.371067	0.357085	0.837555	0.481218	21.2903	4.54198	0.354925	0.168464	2.76844	1.99494	31.6914	0.625236	41.6486	6.21299	3.33973	-4.497581e+01	-1.045662e+03	-1.090637e+03
1550	3036.46	7.71839	3.29684	8.05263	3.28035	9.04043	0.00965552	90.6911	5.74044	7.43083	1.8095	0.354637	0.355819	0.760592	0.4864	21.6852	2.75018	0.354925	0.14305	2.27023	3.76386	33.3451	0.679969	56.2994	6.64408	3.40108	-4.536666e+01	-1.043368e+03	-1.088734e+03
1560	2958.16	7.90538	3.22372	14.7633	3.2464	9.32225	0.0114993	92.1564	6.4506	6.24842	1.43674	0.423969	0.320712	0.904945	0.486775	21.967	2.81756	0.327762	0.173818	2.60195	2.17065	33.7163	0.763468	45.5244	8.75233	2.9908	-4.849322e+01	-1.043184e+03	-1.091677e+03
1570	2958.16	20.9374	3.27883	12.6462	3.28497	8.79107	0.0082425	89.0593	6.4506	6.33666	2.01742	0.428787	0.243215	0.737635	0.486775	21.967	4.49697	0.327762	0.183898	4.58858	2.14134	31.5329	0.625787	46.7395	7.40244	1.79537	-4.390872e+01	-1.044944e+03	-1.088852e+03
1580	2958.16	15.8824	3.27427	12.5692	3.19205	8.79107	0.0082425	89.0586	5.94656	7.14012	1.08139	0.524484	0.243398	0.738642	0.485108	22.6999	4.36511	0.327762	0.182409	3.11674	3.10416	23.5298	0.513122	58.9545	6.27749	3.34239	-4.512383e+01	-1.043742e+03	-1.088866e+03
1590	3018.87	8.82213	3.22051	15.4954	3.00068	8.77306	0.00833467	87.1773	5.71838	4.83494	1.49843	0.517202	0.167883	0.717987	0.482974	22.7266	3.93632	0.327762	0.166335	4.20992	3.23476	23.5763	0.513122	54.9134	7.46979	3.13305	-4.483262e+01	-1.044252e+03	-1.089084e+03
1600	3018.87	12.1397	3.26208	13.0247	3.26838	8.37484	0.00753214	91.0563	7.34309	3.89501	1.75178	0.526234	0.200273	0.611396	0.486833	22.9277	4.18542	0.327762	0.177363	3.75827	2.32048	27.6746	0.513122	47.9222	7.60011	2.21551	-4.477933e+01	-1.044619e+03	-1.089398e+03
1610	3382.3	10.3868	3.26208	10.0894	3.26838	8.12565	0.00949075	90.3076	5.76599	4.2122	1.28131	0.530051	0.220462	0.714233	0.479982	20.3136	3.05841	0.318094	0.169846	2.44844	3.4915	31.2639	0.513122	56.381	8.45208	2.56619	-4.378960e+01	-1.044541e+03	-1.088331e+03
1620	3382.3	9.36942	3.30539	11.4628	3.78822	7.8708	0.00964965	89.3222	5.14211	5.13476	1.91882	0.457794	0.149118	0.874584	0.482564	20.3492	4.07456	0.318094	0.252137	2.7994	2.54173	29.4463	0.584382	57.2452	6.77016	3.01371	-4.502162e+01	-1.044414e+03	-1.089436e+03
1630	3204.43	9.25041	3.3014	10.4137	3.8435	8.00388	0.00892155	88.8049	6.35107	6.68085	2.17497	0.484064	0.174461	0.808936	0.482564	21.2517	3.95472	0.316466	0.252137	4.23381	3.65638	24.0194	0.557987	55.2018	6.61896	3.44499	-4.353120e+01	-1.043316e+03	-1.086847e+03
1640	3240.5	9.66941	3.28156	9.91225	3.98747	8.00388	0.0074435	87.2457	5.1554	5.75212	2.01449	0.500482	0.126812	0.697162	0.484641	23.4421	4.09513	0.312964	0.275536	5.13157	2.30387	21.6934	0.535214	45.5818	6.43145	4.54117	-4.599862e+01	-1.046275e+03	-1.092274e+03
1650	3240.5	16.9689	3.30318	16.3289	3.91804	7.83343	0.00738651	85.6301	4.39435	5.625	1.6573	0.562202	0.116798	0.707064	0.48811	24.6232	4.22689	0.292714	0.27233	6.09915	2.54005	21.6343	0.570818	55.6561	8.11042	3.59556	-4.926609e+01	-1.045776e+03	-1.095042e+03
1660	2878.74	10.3622	3.30842	14.5686	4.04418	7.96569	0.00673388	85.9453	6.15513	4.51196	1.29564	0.53381	0.127814	0.661956	0.507275	24.5764	5.22924	0.301125	0.252209	7.31756	2.46828	23.5315	0.582808	69.9836	6.00029	3.03872	-5.011655e+01	-1.042577e+03	-1.092694e+03
1670	2878.74	8.91672	3.28826	15.8364	4.04418	7.96569	0.00773446	84.6762	4.22693	5.96228	2.88305	0.518618	0.148857	0.808405	0.507236	23.2274	6.33953	0.306961	0.252209	4.61345	2.31728	28.4953	0.63839	55.6943	6.6163	3.86243	-4.905160e+01	-1.042045e+03	-1.091096e+03
