iter	GM_NInit(1)	GM_TIsolation(1)	GM_R0(1)	GM_c0(1)	GM_TLatent(1)	GM_TRecover(1)	GM_IFR(1)	GM_T50Testing(1)	GM_TauTesting(1)	GM_TTestingRate(1)	GM_TContactsTestingRate(1)	GM_FAsymp(1)	GM_TestingCoverage(1)	GM_TestSensitivity(1)	GM_ThetaMin(1)	GM_TauTheta(1)	GM_PwrTheta(1)	GM_HygienePwr(1)	GM_FracTraced(1)	GM_TPosTest(1)	GM_TFatalDeath(1)	GM_TauS(1)	GM_rMax(1)	GM_TauR(1)	alpha_Pos(1)	alpha_Death(1)	LnPrior	LnData	LnPosterior
1630	6337.5	10.0909	3.58664	10.5293	2.78978	5.34164	0.00396161	152.156	23.7713	10.1721	1.85646	0.325551	0.413819	0.772259	0.384325	17.5326	5.78622	0.480462	0.349744	8.54585	12.7746	52.5629	0.618136	26.2977	5.44503	5.61901	-5.587991e+01	-1.037582e+03	-1.093462e+03
1640	5583.02	12.4233	3.58017	10.846	2.62628	5.27833	0.00342261	153.054	23.7469	7.49701	1.35433	0.286669	0.397758	0.691492	0.390562	17.6999	5.90653	0.465366	0.312428	8.99153	13.691	51.2181	0.618136	37.3405	7.52445	3.00259	-5.429576e+01	-1.034301e+03	-1.088597e+03
1650	5549.81	18.9005	3.59586	14.8623	2.62628	5.44361	0.00327885	153.278	24.6265	7.14516	2.16183	0.308313	0.480028	0.618431	0.383979	17.6076	6.27251	0.459244	0.400355	8.99183	12.5616	49.0754	0.613512	25.4369	7.70882	3.90422	-5.606257e+01	-1.035685e+03	-1.091747e+03
1660	4879.64	7.18568	3.63757	12.9483	2.57902	5.44361	0.003537	149.58	26.2229	10.1061	2.12027	0.193073	0.395623	0.642807	0.378677	17.6076	4.62528	0.433643	0.286714	11.3474	13.4714	50.5326	0.632676	30.6771	4.84834	3.90422	-5.386890e+01	-1.033606e+03	-1.087475e+03
1670	4223.32	14.3049	3.6645	9.40766	2.53872	5.51782	0.00360541	146.492	25.7806	8.44292	1.94787	0.168017	0.36925	0.65879	0.376257	17.6076	3.99488	0.415834	0.265468	9.98557	11.9371	45.0942	0.426026	38.989	6.11018	3.64356	-5.070110e+01	-1.037885e+03	-1.088586e+03
1680	4451.47	9.9277	3.6627	9.98804	2.69014	5.44847	0.00470627	153.082	27.7734	9.66712	2.43843	0.0507694	0.375708	0.763364	0.374674	17.4424	3.94577	0.426773	0.309224	10.5536	12.5872	42.2523	0.458022	43.7842	5.86491	3.07849	-5.048719e+01	-1.040318e+03	-1.090805e+03
1690	3208.58	9.50337	3.69667	16.5354	2.4886	5.41648	0.00470627	160.885	29.2422	8.475	2.68414	0.168554	0.503222	0.902793	0.37247	17.4424	5.84002	0.433305	0.299859	11.6751	13.9791	44.4549	0.524224	41.355	6.71217	4.34711	-5.448495e+01	-1.029031e+03	-1.083516e+03
1700	3262.99	10.5813	3.73219	15.3273	2.57398	5.38209	0.00452522	154.344	28.6433	10.7557	2.94901	0.144311	0.493078	0.770923	0.378486	17.1301	4.45375	0.440119	0.397251	10.3932	13.1265	42.8863	0.53372	42.1225	6.56736	4.24488	-5.220591e+01	-1.032226e+03	-1.084432e+03
1710	3262.99	12.4903	3.7419	18.4264	2.42924	5.31052	0.00452522	154.74	27.0237	8.80498	2.99164	0.0472729	0.276131	0.816831	0.374299	17.2243	4.70188	0.43578	0.368606	8.39776	13.4737	42.0995	0.414396	42.2288	6.81642	4.24488	-5.283870e+01	-1.036606e+03	-1.089445e+03
1720	3058.34	9.12014	3.72925	13.9258	2.4886	5.51824	0.00434845	152.423	28.9599	5.18683	2.60363	0.0762874	0.27113	0.729741	0.380976	17.2243	5.11423	0.435959	0.275742	10.607	13.7088	41.2992	0.402671	38.3888	8.21433	3.04713	-5.092043e+01	-1.033802e+03	-1.084723e+03
1730	2794.03	11.1862	3.73785	9.85374	2.4145	5.51824	0.00422378	145.65	26.0524	4.69238	2.34571	0.0675853	0.218709	0.777475	0.384999	17.0603	4.65397	0.436807	0.198097	10.2099	13.9349	43.0741	0.399665	39.8844	7.3237	5.10847	-5.165545e+01	-1.031870e+03	-1.083525e+03
1740	2892.24	13.7015	3.6411	19.2631	2.5196	5.74552	0.00424042	149.661	24.1329	3.36215	1.01078	0.126832	0.257909	0.728861	0.382036	18.5973	4.39599	0.441556	0.125945	8.37296	13.9349	38.1767	0.451035	47.0404	5.53336	4.07152	-5.025844e+01	-1.034441e+03	-1.084700e+03
1750	3404.05	11.7605	3.62904	11.5993	2.437	5.81577	0.00420792	148.696	23.6968	2.95773	1.24155	0.219904	0.233928	0.795723	0.378547	18.8548	2.81655	0.439638	0.112861	9.10031	13.9471	36.3435	0.451035	48.6904	6.56684	2.51309	-5.004426e+01	-1.036641e+03	-1.086685e+03
1760	3043.98	7.30148	3.66032	7.51884	2.437	5.65689	0.00434576	152.426	23.9742	2.85434	1.25759	0.0401148	0.233928	0.691294	0.370555	18.1229	5.60067	0.441555	0.232862	8.91248	13.7829	34.8271	0.475721	54.5662	6.72054	3.25302	-5.131187e+01	-1.036271e+03	-1.087582e+03
1770	3245.6	8.04624	3.63145	12.4077	2.69335	5.57146	0.00441491	152.245	24.393	2.50647	2.16517	0.0278145	0.192411	0.740401	0.370555	18.9517	4.71441	0.426994	0.175347	9.35563	13.8405	35.6858	0.525212	58.1415	6.56275	3.25302	-5.027056e+01	-1.031954e+03	-1.082224e+03
1780	3642.12	12.8036	3.59445	14.5465	2.94431	5.2158	0.0039608	151.492	25.3667	2.99906	2.9214	0.156903	0.242197	0.78639	0.368195	19.5339	3.17564	0.433292	0.218918	8.73853	13.5436	37.4986	0.548936	45.9015	7.28011	4.56836	-5.072989e+01	-1.032215e+03	-1.082945e+03
1790	3697.22	16.8432	3.55079	19.2677	2.89519	5.21102	0.00428194	152.379	26.0424	2.83137	1.55704	0.176317	0.242197	0.749042	0.374014	19.2045	2.0223	0.426112	0.210213	8.76383	13.5418	37.0108	0.469087	45.7074	7.19651	3.23335	-5.152880e+01	-1.034689e+03	-1.086217e+03
1800	3391.38	8.93584	3.56765	12.5265	2.98642	5.26969	0.00424493	155.894	28.2833	2.13355	1.13286	0.198806	0.212252	0.70602	0.375843	19.2298	2.639	0.419185	0.230724	10.2033	13.5418	37.0646	0.561853	56.6855	8.49304	4.68727	-5.170528e+01	-1.035563e+03	-1.087269e+03
1810	3547.97	15.9264	3.52569	12.844	3.31505	5.05918	0.00414125	153.629	29.0579	2.09275	2.35407	0.193655	0.231419	0.680557	0.386117	18.4397	2.92359	0.377604	0.187034	11.0803	13.5597	39.0425	0.513013	54.8267	6.54389	3.03946	-5.067560e+01	-1.034210e+03	-1.084885e+03
1820	3543.42	15.7795	3.5313	15.6664	3.36876	5.70145	0.00419464	151.802	28.3904	2.15471	2.64864	0.202047	0.21342	0.687401	0.386923	18.9036	4.21467	0.367003	0.249075	9.06114	13.1169	38.6548	0.513013	50.898	6.82808	3.96364	-5.004115e+01	-1.034955e+03	-1.084996e+03
1830	3197.95	12.0595	3.59016	14.9183	3.31896	5.7574	0.00524495	149.75	28.7555	2.65309	1.59392	0.124439	0.195855	0.699257	0.379649	19.1066	4.69178	0.380307	0.243533	11.1536	13.4907	38.785	0.526642	45.1618	5.81415	3.96283	-4.964451e+01	-1.032893e+03	-1.082538e+03
1840	3046.82	13.6457	3.57448	10.9302	3.3076	5.76761	0.00524495	152.4	31.8093	2.48382	2.52325	0.109966	0.243545	0.62642	0.384188	19.2418	4.19281	0.386152	0.245183	10.2959	13.6029	39.1958	0.526642	40.6156	6.88362	4.53226	-5.025832e+01	-1.030215e+03	-1.080473e+03
1850	2550.69	13.2455	3.63626	9.39887	3.26345	5.75041	0.0055188	154.813	31.8207	2.49376	2.24473	0.118525	0.229638	0.732311	0.385019	19.3725	4.81318	0.389943	0.181733	8.83475	13.5273	46.7634	0.601192	38.81	7.33734	3.66905	-5.151340e+01	-1.030911e+03	-1.082424e+03
1860	2199.99	15.9052	3.6696	16.4947	3.2302	5.82528	0.0058797	153.458	31.2307	3.56892	2.41785	0.0695111	0.411619	0.724963	0.38228	18.9556	4.36089	0.356962	0.226847	11.3009	12.8261	47.252	0.712506	39.0054	6.37722	5.3467	-5.253682e+01	-1.028356e+03	-1.080892e+03
1870	2335.67	18.4325	3.65375	11.9399	3.2969	5.68471	0.00494513	153.814	30.9171	3.46762	2.68746	0.0323411	0.411341	0.634575	0.387414	19.0885	5.13896	0.387229	0.221128	10.7753	13.6008	43.1311	0.539049	36.4763	7.46684	5.58391	-5.144908e+01	-1.028515e+03	-1.079964e+03
1880	2272.51	17.9475	3.67483	16.8902	3.3351	5.68471	0.00445715	158.786	33.2789	3.41864	2.06058	0.165606	0.41109	0.775688	0.388607	19.0885	5.38586	0.398381	0.106599	10.8354	11.8562	45.6184	0.431716	29.3956	7.46684	4.40052	-5.193843e+01	-1.029894e+03	-1.081832e+03
1890	2166.7	13.3153	3.65187	15.3125	3.07689	5.79711	0.00465639	155.854	35.9808	3.17977	1.64413	0.329019	0.41109	0.796756	0.396126	19.0192	3.86975	0.403725	0.189169	10.6583	13.4567	43.4523	0.407421	28.7509	7.67555	3.80162	-5.086324e+01	-1.032841e+03	-1.083705e+03
1900	2097.54	20.971	3.63866	18.292	2.84461	5.75759	0.00476325	145.514	31.0174	3.44113	2.94667	0.160165	0.393607	0.680366	0.398167	18.9174	3.95652	0.42469	0.116119	11.0141	13.9035	40.9267	0.521577	35.1067	6.64629	4.5323	-5.095377e+01	-1.028378e+03	-1.079332e+03
1910	2110.4	15.6759	3.59641	12.2122	2.88755	5.94985	0.00601959	134.502	27.5161	4.99928	2.58387	0.0419832	0.393607	0.723957	0.398091	19.0366	4.43634	0.428683	0.164412	10.2262	13.9855	39.0489	0.618751	40.6073	6.64629	3.7361	-4.878143e+01	-1.029703e+03	-1.078484e+03
1920	1928.84	8.90854	3.59641	11.0869	2.78016	6.05578	0.00601959	139.785	26.8358	4.38876	1.04892	0.247992	0.609375	0.762751	0.397037	18.9524	3.7806	0.425205	0.0615635	11.0278	13.8199	39.4793	0.516218	31.7005	7.21718	4.68498	-4.982032e+01	-1.030077e+03	-1.079897e+03
1930	2048.02	18.7096	3.61706	15.9642	2.46645	6.12743	0.00596708	147.444	28.5765	4.41564	1.82908	0.0874636	0.587399	0.711544	0.397037	18.6467	2.9757	0.426429	0.130414	11.2131	13.9768	44.5165	0.695514	36.2423	5.66008	3.88674	-5.177233e+01	-1.029274e+03	-1.081047e+03
1940	2048.02	16.2504	3.65369	11.2791	2.38578	6.34053	0.0055411	139.042	27.8593	4.94265	2.53721	0.06784	0.520984	0.657991	0.395629	18.4046	2.81984	0.400639	0.0763068	10.1854	13.9094	47.3755	0.723962	42.6354	4.76629	4.7087	-5.290192e+01	-1.031392e+03	-1.084293e+03
1950	2047.9	10.5584	3.67588	18.9219	2.28377	6.41049	0.00463626	132.533	27.1355	5.73897	1.41695	0.190629	0.394934	0.802411	0.394051	18.6277	4.60011	0.39629	0.0517261	11.3646	13.5714	45.878	0.451474	31.6277	7.5367	3.75541	-5.263629e+01	-1.029473e+03	-1.082109e+03
1960	1860.96	15.6681	3.6704	7.66935	2.27461	6.45821	0.00512958	125.225	20.7469	6.88621	1.58779	0.114688	0.420997	0.72761	0.387329	19.1034	6.0282	0.3901	0.0776687	7.97781	13.0084	44.8714	0.466717	33.0001	7.268	3.81854	-5.149723e+01	-1.032063e+03	-1.083560e+03
1970	1860.96	9.92528	3.66522	10.2715	2.4314	6.4531	0.00443705	124.459	25.4784	7.04207	2.3026	0.0310648	0.408934	0.740926	0.388274	19.1034	5.79915	0.382385	0.0535364	11.8566	12.394	49.0363	0.645299	31.708	7.27794	4.34349	-5.386687e+01	-1.028103e+03	-1.081969e+03
1980	2014.39	7.45578	3.66434	9.82348	2.49702	6.40413	0.00456279	125.369	21.8121	7.56864	1.90642	0.173725	0.541279	0.601858	0.39523	19.4553	6.87551	0.426747	0.0909391	9.7125	12.3834	45.5845	0.431623	21.7693	5.60656	4.33546	-5.327352e+01	-1.031504e+03	-1.084777e+03
1990	2221.23	19.1046	3.66713	7.37155	2.09388	6.40413	0.00398042	131.692	22.4433	8.28549	2.20493	0.253777	0.552162	0.627348	0.390776	18.804	4.44463	0.391155	0.153266	6.86411	12.9085	50.9223	0.441645	23.5243	6.11931	4.42429	-5.302122e+01	-1.033371e+03	-1.086392e+03
2000	2221.23	20.0303	3.65239	17.5729	2.13639	6.17309	0.00390647	127.986	22.8397	10.465	1.9946	0.265536	0.564891	0.621798	0.388654	19.026	4.42398	0.387427	0.190182	10.1919	12.2056	53.2665	0.659329	27.2038	5.51001	3.33313	-5.482490e+01	-1.029811e+03	-1.084636e+03
