iter	GM_NInit(1)	GM_TIsolation(1)	GM_R0(1)	GM_c0(1)	GM_TLatent(1)	GM_TRecover(1)	GM_IFR(1)	GM_T50Testing(1)	GM_TauTesting(1)	GM_TTestingRate(1)	GM_TContactsTestingRate(1)	GM_FAsymp(1)	GM_TestingCoverage(1)	GM_TestSensitivity(1)	GM_ThetaMin(1)	GM_TauTheta(1)	GM_PwrTheta(1)	GM_HygienePwr(1)	GM_FracTraced(1)	GM_TPosTest(1)	GM_TFatalDeath(1)	GM_TauS(1)	GM_rMax(1)	GM_TauR(1)	alpha_Pos(1)	alpha_Death(1)	LnPrior	LnData	LnPosterior
780	9717.7	13.4145	3.01127	11.4844	3.48192	5.35651	0.00218631	172.785	32.619	8.91163	1.69341	0.146835	0.241738	0.751784	0.430641	22.4061	4.8436	0.463817	0.253433	8.46887	11.526	33.676	0.468768	38.32	5.95926	4.57402	-5.219657e+01	-1.035646e+03	-1.087843e+03
790	8118.48	18.2059	3.02367	11.0276	3.021	5.41952	0.00213872	178.161	34.4842	10.696	1.3829	0.146154	0.310061	0.770062	0.424498	22.7114	4.21066	0.452516	0.296983	8.09258	12.1207	34.5151	0.500857	39.8438	7.14516	4.22557	-5.407717e+01	-1.032526e+03	-1.086603e+03
800	9108.03	11.6522	3.03676	12.1657	3.37449	5.53993	0.00235643	176.595	34.6968	8.57899	1.16645	0.234111	0.300825	0.770183	0.425757	22.0802	5.01553	0.443448	0.294537	10.8988	13.5243	32.9233	0.459624	39.6899	6.58432	4.59366	-5.282549e+01	-1.033600e+03	-1.086426e+03
810	9470.4	14.4752	3.11138	10.4281	3.74981	5.47812	0.00235643	177.498	34.8267	9.77281	2.01105	0.232126	0.424141	0.692371	0.4295	21.6802	5.51383	0.446767	0.305819	8.089	12.5686	39.5784	0.567536	41.6893	6.58017	3.83071	-5.288943e+01	-1.033158e+03	-1.086047e+03
820	9525.77	16.6258	3.14602	15.708	3.55853	5.38336	0.00182042	175.917	35.5286	7.73036	1.67732	0.263665	0.278551	0.638629	0.423542	22.1886	5.41821	0.435615	0.241794	9.31402	11.8173	40.433	0.552742	40.3649	6.04151	3.14089	-5.379812e+01	-1.032685e+03	-1.086483e+03
830	8063.29	18.5599	3.16643	16.4628	3.37876	5.50218	0.00168132	178.718	38.1408	6.01435	1.8948	0.298876	0.204856	0.670094	0.42974	21.9913	5.22037	0.443253	0.286078	9.95255	9.94982	39.0559	0.529202	44.0583	6.04151	4.24759	-5.395163e+01	-1.034905e+03	-1.088856e+03
840	8066.65	9.77319	3.15413	12.8203	 3.63	5.57201	0.00168132	177.057	37.4627	6.30932	1.08974	0.344805	0.240435	0.668003	0.414519	24.0495	5.04012	0.44601	0.275295	11.4829	10.6859	30.6525	0.551647	53.6239	7.84158	4.55784	-5.570525e+01	-1.033175e+03	-1.088880e+03
850	7488.29	13.4168	3.18682	18.4873	3.79572	5.46409	0.00174179	177.057	37.8299	6.25897	1.79357	0.353201	0.240435	0.623694	0.422385	23.3927	5.83943	0.432588	0.375682	8.89676	9.55653	36.1357	0.531245	39.28	8.45452	4.44826	-5.602184e+01	-1.034043e+03	-1.090065e+03
860	7296.88	13.8737	3.14857	17.4217	3.51419	5.46409	0.00167975	179.824	41.7574	8.0072	2.52131	0.261924	0.233714	0.629214	0.425907	24.4804	5.23483	0.447615	0.29155	7.11775	10.4144	43.5508	0.620113	22.5622	7.39781	3.62535	-5.943299e+01	-1.030812e+03	-1.090245e+03
870	9021.2	17.3661	3.12472	17.1287	3.64783	5.50981	0.00197094	179.824	39.4025	7.77329	2.22302	0.255539	0.329134	0.673526	0.426485	24.4655	3.15665	0.477819	0.258028	11.1375	10.1637	38.8993	0.620113	40.0113	7.155	6.45991	-5.733535e+01	-1.040583e+03	-1.097918e+03
880	8080.47	11.6922	3.0751	11.2263	3.63303	5.30057	0.00197094	176.719	40.354	8.59644	2.67767	0.271501	0.21899	0.778001	0.43863	23.6885	4.11882	0.464815	0.248492	5.54791	8.46032	34.4795	0.620113	61.8612	5.48978	5.02806	-5.486604e+01	-1.038376e+03	-1.093243e+03
890	7780.6	18.3495	3.05627	14.3394	3.71131	5.2154	0.00183284	176.018	41.3466	8.19194	2.55932	0.153025	0.262014	0.661741	0.434591	23.5263	3.44925	0.46068	0.248492	8.20894	10.5339	32.1438	0.613946	45.827	6.34836	2.98445	-5.421538e+01	-1.034986e+03	-1.089201e+03
900	8523.53	13.3877	3.04135	14.9843	3.71131	5.43961	0.00207224	176.018	38.4083	6.03936	1.88336	0.275975	0.316351	0.638562	0.422767	24.1764	4.05635	0.438427	0.262743	9.4331	11.9231	34.1981	0.569764	37.6866	7.50061	5.539	-5.505427e+01	-1.032146e+03	-1.087201e+03
910	8219.14	8.70369	3.03467	16.8728	3.62905	5.60258	0.00213306	173.547	38.8159	8.02085	2.62889	0.0967133	0.327314	0.635961	0.42442	23.8947	3.23158	0.449026	0.262743	8.49139	12.1898	34.8448	0.569764	37.3677	6.32424	2.85394	-5.425477e+01	-1.037447e+03	-1.091702e+03
920	7265.79	8.83025	3.03467	13.1135	3.70581	5.59027	0.00227358	176.38	37.9812	8.95688	2.39815	0.0553926	0.310682	0.674396	0.426203	23.8581	7.62857	0.424986	0.266345	8.9873	10.771	31.5111	0.450237	43.2119	6.19219	4.91058	-5.733855e+01	-1.031258e+03	-1.088597e+03
930	8703.11	11.4254	3.00888	11.5892	3.63029	5.57564	0.0019652	176.38	41.5028	8.26257	2.72157	0.176386	0.260014	0.709982	0.431065	23.2382	5.13295	0.411017	0.235401	5.2944	12.1495	31.9646	0.4117	41.1306	6.19219	3.93444	-5.317219e+01	-1.037891e+03	-1.091063e+03
940	9217.28	14.0788	3.00048	10.8097	3.75802	5.38024	0.0019652	171.003	34.5901	5.35305	2.67837	0.328331	0.284559	0.648727	0.431763	24.0496	4.99314	0.416097	0.20205	6.64382	13.408	30.9527	0.404343	42.2693	6.19219	3.16247	-5.384098e+01	-1.035589e+03	-1.089430e+03
950	8657.76	14.6004	3.00048	15.7963	3.73291	5.09236	0.0019611	171.124	35.0623	4.03345	1.97018	0.25331	0.284559	0.618064	0.419233	22.7229	5.17452	0.420024	0.145882	9.69097	12.3147	24.4317	0.402104	44.1644	6.03878	4.61953	-5.337250e+01	-1.033478e+03	-1.086851e+03
960	8746.58	7.87647	3.00742	16.1176	3.73291	5.12372	0.00185221	177.056	37.2142	4.02531	1.60688	0.0884193	0.284559	0.634496	0.422656	21.6853	6.27164	0.391087	0.0726419	9.92762	13.5865	29.4867	0.391664	50.178	6.52927	2.724	-5.455231e+01	-1.033903e+03	-1.088456e+03
970	8906.15	11.319	2.98987	18.1663	3.8502	5.43995	0.00195868	177.42	40.3349	4.02531	1.60561	0.0830742	0.304761	0.621331	0.425052	21.1722	5.04699	0.359975	0.0817087	10.7801	12.919	23.2861	0.438224	72.4687	6.48518	2.57309	-5.541921e+01	-1.036835e+03	-1.092255e+03
980	 9228	12.9438	3.00802	7.30778	4.01701	5.2619	0.00201497	172.011	34.7628	4.94338	1.6305	0.123182	0.325016	0.629342	0.4175	22.286	4.51034	0.348848	0.152336	8.78065	13.0746	32.758	0.37477	45.8355	6.95057	4.22009	-5.302404e+01	-1.032345e+03	-1.085369e+03
990	9224.23	13.6407	2.99844	7.86761	3.89511	5.20758	0.00194664	175.6	35.324	4.8386	1.22913	0.26366	0.298967	0.691103	0.408739	21.6868	5.55292	0.325746	0.183294	10.5961	10.669	39.5995	0.691398	54.8241	7.22978	3.35334	-5.513531e+01	-1.036755e+03	-1.091891e+03
1000	9224.91	16.5828	3.07299	10.5764	3.94579	5.50148	0.00219662	163.463	33.733	5.7607	1.41395	0.0694236	0.299151	0.610625	0.402214	22.0968	4.78267	0.34104	0.162232	10.8269	13.5659	35.4577	0.551012	48.7711	5.67224	3.85756	-5.293410e+01	-1.032062e+03	-1.084996e+03
1010	8584.1	11.2146	3.06224	13.3718	3.72814	5.45808	0.00269398	163.765	30.2004	9.14993	1.44345	0.0389161	0.322985	0.726974	0.392653	21.8708	5.56719	0.320168	0.318666	12.3053	11.0444	39.2138	0.542821	53.5414	6.69709	3.7259	-5.322883e+01	-1.036672e+03	-1.089901e+03
1020	7352.73	9.28203	3.05831	19.59	3.72814	5.52246	0.00391044	152.06	29.2235	10.3917	1.43946	0.0561329	0.350729	0.808508	0.398898	21.6084	3.38114	0.32578	0.238733	9.98013	12.52	37.9179	0.617363	54.9844	8.46163	3.65313	-5.309856e+01	-1.037049e+03	-1.090148e+03
1030	7431.47	12.2436	3.03617	17.621	3.62822	5.64881	0.0036331	155.031	27.9526	9.04025	2.0075	0.152777	0.387373	0.816616	0.398465	21.404	5.86471	0.325001	0.22707	8.84124	12.7792	39.2364	0.534707	43.8998	6.47285	4.58587	-5.200925e+01	-1.032362e+03	-1.084371e+03
1040	7195.7	8.09991	3.10044	15.638	3.16033	6.47326	0.00345703	153.305	28.8464	9.19182	2.42597	0.117692	0.381591	0.759928	0.384351	22.3363	6.08487	0.314117	0.271504	11.3601	11.0253	36.2093	0.51834	49.5981	6.90556	2.78407	-5.200882e+01	-1.037362e+03	-1.089371e+03
1050	6677.5	10.135	3.18109	11.2572	3.00388	6.45196	0.0031236	149.846	28.9633	10.6845	2.28672	0.221895	0.390315	0.797562	0.384008	21.8026	5.0238	0.316619	0.214769	10.3221	9.73219	33.5998	0.473796	50.8378	5.19179	3.99359	-5.032640e+01	-1.038505e+03	-1.088832e+03
1060	6049.45	13.5022	3.28129	18.1381	3.21337	6.16979	0.00284496	146.528	28.9633	8.64411	1.69226	0.433637	0.475566	0.671591	0.38635	21.4553	5.26187	0.349254	0.27985	7.93006	10.7579	33.7361	0.510591	45.7822	6.9879	4.54676	-5.012831e+01	-1.035087e+03	-1.085216e+03
1070	5698.87	15.5186	3.31302	7.42745	3.26589	6.2215	0.00323694	150.076	31.0305	8.15052	2.04417	0.303736	0.332107	0.729527	0.380681	21.0286	5.31586	0.365068	0.243116	11.4697	12.0698	33.0624	0.511602	48.0811	6.62191	4.78578	-5.046663e+01	-1.036636e+03	-1.087103e+03
1080	6865.24	15.7965	3.23691	9.42777	2.94624	6.13715	0.00390607	145.5	28.4055	6.91746	2.83823	0.260981	0.378294	0.719288	0.385357	20.048	4.13225	0.384035	0.241519	11.9662	13.4766	33.5111	0.486902	42.8578	5.85503	4.91245	-4.953919e+01	-1.033854e+03	-1.083393e+03
1090	7080.56	12.8308	3.30605	8.7018	2.87832	6.64874	0.00378355	138.978	27.8695	6.84514	2.68611	0.245736	0.471175	0.67572	0.386415	19.5548	3.48359	0.403742	0.133188	12.4091	12.6147	32.3483	0.516754	41.2719	6.26406	3.68674	-4.866901e+01	-1.035844e+03	-1.084513e+03
1100	7311.58	17.7639	3.26645	16.0987	3.24426	6.46136	0.00425995	141.371	26.0036	5.91531	1.28806	0.182623	0.507645	0.660277	0.399034	18.9439	2.3451	0.408712	0.150777	10.9185	12.8863	35.0662	0.580742	44.4506	6.05135	2.7049	-4.916154e+01	-1.039553e+03	-1.088715e+03
1110	6614.13	7.05525	3.32771	14.2576	3.71702	6.02548	0.00508406	141.144	25.5847	6.28583	1.03101	0.319645	0.638601	0.720757	0.398611	18.5514	3.20717	0.417311	0.141084	10.0499	13.7077	33.1074	0.538581	46.688	5.92258	4.71733	-4.781233e+01	-1.039162e+03	-1.086974e+03
1120	6379.57	8.41693	3.28895	9.79132	4.00417	5.41858	0.00397224	141.084	25.5847	11.8673	1.15008	0.409191	0.84428	0.699586	0.395874	19.9826	4.65519	0.417311	0.237354	10.0848	13.3354	36.8392	0.637368	45.2468	6.85448	4.62957	-5.149023e+01	-1.033906e+03	-1.085396e+03
1130	6367.37	13.5273	3.24738	13.3093	3.79115	5.36564	0.00461818	142.132	25.8429	9.07322	1.36512	0.353954	0.778281	0.707646	0.395874	19.5544	3.29054	0.40552	0.221703	9.37787	13.9919	36.0847	0.52196	35.8146	6.85448	4.66901	-4.906889e+01	-1.035545e+03	-1.084614e+03
1140	6192.89	12.6907	3.2475	12.2738	3.34149	5.07087	0.00344062	149.979	25.782	11.6464	2.18573	0.394986	0.785203	0.781991	0.396324	19.5544	5.28665	0.402069	0.21353	9.26998	13.6817	33.9746	0.513387	57.0417	8.00909	4.64374	-5.143563e+01	-1.033297e+03	-1.084732e+03
1150	8110.23	13.7782	3.261	8.25152	3.64087	5.39806	0.00363181	148.675	26.7112	9.77287	1.38935	0.493728	0.750953	0.761725	0.392722	18.69	5.63236	0.382438	0.202923	11.459	13.7589	41.7072	0.638368	54.9512	6.43929	4.70809	-5.321147e+01	-1.036058e+03	-1.089270e+03
1160	8291.01	17.1794	3.25507	13.0213	3.35631	5.52924	0.00329504	141.083	24.2234	8.2378	1.56105	0.489353	0.674195	0.656088	0.39296	18.3608	5.49143	0.382438	0.262132	12.4758	13.9241	37.9578	0.805654	59.6694	8.2274	4.12166	-5.480153e+01	-1.033063e+03	-1.087864e+03
1170	9113.41	13.6371	3.26686	14.9063	3.22434	5.62113	0.00363498	139.414	24.2234	11.1926	1.66533	0.434864	0.729395	0.619231	0.384949	18.635	5.50687	0.382438	0.279405	12.0178	13.9074	36.7246	0.755026	55.1981	7.30502	5.26533	-5.453870e+01	-1.034892e+03	-1.089431e+03
1180	9859.6	13.1225	3.19301	8.33864	3.22251	5.49945	0.00374107	137.99	24.6044	11.3075	2.62188	0.404859	0.604703	0.720899	0.385094	18.2119	4.2826	0.408589	0.217558	12.9453	13.9885	37.0112	0.804609	50.6225	5.78394	4.43136	-5.399118e+01	-1.034618e+03	-1.088609e+03
1190	9528.26	14.4745	3.26006	14.111	3.48396	5.55509	0.00318282	138.725	24.6044	11.6479	2.59869	0.312617	0.704311	0.61251	0.389141	19.0878	5.58627	0.41589	0.200123	11.8255	13.9885	37.0112	0.600664	44.6532	7.72217	3.53312	-5.226638e+01	-1.033148e+03	-1.085414e+03
1200	9528.26	19.2838	3.29115	14.8838	3.86115	5.39429	0.00314294	136.812	24.9642	9.68003	2.76108	0.413873	0.670387	0.602476	0.400998	19.0687	4.0616	0.41589	0.175706	10.7619	13.9885	40.5809	0.762387	44.3957	6.16969	3.69979	-5.317090e+01	-1.031880e+03	-1.085051e+03
1210	9560.81	19.2847	3.318	18.4828	3.72783	5.33293	0.00258259	138.141	25.7779	8.39072	1.75035	0.430656	0.643753	0.618781	0.400998	19.381	3.09997	0.459172	0.141347	13.1506	13.3769	40.5688	0.811061	43.7682	8.46121	3.74239	-5.512093e+01	-1.034450e+03	-1.089571e+03
1220	9415.94	19.874	3.32787	11.9197	3.1399	5.83744	0.00294212	140.498	23.9924	11.9853	1.91834	0.363906	0.522175	0.699993	0.405552	18.8671	5.13467	0.490028	0.165402	10.3827	13.6008	39.492	0.651504	42.8333	6.89198	 4.07	-5.236855e+01	-1.031911e+03	-1.084280e+03
1230	9862.44	9.13686	3.38501	15.5446	3.02645	5.73171	0.00217231	142.195	22.9305	10.2584	2.05492	0.303861	0.579194	0.603175	0.406822	18.4826	4.60946	0.475463	0.113553	9.76914	13.8139	41.0908	0.55594	45.0174	8.48753	4.59224	-5.188795e+01	-1.034124e+03	-1.086012e+03
1240	9620.59	15.7459	3.46228	16.2274	2.9672	5.49799	0.00211468	141.822	22.9305	10.6813	2.45256	0.424208	0.438176	0.653949	0.400731	18.4826	5.62461	0.473678	0.154944	8.07796	13.6191	39.3348	0.513399	43.3162	7.7683	4.29654	-5.230877e+01	-1.035118e+03	-1.087427e+03
1250	8849.43	15.372	3.40561	17.0297	3.05028	5.41177	0.00230526	139.423	23.0556	9.65443	2.93338	0.515489	0.585265	0.723106	0.397239	19.1545	2.88743	0.473678	0.143849	9.4975	13.4966	38.4996	0.530923	38.4147	6.53298	4.33023	-5.174549e+01	-1.035081e+03	-1.086826e+03
1260	8826.02	20.0349	3.40409	19.96	3.34781	5.47394	0.00230484	139.924	25.4067	9.20179	1.584	0.485196	0.55383	0.666077	0.39689	19.2723	4.36771	0.459188	0.113585	12.5035	13.8019	40.2399	0.552709	37.6998	5.52439	6.6077	-5.300244e+01	-1.035338e+03	-1.088341e+03
1270	 9229	18.5065	3.40997	13.2406	3.3954	5.69705	0.00224085	142.69	25.2762	8.73739	1.19616	0.424615	0.409651	0.782186	0.407962	18.6526	5.47971	0.459648	0.101576	10.0763	13.993	42.8627	0.695698	54.544	6.38722	3.31895	-5.382887e+01	-1.032071e+03	-1.085900e+03
1280	9749.03	18.2431	3.42186	8.6253	3.21538	5.59654	0.00218636	140.144	25.5031	11.3214	1.65074	0.310252	0.409651	0.756704	0.407962	18.7449	2.67434	0.491933	0.0856663	9.80255	13.9864	42.3296	0.795315	53.0317	6.96642	4.19107	-5.630854e+01	-1.031826e+03	-1.088135e+03
1290	9693.22	8.51696	3.40409	11.6971	3.23135	6.0492	0.00262165	137.697	25.7265	8.91966	2.94378	0.427312	0.452637	0.67862	0.408843	18.8008	5.18061	0.498178	0.0965514	10.3599	13.9864	42.7527	0.73431	43.9085	9.60234	3.83449	-5.330716e+01	-1.030807e+03	-1.084115e+03
1300	8296.84	13.4135	3.41778	15.8247	3.25039	6.03463	0.0029473	136.382	23.7346	7.25963	1.92986	0.411781	0.502739	0.679321	0.412157	18.8008	5.38877	0.512687	0.0879877	9.03773	13.3647	38.7148	0.594174	44.0049	9.83908	5.04699	-5.063777e+01	-1.038755e+03	-1.089393e+03
1310	8174.81	19.8093	3.44291	7.1824	2.93628	6.65826	0.00324486	132.871	20.8068	6.74012	2.86904	0.397712	0.4973	0.614245	0.401799	19.2095	6.68395	0.519185	0.107664	8.8312	12.9327	38.4534	0.582499	37.5194	7.43665	5.42025	-5.352283e+01	-1.034178e+03	-1.087701e+03
1320	8174.81	16.6693	3.44633	12.6258	3.21397	6.53057	0.00342542	128.138	22.5294	9.30381	2.52486	0.301093	0.54149	0.637379	0.393088	18.9637	4.8207	0.510171	0.0527054	11.1889	13.768	38.8628	0.712418	34.7405	6.3453	4.03432	-5.252884e+01	-1.034149e+03	-1.086678e+03
1330	7351.94	8.08902	3.4892	7.8154	3.08168	6.54052	0.00334654	128.426	21.6522	7.75021	2.28845	0.368474	0.497348	0.608574	0.397502	19.5482	4.12722	0.516216	0.0788925	8.86886	13.1561	36.7608	0.658215	40.8451	9.06576	4.99356	-5.068156e+01	-1.034366e+03	-1.085047e+03
1340	7981.5	12.3709	3.51409	10.9233	3.23778	6.68288	0.00293373	128.636	21.6522	8.44747	1.44534	0.316382	0.431786	0.664459	0.402811	19.6815	4.85861	0.516216	0.0710368	9.66271	12.7508	37.2789	0.63219	48.5792	7.53223	5.6894	-5.067250e+01	-1.034478e+03	-1.085150e+03
1350	7548.77	15.0499	3.51248	15.1047	3.51545	6.17154	0.00313006	127.009	20.58	8.86473	1.62843	0.425246	0.376795	0.77356	0.400337	20.5096	3.51427	0.516216	0.119213	9.25306	13.3281	36.9315	0.567628	46.3534	6.96595	4.29632	-4.974202e+01	-1.033951e+03	-1.083693e+03
1360	6449.25	12.744	3.49379	11.8181	3.28924	6.28997	0.00300127	129.737	21.3462	8.0796	1.96579	0.406664	0.328035	0.7474	0.399898	21.4725	5.82753	0.539871	0.114036	7.48783	12.608	36.9315	0.638903	41.963	6.84867	5.35613	-5.105201e+01	-1.030414e+03	-1.081466e+03
1370	6897.65	8.67466	3.48048	12.2618	3.5029	6.07018	0.00300127	132.353	21.5945	7.61581	1.50698	0.446795	0.354895	0.71569	0.404993	21.5163	4.95748	0.559876	0.121284	6.08243	12.8206	36.1343	0.71907	52.8133	6.11222	3.82015	-5.056548e+01	-1.031928e+03	-1.082494e+03
1380	7034.91	8.61824	3.48711	12.6007	3.44346	6.25566	0.00301016	128.103	20.3854	7.50823	2.8333	0.435584	0.389822	0.622613	0.404391	21.4801	5.39974	0.549165	0.123545	7.71434	12.7012	34.0007	0.586891	49.5029	6.03076	5.65063	-5.025760e+01	-1.034528e+03	-1.084785e+03
1390	6869.59	10.2954	3.54951	19.3718	3.8964	6.11101	0.00314036	133.761	22.4965	7.50823	1.92605	0.433024	0.497237	0.728635	0.396814	21.6229	3.52445	0.546732	0.0755867	7.86695	13.4474	32.0072	0.688674	51.789	7.13045	4.7579	-5.134471e+01	-1.033669e+03	-1.085014e+03
1400	6869.59	11.523	3.53813	10.4546	4.0598	7.06314	0.00430988	132.873	24.4156	7.12343	2.92975	0.533415	0.677672	0.745048	0.397805	21.1058	4.4187	0.533082	0.106904	7.78192	11.678	32.1191	0.56491	41.7275	7.31786	4.38379	-4.865165e+01	-1.036664e+03	-1.085315e+03
1410	6869.59	13.5079	3.52755	15.8317	4.00095	7.04384	0.00381857	134.706	23.3071	8.29406	2.10091	0.447865	0.672712	0.644261	0.406277	21.2635	5.19498	0.526798	0.187169	8.39137	11.8541	35.1356	0.551882	37.7983	7.55679	4.5925	-4.925444e+01	-1.035575e+03	-1.084830e+03
1420	6935.98	16.1954	3.50576	9.92943	3.84281	6.72887	0.00394521	130.742	23.1569	7.54837	2.82748	0.44547	0.677821	0.627851	0.407729	20.0525	4.88242	0.526798	0.0696338	10.3843	13.3288	33.9779	0.578003	46.8922	5.96586	3.25357	-4.959856e+01	-1.035134e+03	-1.084732e+03
1430	8297.23	8.52782	3.48798	14.4546	4.32363	6.3411	0.00413775	131.491	21.1476	8.92397	1.60123	0.279785	0.804564	0.619595	0.403478	19.1953	5.20579	0.534702	0.0519367	10.3925	13.7008	33.5265	0.63115	46.5838	7.33399	4.37897	-5.097650e+01	-1.033786e+03	-1.084763e+03
1440	8124.6	15.3973	3.48178	17.9493	4.47065	6.14328	0.0041462	129.832	19.6941	8.74426	2.56701	0.400338	0.808141	0.630371	0.427494	19.3423	4.09206	0.578358	0.184521	8.95281	12.7816	31.9384	0.613259	54.6237	4.52981	3.28021	-4.916817e+01	-1.045211e+03	-1.094379e+03
1450	7887.56	18.6093	3.49479	10.8109	4.04456	6.58607	0.00385066	124.517	19.7299	9.4629	1.34232	0.558181	0.924839	0.620386	0.423234	19.5658	5.13152	0.596203	0.117298	9.51493	12.6655	32.5123	0.681015	48.4871	5.47188	3.34016	-5.149820e+01	-1.036641e+03	-1.088139e+03
1460	7880.73	20.6425	3.56459	8.66524	4.1794	6.69005	0.00366099	125.758	22.9785	9.4397	2.02383	0.506046	0.707532	0.678477	0.41308	19.5658	6.3012	0.576446	0.124824	10.1974	13.6301	36.7085	0.696123	46.4099	5.47971	3.34016	-5.234179e+01	-1.035829e+03	-1.088171e+03
1470	7670.92	18.5272	3.61618	13.5955	4.12435	6.93115	0.00363747	130.255	25.3573	9.20503	1.82318	0.37871	0.597459	0.621195	0.407301	20.1589	4.86515	0.51984	0.0699203	10.76	13.4251	37.1477	0.616053	48.4875	7.25593	4.20583	-5.090457e+01	-1.033446e+03	-1.084351e+03
1480	8086.84	16.9066	3.66551	11.0791	4.37787	7.2531	0.00393932	127.402	26.8372	10.3999	2.15736	0.394338	0.704722	0.776252	0.397801	19.6021	3.30646	0.49896	0.0530903	10.6799	13.529	38.0038	0.769453	47.4369	8.15666	4.35839	-5.368744e+01	-1.034603e+03	-1.088291e+03
1490	7337.93	12.6366	3.69204	19.3136	4.12688	7.07697	0.00398781	125.011	22.8178	8.90451	1.21165	0.558912	0.865547	0.846816	0.402101	18.1644	4.90337	0.556754	0.0557594	13.103	13.3811	32.6787	0.634986	42.3171	7.82483	3.68484	-5.336515e+01	-1.038929e+03	-1.092294e+03
1500	8169.24	10.1243	3.67477	18.932	3.78751	7.07697	0.00455782	128.58	25.3048	6.06136	2.00772	0.551749	0.650222	0.629908	0.400226	17.6458	4.16795	0.53054	0.20631	11.4838	13.8852	33.552	0.655428	47.281	5.50912	3.88058	-4.985318e+01	-1.038484e+03	-1.088337e+03
1510	8613.46	13.9666	3.66253	12.4302	3.9838	7.01031	0.00455782	133.672	26.2964	8.03188	2.39607	0.361765	0.444965	0.791534	0.403056	17.6458	4.00847	0.51322	0.178542	12.8215	13.2712	35.6819	0.622836	47.0932	6.56035	4.10177	-4.941258e+01	-1.038239e+03	-1.087652e+03
1520	8027.49	17.6515	3.64627	18.5351	3.59737	7.09916	0.00417767	138.398	25.8705	8.32765	1.46042	0.180998	0.43626	0.738192	0.400322	18.4587	5.0405	0.532625	0.126931	11.9996	13.4257	36.745	0.622836	49.424	6.65088	5.42204	-5.079501e+01	-1.035397e+03	-1.086192e+03
1530	9033.81	8.70336	3.60472	14.8539	3.03244	6.97818	0.00402438	143.453	27.003	7.47001	2.64739	0.0562747	0.410309	0.702417	0.384844	18.1875	3.85272	0.525208	0.0652042	12.6337	13.7099	32.6603	0.637949	50.6238	6.65088	3.0527	-5.033918e+01	-1.037885e+03	-1.088224e+03
1540	8548.73	12.0146	3.67069	14.8172	3.49491	6.95548	0.00411838	142.89	26.0333	5.97366	1.93053	0.0799747	0.410309	0.728326	0.386647	18.0285	2.50998	0.524186	0.0588062	11.5391	13.8598	36.3388	0.677487	50.261	8.17535	3.23467	-5.155751e+01	-1.035380e+03	-1.086938e+03
1550	8162.29	11.0419	3.6758	19.4675	3.62713	6.4073	0.00411838	143.729	24.2242	7.23559	1.74888	0.0454809	0.395149	0.720917	0.374528	18.2504	6.04739	0.511378	0.150538	12.4984	13.5134	34.8673	0.587781	45.2446	8.22229	2.66293	-5.088618e+01	-1.037225e+03	-1.088111e+03
1560	8642.63	13.5117	3.65065	11.3473	3.77444	6.48966	0.00486497	144.739	24.7599	7.77753	2.51077	0.0574418	0.355604	0.83461	0.380726	18.0847	3.79627	0.504423	0.197487	10.6591	13.9393	34.0005	0.624805	55.9711	6.18777	4.54442	-5.052246e+01	-1.035229e+03	-1.085752e+03
1570	8289.53	8.30768	3.63651	14.2225	3.59715	6.57376	0.00442432	148.622	26.8652	6.99457	1.51152	0.339701	0.355604	0.912997	0.377307	18.2458	5.77458	0.504423	0.194993	11.1122	13.8273	36.2812	0.632723	51.0311	6.25326	4.67117	-5.243278e+01	-1.034101e+03	-1.086534e+03
1580	8443.43	20.8354	3.658	8.30168	3.2061	6.15346	0.00410214	153.878	24.1493	7.73935	2.16465	0.286425	0.355604	0.86707	0.381253	18.325	4.58851	0.519838	0.267921	10.6878	13.417	41.9313	0.707331	49.8788	6.25326	4.67117	-5.389674e+01	-1.036375e+03	-1.090272e+03
1590	7979.66	17.4821	3.70232	11.506	2.99601	6.15346	0.00379963	156.068	25.509	7.31373	1.64649	0.385619	0.415531	0.80003	0.381115	18.186	3.90592	0.521957	0.264521	9.33839	13.9917	42.5724	0.707331	50.2367	5.46633	4.67175	-5.236687e+01	-1.033680e+03	-1.086047e+03
1600	7014.62	8.97448	3.62799	8.22793	2.94113	5.71699	0.00383363	158.576	27.3611	8.41692	2.71392	0.193193	0.343747	0.843294	0.382533	18.574	3.93471	0.531874	0.279689	10.236	13.9917	43.9674	0.552793	29.6804	7.68745	2.96996	-5.269409e+01	-1.031739e+03	-1.084433e+03
1610	6494.51	9.7765	3.62576	8.64808	2.80101	5.60061	0.00313914	158.796	27.0887	8.06248	2.9024	0.182046	0.352472	0.789396	0.3931	18.4872	4.7681	0.523715	0.266815	10.3861	13.7156	47.6084	0.482541	28.2695	7.68745	3.7155	-5.355553e+01	-1.030110e+03	-1.083665e+03
1620	6909.96	8.60202	3.59485	11.7877	2.77248	5.16052	0.00311967	157.17	24.8853	9.43407	2.72377	0.209719	0.447117	0.759706	0.390191	18.2056	4.68643	0.532189	0.274168	10.4047	13.935	46.9032	0.589795	33.4753	9.53233	3.02441	-5.310221e+01	-1.032334e+03	-1.085436e+03
