Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	769.991	19.3289	3.48217	11.7372	2.79121	7.20219	0.0128155	121.631	12.4634	4.22734	1.92828	0.295039	0.603484	0.438806	19.5312	8.33014	0.379714	0.283779	1.95789	9.42213	58.8191	0.286975	42.6415	0.051736	0.358268	0.138847	0.042119	0.312965	0.205632	0.0411928	19.5312	58.8191	0.286975	42.6415	0.940467	0.0214163	0.000170524	6.54457e-05	0.000414638	4.87087e-05	0.000283456	0.0322704	0.00466316	0.000336862	0.438806	0.731418	0.278878	0.0413916	0.30756	0.202081	0.00554175	6.64202	0.0301291	0.80066	0.752995	84.4865	1e-15	0.00199344	0
1	411.847	7.94475	3.56964	9.80601	2.157	5.97651	0.0115653	121.53	13.5167	6.63056	2.76412	0.374318	0.659671	0.436341	17.5191	8.06079	0.399579	0.235481	3.23842	9.87843	72.6364	0.475539	54.1103	0.125869	0.463607	0.167322	0.0372407	0.238655	0.123124	0.0609094	17.5191	72.6364	0.475539	54.1103	0.951937	0.00505755	0.00018422	5.46915e-05	0.000478593	7.62852e-05	0.000237224	0.0371105	0.00458641	0.000350473	0.436341	0.71793	0.229984	0.0363714	0.233084	0.12025	0.00696984	5.33987	0.0437287	0.882714	0.840288	207.434	12.3894	0.00511536	0.000331482
2	1018.91	13.6705	2.91641	9.47438	4.82398	5.76085	0.0164413	112.316	11.8318	9.74071	1.00469	0.424129	0.756664	0.64091	16.6151	7.94873	0.716677	0.411232	2.19392	7.7066	55.3271	0.271556	44.7154	0.0731502	0.207298	0.173585	0.0329466	0.753132	0.2422	0.0534332	16.6151	55.3271	0.271556	44.7154	0.954204	0.0177489	0.000289879	0.000198399	0.000341757	4.2799e-05	0.00028275	0.0212919	0.00545146	0.000329299	0.64091	0.727002	0.408598	0.0327356	0.748309	0.240649	0.00738292	6.89987	0.0388461	0.768293	0.733108	248.124	14.6014	0.00603811	0.000311299
3	640.403	8.70451	2.79273	11.8086	4.36088	5.30656	0.0195083	114.823	12.2443	3.48278	1.10959	0.429566	0.665042	0.566565	17.6152	4.51019	0.3359	0.256385	2.41369	9.72198	32.3778	0.247568	41.0661	0.114883	0.229312	0.188446	0.0820263	0.599358	0.301875	0.0445674	17.6152	32.3778	0.247568	41.0661	0.972283	0.00619358	0.0003143	0.000106147	0.000297996	2.81046e-05	0.000236423	0.0159261	0.00439496	0.000333042	0.566565	0.82626	0.254004	0.0812644	0.593791	0.299072	0.00982471	7.95746	0.0368243	0.810489	0.788025	240.178	16.5116	0.00490392	0.000307473
4	850.003	8.73232	2.94545	8.32363	3.51227	7.27799	0.0148044	111.266	13.0365	11.1631	1.91196	0.326522	0.726633	0.486677	20.0395	5.00375	0.0749928	0.428134	4.48245	6.43023	62.3316	0.598975	51.5716	0.114517	0.284716	0.137401	0.0212541	0.380046	0.142977	0.0486214	20.0395	62.3316	0.598975	51.5716	0.95926	0.0116888	0.000292192	0.00021384	0.000575143	0.000119467	0.000439163	0.0218272	0.00543853	0.000296568	0.486677	0.947426	0.424114	0.0210545	0.376478	0.141635	0.00549927	5.52126	0.0460652	0.924359	0.886701	326.903	14.9474	0.00611819	0.000280278
5	2231.7	14.2446	2.98408	15.379	5.16269	10.473	0.025265	119.588	12.8445	7.72054	1.90647	0.576944	0.801548	0.625504	16.7401	7.27755	0.632584	0.39793	3.3444	7.02678	58.3253	0.640662	56.2284	0.070202	0.193697	0.0954836	0.0598984	0.420436	0.104094	0.0185273	16.7401	58.3253	0.640662	56.2284	0.953452	0.0278213	0.00017437	0.000109479	0.000289006	4.38293e-05	0.000498093	0.0132156	0.00447234	0.000320019	0.625504	0.743188	0.391317	0.058903	0.413449	0.102364	0.00463365	12.0433	0.0137692	0.65379	0.623357	211.235	15.8895	0.00522986	0.000301972
6	687.156	9.91984	3.77319	15.1776	5.10692	5.8632	0.0170732	120.708	13.2521	4.5335	1.92317	0.453349	0.639209	0.44055	18.304	6.80819	0.392346	0.33049	3.07787	9.92998	71.1444	0.375154	55.9761	0.100808	0.195813	0.170555	0.0639208	0.332373	0.187602	0.0424005	18.304	71.1444	0.375154	55.9761	0.961704	0.0084304	0.00024695	0.000115308	0.000248657	4.74691e-05	0.000217138	0.0239949	0.00474567	0.000370947	0.44055	0.724975	0.323741	0.0626153	0.325585	0.183771	0.007839	7.96985	0.0307393	0.710532	0.683322	186.348	13.6689	0.0052829	0.000350512
7	202.285	10.3802	3.13038	15.7024	5.33437	5.80566	0.026667	98.9738	12.1591	6.29625	1.64835	0.297712	0.899604	0.654334	17.9387	7.82689	0.162303	0.515191	7.90092	5.73564	37.12	0.367087	61.3422	0.0963373	0.187464	0.172246	0.0425369	0.54576	0.060907	0.0343384	17.9387	37.12	0.367087	61.3422	0.971376	0.0152722	0.000228543	0.000240541	0.00021538	7.63103e-05	0.000305518	0.00719581	0.00484662	0.000279245	0.654334	0.933477	0.513925	0.0424323	0.544419	0.0607572	0.00863825	12.1241	0.0320541	0.879934	0.854746	293.104	16.2453	0.0053543	0.000263402
8	830.34	7.99537	3.34933	15.92	6.42143	5.96479	0.0221933	114.51	12.7573	10.0599	2.86039	0.658243	0.805097	0.579303	18.8894	7.48449	0.673969	0.458621	3.18129	8.75453	58.1929	0.559852	40.412	0.125072	0.155729	0.16765	0.0526794	0.281464	0.0681386	0.0352712	18.8894	58.1929	0.559852	40.412	0.966601	0.0114261	0.000272735	0.000220512	0.00022164	0.000106548	0.000273526	0.0158572	0.00483991	0.000327583	0.579303	0.692159	0.453614	0.0521043	0.278391	0.0673947	0.00787355	12.4623	0.0244132	0.75646	0.731195	238.731	15.14	0.00540249	0.000306414
9	898.284	12.4369	3.63194	15.0308	4.2936	6.68731	0.0241485	119.473	12.5347	4.21704	2.28716	0.325847	0.809671	0.499995	17.2824	2.97001	0.682286	0.422653	3.75212	8.9171	29.4416	0.530815	54.5431	0.0804059	0.232905	0.149537	0.0625626	0.354007	0.0832163	0.0361331	17.2824	29.4416	0.530815	54.5431	0.960603	0.0172681	0.000152749	0.000107185	0.000205187	6.31067e-05	0.000276334	0.0167699	0.00435465	0.000358732	0.499995	0.623173	0.41635	0.0616296	0.348728	0.0819753	0.00747177	11.5047	0.0225172	0.716002	0.687794	206.243	15.175	0.00493888	0.000337487
