"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 769.991 19.3289 3.48217 11.7372 2.79121 7.20219 0.0128155 121.631 12.4634 4.22734 1.92828 0.295039 0.603484 0.438806 19.5312 8.33014 0.379714 0.283779 1.95789 9.42213 58.8191 0.286975 42.6415 4.00202 9.53753 -51.50323 -873.0787 -924.5819
66300 411.847 7.94475 3.56964 9.80601 2.157 5.97651 0.0115653 121.53 13.5167 6.63056 2.76412 0.374318 0.659671 0.436341 17.5191 8.06079 0.399579 0.235481 3.23842 9.87843 72.6364 0.475539 54.1103 4.04659 11.6077 -51.24279 -868.1911 -919.4339
200000 1018.91 13.6705 2.91641 9.47438 4.82398 5.76085 0.0164413 112.316 11.8318 9.74071 1.00469 0.424129 0.756664 0.64091 16.6151 7.94873 0.716677 0.411232 2.19392 7.7066 55.3271 0.271556 44.7154 4.08224 10.9724 -50.60003 -872.4638 -923.0639
161800 640.403 8.70451 2.79273 11.8086 4.36088 5.30656 0.0195083 114.823 12.2443 3.48278 1.10959 0.429566 0.665042 0.566565 17.6152 4.51019 0.3359 0.256385 2.41369 9.72198 32.3778 0.247568 41.0661 4.10807 13.039 -47.94758 -873.6458 -921.5934
170600 850.003 8.73232 2.94545 8.32363 3.51227 7.27799 0.0148044 111.266 13.0365 11.1631 1.91196 0.326522 0.726633 0.486677 20.0395 5.00375 0.0749928 0.428134 4.48245 6.43023 62.3316 0.598975 51.5716 4.25486 16.4901 -51.23573 -878.6393 -929.875
168200 2231.7 14.2446 2.98408 15.379 5.16269 10.473 0.025265 119.588 12.8445 7.72054 1.90647 0.576944 0.801548 0.625504 16.7401 7.27755 0.632584 0.39793 3.3444 7.02678 58.3253 0.640662 56.2284 4.18326 8.02622 -51.29908 -874.842 -926.1411
67100 687.156 9.91984 3.77319 15.1776 5.10692 5.8632 0.0170732 120.708 13.2521 4.5335 1.92317 0.453349 0.639209 0.44055 18.304 6.80819 0.392346 0.33049 3.07787 9.92998 71.1444 0.375154 55.9761 4.28901 9.63019 -50.95798 -869.873 -920.831
106100 202.285 10.3802 3.13038 15.7024 5.33437 5.80566 0.026667 98.9738 12.1591 6.29625 1.64835 0.297712 0.899604 0.654334 17.9387 7.82689 0.162303 0.515191 7.90092 5.73564 37.12 0.367087 61.3422 4.32041 10.4312 -51.52713 -877.4255 -928.9527
168900 830.34 7.99537 3.34933 15.92 6.42143 5.96479 0.0221933 114.51 12.7573 10.0599 2.86039 0.658243 0.805097 0.579303 18.8894 7.48449 0.673969 0.458621 3.18129 8.75453 58.1929 0.559852 40.412 4.04594 8.63534 -53.89061 -870.3793 -924.27
47000 898.284 12.4369 3.63194 15.0308 4.2936 6.68731 0.0241485 119.473 12.5347 4.21704 2.28716 0.325847 0.809671 0.499995 17.2824 2.97001 0.682286 0.422653 3.75212 8.9171 29.4416 0.530815 54.5431 4.08888 8.91658 -49.01785 -873.0388 -922.0567
64700 2927.65 20.9389 2.39836 19.3536 5.31744 5.58942 0.0171418 119.607 13.4598 5.64237 2.15105 0.349038 0.667431 0.564602 18.8429 3.56394 0.215108 0.425386 2.6618 9.96508 50.4588 0.646864 51.4982 4.15006 12.1249 -53.33306 -869.5558 -922.8889
108800 913.36 9.49017 3.04662 13.7576 4.10412 6.15146 0.0159105 120.924 13.4997 3.52 1.80668 0.378318 0.632412 0.502058 18.0799 5.87332 0.343409 0.233524 5.15801 9.50515 60.9665 0.599174 25.5819 4.34537 8.81778 -49.19945 -876.4548 -925.6543
