Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	632.443	18.4614	2.67167	8.81545	3.5023	6.63521	0.0153857	92.5303	11.03	8.35025	1.06339	0.331484	0.635052	0.706624	17.55	5.27359	0.672213	0.376826	11.6895	7.10661	21.2702	0.529648	48.2755	0.0541671	0.285527	0.150711	0.02521	0.597196	0.343193	0.0456755	17.55	21.2702	0.529648	48.2755	0.932126	0.0392278	0.00041065	0.000247875	0.000707873	7.61374e-05	0.000426883	0.0204283	0.00620757	0.000353029	0.706624	0.791813	0.376546	0.0251913	0.596752	0.342938	0.00740767	7.59901	0.0361665	0.974082	0.907967	135.222	1e-15	0.00479159	0
1	976.78	11.5279	2.71564	12.7447	3.1961	5.25954	0.0151089	105.322	11.6464	5.36219	2.08636	0.353132	0.798575	0.55607	16.1762	5.03344	0.520326	0.190669	3.17309	11.8856	36.5771	0.718544	43.8492	0.0867461	0.312881	0.190131	0.0525909	0.38276	0.0965437	0.040513	16.1762	36.5771	0.718544	43.8492	0.938679	0.0208387	0.000801773	0.000187853	0.00100924	0.000121463	0.000481289	0.031268	0.00648291	0.000457526	0.55607	0.736859	0.190049	0.0524199	0.381515	0.0962298	0.00921596	11.1523	0.0298524	1.11173	1.04356	292.322	12.1377	0.00725557	0.000406877
2	3193.45	11.0703	2.58142	8.49596	4.48217	8.09776	0.0165882	104.45	11.2088	11.5364	1.38849	0.265444	0.843789	0.507506	16.2262	5.73241	0.260884	0.304014	1.66537	8.80735	44.0132	0.681299	43.4487	0.0903318	0.223106	0.123491	0.019415	0.607703	0.112504	0.0375216	16.2262	44.0132	0.681299	43.4487	0.936464	0.0250434	0.000774666	0.000336459	0.00118934	0.000104048	0.000650019	0.0301894	0.00591106	0.000410805	0.507506	0.837827	0.303282	0.0193682	0.606239	0.112233	0.00613733	7.16245	0.0314366	1.09811	1.02834	256.006	11.6558	0.00693361	0.000376013
3	4979.81	19.67	2.31801	13.7479	6.72712	6.66425	0.0150039	109.775	11.4051	9.21294	1.96886	0.50571	0.737403	0.508793	22.0979	4.46115	0.515051	0.240897	3.22242	10.0397	24.5444	0.802816	18.7084	0.0508388	0.148652	0.150054	0.040477	0.374533	0.133375	0.0253004	22.0979	24.5444	0.802816	18.7084	0.901097	0.0545683	0.000972056	0.000303856	0.000837765	9.23661e-05	0.000483041	0.0367541	0.00611415	0.000450146	0.508793	0.70608	0.239872	0.0403048	0.37294	0.132808	0.00697415	12.4163	0.0178641	0.885699	0.798101	208.982	11.6275	0.00693533	0.000413537
4	6086.07	15.7194	2.96009	12.9682	3.32609	9.92801	0.0144095	114.777	13.4719	9.63451	2.07185	0.393628	0.656996	0.464909	16.9643	4.57459	0.648567	0.203946	7.62197	12.0456	30.6391	0.731897	56.2085	0.0636157	0.300653	0.100725	0.0268423	0.317106	0.165554	0.0229913	16.9643	30.6391	0.731897	56.2085	0.905295	0.0423362	0.000482558	0.000120727	0.00124524	7.78131e-05	0.000588251	0.0463458	0.00505602	0.000497331	0.464909	0.608507	0.201071	0.0264639	0.312636	0.163221	0.00511192	11.1078	0.0139904	0.976147	0.883701	178.9	9.93682	0.00588118	0.000458913
5	1460.71	15.7611	3.33133	10.3378	4.24808	8.86197	0.0212249	114.727	13.1512	7.26756	1.92444	0.686914	0.71715	0.557983	18.6114	5.36302	0.930818	0.186781	3.97991	9.88221	39.3145	0.787336	30.1162	0.0634473	0.2354	0.112842	0.0677835	0.372654	0.146978	0.036363	18.6114	39.3145	0.787336	30.1162	0.947356	0.0207393	0.000495053	0.000111046	0.00071107	5.24641e-05	0.00062886	0.0238522	0.00605129	0.00049389	0.557983	0.580965	0.184413	0.066924	0.367929	0.145114	0.00577599	9.36604	0.0211256	0.897695	0.850437	208.246	12.0353	0.00697889	0.000455756
6	2238.68	11.3355	2.71806	14.5946	3.16632	7.20091	0.00933924	94.7605	8.24701	10.3734	2.72908	0.291932	0.633217	0.557109	17.2981	3.43495	0.632587	0.127453	3.27412	6.88921	26.6056	0.386406	14.832	0.0882184	0.315824	0.138871	0.0178202	0.232026	0.134398	0.025863	17.2981	26.6056	0.386406	14.832	0.906775	0.0360456	0.00121655	0.000177672	0.0025211	0.000155017	0.000567734	0.0468981	0.0060051	0.000390339	0.557109	0.690693	0.127442	0.0178187	0.232006	0.134387	0.00760292	10.6284	0.0178634	1.05727	0.958708	242.601	13.1885	0.00681513	0.00036019
7	3235.54	7.00456	2.83808	12.7052	2.56964	10.9947	0.0209066	112.831	12.4929	9.4272	2.12217	0.255514	0.842783	0.389005	19.8316	4.75673	0.261934	0.438456	2.73143	8.48939	26.745	0.700064	43.3809	0.142764	0.38916	0.0909529	0.0228427	0.397133	0.0740831	0.020317	19.8316	26.745	0.700064	43.3809	0.939085	0.0251492	0.00017863	0.000136749	0.000751752	0.000119104	0.000802345	0.0286423	0.00579377	0.000428159	0.389005	0.7809	0.434643	0.0226441	0.393679	0.0734389	0.00415088	10.3769	0.0158655	0.819363	0.769452	193.216	11.1362	0.0069764	0.000397995
8	326.472	13.0142	2.32448	15.5488	2.40453	6.11364	0.0176701	90.0022	13.4511	7.44159	2.0579	0.418768	0.722705	0.766504	16.2568	2.9206	0.210777	0.344091	6.76426	5.03709	27.0692	0.400478	22.3912	0.0768391	0.415882	0.163569	0.0406695	0.351186	0.134747	0.0244528	16.2568	27.0692	0.400478	22.3912	0.936055	0.0403863	0.000311032	0.000162485	0.000664958	0.00014214	0.000472289	0.0151921	0.00637598	0.000347762	0.766504	0.945493	0.343318	0.0405781	0.350397	0.134444	0.00800684	13.3722	0.02312	0.994495	0.930901	233.921	11.7659	0.00700749	0.000328262
9	194.699	11.8624	3.88462	15.8823	5.4767	8.30521	0.0268074	82.1953	11.1417	6.6666	1.66103	0.3709	0.699725	0.705947	14.7193	4.19625	0.216866	0.546311	1.46357	4.63284	22.9265	0.418966	35.3361	0.0843	0.182592	0.120406	0.0389296	0.42126	0.180776	0.0294499	14.7193	22.9265	0.418966	35.3361	0.945693	0.0383689	0.000409062	0.000491893	0.000476715	0.000149878	0.000652689	0.00792026	0.00556822	0.000334538	0.705947	0.927265	0.546139	0.0389173	0.421127	0.180719	0.00692357	13.1687	0.0273079	1.02441	0.968781	243.279	13.5791	0.00652855	0.000313496
10	146.849	20.7191	4.14115	13.2191	5.23352	8.68915	0.0202024	83.2196	8.18395	6.88475	2.40211	0.542295	0.60224	0.751911	21.6016	5.32693	0.835654	0.455367	4.67384	4.09297	24.5788	0.644639	51.4965	0.0482646	0.191076	0.115086	0.047437	0.250713	0.165588	0.036053	21.6016	24.5788	0.644639	51.4965	0.909414	0.0702134	0.000661911	0.00055337	0.000759823	0.000251708	0.000795346	0.0108041	0.00627959	0.000315601	0.751911	0.787985	0.455358	0.0474361	0.250708	0.165585	0.00562958	12.0537	0.0284092	1.14757	1.04361	293.069	13.1117	0.00722366	0.000297423
11	3173.68	11.3967	2.83806	15.2674	3.8717	9.11048	0.014751	104.569	10.2922	10.8514	2.41957	0.341765	0.735369	0.495295	20.2834	5.57638	0.769661	0.239865	4.74251	6.87962	21.4176	0.778066	20.7833	0.0877447	0.258284	0.109764	0.0231605	0.303925	0.109371	0.020404	20.2834	21.4176	0.778066	20.7833	0.910579	0.04738	0.000555421	0.000174722	0.00121417	0.000113278	0.000614107	0.0343273	0.00570799	0.00040091	0.495295	0.582303	0.239523	0.0231274	0.303492	0.109215	0.0055122	13.5573	0.0118813	0.921778	0.839352	191.973	11.0327	0.00658505	0.000376497
12	2371.97	13.058	1.88023	14.5286	2.6374	7.51779	0.0160569	102.697	13.9946	10.711	1.65703	0.476586	0.69532	0.706151	18.2012	3.57015	0.251599	0.270306	5.09914	8.17191	21.8433	0.841439	39.105	0.0765814	0.379161	0.133018	0.0309383	0.419618	0.183871	0.0172146	18.2012	21.8433	0.841439	39.105	0.918214	0.0494494	0.000399859	0.000146363	0.00100011	9.44553e-05	0.000540605	0.0247983	0.00575489	0.000398955	0.706151	0.916184	0.268409	0.0307211	0.416673	0.182581	0.00693828	13.8517	0.0157717	0.976109	0.896277	214.399	12.0757	0.00653297	0.000366959
13	2399.56	18.1446	2.48595	13.2743	2.54599	7.85291	0.0174588	117.126	13.8652	4.5637	1.34659	0.438785	0.624387	0.448095	18.5568	3.51568	0.153003	0.213206	3.47868	12.8227	34.0445	0.734132	46.6744	0.0551128	0.392775	0.127341	0.0600328	0.46368	0.278936	0.0238479	18.5568	34.0445	0.734132	46.6744	0.931374	0.0309086	0.00036001	9.47311e-05	0.000788822	5.15048e-05	0.00053945	0.0307155	0.00548624	0.000487853	0.448095	0.88442	0.209209	0.0589072	0.454986	0.273707	0.00611984	11.3265	0.0210916	1.01432	0.944708	211.324	10.2562	0.00635037	0.000444259
