"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_T50Testing.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_FAsymp.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",11.8147,7.00117,1.47719,7.00011,2.00107,5.00415,0.00164732,60.3691,2.02339,2.00521,1.00003,0.0201591,0.0059985,0.600037,0.0456129,7.13602,1.00559,0.00417071,0.0502631,1.00049,1.02674,0.00115893,0.000338471,0.0128642,0.831698,1.15283,-63.80806,-293.5294,-350.4823
"1st Qu.",142.557,9.64956,2.9102425,10.68575,3.33781,7.25509,0.00856812,94.469225,15.238075,5.77074,1.5787275,0.19542575,0.26615775,0.661309,0.4522515,24.3391,4.851515,0.30847875,0.150475,3.9780775,7.209435,21.400925,0.5486335,28.745,1.9607225,6.9766,-54.6409575,-283.694975,-337.5401
"Median",295.269,12.57885,3.29725,13.35195,3.9839,8.93476,0.0122823,112.3715,22.89565,7.49128,2.022495,0.316865,0.4226795,0.7121605,0.5463305,27.70725,6.136815,0.479722,0.2330325,6.01451,9.681095,35.8951,0.9838425,46.91365,2.344875,12.44675,-53.052115,-282.186,-335.46555
"Mean",526.446576872659,13.0094553401998,3.29398570068664,13.3643249250936,4.00863129525593,9.39071702715356,0.0137328712109863,115.766104650437,22.7039112890137,7.45434612359551,2.01697290886392,0.312757654088639,0.439206329219725,0.720798545099875,0.550653345677278,27.0125318430087,6.13360606897628,0.482445347446941,0.278010005352684,6.4445142088015,9.37424331460674,37.8641801984909,0.987284312132647,47.4786467144195,2.41436755602372,15.1171271348315,-53.2279118695381,-282.537676170412,-335.765587453184
"3rd Qu.",603.431,16.003375,3.6847,15.935725,4.629815,11.045525,0.0173661,135.35525,30.202625,9.2230225,2.456085,0.4339355,0.6032135,0.771517,0.64560275,30.644725,7.43817,0.65376675,0.35826675,8.490715,11.77195,52.88455,1.4241975,64.53255,2.7877275,21.740475,-51.6337475,-281.0458,-333.673825
"Max.",7310.43,20.9964,4.49625,19.9954,6.95934,24.48,0.0672292,179.983,41.9963,11.9943,2.99975,0.569965,0.996163,0.948716,0.992835,34.9993,10.9942,0.994575,0.997106,13.9925,13.9998,89.9681,1.9996,104.939,5.50896,39.9954,-46.41018,-278.3947,-328.0579
"rhat.vec",1.0107695019387,0.999885252108521,1.00391806635189,1.00048530940121,1.00046322395855,1.00107226559653,1.00113700807583,1.00564445088072,1.00228499308569,0.999843126186651,0.999917879623606,1.00023598769666,1.00038608617225,1.00018811982135,1.00198099713625,1.00166503978367,0.99999954489289,0.999935120361228,1.00080089358506,1.00043548611871,1.00125111956906,1.00021000052486,1.00092256053733,1.00063743503658,1.00007688862981,1.00000582874343,1.00063986693564,0.999758737079028,1.00009249578686
