Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	6556.3	14.2975	4.37473	15.4315	4.29239	9.19494	0.00507358	178.76	28.0119	5.3278	2.04785	0.455778	0.633429	0.724556	0.340587	17.3848	5.9173	0.454158	0.116203	4.59499	10.2841	74.3135	0.728283	53.4488	0.0699423	0.23297	0.108755	0.0861434	0.353813	0.134504	0.0308315	17.3848	74.3135	0.728283	53.4488	0.842217	0.0385372	0.00347817	0.000299264	0.00227407	0.000100001	0.00115478	0.103584	0.00629322	0.000235578	0.340587	0.613137	0.0826394	0.0612621	0.251619	0.0956544	0.00143188	12.5091	0.0189039	1.60351	1.3505	146.505	1e-15	0.000813748	0
1	4186.86	14.1344	3.41763	7.07727	3.29332	6.35679	0.0031958	174.609	28.5718	7.13987	1.53617	0.295538	0.578912	0.677855	0.343934	17.9685	7.33152	0.173603	0.249821	3.1067	13.6122	75.3769	0.601772	40.7453	0.0707494	0.303645	0.157312	0.0549616	0.441263	0.209707	0.0759664	17.9685	75.3769	0.601772	40.7453	0.828113	0.030234	0.00301339	0.000655435	0.00291524	0.000276962	0.00105587	0.125353	0.00709699	0.000225936	0.343934	0.830865	0.184033	0.0404879	0.32506	0.154482	0.00174215	5.22824	0.0631178	1.46484	1.21306	1161.09	6.2751	0.0080306	0.000205615
2	4099.57	19.5418	3.61859	11.3671	5.4322	7.33524	0.00522547	170.931	26.9122	4.28516	2.83628	0.0454795	0.639977	0.728288	0.346401	18.0959	5.0566	0.281006	0.209681	2.32915	13.8627	71.4871	0.846904	41.0982	0.0511724	0.184087	0.136328	0.108768	0.256776	0.0957987	0.0433986	18.0959	71.4871	0.846904	41.0982	0.909692	0.0294123	0.00209152	0.000383507	0.00155539	0.000228375	0.00104929	0.049025	0.00691853	0.000216679	0.346401	0.742368	0.16221	0.0841432	0.198643	0.0741103	0.00164653	10.2297	0.0322177	1.28754	1.17127	997.32	6.44595	0.00788857	0.000196599
3	7331.4	12.7072	4.49436	14.0757	4.20851	8.02591	0.00339424	163.796	26.9049	8.80637	2.14171	0.471631	0.485406	0.622604	0.391155	17.7073	7.13958	0.646166	0.145071	4.98808	13.7451	73.926	0.764104	37.8801	0.0786955	0.237614	0.124596	0.0343179	0.290704	0.176212	0.0397836	17.7073	73.926	0.764104	37.8801	0.711362	0.0788518	0.00544022	0.000707101	0.00404867	0.000222622	0.00107817	0.187932	0.00655407	0.000260325	0.391155	0.545243	0.118483	0.0280282	0.237425	0.143917	0.00182088	12.0541	0.0216917	1.67042	1.18827	912.817	7.49395	0.00735959	0.000237329
4	4132.66	20.872	3.64009	11.3618	4.9046	7.53698	0.00630668	168.653	25.7707	5.23375	2.13766	0.332695	0.606534	0.917948	0.288965	19.1613	5.39605	0.110813	0.253345	1.48505	13.4473	72.8493	0.784601	50.5608	0.0479111	0.20389	0.132679	0.10638	0.429417	0.038384	0.0425077	19.1613	72.8493	0.784601	50.5608	0.881446	0.0423552	0.0024965	0.000604295	0.00135979	0.000198796	0.00104977	0.063204	0.00652915	0.000221207	0.288965	0.871474	0.202078	0.0848528	0.342519	0.0306166	0.00170617	9.62226	0.0370444	1.58568	1.39769	1037	6.45185	0.0076338	0.000201636
5	5063.09	9.65966	3.73135	15.9458	2.55734	8.20802	0.00494817	172.626	22.5238	5.39057	2.14269	0.184913	0.568066	0.749119	0.266942	17.8616	6.17303	0.114339	0.424074	4.41269	13.5838	75.7736	0.820741	40.7269	0.103523	0.391031	0.121832	0.0789432	0.349616	0.117087	0.028509	17.8616	75.7736	0.820741	40.7269	0.843839	0.0515042	0.000849292	0.000421931	0.00136278	0.00034137	0.00115991	0.093993	0.00650178	0.000261972	0.266942	0.859839	0.339708	0.0632382	0.280063	0.0937935	0.00126874	13.8504	0.0245131	1.32759	1.12027	1023.65	5.1851	0.00756333	0.00024561
6	6543.26	8.9449	3.96993	10.1419	3.55473	7.86408	0.0026537	175.503	28.5455	8.85906	2.8591	0.141561	0.351033	0.782095	0.410892	18.35	4.81098	0.652861	0.270562	3.78225	11.4576	74.8527	0.99457	44.1461	0.111796	0.281315	0.12716	0.0309899	0.273546	0.0762145	0.0497755	18.35	74.8527	0.99457	44.1461	0.80396	0.0471379	0.00268561	0.000635456	0.00375402	0.000540995	0.00116432	0.13324	0.00694186	0.000205322	0.410892	0.559523	0.197706	0.0226451	0.199887	0.0556918	0.00123494	10.1095	0.0278505	1.54589	1.24284	1081.44	5.53544	0.00800951	0.000191272
7	4572.24	14.77	3.67265	15.2041	3.26746	6.31547	0.00393224	179.757	24.2451	3.67529	2.94086	0.178307	0.453361	0.653304	0.315153	18.92	3.72737	0.226268	0.370674	2.94798	13.8867	68.9492	0.591608	36.583	0.0677048	0.306048	0.158341	0.0805875	0.222147	0.117889	0.0382484	18.92	68.9492	0.591608	36.583	0.803873	0.0511186	0.00117703	0.000414602	0.00142235	0.000420784	0.000876637	0.133595	0.00703198	0.000307056	0.315153	0.770072	0.270978	0.0589128	0.162399	0.086182	0.00167923	10.9517	0.029454	1.15424	0.927862	896.904	6.29138	0.00796988	0.00028807
8	3764.22	10.1581	3.25896	7.23583	2.32615	8.82359	0.00458929	169.928	26.6474	5.62426	2.24954	0.0854266	0.479084	0.719266	0.45195	19.0799	7.54397	0.568878	0.22483	3.64186	10.8792	74.1799	1.07074	35.5747	0.0984436	0.429895	0.113333	0.0612683	0.319739	0.124796	0.0510441	19.0799	74.1799	1.07074	35.5747	0.897334	0.0256248	0.0011768	0.000245348	0.00258502	0.000261497	0.00128682	0.0649827	0.00654581	0.000219877	0.45195	0.636485	0.175865	0.047925	0.250105	0.0976175	0.00141785	7.51636	0.0324888	1.2931	1.16034	1053.99	7.21876	0.00762293	0.000202808
9	4174	18.3366	3.38531	9.16014	4.4434	6.39066	0.00543945	171.61	27.2358	2.48857	2.39226	0.272255	0.315109	0.749364	0.379281	17.8299	6.67949	0.324884	0.409999	4.33788	13.3669	71.6642	1.0123	42.2843	0.0545357	0.225053	0.156478	0.0948864	0.313245	0.10477	0.0578297	17.8299	71.6642	1.0123	42.2843	0.865206	0.0537977	0.00188428	0.000817273	0.00127104	0.000391977	0.000981917	0.0685118	0.00670778	0.000217916	0.379281	0.729812	0.314308	0.0727404	0.240136	0.0803169	0.00190122	9.23008	0.0422048	1.31281	1.13585	1050.97	6.71085	0.00752669	0.000197221
