"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_T50Testing.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_FAsymp.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",31.6917,7.00193,1.57032,7.00228,2.00097,5.00124,0.00189843,60.0402,1.22343,2.00409,1.00141,0.0200604,0.00851095,0.600007,0.0220872,7.90881,1.20209,0.008263,0.0500341,1.01227,1.01694,21.0002,0.000139041,14.0005,2.65238,3.58201,-65.2971,-329.3952,-389.2707
"1st Qu.",447.027,9.6932775,2.9348775,10.6353,3.2182,7.3428275,0.00985543,89.31535,14.856,5.46271,1.6254575,0.1934475,0.31609125,0.66199375,0.2785145,21.830525,5.45657,0.21362725,0.13646875,3.9954075,3.83972,37.60685,0.54546575,34.52535,6.3519075,15.44225,-55.96511,-319.41585,-374.66515
"Median",874.8755,12.5438,3.309405,13.1856,3.871995,8.95129,0.0137088,104.715,22.5518,7.197805,2.06603,0.3208715,0.48613,0.712259,0.3499565,24.18815,6.69165,0.334014,0.213794,5.71052,5.463825,51.05195,0.996546,50.6604,7.53994,22.39435,-54.291985,-317.76385,-372.3163
"Mean",1386.93009792447,13.0179580181024,3.30989942883895,13.2495405805243,3.88437120630462,9.38758859862672,0.014919209826779,109.359963857678,22.7052102715356,7.19790163233458,2.04897759363296,0.311036078604869,0.489708396768102,0.721436711610487,0.3584240471598,23.9389696285893,6.68209776997503,0.351198013945069,0.256815399391386,6.07285397315855,5.7759811298377,52.2368800717853,0.992111179519351,52.0545728308365,7.72057094257179,22.8407122331461,-54.523552340824,-318.049600764669,-372.573152965044
"3rd Qu.",1740.725,16.084425,3.7206475,15.8424,4.497005,10.94025,0.018697775,125.593,30.28115,8.9697725,2.4911675,0.4323335,0.65747975,0.77130875,0.4274925,26.2775,7.8802225,0.47222175,0.33018475,7.72324,7.37111,66.15315,1.43232,67.8097,8.873495,30.32315,-52.912145,-316.42885,-370.232
"Max.",9993.2,20.9975,4.49518,19.9955,6.83326,23.0658,0.0654742,179.935,41.9791,11.9997,2.99976,0.569993,0.99443,0.948585,0.926655,34.8645,10.9993,0.968351,0.999747,13.9955,13.9706,89.9541,1.99961,104.872,16.7031,39.9978,-48.95446,-312.794,-364.3857
"rhat.vec",1.01088080564929,0.999997296741851,1.00949124435472,1.0001853049007,1.00030153264363,1.00270868438962,1.00799001121805,1.01028024697747,1.00301371883198,1.00067653694555,1.00050720245454,1.00079543423207,1.00113224924316,1.0007417884128,1.01443769656604,1.00336103223755,1.0002065828845,1.00069295884807,1.00077051699113,1.00100022452523,1.00388155082208,0.999889740833579,1.00001014670992,0.999971456332741,0.999807032805566,1.00024374037789,1.00167881971968,1.00130350473944,1.00250383409317
