Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	9822	8.33619	4.37179	8.56475	2.14927	5.17929	0.00422402	164.335	31.5041	7.36171	2.73045	0.256024	0.666587	0.85444	0.283848	19.8963	4.24297	0.114064	0.0878911	3.98943	11.0169	44.723	0.610664	71.7348	0.119959	0.465274	0.193077	0.0575597	0.232812	0.0533099	0.098554	19.8963	44.723	0.610664	71.7348	0.494237	0.00096787	0.000348308	2.51703e-05	0.00067203	5.12488e-05	0.000189297	0.484543	0.0177414	0.00172957	0.283848	0.866197	0.068455	0.044831	0.181329	0.041521	0.00359253	6.17669	0.0853672	2.06463	1.02042	180.779	1e-15	0.00340566	0
1	8189.48	13.5345	4.21498	15.8604	2.0584	5.22569	0.00413281	178.727	31.3352	4.75933	2.69341	0.279352	0.616079	0.856627	0.290227	21.6653	5.64566	0.047157	0.143058	3.0339	10.5767	51.1291	0.672955	48.9156	0.0738853	0.485814	0.191362	0.0799108	0.229199	0.053231	0.0508555	21.6653	51.1291	0.672955	48.9156	0.438852	0.00314502	0.000244647	2.62251e-05	0.000503191	6.75182e-05	0.000194085	0.537495	0.0180969	0.00179577	0.290227	0.943331	0.0989062	0.055248	0.158461	0.0368024	0.0028448	12.1788	0.0479736	2.13483	0.936877	764.767	9.93989	0.0200025	0.00178987
2	9042.17	11.3134	4.40612	12.3291	2.05197	5.17009	0.00444095	177.893	32.0106	5.51454	2.14435	0.35211	0.943231	0.746673	0.296043	19.7872	3.88697	0.115612	0.117576	3.86305	11.2257	46.3578	0.551278	58.4306	0.0883908	0.487337	0.19342	0.0827448	0.225598	0.118137	0.0691237	19.7872	46.3578	0.551278	58.4306	0.47045	0.00148367	0.000191047	1.65686e-05	0.000406505	3.6761e-05	0.000153804	0.50795	0.0178458	0.0019304	0.296043	0.868725	0.081515	0.0573666	0.156406	0.0819039	0.00331445	8.43457	0.0600495	1.85498	0.872676	603.282	10.3921	0.0198379	0.00192423
3	9674.31	17.9204	4.48208	12.2792	2.04762	5.35697	0.00594638	170.056	31.2111	4.70221	2.5471	0.152672	0.622667	0.659071	0.264504	19.7574	4.55932	0.178047	0.276269	4.60204	11.853	44.1313	0.686387	69.6419	0.0558023	0.488372	0.186673	0.0739499	0.219249	0.13385	0.0681381	19.7574	44.1313	0.686387	69.6419	0.579094	0.00720924	0.000206418	5.26023e-05	0.000426219	9.76465e-05	0.000199634	0.394636	0.0167063	0.00186962	0.264504	0.789161	0.206628	0.0553088	0.163981	0.100109	0.0036551	9.44687	0.053772	1.66548	0.964468	778.286	12.6411	0.018668	0.00186113
4	8929.61	14.2029	4.48746	13.3637	2.06393	5.22852	0.00425893	174.607	29.9448	4.06932	2.96831	0.33012	0.738899	0.684023	0.374114	20.1818	4.03792	0.373192	0.10287	4.36092	11.4531	49.2668	1.02213	64.1969	0.0704082	0.484513	0.191259	0.0832015	0.154368	0.10645	0.0642237	20.1818	49.2668	1.02213	64.1969	0.446574	0.00269312	0.000261521	2.07108e-05	0.000506847	5.25085e-05	0.000178882	0.531099	0.0171484	0.00192421	0.374114	0.692865	0.0748297	0.0605224	0.112291	0.077434	0.00310403	13.5488	0.0444983	2.21535	0.989318	712.954	9.61568	0.0191202	0.00191797
5	7071.38	10.3018	4.43675	7.86278	2.20294	5.27037	0.00414114	178.27	36.0665	4.43017	1.63414	0.226726	0.54301	0.676367	0.299688	20.9881	4.74514	0.18124	0.13916	3.58188	10.3753	46.4528	0.556067	62.9561	0.0970704	0.453939	0.18974	0.0641067	0.320056	0.198045	0.107065	20.9881	46.4528	0.556067	62.9561	0.514227	0.00140973	0.000291349	2.93249e-05	0.000594343	3.91744e-05	0.000173798	0.463858	0.0180626	0.00167833	0.299688	0.803807	0.0933976	0.0430254	0.214807	0.132918	0.0035532	5.41831	0.0860596	1.81619	0.933934	678.255	11.4971	0.0198231	0.00167178
6	7476.66	19.7834	4.45904	17.0928	2.01332	5.28519	0.00412455	163.825	30.6897	4.10783	2.46154	0.123976	0.307396	0.676585	0.428252	21.015	4.16818	0.393915	0.151369	2.51619	9.81085	42.0457	0.996888	64.052	0.0505474	0.496692	0.189208	0.0443531	0.240786	0.131387	0.0493591	21.015	42.0457	0.996888	64.052	0.390934	0.0103495	0.000278868	3.71009e-05	0.000651047	6.49636e-05	0.00018253	0.577767	0.0182015	0.00191795	0.428252	0.716013	0.119182	0.0349218	0.189585	0.103449	0.00371223	17.0624	0.0353418	2.36982	0.926443	694.187	12.9954	0.0202445	0.00191112
7	7835.47	7.55797	4.43031	16.7668	2.06399	5.24677	0.00678696	178.067	31.2268	2.1389	2.28275	0.0670463	0.278516	0.803128	0.230112	20.6923	2.82141	0.134389	0.389968	2.79786	10.8564	47.0712	0.600128	60.6277	0.132311	0.484498	0.190593	0.0975674	0.328236	0.0862433	0.0503607	20.6923	47.0712	0.600128	60.6277	0.637126	0.003392	0.000108873	3.94102e-05	0.000224603	7.04429e-05	0.000165693	0.340408	0.0170991	0.0017692	0.230112	0.820827	0.271595	0.0679513	0.228602	0.0600646	0.00323601	11.605	0.0413374	1.35153	0.861097	629.215	10.3091	0.0189905	0.00176312
8	9928	10.449	4.49498	7.81814	2.25934	5.20556	0.00458927	172.66	29.8266	4.33464	1.44121	0.24121	0.512054	0.88374	0.340229	20.1371	3.86382	0.328612	0.142831	1.55112	11.337	46.4585	0.801483	67.4111	0.0957029	0.442607	0.192102	0.0792153	0.465285	0.0806683	0.110448	20.1371	46.4585	0.801483	67.4111	0.495639	0.00142042	0.000229755	2.65622e-05	0.000424611	2.9683e-05	0.00017913	0.482718	0.0180096	0.00183375	0.340229	0.701672	0.105826	0.0586919	0.344737	0.0597685	0.00298994	6.79415	0.0774981	1.87729	0.930457	692.124	10.1324	0.0199838	0.00182751
9	8074.02	7.28286	4.35934	9.80193	2.44347	5.047	0.00478749	178.108	33.0553	2.94123	2.42734	0.38406	0.672555	0.649105	0.278346	21.198	4.84588	0.150062	0.20056	2.61219	10.702	50.8442	0.871623	77.6733	0.137309	0.409254	0.198138	0.0914223	0.164711	0.144559	0.0881203	21.198	50.8442	0.871623	77.6733	0.545697	0.00183861	0.000350001	5.44101e-05	0.000520107	9.6492e-05	0.000195273	0.431643	0.0182611	0.00175928	0.278346	0.825379	0.137662	0.0627513	0.113056	0.0992241	0.00343756	8.44016	0.0727326	2.02909	1.10727	825.534	10.924	0.020133	0.0017525
