"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_T50Testing.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_FAsymp.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",117.59,7.00167,1.61282,7.00062,2.00006,5.00016,0.00197545,80.4357,2.89113,2.00972,1.00012,0.020103,0.00195928,0.60001,0.227323,11.3988,1.02831,0.00200471,0.0500338,1.00458,1.78734,0.968222,0.00623865,8.51851,0.529451,1.30876,-65.62966,-1067.953,-1120.264
"1st Qu.",1750.7,10.567725,3.2540375,11.37015,2.6749,5.4390975,0.0047867775,91.36615,6.7451425,6.0984525,1.635975,0.2409225,0.1998375,0.64958325,0.53095775,16.917075,3.261255,0.305112,0.2240405,3.839905,5.95367,31.195975,0.33697775,40.9769,0.911193,2.4009825,-52.02121,-1055.92475,-1107.0665
"Median",4033.39,13.793,3.723415,14.08065,3.22987,6.000455,0.0166832,110.877,13.73485,7.77189,2.08413,0.367962,0.3492,0.697451,0.63505,17.99165,3.91042,0.471912,0.3473375,5.85046,9.622375,37.6902,0.4381355,47.89,1.01078,2.700915,-50.494725,-1054.042,-1104.7375
"Mean",4331.53585065543,13.847643338015,3.62427822253433,13.9436982911985,3.36256797128589,6.31517241729089,0.0180487056382647,125.157810799001,15.8354176935081,7.69596679619226,2.06468793695381,0.349485198330212,0.379931756602684,0.706762201779026,0.640589452715356,18.0216582709114,3.90132525905119,0.476989265435393,0.370590755196629,6.38334974250936,9.06234135143571,37.697908889201,0.435455526465356,47.8531305836454,1.01949634207241,2.7394447752809,-50.7085015262172,-1054.26673829588,-1104.97523330212
"3rd Qu.",6708.285,17.055875,4.0910075,16.59395,3.92828,6.8258025,0.02953265,164.42325,24.32685,9.45555,2.52296,0.475787,0.53807975,0.753126,0.75017225,19.117375,4.5311825,0.6451545,0.508455,8.5022225,12.069725,44.046725,0.535956,54.696475,1.117525,3.0363975,-49.1137975,-1052.3455,-1102.61175
"Max.",9998.77,20.9992,4.4995,19.9917,6.9837,16.5328,0.0658474,179.991,41.9939,11.9978,2.99973,0.569939,0.998523,0.949781,0.99876,24.4917,7.62902,0.993144,0.958678,13.998,13.9998,78.0311,1.10068,90.6378,1.77107,5.87558,-44.70623,-1048.043,-1096.922
"rhat.vec",1.06823125749331,1.00121029506004,1.07866300874015,1.00327185488578,1.03578990059431,1.01644465924697,1.1594824857722,1.17077805661462,1.17719391790156,1.00737262582774,1.0033450194245,1.01073422078812,1.01814564742602,0.99999719234325,1.01111729397586,1.00357035669365,1.000959024164,1.00034041011381,1.06167211147339,1.01298612228334,1.11310403830757,1.00167125364858,1.0025182969154,1.00010061173234,1.00031820716833,1.00166381298459,1.00345888199855,1.03544325705677,1.02199397531557
