Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	1332.62	13.363	3.19249	9.41248	4.98531	10.3295	0.0223945	95.215	6.47303	9.95764	1.87142	0.364364	0.634215	0.609897	17.8168	4.22881	0.473768	0.433438	8.29776	5.83817	51.4374	0.774374	54.6448	0.0748335	0.200589	0.0968101	0.0232068	0.338895	0.195459	0.0328357	17.8168	51.4374	0.774374	54.6448	0.881335	0.0554533	0.000633536	0.000484642	0.00118206	0.000184929	0.00102714	0.0460534	0.0139361	0.000967448	0.609897	0.791155	0.433435	0.0232067	0.338893	0.195457	0.00598819	7.96487	0.0259781	0.976774	0.860866	66.3915	1e-15	0.00967404	0
1	211.313	19.5095	4.32996	11.1102	2.2733	16.2208	0.0325035	98.3675	9.4279	5.95096	1.84447	0.374104	0.755551	0.614226	18.0226	2.94564	0.0402737	0.628888	1.67818	2.91886	33.9496	0.542872	50.4169	0.0512571	0.439889	0.0616492	0.0474973	0.40963	0.132531	0.0240265	18.0226	33.9496	0.542872	50.4169	0.892326	0.0735519	6.81752e-05	0.00011536	0.000390514	9.92374e-05	0.00162962	0.0167908	0.0143848	0.000843154	0.614226	0.980562	0.628633	0.0474781	0.409464	0.132477	0.0033174	9.15094	0.0235594	0.733669	0.654672	63.7873	6.22433	0.0168256	0.000826691
2	522.733	9.52413	3.99745	15.8814	5.16775	13.4292	0.0431332	96.088	7.10663	5.57939	2.52245	0.568482	0.832284	0.665593	15.2311	3.98597	0.704886	0.310827	12.239	6.54841	53.8194	0.310343	36.4855	0.104996	0.193508	0.0744646	0.0848011	0.329951	0.0664893	0.0187432	15.2311	53.8194	0.310343	36.4855	0.960028	0.0140832	0.000208293	9.3925e-05	0.000305388	4.91436e-05	0.000818209	0.0133008	0.0107282	0.000877783	0.665593	0.750555	0.31082	0.0847992	0.329943	0.0664878	0.00551391	12.2187	0.0140678	0.743821	0.714089	55.999	5.77046	0.0120465	0.000845282
3	252.934	20.6641	3.71447	8.78715	4.72664	9.53603	0.0333945	94.8894	7.3375	8.40423	2.98904	0.703706	0.689657	0.655407	18.1993	3.30067	0.35947	0.481618	5.48568	5.41487	54.6346	0.541424	49.5443	0.0483931	0.211567	0.104865	0.0577466	0.230729	0.103827	0.0443283	18.1993	54.6346	0.541424	49.5443	0.921622	0.0414341	0.000262109	0.000243473	0.000393985	0.000163748	0.000695659	0.0214294	0.0130155	0.00097914	0.655407	0.859095	0.481605	0.057745	0.230722	0.103824	0.00725283	7.05517	0.0380822	0.85653	0.789396	67.3897	6.15819	0.0145573	0.000949786
4	292.931	16.4985	3.78342	17.6132	5.0908	8.19646	0.0386765	97.2802	8.53751	7.49236	1.99687	0.534387	0.816737	0.553142	17.9659	3.76646	0.327047	0.502347	10.4611	7.31397	36.9835	0.546045	34.0257	0.0606116	0.196433	0.122004	0.0582532	0.409009	0.0917751	0.0262072	17.9659	36.9835	0.546045	34.0257	0.913656	0.0503946	0.000249667	0.000251777	0.000313593	0.000103599	0.000567901	0.0215182	0.0121811	0.00103973	0.553142	0.82394	0.502268	0.0582439	0.408944	0.0917606	0.00886342	14.0403	0.0215931	0.837178	0.764893	69.8492	6.37225	0.0135713	0.000999428
5	1457.56	19.7378	3.05028	12.5674	5.04552	13.2217	0.0381493	98.3563	6.67494	4.81289	1.35411	0.511153	0.675837	0.63796	16.3462	4.61854	0.635423	0.219793	13.7646	5.74334	40.7487	0.747258	44.002	0.0506642	0.198196	0.0756332	0.0717773	0.499101	0.239392	0.0183572	16.3462	40.7487	0.747258	44.002	0.935716	0.0326979	0.000297103	8.36871e-05	0.000461852	2.30662e-05	0.000765552	0.0204684	0.00994812	0.000914642	0.63796	0.751556	0.219789	0.0717761	0.499092	0.239388	0.00588499	11.4174	0.0137965	0.833727	0.780132	59.1245	5.47173	0.0111011	0.00088693
6	658.407	8.82254	4.08234	18.0328	3.83546	18.5109	0.0398037	92.552	6.93766	8.79489	2.73556	0.435493	0.684296	0.719539	17.5604	5.17658	0.487273	0.670945	13.9358	5.07292	38.0682	0.860803	54.8163	0.113346	0.260725	0.0540222	0.033884	0.250148	0.115407	0.0122298	17.5604	38.0682	0.860803	54.8163	0.924526	0.0455443	8.81655e-05	0.000179755	0.000379919	0.000137062	0.00142322	0.0163003	0.0111784	0.000864292	0.719539	0.851817	0.670938	0.0338836	0.250146	0.115406	0.00393713	17.3291	0.0104175	0.675771	0.624768	56.8639	6.73317	0.0132452	0.000833976
7	575.54	15.7268	3.53466	9.81962	2.18	10.2183	0.0326201	106.915	10.2455	5.20511	2.32712	0.384836	0.686241	0.501413	18.7448	4.18848	0.520502	0.425541	8.69291	8.42718	32.2604	0.671429	53.423	0.0635857	0.458716	0.0978636	0.0507367	0.294889	0.134827	0.0352269	18.7448	32.2604	0.671429	53.423	0.918073	0.0303024	8.56637e-05	6.32084e-05	0.000342044	7.30947e-05	0.000549932	0.0385497	0.0113333	0.00117047	0.501413	0.698154	0.424801	0.0506485	0.294376	0.134593	0.00701515	8.21096	0.0245938	0.782124	0.718047	47.5309	5.48682	0.0128787	0.00113269
8	550.569	9.93242	3.95735	16.6037	3.55525	12.6877	0.0379248	98.9546	9.07548	7.86014	1.68947	0.285711	0.724281	0.612961	17.0765	3.32673	0.543045	0.640504	11.816	5.8125	44.4654	0.786732	46.0472	0.10068	0.281274	0.0788165	0.0263271	0.428703	0.163199	0.0187852	17.0765	44.4654	0.786732	46.0472	0.905032	0.0528746	0.000129356	0.000230113	0.000464965	0.000113939	0.00103697	0.0268229	0.012716	0.00109939	0.612961	0.766596	0.640299	0.0263187	0.428566	0.163146	0.00579422	15.2332	0.0144007	0.750528	0.679251	70.0367	7.40876	0.0146806	0.00106168
9	172.08	14.9146	3.23248	11.1348	2.20985	5.38442	0.0256121	108.636	12.0412	5.71936	1.32635	0.548479	0.670144	0.458879	17.8004	4.76087	0.252043	0.438793	12.098	13.2164	28.3483	0.679539	52.5387	0.0670484	0.452519	0.185721	0.0642659	0.505254	0.248695	0.0539156	17.8004	28.3483	0.679539	52.5387	0.910055	0.0255202	0.000158189	0.000122282	0.000321842	7.64803e-05	0.000344459	0.049894	0.0124089	0.00126133	0.458879	0.821738	0.43653	0.0639345	0.502649	0.247412	0.0115671	9.20393	0.0443045	0.920345	0.837565	71.0199	5.95018	0.013721	0.00119838
