Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
18	4483.63	10.6773	4.25924	9.7484	5.59166	21.7845	0.0162853	101.299	10.1966	9.51318	1.34205	0.425277	0.711029	0.627981	0.479581	17.8963	5.21298	0.452089	0.144641	1.9208	1.72866	49.0608	0.708815	52.7804	1.69905	0.129611	4483.63
19	9.01796	15.3582	3.93831	15.367	5.75731	19.376	0.0520905	76.1818	8.44965	5.02687	2.11717	0.193042	0.342453	0.65015	0.253737	17.5011	4.08667	0.434221	0.282099	2.52003	2.91261	30.9074	0.523438	36.0046	23.2832	38.3383	9.01796
20	33.8093	20.4878	2.02115	18.0606	3.01286	7.91822	0.01079	81.4706	3.17778	11.1003	2.32594	0.309478	0.220434	0.716073	0.30056	20.9997	2.48925	0.106348	0.123042	5.12442	2.8392	49.9511	0.46112	91.8562	6.69211	2.24778	33.8093
21	28.4336	18.5505	3.83877	11.8441	3.75829	9.36215	0.00874581	62.6377	10.5651	11.1198	2.01551	0.13241	0.47808	0.600003	0.363318	18.0531	3.61011	0.409582	0.199954	2.34424	9.64254	82.3915	0.662429	75.2352	5.52339	0.18479	28.4336
22	13.5171	12.196	2.97498	18.2114	4.42595	8.21724	0.00766937	83.9992	7.00773	6.07211	2.61406	0.296603	0.115911	0.735392	0.11344	19.383	3.39655	0.25451	0.899186	5.18771	3.69753	74.1729	0.264397	84.3162	37.179	15.956	13.5171
23	75.3249	19.5992	3.76305	19.3453	4.4182	8.3935	0.00595093	70.7543	7.44567	6.12776	2.50279	0.343737	0.424271	0.79884	0.345758	14.999	4.71257	0.119554	0.170094	7.5487	5.83003	49.1507	0.651435	58.533	0.181671	9.18124	75.3249
24	94.9802	14.1857	3.41424	13.0334	4.72352	7.53352	0.0029857	91.3246	7.69109	8.08002	1.82461	0.530981	0.662525	0.682091	0.227184	15.6616	3.74088	0.175763	0.48205	5.43424	12.5446	47.4798	0.597652	67.5572	0.597974	5.88883	94.9802
25	3686.81	15.0325	3.61917	10.7885	4.59465	6.67848	0.0323625	74.0494	8.57096	10.1127	2.36422	0.386261	0.118704	0.748303	0.137317	18.2602	3.56748	0.362947	0.161039	4.17126	6.8212	42.7045	0.606022	80.4314	24.0812	2.34389	3686.81
26	1882.42	8.81873	2.65321	11.1655	5.59494	11.2093	0.00465203	89.6038	10.2657	8.91417	1.10953	0.558682	0.69351	0.61922	0.0542339	18.6677	4.93405	0.399618	0.230358	13.9814	5.04426	76.827	0.462101	68.0408	21.4345	25.8058	1882.42
27	611.273	19.0121	3.79475	14.6108	4.47659	12.1527	0.00717085	87.9065	7.94814	9.90346	2.67432	0.132454	0.564534	0.720624	0.367738	15.61	4.74274	0.466404	0.333263	7.75175	5.49913	50.5384	0.625574	40.634	0.149331	16.2076	611.273
28	3734.93	9.35118	3.44143	19.8313	4.39605	5.44432	0.0223118	65.1626	7.65673	6.5845	2.79988	0.503312	0.0421955	0.70564	0.577228	17.145	4.76972	0.208742	0.151454	1.90496	5.25353	35.2498	0.732975	102.56	6.2792	18.0366	3734.93
29	4495.36	16.0601	2.92739	11.1812	5.27633	8.18993	0.0105626	86.3802	8.13774	5.02105	2.23523	0.1533	0.809997	0.726435	0.346094	17.3416	2.71684	0.102738	0.14092	3.05384	4.34163	49.6266	0.722011	79.6738	0.285709	18.1781	4495.36
30	5136.24	8.24921	3.23668	16.6951	4.93108	15.4539	0.0188829	73.2132	7.62143	11.0322	1.17865	0.18178	0.678572	0.693461	0.215416	18.6977	4.65908	0.189605	0.476308	8.1173	3.96892	38.24	0.676024	56.0294	0.323438	11.8125	5136.24
31	1014.77	11.9132	2.5431	14.8671	4.05148	10.0653	0.0198385	90.1126	13.9182	9.05964	1.91412	0.535984	0.616466	0.630656	0.572493	15.8065	5.46742	0.660044	0.06471	2.02906	6.0238	36.3941	0.509294	72.9956	2.39142	21.1084	1014.77
32	1645.1	20.4255	3.32465	8.33446	3.82249	10.0497	0.00726321	91.8228	3.88934	6.43882	2.44104	0.0706262	0.374956	0.772737	0.375643	15.2102	4.87834	0.415352	0.510307	8.12031	7.65815	31.6489	0.0893955	91.8363	1.54304	18.1565	1645.1
33	199.816	11.2012	2.69279	7.30797	4.92346	6.47937	0.0128776	93.1152	10.0602	8.74846	2.49831	0.432658	0.499117	0.838266	0.0832461	18.4001	5.81537	0.117077	0.560717	12.0371	2.58903	49.2839	0.767622	57.5385	15.3899	3.82423	199.816
34	4855.25	17.4339	4.41963	14.6311	3.9788	7.10719	0.0250511	72.2674	5.53478	7.26976	1.93657	0.231505	0.519881	0.695202	0.592358	18.7133	3.32733	0.105245	0.0935141	3.56719	2.65302	41.6616	0.405656	37.4212	37.7417	35.3218	4855.25
35	339.522	7.7838	2.8758	15.0064	5.59012	8.42417	0.0159378	62.5912	12.0833	4.7221	1.1424	0.344937	0.605109	0.782357	0.0414656	14.4714	2.99953	0.23871	0.983403	9.32021	6.19025	50.5643	0.627202	49.5919	3.1666	2.03338	339.522
36	45.078	19.4927	3.32612	17.7023	4.35402	12.2651	0.00893254	64.7771	11.1589	5.21727	1.99667	0.0498816	0.571112	0.729422	0.48717	17.4352	3.76523	0.243136	0.229274	1.49363	9.50961	62.0894	0.512697	96.5919	26.2386	0.344777	45.078
37	1075.53	13.3485	2.58752	19.4766	4.17286	15.0082	0.0141279	83.7307	6.972	4.24889	1.99389	0.141826	0.467499	0.87771	0.272421	18.1594	3.47331	0.369393	0.417408	8.88304	6.35673	23.374	0.26958	76.8962	32.7622	0.16098	1075.53
38	500.815	13.0668	3.34278	14.4945	3.84101	6.54516	0.0214547	82.0903	7.40389	7.32941	2.5014	0.421194	0.573914	0.828865	0.456919	19.3061	3.15678	0.476304	0.0553598	10.8544	9.07458	55.5685	0.387907	35.8633	0.392529	20.3221	500.815
39	47.2594	11.1715	3.35532	14.1235	4.83423	8.31534	0.00669719	101.227	5.83353	7.09729	1.31055	0.488008	0.224323	0.74728	0.301416	16.6019	4.0727	0.385119	0.238461	12.6809	5.77095	60.0053	0.58197	60.0761	0.431262	17.9495	47.2594
40	3279.22	8.46522	3.96589	10.4233	2.97347	12.7101	0.0108631	77.8087	8.62652	6.63139	1.39105	0.406972	0.371912	0.816238	0.029864	19.1989	4.22226	0.258875	0.236166	5.7632	8.39824	56.9576	0.64548	86.9446	9.87082	9.08656	3279.22
41	4193.39	10.1906	2.92656	7.85565	6.18587	6.66347	0.026439	89.2714	6.68486	11.1988	1.88519	0.229296	0.499732	0.676366	0.77181	18.1418	4.0736	0.518682	0.141917	3.02333	5.83702	41.9122	0.871993	56.1776	30.1953	0.35275	4193.39
42	7087.53	9.31159	2.70168	14.3249	5.10205	5.66306	0.0065895	68.6749	2.93092	6.67332	2.58308	0.304587	0.183065	0.908526	0.324257	19.9822	3.56621	0.40382	0.202367	6.63139	1.72998	71.6149	0.412417	69.9402	0.248098	24.2269	7087.53
43	16.7711	14.175	2.58165	18.2215	5.31069	12.4109	0.00232125	72.5829	4.73535	8.05304	2.72906	0.548674	0.79439	0.805097	0.367376	15.6473	5.51897	0.674731	0.282487	2.5386	3.43761	50.9405	0.625229	57.4843	1.5028	8.74624	16.7711
44	40.7283	11.4201	3.1474	15.4827	3.77996	6.45033	0.0110853	97.5327	13.2965	11.6144	2.55426	0.132152	0.186717	0.648784	0.689663	14.5198	5.48508	0.0761091	0.284192	13.8032	7.28709	47.1828	0.882741	80.1169	1.372	0.593525	40.7283
45	7621.11	14.894	3.83204	11.35	3.46943	8.00313	0.0143446	62.5218	4.54751	6.26273	1.16557	0.511884	0.17698	0.684094	0.303125	18.5228	4.52035	0.633401	0.193977	10.4903	3.26436	51.4818	0.769922	43.0895	27.5342	1.17374	7621.11
46	42.2272	9.9222	1.87114	16.0371	4.53302	9.69038	0.00220555	98.3706	2.88059	2.97364	2.14312	0.46079	0.358856	0.701521	0.347654	16.7055	4.20627	0.0953192	0.298503	13.3797	4.51527	38.9105	0.507498	62.2989	2.85045	1.45339	42.2272
47	551.126	14.8329	2.95679	8.45445	2.46887	7.88311	0.00218951	61.2192	8.5352	7.44519	1.22564	0.26041	0.472441	0.809765	0.353529	15.9441	5.63373	0.617712	0.169586	6.43488	4.92164	29.6732	0.227337	62.2715	13.7258	3.80387	551.126
48	728.922	9.91184	3.01148	11.4185	2.93804	6.56277	0.016834	96.1366	8.12058	7.44406	1.76132	0.302071	0.874558	0.653988	0.422876	17.5218	3.92801	0.282498	0.136588	12.2598	4.33638	21.3056	0.538974	89.9631	1.89131	9.38101	728.922
49	12.4924	20.6443	3.57066	16.6301	3.35091	16.5935	0.0115977	95.4743	6.70116	8.00722	1.96023	0.497798	0.940936	0.847197	0.371768	18.5688	3.12541	0.0823862	0.0828929	1.99198	3.90157	27.6348	0.578131	52.5012	0.216548	0.961409	12.4924
50	7288.32	11.8507	3.99321	10.8304	4.2513	12.1774	0.00958481	95.5665	7.25927	8.67842	1.2309	0.460624	0.314335	0.783024	0.090235	15.1563	4.43771	0.294755	0.521963	9.7832	8.00046	71.275	0.365604	14.2518	11.6071	0.565574	7288.32
51	241.617	9.07227	3.09097	7.61234	2.70716	13.2756	0.0123194	81.3703	6.1823	6.25735	2.10559	0.462033	0.801574	0.640664	0.667726	19.0812	4.98383	0.143583	0.255413	4.05765	7.92599	38.5725	0.487092	101.197	1.92625	0.183673	241.617
52	1.98801	8.74985	2.71137	12.3834	6.56998	16.7891	0.0108284	81.5995	10.0095	8.74154	1.25515	0.174369	0.666	0.758101	0.587884	15.4469	4.80959	0.20372	0.0987535	5.61565	6.13158	53.154	0.271296	27.9534	19.1585	0.121343	1.98801
53	467.067	14.3295	1.90523	7.92865	2.75909	8.14584	0.00455676	63.6998	9.62286	5.99879	2.42759	0.258634	0.437341	0.844156	0.368537	20.8869	4.74369	0.371981	0.175903	10.3244	3.02019	78.6938	0.361447	88.6409	18.2436	9.87998	467.067
54	57.3134	12.0738	3.29029	8.22975	2.68314	13.8904	0.00900564	90.1211	9.28312	3.1079	1.47573	0.51082	0.485913	0.712485	0.407351	19.2948	3.38438	0.618532	0.20906	7.03609	5.00366	54.9144	0.830657	101.855	3.62616	4.6541	57.3134
55	514.657	15.6842	4.19545	14.138	4.90981	14.9051	0.00487018	83.297	3.80874	8.74273	1.12262	0.505548	0.326269	0.687569	0.62581	19.1698	4.94246	0.637266	0.123937	2.63785	4.79402	29.7456	0.296353	68.9371	27.0991	8.10798	514.657
56	4226.68	18.4655	2.15421	17.6381	3.50473	5.40714	0.00588704	63.934	7.59238	5.35685	1.66109	0.17034	0.6409	0.767174	0.148123	19.2437	3.21907	0.437396	0.0949194	7.7166	6.79985	42.407	0.223802	43.1748	11.7635	14.9679	4226.68
57	195.222	7.88603	3.04446	19.4228	5.89722	6.79223	0.0235514	83.5587	1.54595	3.82876	2.96538	0.474232	0.402428	0.879766	0.00181599	16.897	3.11869	0.490964	0.395965	3.74378	9.80889	50.9032	0.525501	68.5336	0.43564	0.328734	195.222
58	37.25	10.3503	3.40011	7.66581	4.85747	7.57862	0.0286289	87.7504	3.5664	6.92759	2.25847	0.0700905	0.559183	0.713456	0.661853	17.7491	4.80722	0.557529	0.122243	9.37082	5.30107	48.9747	0.920772	62.5367	5.89966	33.5059	37.25
59	2122.25	7.24648	2.43451	10.2189	4.42734	9.19383	0.00756518	74.5261	7.76681	8.1025	1.54699	0.490195	0.346418	0.811188	0.337614	18.6742	2.13073	0.350006	0.0737936	3.70333	3.2341	49.3531	0.66821	104.122	0.115482	10.4412	2122.25
60	2013.95	17.0103	3.27498	15.9671	3.798	17.9904	0.00418804	82.2803	7.12045	8.34417	2.09115	0.0684206	0.385973	0.606191	0.0849568	16.397	5.9552	0.280375	0.128558	3.29688	2.98766	40.3127	0.663465	98.6866	1.30216	8.22085	2013.95
61	3054.36	14.4888	3.31974	11.6238	3.63452	6.79086	0.0115723	75.5343	5.17055	9.91309	1.42823	0.204929	0.709489	0.67574	0.157183	22.336	3.0659	0.331714	0.53523	5.18589	5.21891	26.4982	0.329179	91.5951	0.412265	1.94534	3054.36
62	904.735	11.4774	4.14919	8.50835	5.70658	7.74249	0.00678619	103.376	7.23264	7.59904	2.90302	0.463658	0.41022	0.702798	0.395351	17.3766	3.82547	0.673128	0.628742	5.24407	6.32616	53.227	0.234297	96.0839	0.360277	0.970015	904.735
63	1097.19	15.3351	3.42461	14.5097	3.48046	12.9845	0.0141334	94.339	9.22488	9.01735	2.5074	0.431194	0.680114	0.744265	0.415355	18.0291	5.47819	0.564983	0.0996766	4.78865	8.63828	57.1056	0.597563	90.8376	5.12957	3.80564	1097.19
64	337.902	8.32513	2.97677	16.2564	3.38347	6.97076	0.00477459	86.2292	9.66663	8.60588	2.51124	0.538857	0.414875	0.798405	0.349358	18.749	4.6761	0.359941	0.12799	6.63463	3.28586	32.1157	0.534519	49.5042	4.02425	15.6584	337.902
65	123.509	7.20115	2.87756	10.6537	3.75056	5.98214	0.00605012	74.7573	8.66888	3.86217	2.68066	0.369866	0.888042	0.775774	0.226926	18.041	6.39333	0.176578	0.112745	6.30739	12.5059	48.4185	0.493557	68.7342	0.430917	4.09933	123.509
66	102.543	13.4465	3.97511	7.65798	4.2066	10.2788	0.00846835	89.7065	13.5358	9.60162	1.78276	0.0986167	0.656416	0.703528	0.51803	17.0821	4.88802	0.236477	0.211194	5.7422	3.59018	34.1406	0.488406	72.9042	1.07103	4.00303	102.543
67	6166.3	7.90478	2.1361	13.036	5.46272	6.16761	0.0036674	97.2778	9.89833	2.80456	1.48864	0.284018	0.0392138	0.606319	0.34813	19.3055	2.94734	0.112533	0.380541	10.1292	3.01479	52.8636	0.384064	86.0861	2.17821	26.6773	6166.3
68	1278.85	16.2755	2.94153	14.8367	2.90503	15.232	0.00238421	81.1202	10.1732	5.2595	1.39761	0.258083	0.707074	0.657245	0.454373	15.9132	5.59447	0.461853	0.0788772	2.03193	7.86793	45.0345	0.628934	80.8533	1.01226	0.59408	1278.85
69	194.959	15.0114	2.70187	9.72091	5.10953	14.6469	0.0186496	86.6437	3.73244	11.0108	1.24539	0.0720534	0.688224	0.781979	0.505847	17.8324	4.0937	0.520203	0.328914	3.03155	3.05576	51.204	0.380667	47.1871	0.250366	1.4311	194.959
70	2346.72	18.8315	3.61671	11.3434	3.7524	9.32516	0.0139359	95.9655	5.26682	3.42901	1.28954	0.289033	0.731588	0.659549	0.348044	19.2552	4.69665	0.393328	0.3449	3.2909	13.951	65.6922	0.745923	103.164	2.89247	2.00374	2346.72
71	4392.78	13.6137	2.64754	11.1219	5.83582	5.36226	0.00488467	64.325	7.9249	5.51391	2.34411	0.220094	0.490176	0.792955	0.378022	16.6515	3.59583	0.0608134	0.170661	1.22246	7.39354	38.3967	0.622261	31.5425	0.134981	1.51098	4392.78
72	1173.44	20.3321	2.91634	12.4464	5.23335	7.61618	0.00371171	83.6736	4.47739	9.65226	1.27187	0.474762	0.709875	0.6506	0.286538	17.2096	4.98104	0.295162	0.139806	1.87141	6.2059	42.9777	0.718536	102.333	0.161754	0.117292	1173.44
73	7.9485	16.8848	3.00513	17.9606	3.09419	6.54954	0.00491964	68.0103	7.16012	9.81526	2.34132	0.256843	0.885424	0.651237	0.578277	16.9465	4.40973	0.812826	0.188804	5.92275	4.93008	27.0131	0.840549	71.5848	0.161133	0.397519	7.9485
74	2254.09	10.9917	3.27918	8.44763	4.13691	6.98484	0.0160828	88.9076	9.16972	8.69902	1.57482	0.500733	0.546282	0.641198	0.227971	17.6441	3.43156	0.359325	0.117925	9.04116	6.11965	67.174	0.725269	35.3763	0.295621	2.46158	2254.09
75	514.443	15.984	1.87329	14.367	4.52932	5.58209	0.00410477	102.673	9.73672	5.33268	1.56376	0.23143	0.555841	0.672955	0.316325	15.5784	4.07525	0.419773	0.101337	7.02266	8.03587	49.5502	0.637638	78.4267	5.06254	6.96976	514.443
76	299.474	12.8574	2.37023	17.3771	4.74181	11.3041	0.00892774	68.2035	3.04976	11.6752	2.89082	0.136736	0.529178	0.653112	0.399735	22.6325	4.05481	0.632323	0.209676	13.2539	5.14476	43.572	0.6196	36.1242	2.14995	0.646111	299.474
77	503.68	15.1431	3.67355	12.4545	4.71374	12.416	0.0167757	93	2.82408	9.87094	1.65808	0.104434	0.21913	0.640369	0.0795226	17.493	4.92842	0.586779	0.2795	3.91266	5.33625	51.0886	0.489365	42.1237	7.99956	0.20645	503.68
78	437.411	11.4172	2.81058	19.4408	4.36055	7.5469	0.00458656	73.3586	8.64423	5.85008	2.79073	0.490827	0.0824143	0.835486	0.342295	17.7025	1.96182	0.342022	0.932005	9.78243	5.91937	73.9081	0.168473	75.7127	1.71013	0.494741	437.411
79	1223.87	15.9625	2.3369	7.24572	3.85044	24.5691	0.00590063	62.8519	7.97998	7.45334	1.72871	0.289429	0.353528	0.727412	0.624545	19.1186	1.74513	0.465741	0.372526	2.90487	7.53996	42.5124	0.532905	90.3798	0.261828	0.106337	1223.87
80	9513.96	10.4837	3.8858	10.7111	4.4989	13.5286	0.0155299	69.1701	5.39525	2.79455	2.69703	0.531173	0.830196	0.67167	0.292721	17.1017	2.58621	0.028873	0.151372	4.49172	8.6357	31.7313	0.639896	89.7244	0.100717	0.118966	9513.96
81	352.267	9.54387	2.49984	15.2529	3.64371	8.86214	0.00876124	97.1972	4.46614	4.44026	1.7116	0.394382	0.229165	0.842539	0.188737	19.8473	4.3556	0.391536	0.4494	12.3463	9.96058	23.9513	0.682594	31.8029	15.0091	0.652328	352.267
82	113.861	10.2543	3.68721	11.2099	3.02794	25.7502	0.00155024	64.5683	4.34809	9.29726	1.69178	0.14564	0.389692	0.648714	0.485043	17.943	5.2846	0.0559801	0.144131	4.83655	7.59643	35.2372	0.496884	42.1332	8.43103	1.79136	113.861
83	123.75	14.8781	3.56813	19.8126	3.70098	6.94925	0.0101429	72.6386	4.30921	6.35174	2.20648	0.252716	0.820326	0.726369	0.557744	17.1221	5.11886	0.371114	0.337332	11.2311	6.03238	36.0001	0.664378	63.0673	1.7718	4.84744	123.75
84	2948.31	17.6204	3.27028	13.7958	4.50742	8.79455	0.0143874	89.2989	11.3602	6.35261	2.48032	0.343873	0.511441	0.722841	0.58028	17.1909	3.73016	0.190883	0.475528	7.44862	1.94747	62.1825	0.569761	51.4295	0.2971	2.40484	2948.31
85	246.864	11.3107	2.99175	7.06983	2.76507	14.9566	0.00612763	86.2681	6.39456	9.38985	1.33249	0.569757	0.459895	0.671831	0.293165	17.2779	4.13098	0.439067	0.0810859	6.62771	6.38237	48.7794	0.694894	29.6317	0.451903	0.105037	246.864
86	477.823	9.01525	3.19854	8.67212	2.05798	5.25911	0.012812	74.3923	5.79818	9.64082	1.86963	0.29509	0.328363	0.854706	0.360785	19.9745	4.37655	0.420533	0.449392	13.7223	5.37125	70.7847	0.449997	48.2882	0.129639	0.289433	477.823
87	3.27661	19.2856	1.92427	12.518	3.37259	8.9136	0.00993465	65.2019	8.28887	6.64697	1.44851	0.105578	0.60577	0.647898	0.031988	17.422	3.49358	0.743442	0.435086	6.84849	8.14215	51.0382	0.290946	85.3473	0.221587	23.8722	3.27661
88	613.4	14.6141	2.59229	16.3105	3.14778	8.1203	0.0196341	89.6697	5.49036	10.0924	1.6084	0.487049	0.419043	0.792345	0.0546799	17.4184	3.57328	0.332083	0.446153	7.76457	7.85935	63.6365	0.668278	100.816	0.358691	0.102398	613.4
89	1227.48	11.8631	2.54297	15.1944	3.93633	10.1638	0.00419882	67.4797	8.2527	4.95419	1.66877	0.29457	0.44412	0.777665	0.44552	18.1764	5.54045	0.133236	0.505676	11.3406	3.13626	41.0982	0.65622	29.9833	5.08582	3.23023	1227.48
90	9877.68	8.61307	1.7806	13.0282	5.58846	13.1463	0.00900203	85.0193	8.44025	4.189	2.1702	0.203295	0.650506	0.695659	0.0475108	17.8084	3.80146	0.453669	0.163188	12.6114	11.5596	71.4527	0.312843	89.0422	3.1419	2.48935	9877.68
91	1680.82	11.8597	3.07665	15.0906	3.6841	19.8601	0.0230656	70.2863	10.5058	4.81524	1.43245	0.322807	0.0649482	0.667481	0.141596	17.1726	7.05706	0.482586	0.257296	3.35053	1.83981	74.3402	0.525033	55.5241	0.210974	0.399133	1680.82
92	655.894	14.4764	4.43401	14.249	2.13637	7.9844	0.0123597	72.8794	3.00301	9.60421	1.96258	0.333819	0.178408	0.866649	0.93076	17.6172	4.24753	0.619969	0.187149	2.99773	4.00351	51.461	0.376022	28.1005	0.423434	1.76054	655.894
93	103.578	16.2123	2.41445	14.2494	5.95577	14.6715	0.0102121	104.414	4.73845	9.26052	1.69608	0.332561	0.328177	0.782008	0.219165	16.7558	4.91243	0.174203	0.164079	4.10123	12.3911	37.4778	0.755748	92.05	1.92491	0.256104	103.578
94	148.226	18.9079	2.38065	13.2749	4.08885	17.0082	0.00818015	81.3152	5.87966	9.44394	1.89085	0.217682	0.252373	0.671744	0.812654	17.9845	3.62498	0.537278	0.261196	7.66155	11.4615	31.2068	0.431191	73.571	0.136725	1.64366	148.226
95	298.227	19.9189	3.76569	19.4145	2.32538	5.4522	0.0184336	73.3666	6.32067	8.80154	2.42701	0.236699	0.85093	0.76451	0.584311	21.4452	2.49615	0.352168	0.485454	4.15751	7.9953	35.3587	0.317977	97.7445	16.0791	1.92346	298.227
96	1117.77	18.6734	2.4306	17.8045	3.96083	6.88324	0.0184898	79.594	7.75328	7.87837	1.41146	0.128592	0.483832	0.814057	0.484076	19.4041	4.08451	0.709272	0.130631	4.9791	2.97029	47.3821	0.502696	60.2529	15.8113	1.00592	1117.77
97	3157.3	20.75	3.03988	10.4549	3.57512	6.24758	0.0104049	70.466	4.89898	11.4113	1.62834	0.518898	0.670341	0.724332	0.31521	20.5867	5.19815	0.224491	0.272932	7.04027	2.73703	37.1376	0.618218	24.6889	11.0206	14.7207	3157.3
