Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	3286.13	17.0875	3.32547	17.025	3.40516	5.93623	0.00778379	115.223	9.6053	4.10123	1.41203	0.640117	0.701667	0.240214	15.979	4.97722	0.20429	0.0873549	4.03071	12.4622	25.8828	0.79293	39.156	0.0585223	0.293672	0.168457	0.109516	0.496921	0.21128	0.0329045	15.979	25.8828	0.79293	39.156	0.956582	0.0123573	0.000815024	7.7664e-05	0.000816938	3.16012e-05	0.000557432	0.0250375	0.00403703	0.000169091	0.240214	0.747244	0.0871189	0.10922	0.495578	0.210709	0.00317943	14.3465	0.0245877	1.15968	1.10933	106.951	1e-15	0.000560686	0
1	3254.09	19.0805	3.64962	14.8104	3.3	6.96271	0.00666751	118.293	10.8909	6.00532	1.93922	0.576679	0.75257	0.214695	16.9804	4.63621	0.115917	0.146552	2.5293	11.2094	33.1254	0.525563	32.3194	0.0524095	0.30303	0.143622	0.0722678	0.388079	0.127593	0.0353918	16.9804	33.1254	0.525563	32.3194	0.947253	0.0162164	0.000596703	0.000101247	0.000822955	5.9363e-05	0.000535379	0.0306736	0.00405824	0.000159821	0.214695	0.836656	0.145502	0.07175	0.385298	0.126678	0.00247121	9.29237	0.0296107	1.09169	1.0341	554.901	8.18626	0.00460513	0.000145596
2	1281.33	9.09986	3.63424	8.44144	2.85343	5.02242	0.00448171	117.314	13.4055	7.50385	2.45398	0.599689	0.6253	0.384416	17.9713	3.48131	0.642488	0.2088	3.55085	12.9661	22.6372	0.794556	50.4967	0.109892	0.350455	0.199107	0.0499724	0.254811	0.152691	0.0857204	17.9713	22.6372	0.794556	50.4967	0.941317	0.0117473	0.000738025	0.000189644	0.00102311	0.000163618	0.00043425	0.0398113	0.00461998	0.000143764	0.384416	0.541053	0.205326	0.049141	0.250571	0.15015	0.00317316	7.37387	0.0463793	1.09477	1.03052	617.472	8.20048	0.00502141	0.000126827
3	298.631	12.1688	3.43131	10.6323	2.5117	7.57467	0.00791736	75.4768	11.4357	6.80938	1.69685	0.560036	0.644631	0.632362	18.6908	3.54264	0.258527	0.354632	13.9221	5.05248	38.7634	0.842267	36.7287	0.0821774	0.398137	0.132019	0.0530175	0.379899	0.209429	0.0426058	18.6908	38.7634	0.842267	36.7287	0.957425	0.027879	0.000529551	0.000290868	0.000970863	0.000186527	0.000731923	0.00773016	0.00421403	8.53826e-05	0.632362	0.888269	0.354555	0.0530061	0.379817	0.209383	0.00257736	10.0157	0.0378454	1.32229	1.26599	705.135	10.9215	0.0044565	7.66e-05
4	923.066	20.6436	3.27475	17.8931	4.04338	6.03512	0.0053944	92.7135	9.93237	7.00944	2.32975	0.273423	0.672934	0.379736	19.5061	4.37205	0.203913	0.313566	1.8132	4.86132	23.4153	0.570471	32.9089	0.0484412	0.247318	0.165697	0.0262497	0.288844	0.140387	0.0303254	19.5061	23.4153	0.570471	32.9089	0.921316	0.0556333	0.000708503	0.000323382	0.000874834	0.000182916	0.000426656	0.0164059	0.00417599	8.77631e-05	0.379736	0.820826	0.313459	0.0262407	0.288745	0.140339	0.00298539	13.126	0.0248919	1.16868	1.07673	515.092	8.31765	0.00464847	8.17094e-05
5	539.769	13.3471	3.8914	11.9619	5.28465	5.61873	0.00420315	87.2155	9.38111	8.86067	2.37184	0.664283	0.650956	0.483114	19.6591	3.96535	0.637845	0.0793061	3.36926	4.4714	33.2895	0.754243	58.666	0.0749226	0.189227	0.177976	0.0488021	0.274452	0.147162	0.0578985	19.6591	33.2895	0.754243	58.666	0.95505	0.0141447	0.00308543	0.000265706	0.00216455	0.00010793	0.000613721	0.0197522	0.00480523	8.99809e-05	0.483114	0.628742	0.0792967	0.0487963	0.274419	0.147144	0.00304672	10.4478	0.0364033	1.54417	1.47476	829.415	10.8095	0.00517751	8.23029e-05
6	339.055	11.8163	3.5392	18.3432	3.80793	8.80851	0.0102944	81.581	7.8137	2.63494	2.10454	0.404389	0.652956	0.655518	17.2547	4.18723	0.155068	0.194877	3.32574	3.09042	31.2892	0.623563	56.2375	0.0846289	0.26261	0.113527	0.10021	0.310261	0.164903	0.0219042	17.2547	31.2892	0.623563	56.2375	0.969914	0.0184247	0.000593111	0.000143557	0.000659991	7.57915e-05	0.000656205	0.00533537	0.00415817	8.89851e-05	0.655518	0.936609	0.194875	0.100209	0.310258	0.164901	0.0023637	15.9645	0.0205157	1.23375	1.19663	579.903	9.9473	0.00469137	8.43406e-05
7	7395.35	13.6679	3.12677	15.3305	2.64415	7.81906	0.00417286	116.338	11.7337	11.491	1.00321	0.596525	0.65868	0.242502	17.7505	5.38326	0.193254	0.0688415	5.60541	11.7457	23.5227	0.690414	51.8674	0.0731641	0.378193	0.127893	0.0341936	0.656572	0.340228	0.0260847	17.7505	23.5227	0.690414	51.8674	0.920335	0.0223323	0.00155279	0.000113456	0.00313373	4.23409e-05	0.000847315	0.0485015	0.00407047	0.000154138	0.242502	0.76049	0.0682474	0.0338985	0.650906	0.337291	0.00226133	11.7353	0.0198371	1.34066	1.23386	814.758	9.32976	0.00451919	0.000134927
8	198.196	10.6294	3.17722	16.3843	2.39686	6.63425	0.00720628	77.6876	4.27263	4.5697	1.40069	0.457323	0.7161	0.753475	16.1478	3.48523	0.80861	0.206087	7.25672	2.88529	30.1703	0.333859	52.5721	0.0940787	0.417213	0.150733	0.0716653	0.511248	0.202686	0.0292299	16.1478	30.1703	0.333859	52.5721	0.966057	0.0192735	0.000442831	0.000114952	0.000781451	6.59016e-05	0.000534984	0.0080837	0.0045906	8.45517e-05	0.753475	0.79542	0.206087	0.0716653	0.511248	0.202686	0.00274159	13.6937	0.0232501	1.13654	1.09796	574.84	9.61351	0.004824	8.04068e-05
9	314.232	9.0512	3.0833	8.85982	5.01671	5.97282	0.0080952	76.1727	4.79147	5.67666	1.70574	0.569239	0.718269	0.752483	21.2463	4.4198	0.134552	0.344494	9.76341	3.07286	28.0681	0.368691	55.9242	0.110483	0.199334	0.167425	0.0720259	0.421089	0.165166	0.0582655	21.2463	28.0681	0.368691	55.9242	0.977104	0.00957517	0.000628364	0.00033023	0.000496384	0.000109871	0.000447762	0.00672151	0.00454694	8.5299e-05	0.752483	0.962459	0.344494	0.0720259	0.421089	0.165166	0.00310489	7.47539	0.0560782	1.14759	1.12132	531.628	9.13513	0.00475216	8.11087e-05
10	2992.43	20.1186	4.01528	15.2086	4.60555	6.49769	0.00389429	112.582	11.6948	7.91201	1.66495	0.356198	0.788475	0.268925	18.9284	4.61641	0.430991	0.137386	4.64024	9.73486	25.6215	0.780894	49.5562	0.0497052	0.217129	0.153901	0.0354971	0.473573	0.127046	0.0406319	18.9284	25.6215	0.780894	49.5562	0.911792	0.0397833	0.00184729	0.000290966	0.00189842	0.000102062	0.00063852	0.0396547	0.00431408	0.000116338	0.268925	0.567775	0.136537	0.0352778	0.470648	0.126261	0.00226352	12.7724	0.0230698	1.3449	1.22627	739.97	7.74345	0.00477419	0.000103795
11	346.827	12.1091	3.96544	13.9285	3.87107	7.00171	0.00611011	91.5086	13.5494	4.18517	1.29676	0.454371	0.725275	0.441093	19.8305	4.26411	0.416323	0.0640457	3.32765	3.86341	21.9578	0.504421	52.5522	0.0825825	0.258327	0.142822	0.0787409	0.559298	0.211855	0.0406615	19.8305	21.9578	0.504421	52.5522	0.973748	0.00700968	0.00115038	7.84201e-05	0.00121715	2.55818e-05	0.000652658	0.011418	0.00466456	8.67701e-05	0.441093	0.711229	0.0638777	0.0785343	0.55783	0.211299	0.0023437	10.0705	0.0289196	1.23165	1.19931	702.31	9.55187	0.00509786	8.11198e-05
