Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	38.216	16.0366	3.92812	15.5253	3.53939	6.07496	0.00248316	74.1092	9.64047	9.33071	2.89836	0.238632	0.642321	0.10524	21.2793	7.72185	0.0145555	0.0959857	10.6488	12.5231	39.0991	0.491854	14.1213	0.0623574	0.282535	0.16461	0.0164273	0.221615	0.123407	0.0416487	21.2793	39.0991	0.491854	14.1213	0.992383	0.00220732	0.000319742	3.39472e-05	0.000364621	2.32974e-05	4.75938e-05	0.00415158	0.000485832	9.64803e-06	0.10524	0.967759	0.095982	0.0164267	0.221607	0.123403	0.00289494	8.46643	0.0403059	1.70404	1.69106	7.30996	1e-15	0.000212925	0
1	13.1197	15.3106	3.86562	18.2271	2.62206	5.513	0.0040647	68.6736	7.85431	7.75143	2.96857	0.373907	0.609259	0.188838	21.577	6.99656	0.100913	0.0537956	8.29205	10.8545	31.4922	0.476046	39.0369	0.0653142	0.38138	0.181389	0.0293889	0.205237	0.131626	0.0384692	21.577	31.4922	0.476046	39.0369	0.994911	0.000942373	0.000158237	8.99639e-06	0.000219649	8.56015e-06	3.28641e-05	0.00319018	0.000523228	1.38976e-05	0.188838	0.845178	0.0537955	0.0293889	0.205236	0.131626	0.00458972	10.4804	0.0325133	1.52967	1.52188	7.8638	0.107335	0.000528482	1.27159e-05
2	5.33287	12.9497	3.96376	15.9553	2.21387	5.13226	0.00431984	68.7244	13.3854	8.60492	2.31123	0.444439	0.624475	0.148023	22.5914	7.74302	0.0168988	0.131573	11.0121	4.10358	27.4091	0.460954	38.0228	0.0772219	0.451698	0.194846	0.0322538	0.270192	0.162478	0.0484054	22.5914	27.4091	0.460954	38.0228	0.995144	0.00140764	0.000130443	1.97513e-05	0.000196002	1.7632e-05	4.06366e-05	0.00254305	0.000492961	1.18582e-05	0.148023	0.968232	0.131514	0.0322394	0.270071	0.162406	0.00418535	8.62775	0.0468677	1.54648	1.53897	10.7205	0.178047	0.000497825	1.12567e-05
3	25.473	7.67463	3.61655	7.35986	3.04543	5.04697	0.00395738	78.4183	13.63	11.3291	1.57106	0.543795	0.677422	0.191733	20.4101	4.99502	0.102871	0.0584266	7.22218	10.7198	41.194	0.471687	14.2941	0.130299	0.328361	0.198139	0.0325161	0.431188	0.205325	0.0973631	20.4101	41.194	0.471687	14.2941	0.995542	0.000199004	0.000137307	8.50851e-06	0.000160259	4.06923e-06	2.74308e-05	0.00346224	0.000463395	1.37741e-05	0.191733	0.843743	0.0583657	0.0324823	0.430739	0.205111	0.00466157	4.21707	0.0821494	1.41449	1.40818	7.5957	0.10494	0.000473209	1.27187e-05
4	14.1068	17.1133	4.43616	19.1124	3.17835	5.0076	0.00404812	82.0248	10.1929	9.69376	2.36448	0.373483	0.684673	0.100511	20.1329	6.50239	0.0233833	0.133132	11.5204	12.3893	32.1255	0.454279	31.7246	0.0584341	0.314629	0.199696	0.0263792	0.289566	0.13336	0.0463513	20.1329	32.1255	0.454279	31.7246	0.992555	0.00220105	0.000219564	3.37126e-05	0.000231181	2.14032e-05	4.44063e-05	0.0041468	0.000542062	1.51433e-05	0.100511	0.947695	0.133112	0.0263753	0.289524	0.13334	0.00429476	9.7307	0.0439269	1.63905	1.62684	12.5026	0.109369	0.000554102	1.35882e-05
5	30.6726	13.6802	4.29535	13.2474	3.19916	5.88886	0.00375589	79.5758	10.3363	9.79703	1.65315	0.217453	0.768873	0.123719	18.9838	4.52195	0.0329935	0.0883165	7.58869	9.64672	47.1043	0.474574	16.499	0.0730983	0.312582	0.169812	0.0170658	0.465096	0.13981	0.0550601	18.9838	47.1043	0.474574	16.499	0.993849	0.00113006	0.000243908	2.36234e-05	0.000286824	1.08002e-05	3.91754e-05	0.00400115	0.000423175	1.3492e-05	0.123719	0.933375	0.0883049	0.0170635	0.465035	0.139792	0.00432739	7.14802	0.0513917	1.79216	1.78113	10.919	0.112066	0.000447941	1.2348e-05
6	16.6443	8.93174	3.97139	14.5613	2.7944	5.55546	0.0065954	71.55	11.4481	8.32057	2.36747	0.450874	0.653513	0.154319	19.7628	6.62242	0.00823638	0.120983	10.97	9.35672	40.4151	0.482957	18.092	0.11196	0.357859	0.180003	0.0354125	0.276039	0.146353	0.0490933	19.7628	40.4151	0.482957	18.092	0.995598	0.00105403	0.000166896	2.29656e-05	0.000207257	1.66007e-05	4.61442e-05	0.00239508	0.000487644	1.6793e-05	0.154319	0.984726	0.120964	0.035407	0.275996	0.146331	0.00547235	8.19432	0.0483435	1.61656	1.60944	11.1635	0.180963	0.000495196	1.50824e-05
7	14.9966	18.7407	3.87789	9.86426	2.75641	5.15741	0.00759009	71.0972	11.1347	5.70924	1.1015	0.490617	0.737767	0.209263	19.4819	3.95192	0.0703088	0.0677211	8.97493	11.7177	38.8651	0.48488	21.907	0.0533598	0.362791	0.193896	0.0633992	0.669784	0.238069	0.0762253	19.4819	38.8651	0.48488	21.907	0.996857	0.000388031	0.000101652	7.38288e-06	0.000115999	2.76594e-06	3.54095e-05	0.00192893	0.00055641	1.73845e-05	0.209263	0.895857	0.0677132	0.0633918	0.669706	0.238041	0.00540926	5.84631	0.068287	1.44661	1.44206	8.66653	0.133378	0.000558367	1.57802e-05
8	51.0511	10.3019	3.86543	15.8311	2.87841	5.46734	0.00534006	100.957	7.69735	11.4464	2.18183	0.625251	0.693149	0.0963384	20.3252	7.12844	0.00449861	0.0897229	1.66326	12.4695	44.4361	0.473259	10.9019	0.0970695	0.347414	0.182904	0.0378627	0.317692	0.140639	0.0446592	20.3252	44.4361	0.473259	10.9019	0.990331	0.000665752	0.000120621	1.18873e-05	0.000148916	7.9585e-06	3.29013e-05	0.00825205	0.000435592	2.89428e-05	0.0963384	0.989529	0.0897141	0.037859	0.31766	0.140625	0.00458659	8.29557	0.0441915	1.5116	1.49698	10.76	0.100223	0.000488098	2.76233e-05
9	11.3006	11.8818	4.05045	14.3813	2.41182	6.40402	0.00802303	70.4658	11.4245	10.0915	2.32113	0.663039	0.737986	0.170645	20.6136	4.57575	0.00788982	0.120782	9.34342	10.783	35.6234	0.482758	21.2464	0.0841623	0.414625	0.156152	0.0484877	0.317943	0.112882	0.0439797	20.6136	35.6234	0.482758	21.2464	0.996511	0.00112605	0.00011546	1.58581e-05	0.000177472	1.32603e-05	5.68067e-05	0.00151161	0.000466175	1.41324e-05	0.170645	0.986146	0.120765	0.048481	0.317899	0.112866	0.00432891	8.21205	0.0433704	1.53029	1.52495	12.6005	0.172557	0.00047699	1.22302e-05
