"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_T50Testing.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_FAsymp.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",7.39402,7.00182,1.46065,7.00099,2.00018,5.0003,0.00368974,74.8344,1.01228,2.00801,1.00171,0.0200549,0.00584603,0.600086,0.0535937,10.785,1.01937,0.00565837,0.0502222,1.00142,1.07283,21.0001,0.00330674,14.1245,1.72986,0.468319,-56.72344,-495.9437,-547.7407
"1st Qu.",127.46625,9.7544575,2.383735,10.68365,3.465135,7.1930525,0.012018225,85.513575,3.2859625,6.000895,1.567035,0.19734625,0.22628525,0.65874625,0.4524545,17.64235,3.9602325,0.19447225,0.165702,3.3677825,4.586985,26.100175,0.48987825,33.24325,3.0424425,1.444425,-46.5635575,-487.89535,-533.7423
"Median",255.3245,12.6978,2.781,13.25415,4.11312,8.68966,0.01512905,87.40095,4.206605,7.63883,2.016175,0.318797,0.3814185,0.710059,0.5352795,19.14985,4.86289,0.3076135,0.2453395,5.21864,6.105845,30.67915,0.6572405,41.68955,3.43611,2.117955,-44.9512,-486.22965,-531.36965
"Mean",391.5861421598,13.0803595848939,2.82904270131086,13.3027709753433,4.12229973314607,9.16149975187266,0.0155320938732834,87.8822417290886,4.435840332397,7.61579489076155,2.00912418851436,0.312336410049938,0.404274255237204,0.718254105337079,0.539619027730961,19.1253846598003,4.89362202247191,0.326876080024969,0.260319837858926,5.75037563046192,6.25750530898876,31.7228787297129,0.668185115221598,41.9531313202247,3.47038093476904,3.28300692946317,-45.1609329244694,-486.517714466292,-531.678647893258
"3rd Qu.",496.918,16.07715,3.236445,15.858025,4.76394,10.627525,0.018583975,89.769425,5.3328675,9.33618,2.4536525,0.431687,0.56643025,0.767688,0.62074175,20.6145,5.837815,0.44287925,0.34296875,7.5650625,7.762625,35.953375,0.83628475,50.09625,3.83785,3.326785,-43.53007,-484.837275,-529.2499
"Max.",4700.78,20.9866,4.48834,19.9959,6.91703,24.1634,0.0423664,105.996,13.7286,11.9995,2.99969,0.569392,0.988646,0.947271,0.992836,27.7187,9.77853,0.896015,0.672053,13.9998,13.915,75.7749,1.639,91.0466,6.93419,39.8971,-38.58972,-480.6481,-523.6566
"rhat.vec",1.02525944958597,1.00043755722548,1.00996464556735,0.999823071610403,1.0011897802106,1.00149804750689,1.00852327535523,1.0106682605292,1.00116123808166,1.00246948276511,0.999787520569687,0.999965140843132,1.00388376161744,1.0002162637217,1.03128261474786,1.00198087110447,0.999727850310163,1.00049754788003,1.00458481634582,1.00006754545906,1.00010161551813,1.00102506620158,1.00099839511959,1.00042445494952,1.00044849364345,1.0048150350458,0.999960234291299,1.00071159677055,1.00066568951388
