"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_T50Testing.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_FAsymp.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",10.2368,7.00069,1.46034,7.00114,2.00599,5.00164,0.00394459,68.0346,1.04875,2.00035,1.00082,0.0203323,0.00552414,0.600009,0.0173796,7.05229,1.00616,0.00697066,0.0501591,1.00206,1.24596,21.0204,0.000441551,14.0234,1.98235,0.338882,-63.58472,-212.3547,-269.306
"1st Qu.",134.7335,9.7182275,2.405575,10.638525,3.43189,7.482415,0.0164651,87.192075,4.287475,6.04747,1.56421,0.1731455,0.22219275,0.65592675,0.314486,19.590225,4.65671,0.19758525,0.155075,3.868415,6.5701175,37.9027,0.556417,34.25885,4.7407475,3.52545,-53.1837475,-203.107075,-255.43945
"Median",274.9675,12.5716,2.817215,13.132,4.07868,9.356535,0.02198035,89.82815,5.331985,7.720375,2.00598,0.297548,0.3676055,0.7058125,0.4158995,23.61675,5.96098,0.3144345,0.241405,5.768935,8.354335,51.4985,0.992456,49.82745,5.715165,7.55552,-51.35738,-201.6447,-253.25015
"Mean",470.299465324594,13.0558385049938,2.85134582084894,13.2457343742197,4.10476688982522,9.98096117197253,0.0236805517837079,90.3439445536829,5.6345039872035,7.66259424001248,2.00174984082397,0.296598742228464,0.398122961001873,0.715128313358302,0.428710476857054,23.4034032974407,5.97180122347066,0.333982232540574,0.285372521800874,6.25923513264669,8.38204030586767,52.4747232209738,0.99380522091932,51.6808895287141,5.93185793383271,11.377173034176,-51.5235583832709,-201.980250639825,-253.503809098003
"3rd Qu.",563.95375,16.120175,3.28615,15.824825,4.727795,11.766925,0.029061725,92.924875,6.7526625,9.3743575,2.44131,0.41908075,0.5497575,0.764403,0.5253085,27.6863,7.280725,0.450445,0.369872,8.396935,10.2526,66.329825,1.4362775,67.769075,6.87581,16.7913,-49.664825,-200.518975,-251.26935
"Max.",7245.86,20.989,4.49909,19.9964,6.89328,28.8033,0.094733,105.887,13.5162,11.9992,2.99981,0.569976,0.995593,0.949652,0.973261,34.9982,10.9929,0.896486,0.992258,13.9794,13.9952,89.9836,1.99983,104.946,14.8444,39.935,-44.03107,-198.0236,-246.1579
"rhat.vec",1.03657846924287,0.999902139669467,1.01588823839453,0.999875141307454,0.999972725089171,1.00367189769415,1.00060110558063,1.00216836864302,1.00550923695939,1.00086500218839,0.999739213645027,1.00000579269725,1.00013713970202,1.00024989709575,1.01157753711411,1.0006387669893,0.999992123441094,1.00004916956962,1.00075103024118,1.0005844233979,1.00205286915594,1.00011604483235,1.00053066418303,1.00010445388183,1.00017178392,1.00021338739621,1.00072241973475,1.00037543125092,1.00049622901104
