"date","numDate","state","fips","variable","value"
2020-03-20,80,"AK",2,"positive",12
2020-03-20,80,"AL",1,"positive",81
2020-03-20,80,"AR",5,"positive",96
2020-03-20,80,"AZ",4,"positive",65
2020-03-20,80,"CA",6,"positive",1063
2020-03-20,80,"CO",8,"positive",277
2020-03-20,80,"CT",9,"positive",194
2020-03-20,80,"DC",11,"positive",71
2020-03-20,80,"DE",10,"positive",38
2020-03-20,80,"FL",12,"positive",520
2020-03-20,80,"GA",13,"positive",420
2020-03-20,80,"GU",66,"positive",14
2020-03-20,80,"HI",15,"positive",26
2020-03-20,80,"IA",19,"positive",45
2020-03-20,80,"ID",16,"positive",23
2020-03-20,80,"IL",17,"positive",585
2020-03-20,80,"IN",18,"positive",79
2020-03-20,80,"KS",20,"positive",44
2020-03-20,80,"KY",21,"positive",47
2020-03-20,80,"LA",22,"positive",473
2020-03-20,80,"MA",25,"positive",314
2020-03-20,80,"MD",24,"positive",149
2020-03-20,80,"ME",23,"positive",57
2020-03-20,80,"MI",26,"positive",6219
2020-03-20,80,"MN",27,"positive",303
2020-03-20,80,"MO",29,"positive",47
2020-03-20,80,"MS",28,"positive",80
2020-03-20,80,"MT",30,"positive",16
2020-03-20,80,"NC",37,"positive",137
2020-03-20,80,"ND",38,"positive",20
2020-03-20,80,"NE",31,"positive",32
2020-03-20,80,"NH",33,"positive",44
2020-03-20,80,"NJ",34,"positive",890
2020-03-20,80,"NM",35,"positive",43
2020-03-20,80,"NV",32,"positive",109
2020-03-20,80,"NY",36,"positive",7102
2020-03-20,80,"OH",39,"positive",169
2020-03-20,80,"OK",40,"positive",49
2020-03-20,80,"OR",41,"positive",114
2020-03-20,80,"PA",42,"positive",268
2020-03-20,80,"PR",72,"positive",14
2020-03-20,80,"RI",44,"positive",74
2020-03-20,80,"SC",45,"positive",81
2020-03-20,80,"SD",46,"positive",14
2020-03-20,80,"TN",47,"positive",228
2020-03-20,80,"TX",48,"positive",194
2020-03-20,80,"UT",49,"positive",112
2020-03-20,80,"VA",51,"positive",114
2020-03-20,80,"VT",50,"positive",44
2020-03-20,80,"WA",53,"positive",4551
2020-03-20,80,"WI",55,"positive",235
2020-03-20,80,"WY",56,"positive",19
2020-03-21,81,"AK",2,"positive",14
2020-03-21,81,"AL",1,"positive",124
2020-03-21,81,"AR",5,"positive",118
2020-03-21,81,"AZ",4,"positive",104
2020-03-21,81,"CA",6,"positive",1279
2020-03-21,81,"CO",8,"positive",363
2020-03-21,81,"CT",9,"positive",194
2020-03-21,81,"DC",11,"positive",77
2020-03-21,81,"DE",10,"positive",45
2020-03-21,81,"FL",12,"positive",658
2020-03-21,81,"GA",13,"positive",507
2020-03-21,81,"GU",66,"positive",15
2020-03-21,81,"HI",15,"positive",37
2020-03-21,81,"IA",19,"positive",68
2020-03-21,81,"ID",16,"positive",31
2020-03-21,81,"IL",17,"positive",753
2020-03-21,81,"IN",18,"positive",126
2020-03-21,81,"KS",20,"positive",55
2020-03-21,81,"KY",21,"positive",54
2020-03-21,81,"LA",22,"positive",580
2020-03-21,81,"MA",25,"positive",426
2020-03-21,81,"MD",24,"positive",190
2020-03-21,81,"ME",23,"positive",73
2020-03-21,81,"MI",26,"positive",7023
2020-03-21,81,"MN",27,"positive",327
2020-03-21,81,"MO",29,"positive",73
2020-03-21,81,"MS",28,"positive",140
2020-03-21,81,"MT",30,"positive",20
2020-03-21,81,"NC",37,"positive",184
2020-03-21,81,"ND",38,"positive",28
2020-03-21,81,"NE",31,"positive",38
2020-03-21,81,"NH",33,"positive",55
2020-03-21,81,"NJ",34,"positive",1327
2020-03-21,81,"NM",35,"positive",57
2020-03-21,81,"NV",32,"positive",124
2020-03-21,81,"NY",36,"positive",10356
2020-03-21,81,"OH",39,"positive",247
2020-03-21,81,"OK",40,"positive",53
2020-03-21,81,"OR",41,"positive",114
2020-03-21,81,"PA",42,"positive",371
2020-03-21,81,"PR",72,"positive",21
2020-03-21,81,"RI",44,"positive",88
2020-03-21,81,"SC",45,"positive",152
2020-03-21,81,"SD",46,"positive",14
2020-03-21,81,"TN",47,"positive",371
2020-03-21,81,"TX",48,"positive",304
2020-03-21,81,"UT",49,"positive",136
2020-03-21,81,"VA",51,"positive",152
2020-03-21,81,"VT",50,"positive",52
2020-03-21,81,"WA",53,"positive",4837
2020-03-21,81,"WI",55,"positive",315
2020-03-21,81,"WV",54,"positive",11
2020-03-21,81,"WY",56,"positive",23
2020-03-22,82,"AK",2,"positive",22
2020-03-22,82,"AL",1,"positive",138
2020-03-22,82,"AR",5,"positive",165
2020-03-22,82,"AZ",4,"positive",152
2020-03-22,82,"CA",6,"positive",1536
2020-03-22,82,"CO",8,"positive",475
2020-03-22,82,"CT",9,"positive",223
2020-03-22,82,"DC",11,"positive",98
2020-03-22,82,"DE",10,"positive",56
2020-03-22,82,"FL",12,"positive",830
2020-03-22,82,"GA",13,"positive",600
2020-03-22,82,"GU",66,"positive",27
2020-03-22,82,"HI",15,"positive",48
2020-03-22,82,"IA",19,"positive",90
2020-03-22,82,"ID",16,"positive",42
2020-03-22,82,"IL",17,"positive",1049
2020-03-22,82,"IN",18,"positive",201
2020-03-22,82,"KS",20,"positive",64
2020-03-22,82,"KY",21,"positive",99
2020-03-22,82,"LA",22,"positive",837
2020-03-22,82,"MA",25,"positive",547
2020-03-22,82,"MD",24,"positive",244
2020-03-22,82,"ME",23,"positive",89
2020-03-22,82,"MI",26,"positive",7822
2020-03-22,82,"MN",27,"positive",349
2020-03-22,82,"MO",29,"positive",90
2020-03-22,82,"MS",28,"positive",207
2020-03-22,82,"MT",30,"positive",31
2020-03-22,82,"NC",37,"positive",255
2020-03-22,82,"ND",38,"positive",28
2020-03-22,82,"NE",31,"positive",48
2020-03-22,82,"NH",33,"positive",65
2020-03-22,82,"NJ",34,"positive",1914
2020-03-22,82,"NM",35,"positive",57
2020-03-22,82,"NV",32,"positive",190
2020-03-22,82,"NY",36,"positive",15168
2020-03-22,82,"OH",39,"positive",351
2020-03-22,82,"OK",40,"positive",67
2020-03-22,82,"OR",41,"positive",161
2020-03-22,82,"PA",42,"positive",479
2020-03-22,82,"PR",72,"positive",23
2020-03-22,82,"RI",44,"positive",113
2020-03-22,82,"SC",45,"positive",195
2020-03-22,82,"SD",46,"positive",21
2020-03-22,82,"TN",47,"positive",505
2020-03-22,82,"TX",48,"positive",334
2020-03-22,82,"UT",49,"positive",181
2020-03-22,82,"VA",51,"positive",219
2020-03-22,82,"VT",50,"positive",76
2020-03-22,82,"WA",53,"positive",5121
2020-03-22,82,"WI",55,"positive",425
2020-03-22,82,"WV",54,"positive",12
2020-03-22,82,"WY",56,"positive",24
2020-03-23,83,"AK",2,"positive",22
2020-03-23,83,"AL",1,"positive",167
2020-03-23,83,"AR",5,"positive",174
2020-03-23,83,"AZ",4,"positive",265
2020-03-23,83,"CA",6,"positive",1733
2020-03-23,83,"CO",8,"positive",591
2020-03-23,83,"CT",9,"positive",415
2020-03-23,83,"DC",11,"positive",116
2020-03-23,83,"DE",10,"positive",68
2020-03-23,83,"FL",12,"positive",1171
2020-03-23,83,"GA",13,"positive",772
2020-03-23,83,"GU",66,"positive",29
2020-03-23,83,"HI",15,"positive",56
2020-03-23,83,"IA",19,"positive",105
2020-03-23,83,"ID",16,"positive",47
2020-03-23,83,"IL",17,"positive",1273
2020-03-23,83,"IN",18,"positive",259
2020-03-23,83,"KS",20,"positive",82
2020-03-23,83,"KY",21,"positive",104
2020-03-23,83,"LA",22,"positive",1172
2020-03-23,83,"MA",25,"positive",678
2020-03-23,83,"MD",24,"positive",288
2020-03-23,83,"ME",23,"positive",107
2020-03-23,83,"MI",26,"positive",9062
2020-03-23,83,"MN",27,"positive",393
2020-03-23,83,"MO",29,"positive",183
2020-03-23,83,"MS",28,"positive",249
2020-03-23,83,"MT",30,"positive",34
2020-03-23,83,"NC",37,"positive",297
2020-03-23,83,"ND",38,"positive",30
2020-03-23,83,"NE",31,"positive",50
2020-03-23,83,"NH",33,"positive",78
2020-03-23,83,"NJ",34,"positive",2844
2020-03-23,83,"NM",35,"positive",65
2020-03-23,83,"NV",32,"positive",245
2020-03-23,83,"NY",36,"positive",20875
2020-03-23,83,"OH",39,"positive",442
2020-03-23,83,"OK",40,"positive",81
2020-03-23,83,"OR",41,"positive",191
2020-03-23,83,"PA",42,"positive",644
2020-03-23,83,"PR",72,"positive",31
2020-03-23,83,"RI",44,"positive",129
2020-03-23,83,"SC",45,"positive",298
2020-03-23,83,"SD",46,"positive",28
2020-03-23,83,"TN",47,"positive",615
2020-03-23,83,"TX",48,"positive",352
2020-03-23,83,"UT",49,"positive",257
2020-03-23,83,"VA",51,"positive",254
2020-03-23,83,"VT",50,"positive",97
2020-03-23,83,"WA",53,"positive",5568
2020-03-23,83,"WI",55,"positive",466
2020-03-23,83,"WV",54,"positive",16
2020-03-23,83,"WY",56,"positive",26
2020-03-24,84,"AK",2,"positive",36
2020-03-24,84,"AL",1,"positive",215
2020-03-24,84,"AR",5,"positive",218
2020-03-24,84,"AZ",4,"positive",357
2020-03-24,84,"CA",6,"positive",2102
2020-03-24,84,"CO",8,"positive",720
2020-03-24,84,"CT",9,"positive",618
2020-03-24,84,"DC",11,"positive",137
2020-03-24,84,"DE",10,"positive",91
2020-03-24,84,"FL",12,"positive",1412
2020-03-24,84,"GA",13,"positive",1026
2020-03-24,84,"GU",66,"positive",32
2020-03-24,84,"HI",15,"positive",77
2020-03-24,84,"IA",19,"positive",124
2020-03-24,84,"ID",16,"positive",50
2020-03-24,84,"IL",17,"positive",1535
2020-03-24,84,"IN",18,"positive",365
2020-03-24,84,"KS",20,"positive",98
2020-03-24,84,"KY",21,"positive",124
2020-03-24,84,"LA",22,"positive",1388
2020-03-24,84,"MA",25,"positive",1060
2020-03-24,84,"MD",24,"positive",349
2020-03-24,84,"ME",23,"positive",125
2020-03-24,84,"MI",26,"positive",10155
2020-03-24,84,"MN",27,"positive",444
2020-03-24,84,"MO",29,"positive",183
2020-03-24,84,"MS",28,"positive",320
2020-03-24,84,"MT",30,"positive",46
2020-03-24,84,"NC",37,"positive",398
2020-03-24,84,"ND",38,"positive",34
2020-03-24,84,"NE",31,"positive",52
2020-03-24,84,"NH",33,"positive",101
2020-03-24,84,"NJ",34,"positive",3675
2020-03-24,84,"NM",35,"positive",83
2020-03-24,84,"NV",32,"positive",278
2020-03-24,84,"NY",36,"positive",25665
2020-03-24,84,"OH",39,"positive",564
2020-03-24,84,"OK",40,"positive",106
2020-03-24,84,"OR",41,"positive",209
2020-03-24,84,"PA",42,"positive",851
2020-03-24,84,"PR",72,"positive",39
2020-03-24,84,"RI",44,"positive",148
2020-03-24,84,"SC",45,"positive",298
2020-03-24,84,"SD",46,"positive",30
2020-03-24,84,"TN",47,"positive",667
2020-03-24,84,"TX",48,"positive",410
2020-03-24,84,"UT",49,"positive",299
2020-03-24,84,"VA",51,"positive",290
2020-03-24,84,"VT",50,"positive",125
2020-03-24,84,"WA",53,"positive",5923
2020-03-24,84,"WI",55,"positive",525
2020-03-24,84,"WV",54,"positive",20
2020-03-24,84,"WY",56,"positive",29
2020-03-25,85,"AK",2,"positive",42
2020-03-25,85,"AL",1,"positive",283
2020-03-25,85,"AR",5,"positive",280
2020-03-25,85,"AZ",4,"positive",450
2020-03-25,85,"CA",6,"positive",2355
2020-03-25,85,"CO",8,"positive",912
2020-03-25,85,"CT",9,"positive",875
2020-03-25,85,"DC",11,"positive",183
2020-03-25,85,"DE",10,"positive",115
2020-03-25,85,"FL",12,"positive",1682
2020-03-25,85,"GA",13,"positive",1247
2020-03-25,85,"GU",66,"positive",37
2020-03-25,85,"HI",15,"positive",90
2020-03-25,85,"IA",19,"positive",145
2020-03-25,85,"ID",16,"positive",73
2020-03-25,85,"IL",17,"positive",1865
2020-03-25,85,"IN",18,"positive",477
2020-03-25,85,"KS",20,"positive",126
2020-03-25,85,"KY",21,"positive",157
2020-03-25,85,"LA",22,"positive",1795
2020-03-25,85,"MA",25,"positive",1739
2020-03-25,85,"MD",24,"positive",423
2020-03-25,85,"ME",23,"positive",149
2020-03-25,85,"MI",26,"positive",11335
2020-03-25,85,"MN",27,"positive",502
2020-03-25,85,"MO",29,"positive",356
2020-03-25,85,"MS",28,"positive",377
2020-03-25,85,"MT",30,"positive",53
2020-03-25,85,"NC",37,"positive",504
2020-03-25,85,"ND",38,"positive",39
2020-03-25,85,"NE",31,"positive",61
2020-03-25,85,"NH",33,"positive",108
2020-03-25,85,"NJ",34,"positive",4402
2020-03-25,85,"NM",35,"positive",100
2020-03-25,85,"NV",32,"positive",321
2020-03-25,85,"NY",36,"positive",30811
2020-03-25,85,"OH",39,"positive",704
2020-03-25,85,"OK",40,"positive",164
2020-03-25,85,"OR",41,"positive",209
2020-03-25,85,"PA",42,"positive",1127
2020-03-25,85,"PR",72,"positive",51
2020-03-25,85,"RI",44,"positive",176
2020-03-25,85,"SC",45,"positive",424
2020-03-25,85,"SD",46,"positive",41
2020-03-25,85,"TN",47,"positive",784
2020-03-25,85,"TX",48,"positive",974
2020-03-25,85,"UT",49,"positive",346
2020-03-25,85,"VA",51,"positive",391
2020-03-25,85,"VI",78,"positive",17
2020-03-25,85,"VT",50,"positive",160
2020-03-25,85,"WA",53,"positive",6329
2020-03-25,85,"WI",55,"positive",667
2020-03-25,85,"WV",54,"positive",39
2020-03-25,85,"WY",56,"positive",44
2020-03-26,86,"AK",2,"positive",59
2020-03-26,86,"AL",1,"positive",506
2020-03-26,86,"AR",5,"positive",335
2020-03-26,86,"AZ",4,"positive",577
2020-03-26,86,"CA",6,"positive",3006
2020-03-26,86,"CO",8,"positive",1086
2020-03-26,86,"CT",9,"positive",1012
2020-03-26,86,"DC",11,"positive",231
2020-03-26,86,"DE",10,"positive",130
2020-03-26,86,"FL",12,"positive",2355
2020-03-26,86,"GA",13,"positive",1525
2020-03-26,86,"GU",66,"positive",45
2020-03-26,86,"HI",15,"positive",95
2020-03-26,86,"IA",19,"positive",179
2020-03-26,86,"ID",16,"positive",123
2020-03-26,86,"IL",17,"positive",2538
2020-03-26,86,"IN",18,"positive",645
2020-03-26,86,"KS",20,"positive",168
2020-03-26,86,"KY",21,"positive",198
2020-03-26,86,"LA",22,"positive",2305
2020-03-26,86,"MA",25,"positive",2318
2020-03-26,86,"MD",24,"positive",580
2020-03-26,86,"ME",23,"positive",155
2020-03-26,86,"MI",26,"positive",12475
2020-03-26,86,"MN",27,"positive",565
2020-03-26,86,"MO",29,"positive",502
2020-03-26,86,"MS",28,"positive",485
2020-03-26,86,"MT",30,"positive",71
2020-03-26,86,"NC",37,"positive",636
2020-03-26,86,"ND",38,"positive",52
2020-03-26,86,"NE",31,"positive",73
2020-03-26,86,"NH",33,"positive",137
2020-03-26,86,"NJ",34,"positive",6876
2020-03-26,86,"NM",35,"positive",112
2020-03-26,86,"NV",32,"positive",420
2020-03-26,86,"NY",36,"positive",37258
2020-03-26,86,"OH",39,"positive",867
2020-03-26,86,"OK",40,"positive",248
2020-03-26,86,"OR",41,"positive",327
2020-03-26,86,"PA",42,"positive",1687
2020-03-26,86,"PR",72,"positive",64
2020-03-26,86,"RI",44,"positive",217
2020-03-26,86,"SC",45,"positive",456
2020-03-26,86,"SD",46,"positive",46
2020-03-26,86,"TN",47,"positive",957
2020-03-26,86,"TX",48,"positive",1396
2020-03-26,86,"UT",49,"positive",402
2020-03-26,86,"VA",51,"positive",460
2020-03-26,86,"VI",78,"positive",17
2020-03-26,86,"VT",50,"positive",185
2020-03-26,86,"WA",53,"positive",6700
2020-03-26,86,"WI",55,"positive",806
2020-03-26,86,"WV",54,"positive",51
2020-03-26,86,"WY",56,"positive",53
2020-03-27,87,"AK",2,"positive",69
2020-03-27,87,"AL",1,"positive",587
2020-03-27,87,"AR",5,"positive",381
2020-03-27,87,"AZ",4,"positive",736
2020-03-27,87,"CA",6,"positive",3879
2020-03-27,87,"CO",8,"positive",1430
2020-03-27,87,"CT",9,"positive",1291
2020-03-27,87,"DC",11,"positive",267
2020-03-27,87,"DE",10,"positive",163
2020-03-27,87,"FL",12,"positive",2765
2020-03-27,87,"GA",13,"positive",2001
2020-03-27,87,"GU",66,"positive",51
2020-03-27,87,"HI",15,"positive",106
2020-03-27,87,"IA",19,"positive",235
2020-03-27,87,"ID",16,"positive",189
2020-03-27,87,"IL",17,"positive",3026
2020-03-27,87,"IN",18,"positive",981
2020-03-27,87,"KS",20,"positive",202
2020-03-27,87,"KY",21,"positive",248
2020-03-27,87,"LA",22,"positive",2746
2020-03-27,87,"MA",25,"positive",3151
2020-03-27,87,"MD",24,"positive",774
2020-03-27,87,"ME",23,"positive",168
2020-03-27,87,"MI",26,"positive",13799
2020-03-27,87,"MN",27,"positive",640
2020-03-27,87,"MO",29,"positive",669
2020-03-27,87,"MS",28,"positive",579
2020-03-27,87,"MT",30,"positive",108
2020-03-27,87,"NC",37,"positive",763
2020-03-27,87,"ND",38,"positive",65
2020-03-27,87,"NE",31,"positive",85
2020-03-27,87,"NH",33,"positive",158
2020-03-27,87,"NJ",34,"positive",8825
2020-03-27,87,"NM",35,"positive",136
2020-03-27,87,"NV",32,"positive",535
2020-03-27,87,"NY",36,"positive",44635
2020-03-27,87,"OH",39,"positive",1137
2020-03-27,87,"OK",40,"positive",322
2020-03-27,87,"OR",41,"positive",414
2020-03-27,87,"PA",42,"positive",2218
2020-03-27,87,"PR",72,"positive",79
2020-03-27,87,"RI",44,"positive",248
2020-03-27,87,"SC",45,"positive",456
2020-03-27,87,"SD",46,"positive",58
2020-03-27,87,"TN",47,"positive",1203
2020-03-27,87,"TX",48,"positive",1731
2020-03-27,87,"UT",49,"positive",480
2020-03-27,87,"VA",51,"positive",604
2020-03-27,87,"VI",78,"positive",19
2020-03-27,87,"VT",50,"positive",213
2020-03-27,87,"WA",53,"positive",7076
2020-03-27,87,"WI",55,"positive",969
2020-03-27,87,"WV",54,"positive",76
2020-03-27,87,"WY",56,"positive",70
2020-03-28,88,"AK",2,"positive",85
2020-03-28,88,"AL",1,"positive",696
2020-03-28,88,"AR",5,"positive",404
2020-03-28,88,"AZ",4,"positive",873
2020-03-28,88,"CA",6,"positive",4643
2020-03-28,88,"CO",8,"positive",1734
2020-03-28,88,"CT",9,"positive",1291
2020-03-28,88,"DC",11,"positive",304
2020-03-28,88,"DE",10,"positive",214
2020-03-28,88,"FL",12,"positive",3763
2020-03-28,88,"GA",13,"positive",2366
2020-03-28,88,"GU",66,"positive",55
2020-03-28,88,"HI",15,"positive",120
2020-03-28,88,"IA",19,"positive",298
2020-03-28,88,"ID",16,"positive",230
2020-03-28,88,"IL",17,"positive",3491
2020-03-28,88,"IN",18,"positive",1232
2020-03-28,88,"KS",20,"positive",261
2020-03-28,88,"KY",21,"positive",302
2020-03-28,88,"LA",22,"positive",3315
2020-03-28,88,"MA",25,"positive",4158
2020-03-28,88,"MD",24,"positive",992
2020-03-28,88,"ME",23,"positive",211
2020-03-28,88,"MI",26,"positive",14865
2020-03-28,88,"MN",27,"positive",687
2020-03-28,88,"MO",29,"positive",838
2020-03-28,88,"MS",28,"positive",663
2020-03-28,88,"MT",30,"positive",129
2020-03-28,88,"NC",37,"positive",935
2020-03-28,88,"ND",38,"positive",83
2020-03-28,88,"NE",31,"positive",96
2020-03-28,88,"NH",33,"positive",187
2020-03-28,88,"NJ",34,"positive",11124
2020-03-28,88,"NM",35,"positive",191
2020-03-28,88,"NV",32,"positive",621
2020-03-28,88,"NY",36,"positive",52318
2020-03-28,88,"OH",39,"positive",1406
2020-03-28,88,"OK",40,"positive",377
2020-03-28,88,"OR",41,"positive",479
2020-03-28,88,"PA",42,"positive",2751
2020-03-28,88,"PR",72,"positive",100
2020-03-28,88,"RI",44,"positive",312
2020-03-28,88,"SC",45,"positive",539
2020-03-28,88,"SD",46,"positive",68
2020-03-28,88,"TN",47,"positive",1373
2020-03-28,88,"TX",48,"positive",2052
2020-03-28,88,"UT",49,"positive",602
2020-03-28,88,"VA",51,"positive",739
2020-03-28,88,"VI",78,"positive",22
2020-03-28,88,"VT",50,"positive",234
2020-03-28,88,"WA",53,"positive",7397
2020-03-28,88,"WI",55,"positive",1134
2020-03-28,88,"WV",54,"positive",96
2020-03-28,88,"WY",56,"positive",82
2020-03-29,89,"AK",2,"positive",102
2020-03-29,89,"AL",1,"positive",806
2020-03-29,89,"AR",5,"positive",426
2020-03-29,89,"AZ",4,"positive",919
2020-03-29,89,"CA",6,"positive",5708
2020-03-29,89,"CO",8,"positive",2061
2020-03-29,89,"CT",9,"positive",1993
2020-03-29,89,"DC",11,"positive",342
2020-03-29,89,"DE",10,"positive",232
2020-03-29,89,"FL",12,"positive",4246
2020-03-29,89,"GA",13,"positive",2651
2020-03-29,89,"GU",66,"positive",56
2020-03-29,89,"HI",15,"positive",151
2020-03-29,89,"IA",19,"positive",336
2020-03-29,89,"ID",16,"positive",261
2020-03-29,89,"IL",17,"positive",4596
2020-03-29,89,"IN",18,"positive",1514
2020-03-29,89,"KS",20,"positive",319
2020-03-29,89,"KY",21,"positive",394
2020-03-29,89,"LA",22,"positive",3540
2020-03-29,89,"MA",25,"positive",4856
2020-03-29,89,"MD",24,"positive",1239
2020-03-29,89,"ME",23,"positive",253
2020-03-29,89,"MI",26,"positive",15784
2020-03-29,89,"MN",27,"positive",725
2020-03-29,89,"MO",29,"positive",838
2020-03-29,89,"MS",28,"positive",758
2020-03-29,89,"MT",30,"positive",154
2020-03-29,89,"NC",37,"positive",1040
2020-03-29,89,"ND",38,"positive",98
2020-03-29,89,"NE",31,"positive",108
2020-03-29,89,"NH",33,"positive",214
2020-03-29,89,"NJ",34,"positive",13386
2020-03-29,89,"NM",35,"positive",237
2020-03-29,89,"NV",32,"positive",738
2020-03-29,89,"NY",36,"positive",59513
2020-03-29,89,"OH",39,"positive",1653
2020-03-29,89,"OK",40,"positive",429
2020-03-29,89,"OR",41,"positive",548
2020-03-29,89,"PA",42,"positive",3394
2020-03-29,89,"PR",72,"positive",127
2020-03-29,89,"RI",44,"positive",417
2020-03-29,89,"SC",45,"positive",774
2020-03-29,89,"SD",46,"positive",90
2020-03-29,89,"TN",47,"positive",1537
2020-03-29,89,"TX",48,"positive",2552
2020-03-29,89,"UT",49,"positive",719
2020-03-29,89,"VA",51,"positive",890
2020-03-29,89,"VI",78,"positive",23
2020-03-29,89,"VT",50,"positive",256
2020-03-29,89,"WA",53,"positive",7715
2020-03-29,89,"WI",55,"positive",1276
2020-03-29,89,"WV",54,"positive",113
2020-03-29,89,"WY",56,"positive",86
2020-03-30,90,"AK",2,"positive",114
2020-03-30,90,"AL",1,"positive",859
2020-03-30,90,"AR",5,"positive",473
2020-03-30,90,"AZ",4,"positive",1157
2020-03-30,90,"CA",6,"positive",6447
2020-03-30,90,"CO",8,"positive",2627
2020-03-30,90,"CT",9,"positive",2571
2020-03-30,90,"DC",11,"positive",401
2020-03-30,90,"DE",10,"positive",264
2020-03-30,90,"FL",12,"positive",5473
2020-03-30,90,"GA",13,"positive",2809
2020-03-30,90,"GU",66,"positive",58
2020-03-30,90,"HI",15,"positive",175
2020-03-30,90,"IA",19,"positive",424
2020-03-30,90,"ID",16,"positive",310
2020-03-30,90,"IL",17,"positive",5057
2020-03-30,90,"IN",18,"positive",1786
2020-03-30,90,"KS",20,"positive",368
2020-03-30,90,"KY",21,"positive",439
2020-03-30,90,"LA",22,"positive",4025
2020-03-30,90,"MA",25,"positive",5653
2020-03-30,90,"MD",24,"positive",1413
2020-03-30,90,"ME",23,"positive",275
2020-03-30,90,"MI",26,"positive",17363
2020-03-30,90,"MN",27,"positive",823
2020-03-30,90,"MO",29,"positive",1031
2020-03-30,90,"MS",28,"positive",847
2020-03-30,90,"MT",30,"positive",171
2020-03-30,90,"NC",37,"positive",1307
2020-03-30,90,"ND",38,"positive",109
2020-03-30,90,"NE",31,"positive",145
2020-03-30,90,"NH",33,"positive",314
2020-03-30,90,"NJ",34,"positive",16636
2020-03-30,90,"NM",35,"positive",237
2020-03-30,90,"NV",32,"positive",1008
2020-03-30,90,"NY",36,"positive",66497
2020-03-30,90,"OH",39,"positive",1933
2020-03-30,90,"OK",40,"positive",481
2020-03-30,90,"OR",41,"positive",606
2020-03-30,90,"PA",42,"positive",4087
2020-03-30,90,"PR",72,"positive",174
2020-03-30,90,"RI",44,"positive",495
2020-03-30,90,"SC",45,"positive",925
2020-03-30,90,"SD",46,"positive",101
2020-03-30,90,"TN",47,"positive",1834
2020-03-30,90,"TX",48,"positive",2877
2020-03-30,90,"UT",49,"positive",806
2020-03-30,90,"VA",51,"positive",1020
2020-03-30,90,"VI",78,"positive",30
2020-03-30,90,"VT",50,"positive",293
2020-03-30,90,"WA",53,"positive",8120
2020-03-30,90,"WI",55,"positive",1422
2020-03-30,90,"WV",54,"positive",126
2020-03-30,90,"WY",56,"positive",94
2020-03-31,91,"AK",2,"positive",119
2020-03-31,91,"AL",1,"positive",981
2020-03-31,91,"AR",5,"positive",523
2020-03-31,91,"AZ",4,"positive",1289
2020-03-31,91,"CA",6,"positive",7482
2020-03-31,91,"CO",8,"positive",2627
2020-03-31,91,"CT",9,"positive",3128
2020-03-31,91,"DC",11,"positive",495
2020-03-31,91,"DE",10,"positive",319
2020-03-31,91,"FL",12,"positive",6338
2020-03-31,91,"GA",13,"positive",3929
2020-03-31,91,"GU",66,"positive",69
2020-03-31,91,"HI",15,"positive",204
2020-03-31,91,"IA",19,"positive",497
2020-03-31,91,"ID",16,"positive",415
2020-03-31,91,"IL",17,"positive",5994
2020-03-31,91,"IN",18,"positive",2159
2020-03-31,91,"KS",20,"positive",428
